variant,label,frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@3_pct,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,MS_Latency_ms
frames1,1 frame,200,4.926257184886361,4.106894662472239,8.94001779337155,10.783048953420002,14.332776606207398,11.576673263318176,32.0,60.0,92.0,99.5,100.0,6.346747290410065
frames2,2 frames,200,4.926365370441053,4.107244110001638,8.939988497237541,10.78170548402926,14.332857978943743,11.576535635407751,32.0,60.0,92.0,99.5,100.0,7.000754738039343
full,Full,200,4.926564852793731,4.108652188589524,8.93955096440678,10.776878757151637,14.332690255447314,11.575115334940183,32.0,60.0,92.0,99.5,100.0,4.874748695889029
grid4,4x4,200,4.927325054223863,4.119798729377715,8.941901365945439,10.792685485559982,14.332746012808624,11.578764402120353,32.0,60.0,92.0,99.5,100.0,3.6982575239308617
grid5,5x5,200,4.9277611106722,4.114582966638575,8.939557943812554,10.782208414466318,14.33273301413701,11.57662794620592,32.0,60.0,92.0,99.5,100.0,4.3756960335744575
grid7,7x7,200,4.9257137545151775,4.104918686051679,8.939584861496247,10.776903407395077,14.332572687079711,11.573724597404272,32.0,60.0,92.0,99.5,100.0,8.969812195542415
grid8,8x8,200,4.924225585209818,4.100233419479547,8.93968353911875,10.771510223933095,14.33247609567746,11.571851203223819,32.0,60.0,92.0,99.5,100.0,10.400392044076773
no_gru,w/o GRU,200,4.9459166529051855,4.083041568817968,9.194619847739604,11.30496754873277,14.416963412738731,11.695024213618483,32.5,60.0,92.5,99.5,100.0,7.226906000386932
no_kalman,w/o Kalman,200,4.066896215873315,3.3350862049715926,7.479683297826204,8.7276721318472,11.344896110051533,9.293760414040959,42.5,69.5,96.0,100.0,100.0,7.571931956717215
no_ms,w/o MeanShift,200,5.853051167779874,5.258731333310099,11.991574958966453,14.574269112206517,18.113598364794846,15.114903371238976,30.5,48.0,82.0,95.5,100.0,0.0
