[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:window_8x8] epoch=001/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=4.257660 train_mle=7.232m best=4.257660 bad=0/8
[MKG-ablation:window_8x8] epoch=002/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=4.258807 train_mle=7.233m best=4.257660 bad=1/8
[MKG-ablation:window_8x8] epoch=003/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=4.260590 train_mle=7.237m best=4.257660 bad=2/8
[MKG-ablation:window_8x8] epoch=004/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=4.236705 train_mle=7.201m best=4.236705 bad=0/8
[MKG-ablation:window_8x8] epoch=005/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=4.167572 train_mle=7.102m best=4.167572 bad=0/8
[MKG-ablation:window_8x8] epoch=006/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=4.059347 train_mle=6.948m best=4.059347 bad=0/8
[MKG-ablation:window_8x8] epoch=007/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.988463 train_mle=6.837m best=3.988463 bad=0/8
[MKG-ablation:window_8x8] epoch=008/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.956220 train_mle=6.791m best=3.956220 bad=0/8
[MKG-ablation:window_8x8] epoch=009/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.918661 train_mle=6.743m best=3.918661 bad=0/8
[MKG-ablation:window_8x8] epoch=010/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.902423 train_mle=6.749m best=3.902423 bad=0/8
[MKG-ablation:window_8x8] epoch=011/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.808936 train_mle=6.597m best=3.808936 bad=0/8
[MKG-ablation:window_8x8] epoch=012/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.809642 train_mle=6.617m best=3.808936 bad=1/8
[MKG-ablation:window_8x8] epoch=013/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.726794 train_mle=6.484m best=3.726794 bad=0/8
[MKG-ablation:window_8x8] epoch=014/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.748084 train_mle=6.550m best=3.726794 bad=1/8
[MKG-ablation:window_8x8] epoch=015/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.674887 train_mle=6.421m best=3.674887 bad=0/8
[MKG-ablation:window_8x8] epoch=016/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.555947 train_mle=6.246m best=3.555947 bad=0/8
[MKG-ablation:window_8x8] epoch=017/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.452299 train_mle=6.104m best=3.452299 bad=0/8
[MKG-ablation:window_8x8] epoch=018/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.410057 train_mle=6.052m best=3.410057 bad=0/8
[MKG-ablation:window_8x8] epoch=019/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.271362 train_mle=5.848m best=3.271362 bad=0/8
[MKG-ablation:window_8x8] epoch=020/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=3.033764 train_mle=5.517m best=3.033764 bad=0/8
[MKG-ablation:window_8x8] epoch=021/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.851202 train_mle=5.251m best=2.851202 bad=0/8
[MKG-ablation:window_8x8] epoch=022/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.875338 train_mle=5.292m best=2.851202 bad=1/8
[MKG-ablation:window_8x8] epoch=023/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.838367 train_mle=5.221m best=2.838367 bad=0/8
[MKG-ablation:window_8x8] epoch=024/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.626529 train_mle=4.884m best=2.626529 bad=0/8
[MKG-ablation:window_8x8] epoch=025/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.579340 train_mle=4.806m best=2.579340 bad=0/8
[MKG-ablation:window_8x8] epoch=026/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.625775 train_mle=4.911m best=2.579340 bad=1/8
[MKG-ablation:window_8x8] epoch=027/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.581926 train_mle=4.833m best=2.579340 bad=2/8
[MKG-ablation:window_8x8] epoch=028/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.498160 train_mle=4.685m best=2.498160 bad=0/8
[MKG-ablation:window_8x8] epoch=029/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.221918 train_mle=4.226m best=2.221918 bad=0/8
[MKG-ablation:window_8x8] epoch=030/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.044348 train_mle=3.962m best=2.044348 bad=0/8
[MKG-ablation:window_8x8] epoch=031/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.202034 train_mle=4.193m best=2.044348 bad=1/8
[MKG-ablation:window_8x8] epoch=032/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.003937 train_mle=3.889m best=2.003937 bad=0/8
[MKG-ablation:window_8x8] epoch=033/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=2.007109 train_mle=3.885m best=2.003937 bad=1/8
[MKG-ablation:window_8x8] epoch=034/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.759742 train_mle=3.491m best=1.759742 bad=0/8
[MKG-ablation:window_8x8] epoch=035/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.649198 train_mle=3.336m best=1.649198 bad=0/8
[MKG-ablation:window_8x8] epoch=036/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.836109 train_mle=3.655m best=1.649198 bad=1/8
[MKG-ablation:window_8x8] epoch=037/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.915448 train_mle=3.736m best=1.649198 bad=2/8
[MKG-ablation:window_8x8] epoch=038/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.811751 train_mle=3.621m best=1.649198 bad=3/8
[MKG-ablation:window_8x8] epoch=039/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.430696 train_mle=2.977m best=1.430696 bad=0/8
[MKG-ablation:window_8x8] epoch=040/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.377355 train_mle=2.881m best=1.377355 bad=0/8
[MKG-ablation:window_8x8] epoch=041/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.539613 train_mle=3.136m best=1.377355 bad=1/8
[MKG-ablation:window_8x8] epoch=042/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.405848 train_mle=2.944m best=1.377355 bad=2/8
[MKG-ablation:window_8x8] epoch=043/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.308791 train_mle=2.767m best=1.308791 bad=0/8
[MKG-ablation:window_8x8] epoch=044/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.388146 train_mle=2.927m best=1.308791 bad=1/8
