[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:seed_456] epoch=001/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.979537 train_mle=5.268m best=2.979537 bad=0/8
[MKG-ablation:seed_456] epoch=002/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.955838 train_mle=5.222m best=2.955838 bad=0/8
[MKG-ablation:seed_456] epoch=003/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.945221 train_mle=5.208m best=2.945221 bad=0/8
[MKG-ablation:seed_456] epoch=004/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.897728 train_mle=5.141m best=2.897728 bad=0/8
[MKG-ablation:seed_456] epoch=005/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.803295 train_mle=4.993m best=2.803295 bad=0/8
[MKG-ablation:seed_456] epoch=006/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.733416 train_mle=4.877m best=2.733416 bad=0/8
[MKG-ablation:seed_456] epoch=007/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.739830 train_mle=4.889m best=2.733416 bad=1/8
[MKG-ablation:seed_456] epoch=008/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.697762 train_mle=4.828m best=2.697762 bad=0/8
[MKG-ablation:seed_456] epoch=009/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.657653 train_mle=4.773m best=2.657653 bad=0/8
[MKG-ablation:seed_456] epoch=010/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.631149 train_mle=4.739m best=2.631149 bad=0/8
[MKG-ablation:seed_456] epoch=011/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.598356 train_mle=4.702m best=2.598356 bad=0/8
[MKG-ablation:seed_456] epoch=012/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.519773 train_mle=4.564m best=2.519773 bad=0/8
[MKG-ablation:seed_456] epoch=013/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.466490 train_mle=4.486m best=2.466490 bad=0/8
[MKG-ablation:seed_456] epoch=014/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.407354 train_mle=4.412m best=2.407354 bad=0/8
[MKG-ablation:seed_456] epoch=015/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.315669 train_mle=4.260m best=2.315669 bad=0/8
[MKG-ablation:seed_456] epoch=016/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.227767 train_mle=4.152m best=2.227767 bad=0/8
[MKG-ablation:seed_456] epoch=017/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.161820 train_mle=4.064m best=2.161820 bad=0/8
[MKG-ablation:seed_456] epoch=018/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.072190 train_mle=3.939m best=2.072190 bad=0/8
[MKG-ablation:seed_456] epoch=019/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.102203 train_mle=3.995m best=2.072190 bad=1/8
[MKG-ablation:seed_456] epoch=020/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.920064 train_mle=3.720m best=1.920064 bad=0/8
[MKG-ablation:seed_456] epoch=021/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.835385 train_mle=3.592m best=1.835385 bad=0/8
[MKG-ablation:seed_456] epoch=022/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.784936 train_mle=3.484m best=1.784936 bad=0/8
[MKG-ablation:seed_456] epoch=023/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.548961 train_mle=3.149m best=1.548961 bad=0/8
[MKG-ablation:seed_456] epoch=024/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.475740 train_mle=3.018m best=1.475740 bad=0/8
[MKG-ablation:seed_456] epoch=025/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.580331 train_mle=3.168m best=1.475740 bad=1/8
[MKG-ablation:seed_456] epoch=026/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.470082 train_mle=2.987m best=1.470082 bad=0/8
[MKG-ablation:seed_456] epoch=027/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.373711 train_mle=2.876m best=1.373711 bad=0/8
[MKG-ablation:seed_456] epoch=028/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.280658 train_mle=2.726m best=1.280658 bad=0/8
[MKG-ablation:seed_456] epoch=029/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.231045 train_mle=2.676m best=1.231045 bad=0/8
[MKG-ablation:seed_456] epoch=030/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.285608 train_mle=2.760m best=1.231045 bad=1/8
[MKG-ablation:seed_456] epoch=031/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.210592 train_mle=2.614m best=1.210592 bad=0/8
[MKG-ablation:seed_456] epoch=032/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.181662 train_mle=2.562m best=1.181662 bad=0/8
[MKG-ablation:seed_456] epoch=033/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.152947 train_mle=2.538m best=1.152947 bad=0/8
[MKG-ablation:seed_456] epoch=034/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.087422 train_mle=2.421m best=1.087422 bad=0/8
[MKG-ablation:seed_456] epoch=035/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.107982 train_mle=2.453m best=1.087422 bad=1/8
[MKG-ablation:seed_456] epoch=036/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.964413 train_mle=2.226m best=0.964413 bad=0/8
[MKG-ablation:seed_456] epoch=037/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.877976 train_mle=2.056m best=0.877976 bad=0/8
[MKG-ablation:seed_456] epoch=038/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.817184 train_mle=1.946m best=0.817184 bad=0/8
