[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:window_4x4] epoch=001/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.673843 train_mle=3.236m best=1.673843 bad=0/8
[MKG-ablation:window_4x4] epoch=002/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.682502 train_mle=3.265m best=1.673843 bad=1/8
[MKG-ablation:window_4x4] epoch=003/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.681644 train_mle=3.259m best=1.673843 bad=2/8
[MKG-ablation:window_4x4] epoch=004/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.655440 train_mle=3.212m best=1.655440 bad=0/8
[MKG-ablation:window_4x4] epoch=005/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.666966 train_mle=3.220m best=1.655440 bad=1/8
[MKG-ablation:window_4x4] epoch=006/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.648660 train_mle=3.195m best=1.648660 bad=0/8
[MKG-ablation:window_4x4] epoch=007/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.653826 train_mle=3.204m best=1.648660 bad=1/8
[MKG-ablation:window_4x4] epoch=008/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.616725 train_mle=3.146m best=1.616725 bad=0/8
[MKG-ablation:window_4x4] epoch=009/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.600347 train_mle=3.119m best=1.600347 bad=0/8
[MKG-ablation:window_4x4] epoch=010/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.578250 train_mle=3.082m best=1.578250 bad=0/8
[MKG-ablation:window_4x4] epoch=011/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.566098 train_mle=3.063m best=1.566098 bad=0/8
[MKG-ablation:window_4x4] epoch=012/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.558621 train_mle=3.054m best=1.558621 bad=0/8
[MKG-ablation:window_4x4] epoch=013/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.536847 train_mle=3.016m best=1.536847 bad=0/8
[MKG-ablation:window_4x4] epoch=014/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.537759 train_mle=3.017m best=1.536847 bad=1/8
[MKG-ablation:window_4x4] epoch=015/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.523415 train_mle=2.998m best=1.523415 bad=0/8
[MKG-ablation:window_4x4] epoch=016/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.524218 train_mle=3.000m best=1.523415 bad=1/8
[MKG-ablation:window_4x4] epoch=017/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.519816 train_mle=2.990m best=1.519816 bad=0/8
[MKG-ablation:window_4x4] epoch=018/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.508663 train_mle=2.973m best=1.508663 bad=0/8
[MKG-ablation:window_4x4] epoch=019/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.488159 train_mle=2.941m best=1.488159 bad=0/8
[MKG-ablation:window_4x4] epoch=020/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.480539 train_mle=2.928m best=1.480539 bad=0/8
[MKG-ablation:window_4x4] epoch=021/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.462247 train_mle=2.897m best=1.462247 bad=0/8
[MKG-ablation:window_4x4] epoch=022/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.465449 train_mle=2.909m best=1.462247 bad=1/8
[MKG-ablation:window_4x4] epoch=023/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.435547 train_mle=2.858m best=1.435547 bad=0/8
[MKG-ablation:window_4x4] epoch=024/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.386689 train_mle=2.778m best=1.386689 bad=0/8
[MKG-ablation:window_4x4] epoch=025/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.341344 train_mle=2.717m best=1.341344 bad=0/8
[MKG-ablation:window_4x4] epoch=026/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.349425 train_mle=2.733m best=1.341344 bad=1/8
[MKG-ablation:window_4x4] epoch=027/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.335468 train_mle=2.705m best=1.335468 bad=0/8
[MKG-ablation:window_4x4] epoch=028/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.293526 train_mle=2.620m best=1.293526 bad=0/8
[MKG-ablation:window_4x4] epoch=029/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.259104 train_mle=2.582m best=1.259104 bad=0/8
[MKG-ablation:window_4x4] epoch=030/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.239562 train_mle=2.544m best=1.239562 bad=0/8
[MKG-ablation:window_4x4] epoch=031/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.235721 train_mle=2.564m best=1.235721 bad=0/8
[MKG-ablation:window_4x4] epoch=032/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.165317 train_mle=2.455m best=1.165317 bad=0/8
[MKG-ablation:window_4x4] epoch=033/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.066732 train_mle=2.305m best=1.066732 bad=0/8
[MKG-ablation:window_4x4] epoch=034/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.047587 train_mle=2.301m best=1.047587 bad=0/8
[MKG-ablation:window_4x4] epoch=035/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=1.201201 train_mle=2.523m best=1.047587 bad=1/8
[MKG-ablation:window_4x4] epoch=036/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.965665 train_mle=2.167m best=0.965665 bad=0/8
[MKG-ablation:window_4x4] epoch=037/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.997774 train_mle=2.250m best=0.965665 bad=1/8
[MKG-ablation:window_4x4] epoch=038/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.912780 train_mle=2.112m best=0.912780 bad=0/8
[MKG-ablation:window_4x4] epoch=039/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.972938 train_mle=2.164m best=0.912780 bad=1/8
[MKG-ablation:window_4x4] epoch=040/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.865407 train_mle=2.021m best=0.865407 bad=0/8
