[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:tau_0p20] epoch=001/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.574434 train_mle=6.189m best=3.574434 bad=0/8
[MKG-ablation:tau_0p20] epoch=002/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.571517 train_mle=6.183m best=3.571517 bad=0/8
[MKG-ablation:tau_0p20] epoch=003/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.571386 train_mle=6.182m best=3.571386 bad=0/8
[MKG-ablation:tau_0p20] epoch=004/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.556620 train_mle=6.161m best=3.556620 bad=0/8
[MKG-ablation:tau_0p20] epoch=005/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.492478 train_mle=6.065m best=3.492478 bad=0/8
[MKG-ablation:tau_0p20] epoch=006/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.387924 train_mle=5.903m best=3.387924 bad=0/8
[MKG-ablation:tau_0p20] epoch=007/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.326747 train_mle=5.803m best=3.326747 bad=0/8
[MKG-ablation:tau_0p20] epoch=008/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.321791 train_mle=5.803m best=3.321791 bad=0/8
[MKG-ablation:tau_0p20] epoch=009/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.299419 train_mle=5.764m best=3.299419 bad=0/8
[MKG-ablation:tau_0p20] epoch=010/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.286058 train_mle=5.747m best=3.286058 bad=0/8
[MKG-ablation:tau_0p20] epoch=011/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.275304 train_mle=5.736m best=3.275304 bad=0/8
[MKG-ablation:tau_0p20] epoch=012/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.268095 train_mle=5.719m best=3.268095 bad=0/8
[MKG-ablation:tau_0p20] epoch=013/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.258761 train_mle=5.707m best=3.258761 bad=0/8
[MKG-ablation:tau_0p20] epoch=014/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.260113 train_mle=5.713m best=3.258761 bad=1/8
[MKG-ablation:tau_0p20] epoch=015/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.227721 train_mle=5.655m best=3.227721 bad=0/8
[MKG-ablation:tau_0p20] epoch=016/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.181349 train_mle=5.587m best=3.181349 bad=0/8
[MKG-ablation:tau_0p20] epoch=017/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.145086 train_mle=5.532m best=3.145086 bad=0/8
[MKG-ablation:tau_0p20] epoch=018/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.117637 train_mle=5.496m best=3.117637 bad=0/8
[MKG-ablation:tau_0p20] epoch=019/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=3.003642 train_mle=5.365m best=3.003642 bad=0/8
[MKG-ablation:tau_0p20] epoch=020/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.872670 train_mle=5.161m best=2.872670 bad=0/8
[MKG-ablation:tau_0p20] epoch=021/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.700349 train_mle=4.924m best=2.700349 bad=0/8
[MKG-ablation:tau_0p20] epoch=022/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.604245 train_mle=4.800m best=2.604245 bad=0/8
[MKG-ablation:tau_0p20] epoch=023/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.534173 train_mle=4.696m best=2.534173 bad=0/8
[MKG-ablation:tau_0p20] epoch=024/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.509504 train_mle=4.590m best=2.509504 bad=0/8
[MKG-ablation:tau_0p20] epoch=025/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.404463 train_mle=4.497m best=2.404463 bad=0/8
[MKG-ablation:tau_0p20] epoch=026/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.386886 train_mle=4.444m best=2.386886 bad=0/8
[MKG-ablation:tau_0p20] epoch=027/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.119144 train_mle=4.032m best=2.119144 bad=0/8
[MKG-ablation:tau_0p20] epoch=028/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.001937 train_mle=3.869m best=2.001937 bad=0/8
[MKG-ablation:tau_0p20] epoch=029/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.018119 train_mle=3.919m best=2.001937 bad=1/8
[MKG-ablation:tau_0p20] epoch=030/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.928557 train_mle=3.768m best=1.928557 bad=0/8
[MKG-ablation:tau_0p20] epoch=031/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.593066 train_mle=3.249m best=1.593066 bad=0/8
[MKG-ablation:tau_0p20] epoch=032/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.654057 train_mle=3.330m best=1.593066 bad=1/8
[MKG-ablation:tau_0p20] epoch=033/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.583952 train_mle=3.228m best=1.583952 bad=0/8
[MKG-ablation:tau_0p20] epoch=034/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.592119 train_mle=3.233m best=1.583952 bad=1/8
[MKG-ablation:tau_0p20] epoch=035/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.437248 train_mle=2.982m best=1.437248 bad=0/8
[MKG-ablation:tau_0p20] epoch=036/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.383113 train_mle=2.904m best=1.383113 bad=0/8
[MKG-ablation:tau_0p20] epoch=037/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.219184 train_mle=2.623m best=1.219184 bad=0/8
[MKG-ablation:tau_0p20] epoch=038/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.308334 train_mle=2.773m best=1.219184 bad=1/8
[MKG-ablation:tau_0p20] epoch=039/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.165787 train_mle=2.551m best=1.165787 bad=0/8
[MKG-ablation:tau_0p20] epoch=040/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.335426 train_mle=2.792m best=1.165787 bad=1/8
[MKG-ablation:tau_0p20] epoch=041/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.139345 train_mle=2.502m best=1.139345 bad=0/8
[MKG-ablation:tau_0p20] epoch=042/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.166420 train_mle=2.542m best=1.139345 bad=1/8
[MKG-ablation:tau_0p20] epoch=043/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.250989 train_mle=2.698m best=1.139345 bad=2/8
[MKG-ablation:tau_0p20] epoch=044/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.011459 train_mle=2.309m best=1.011459 bad=0/8
[MKG-ablation:tau_0p20] epoch=045/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.063264 train_mle=2.400m best=1.011459 bad=1/8
[MKG-ablation:tau_0p20] epoch=046/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.063063 train_mle=2.378m best=1.011459 bad=2/8
[MKG-ablation:tau_0p20] epoch=047/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.033699 train_mle=2.353m best=1.011459 bad=3/8
[MKG-ablation:tau_0p20] epoch=048/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.014212 train_mle=2.303m best=1.011459 bad=4/8
[MKG-ablation:tau_0p20] epoch=049/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.989892 train_mle=2.239m best=0.989892 bad=0/8
[MKG-ablation:tau_0p20] epoch=050/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.983893 train_mle=2.251m best=0.983893 bad=0/8
[MKG-ablation:tau_0p20] epoch=051/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.878525 train_mle=2.080m best=0.878525 bad=0/8
[MKG-ablation:tau_0p20] epoch=052/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.821735 train_mle=1.993m best=0.821735 bad=0/8
[MKG-ablation:tau_0p20] epoch=053/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.798375 train_mle=1.928m best=0.798375 bad=0/8
[MKG-ablation:tau_0p20] epoch=054/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.752297 train_mle=1.857m best=0.752297 bad=0/8
[MKG-ablation:tau_0p20] epoch=055/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.769963 train_mle=1.876m best=0.752297 bad=1/8
[MKG-ablation:tau_0p20] epoch=056/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.722895 train_mle=1.799m best=0.722895 bad=0/8
[MKG-ablation:tau_0p20] epoch=057/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.693462 train_mle=1.733m best=0.693462 bad=0/8
[MKG-ablation:tau_0p20] epoch=058/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.720878 train_mle=1.805m best=0.693462 bad=1/8
