[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:bandwidth_12m] epoch=001/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.878098 train_mle=5.108m best=2.878098 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=002/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.847835 train_mle=5.049m best=2.847835 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=003/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.847851 train_mle=5.050m best=2.847835 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=004/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.826273 train_mle=5.025m best=2.826273 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=005/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.702598 train_mle=4.835m best=2.702598 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=006/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.637477 train_mle=4.731m best=2.637477 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=007/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.601418 train_mle=4.679m best=2.601418 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=008/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.545822 train_mle=4.595m best=2.545822 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=009/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.507829 train_mle=4.545m best=2.507829 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=010/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.508489 train_mle=4.559m best=2.507829 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=011/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.436438 train_mle=4.439m best=2.436438 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=012/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.401738 train_mle=4.378m best=2.401738 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=013/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.370707 train_mle=4.327m best=2.370707 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=014/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.354303 train_mle=4.318m best=2.354303 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=015/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.322213 train_mle=4.253m best=2.322213 bad=0/8
