[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:window_7x7] epoch=001/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.555647 train_mle=6.175m best=3.555647 bad=0/8
[MKG-ablation:window_7x7] epoch=002/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.536509 train_mle=6.142m best=3.536509 bad=0/8
[MKG-ablation:window_7x7] epoch=003/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.434145 train_mle=5.992m best=3.434145 bad=0/8
[MKG-ablation:window_7x7] epoch=004/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.361790 train_mle=5.870m best=3.361790 bad=0/8
[MKG-ablation:window_7x7] epoch=005/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.356678 train_mle=5.855m best=3.356678 bad=0/8
[MKG-ablation:window_7x7] epoch=006/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.339008 train_mle=5.842m best=3.339008 bad=0/8
[MKG-ablation:window_7x7] epoch=007/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.338983 train_mle=5.843m best=3.339008 bad=1/8
[MKG-ablation:window_7x7] epoch=008/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.363246 train_mle=5.877m best=3.339008 bad=2/8
[MKG-ablation:window_7x7] epoch=009/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.312805 train_mle=5.809m best=3.312805 bad=0/8
[MKG-ablation:window_7x7] epoch=010/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.282170 train_mle=5.761m best=3.282170 bad=0/8
[MKG-ablation:window_7x7] epoch=011/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.241014 train_mle=5.708m best=3.241014 bad=0/8
[MKG-ablation:window_7x7] epoch=012/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.155196 train_mle=5.590m best=3.155196 bad=0/8
[MKG-ablation:window_7x7] epoch=013/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.015208 train_mle=5.387m best=3.015208 bad=0/8
[MKG-ablation:window_7x7] epoch=014/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.946628 train_mle=5.275m best=2.946628 bad=0/8
[MKG-ablation:window_7x7] epoch=015/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.809759 train_mle=5.050m best=2.809759 bad=0/8
[MKG-ablation:window_7x7] epoch=016/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.822567 train_mle=5.085m best=2.809759 bad=1/8
[MKG-ablation:window_7x7] epoch=017/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=3.055577 train_mle=5.457m best=2.809759 bad=2/8
[MKG-ablation:window_7x7] epoch=018/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.622823 train_mle=4.801m best=2.622823 bad=0/8
[MKG-ablation:window_7x7] epoch=019/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.617456 train_mle=4.788m best=2.617456 bad=0/8
[MKG-ablation:window_7x7] epoch=020/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.591775 train_mle=4.665m best=2.591775 bad=0/8
[MKG-ablation:window_7x7] epoch=021/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.547397 train_mle=4.696m best=2.547397 bad=0/8
[MKG-ablation:window_7x7] epoch=022/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.411535 train_mle=4.454m best=2.411535 bad=0/8
[MKG-ablation:window_7x7] epoch=023/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.375312 train_mle=4.439m best=2.375312 bad=0/8
[MKG-ablation:window_7x7] epoch=024/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.330990 train_mle=4.376m best=2.330990 bad=0/8
[MKG-ablation:window_7x7] epoch=025/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.194269 train_mle=4.171m best=2.194269 bad=0/8
[MKG-ablation:window_7x7] epoch=026/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.295863 train_mle=4.338m best=2.194269 bad=1/8
[MKG-ablation:window_7x7] epoch=027/60 pipeline=MKG grid=7x7 decoder=softms gru=full train_loss=2.165048 train_mle=4.100m best=2.165048 bad=0/8
