frame_id,reference_x,reference_y,latency_shared_candidate_ms,top1_x,top1_y,top1_error_m,weighted_centroid_x,weighted_centroid_y,weighted_centroid_error_m,softms_x,softms_y,softms_error_m
0,-37.63298034667969,0.8348962068557739,1396.172259002924,-51.490604400634766,-0.13258513808250427,13.891355514526367,-51.580039978027344,0.6061583161354065,13.948935508728027,-51.530296325683594,1.5536372661590576,13.915889739990234
1,-47.69226837158203,1.7922438383102417,47.24292497849092,-60.95325469970703,-0.07257647067308426,13.391464233398438,-59.798709869384766,0.08061337471008301,12.226840019226074,-59.80302429199219,0.7340971231460571,12.15689468383789
2,-50.9120979309082,2.1374623775482178,40.08421301841736,-60.95325469970703,-0.07257647067308426,10.281493186950684,-63.77985382080078,0.3600093126296997,12.989937782287598,-63.0560188293457,0.7129215002059937,12.227188110351562
3,-54.1414794921875,2.4837052822113037,59.37918700510636,-60.95325469970703,-0.07257647067308426,7.275634288787842,-63.67909240722656,0.11817356944084167,9.826586723327637,-62.97020721435547,0.5523739457130432,9.037504196166992
4,-57.659645080566406,2.8609108924865723,54.972037964034826,-75.08610534667969,9.533742904663086,18.660337448120117,-74.51673126220703,4.629652976989746,16.94962501525879,-74.73336029052734,5.058094501495361,17.214509963989258
5,-60.85377502441406,3.1642963886260986,62.506658025085926,-79.81743621826172,9.563739776611328,20.014328002929688,-78.02838897705078,3.6501412391662598,17.18148422241211,-78.10476684570312,4.125687122344971,17.277759552001953
6,-64.02477264404297,3.465484857559204,51.29695503273979,-79.81743621826172,9.563739776611328,16.929174423217773,-77.69542694091797,3.4479761123657227,13.670665740966797,-77.74629974365234,3.906187057495117,13.728602409362793
7,-67.50447845458984,3.795994520187378,42.1902000089176,-75.14722442626953,0.017425041645765305,8.525793075561523,-79.53723907470703,2.8236327171325684,12.07198429107666,-79.46158599853516,3.2997937202453613,11.967399597167969
8,-70.70535278320312,4.076558589935303,53.24075999669731,-79.87855529785156,0.04742248356342316,10.019061088562012,-83.8783187866211,1.8953222036361694,13.352334022521973,-83.75900268554688,2.6453816890716553,13.131871223449707
9,-73.90149688720703,4.35670804977417,97.90232504019514,-79.87855529785156,0.04742248356342316,7.368525505065918,-83.5042953491211,1.210340976715088,10.10511589050293,-83.31334686279297,2.0586256980895996,9.688348770141602
10,-77.41057586669922,4.6642866134643555,122.87375098094344,-84.5793228149414,4.835577011108398,7.170793056488037,-89.0213851928711,1.0649497509002686,12.155909538269043,-88.80307006835938,2.076448440551758,11.682714462280273
11,-80.71418762207031,4.9646830558776855,88.17894797539338,-94.0419692993164,4.895564079284668,13.327960968017578,-92.921875,0.43099266290664673,13.022364616394043,-92.80165100097656,1.564223289489746,12.55666732788086
12,-84.01985931396484,5.2652668952941895,97.76055801194161,-94.0419692993164,4.895564079284668,10.028926849365234,-92.75137329101562,0.8597208261489868,9.779988288879395,-92.6219482421875,2.142254590988159,9.151455879211426
13,-87.32689666748047,5.565974712371826,106.53898998862132,-94.0419692993164,4.895564079284668,6.74845552444458,-95.55909729003906,1.420066237449646,9.217249870300293,-95.185791015625,2.888413906097412,8.302502632141113
14,-90.52931213378906,5.903904438018799,97.63631300302222,-98.77330017089844,4.92555570602417,8.301837921142578,-103.92601013183594,-0.450919508934021,14.827518463134766,-104.1436767578125,0.808275043964386,14.536724090576172
15,-93.73101806640625,6.241759300231934,104.74643396446481,-98.77330017089844,4.92555570602417,5.211237907409668,-103.97222900390625,0.09634453058242798,11.94355583190918,-104.02848052978516,1.2053844928741455,11.463106155395508
16,-97.24320983886719,6.612377643585205,103.51532703498378,-108.29705047607422,-4.530783653259277,15.695777893066406,-107.98310852050781,-0.7916697859764099,13.044743537902832,-107.95985412597656,-0.37826770544052124,12.79513931274414
17,-100.48795318603516,6.946656227111816,71.86345005175099,-108.29705047607422,-4.530783653259277,13.882133483886719,-111.09097290039062,-3.041411876678467,14.56658935546875,-110.5750961303711,-2.759368896484375,13.9984769821167
18,-103.73233032226562,7.28089714050293,72.31620704988018,-108.29705047607422,-4.530783653259277,12.663036346435547,-111.31948852539062,-2.996532917022705,12.774604797363281,-110.80958557128906,-2.8281025886535645,12.340153694152832
19,-107.29228973388672,7.647648811340332,72.2192190005444,-117.82078552246094,-13.987129211425781,24.060606002807617,-116.48280334472656,-3.604574680328369,14.528526306152344,-116.42266845703125,-3.993866205215454,14.79488754272461
20,-110.61548614501953,7.9523024559021,73.0214049690403,-117.7291488647461,0.28734686970710754,10.457329750061035,-118.97321319580078,-0.191514253616333,11.669334411621094,-118.80523681640625,-0.6514983773231506,11.878442764282227
21,-113.93445587158203,8.25656795501709,89.06542602926493,-117.7291488647461,0.28734686970710754,8.826560974121094,-119.20526123046875,0.8382590413093567,9.10014820098877,-119.02462768554688,0.5441078543663025,9.24077320098877
22,-117.24945068359375,8.560468673706055,68.76049196580425,-122.52156066894531,-9.198986053466797,18.52547836303711,-123.10177612304688,-1.733152151107788,11.840960502624512,-122.84996032714844,-2.451801300048828,12.354586601257324
23,-120.81004333496094,8.859625816345215,77.81459199031815,-127.22234344482422,-4.410845756530762,14.73848819732666,-131.96424865722656,2.934701919555664,12.630163192749023,-132.0540313720703,2.927677869796753,12.712799072265625
24,-124.06947326660156,9.133479118347168,79.65549000073224,-127.22234344482422,-4.410845756530762,13.906448364257812,-131.94424438476562,2.804736375808716,10.10272216796875,-132.01510620117188,2.7554588317871094,10.188828468322754
25,-127.31895446777344,9.40649700164795,76.99793897336349,-141.38577270507812,0.4372498095035553,16.683008193969727,-137.0124969482422,2.909837007522583,11.669248580932617,-137.1025848388672,3.0855488777160645,11.647909164428711
26,-130.83126831054688,9.741641998291016,66.19655899703503,-141.38577270507812,0.4372498095035553,14.070155143737793,-141.16448974609375,2.999126434326172,12.338435173034668,-141.09744262695312,3.1193833351135254,12.21673583984375
27,-134.03652954101562,10.047489166259766,70.39239502046257,-141.38577270507812,0.4372498095035553,12.098267555236816,-141.13461303710938,3.0462989807128906,9.969927787780762,-141.05801391601562,3.194105863571167,9.81173324584961
28,-137.2352752685547,10.352712631225586,79.6555380220525,-141.38577270507812,0.4372498095035553,10.749094009399414,-145.83572387695312,3.11411714553833,11.241218566894531,-145.73854064941406,3.1410765647888184,11.14958381652832
29,-140.4192352294922,10.665609359741211,61.352664954029024,-155.5186767578125,10.043489456176758,15.112252235412598,-151.11318969726562,3.4469449520111084,12.902316093444824,-151.12229919433594,3.6572253704071045,12.793476104736328
30,-143.60858154296875,10.979033470153809,72.04219599952921,-155.5186767578125,10.043489456176758,11.946783065795898,-151.12954711914062,3.5108370780944824,10.599003791809082,-151.14111328125,3.7568864822387695,10.435441017150879
31,-147.09031677246094,11.321191787719727,71.53298298362643,-160.28053283691406,5.315302848815918,14.49318790435791,-155.67750549316406,3.811500072479248,11.407685279846191,-155.78216552734375,4.189775466918945,11.243012428283691
32,-150.38534545898438,11.621426582336426,73.11977201607078,-160.28053283691406,5.315302848815918,11.733794212341309,-160.08950805664062,3.4339852333068848,12.696651458740234,-160.105224609375,3.722480297088623,12.524751663208008
33,-153.68882751464844,11.922432899475098,51.77831096807495,-160.28053283691406,5.315302848815918,9.332992553710938,-160.08688354492188,3.4185423851013184,10.641958236694336,-160.103271484375,3.7047555446624756,10.424744606018066
34,-156.9862060546875,12.222880363464355,72.71821302128956,-160.28053283691406,5.315302848815918,7.6529221534729,-164.82571411132812,3.051849365234375,12.065061569213867,-164.84408569335938,3.1016619205474854,12.039223670959473
35,-161.97410583496094,12.701958656311035,74.61539597716182,-174.50503540039062,0.647049605846405,17.388071060180664,-169.95989990234375,2.750770092010498,12.759273529052734,-170.006103515625,2.628164052963257,12.883878707885742
36,-166.95358276367188,13.180227279663086,82.1694330079481,-174.50503540039062,0.647049605846405,14.632326126098633,-174.7687530517578,7.653146743774414,9.572121620178223,-174.80160522460938,7.159496307373047,9.891444206237793
37,-170.4643096923828,13.542064666748047,82.50047796173021,-183.84559631347656,19.73961067199707,14.746809959411621,-179.31265258789062,8.16808032989502,10.352433204650879,-179.3079833984375,7.945517063140869,10.46574878692627
38,-173.6732940673828,13.872800827026367,70.64485101727769,-183.84559631347656,19.73961067199707,11.742877960205078,-179.30584716796875,8.161344528198242,8.02161979675293,-179.30108642578125,7.949852466583252,8.170272827148438
39,-176.89031982421875,14.204366683959961,91.83097496861592,-183.84559631347656,19.73961067199707,8.889026641845703,-183.77877807617188,8.173689842224121,9.155322074890137,-183.725830078125,8.054889678955078,9.194578170776367
40,-180.07899475097656,14.495210647583008,80.47098998213187,-183.84559631347656,19.73961067199707,6.456858158111572,-188.51547241210938,8.018237113952637,10.636039733886719,-188.52493286132812,7.743037223815918,10.813220024108887
41,-183.2713623046875,14.786392211914062,73.04126000963151,-183.84559631347656,19.73961067199707,4.986392974853516,-188.57632446289062,8.003994941711426,8.610664367675781,-188.60174560546875,7.744244575500488,8.83203411102295
42,-186.7760009765625,15.10605525970459,19.785351993050426,-188.6990203857422,0.736940860748291,14.497221946716309,-193.23751831054688,7.858549118041992,9.709662437438965,-193.19052124023438,7.611150741577148,9.865073204040527
43,-190.19520568847656,15.40483283996582,97.57053898647428,-193.4303436279297,0.7669014930725098,14.991169929504395,-197.99427795410156,8.0579833984375,10.714556694030762,-198.0139617919922,7.827193737030029,10.888230323791504
