frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_0_11_s_038_v3d.jpg,444.093978,3096.645485,111.023495,774.161371,340.016527,0,1153,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_0_11_s_038_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_1_11_s_054_v3d.jpg,462.802914,3062.594616,115.700729,765.648654,333.246963,1000000000,2662,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_1_11_s_054_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_0_10_s_022_v3d.jpg,462.687948,3056.514048,115.671987,764.128512,21.799314,2000000000,1006,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_0_10_s_022_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_11_s_082_v3d.jpg,537.344748,3079.704827,134.336187,769.926207,333.664090,3000000000,4193,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_11_s_082_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_1_11_s_087_v3d.jpg,578.291374,3042.546532,144.572844,760.636633,320.251655,4000000000,2689,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_1_11_s_087_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_1_11_s_069_v3d.jpg,593.865168,3038.886521,148.466292,759.721630,320.685129,5000000000,2624,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_1_11_s_069_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_1_10_s_097_v3d.jpg,627.226721,3034.303894,156.806680,758.575973,281.755664,6000000000,2569,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_1_10_s_097_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_11_s_062_v3d.jpg,646.199749,2997.460697,161.549937,749.365174,30.360602,7000000000,4148,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_11_s_062_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_11_s_055_v3d.jpg,678.520291,3021.462922,169.630073,755.365731,96.689243,8000000000,4120,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_11_s_055_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_10_s_032_v3d.jpg,742.669725,3035.594032,185.667431,758.898508,52.698420,9000000000,4077,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_10_s_032_v3d.jpg
10,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_10_s_090_v3d.jpg,778.571891,3034.517947,194.642973,758.629487,293.873971,10000000000,4014,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_10_s_090_v3d.jpg
11,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_10_s_092_v3d.jpg,782.151098,2992.780506,195.537775,748.195127,312.312918,11000000000,4098,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_10_s_092_v3d.jpg
12,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_10_s_038_v3d.jpg,805.749848,2997.823208,201.437462,749.455802,74.687592,12000000000,4053,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_2_10_s_038_v3d.jpg
