frame_id,gt_x,gt_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,path_x,path_y,temporal_x,temporal_y,correction_gate,path_entropy,emission_entropy,candidate_capture
4,-57.659645080566406,2.8609108924865723,-60.95325469970703,-0.07257647067308426,-60.95325469970703,-0.07257647067308426,-56.00225830078125,0.08897702395915985,-56.78984069824219,0.06327781826257706,0.8409244418144226,0.19944046437740326,0.7904888391494751,1
5,-57.659645080566406,2.8609108924865723,-60.95325469970703,-0.07257647067308426,-60.95325469970703,-0.07257647067308426,-59.4849853515625,0.04713502526283264,-60.20254898071289,-0.011369533836841583,0.5112870335578918,0.3548969626426697,0.6832239031791687,1
6,-57.659645080566406,2.8609108924865723,-60.95325469970703,-0.07257647067308426,-60.95325469970703,-0.07257647067308426,-58.269168853759766,0.4089161455631256,-59.07426452636719,0.26449188590049744,0.7000488638877869,0.40406614542007446,0.690356969833374,1
7,-67.50447845458984,3.795994520187378,-60.95325469970703,-0.07257647067308426,-60.95325469970703,-0.07257647067308426,-62.08308410644531,0.40985679626464844,-61.50803756713867,0.1643143594264984,0.4910333752632141,0.2900969088077545,0.6988930106163025,1
8,-67.50447845458984,3.795994520187378,-65.68457794189453,-0.0425744354724884,-79.87855529785156,0.04742248356342316,-68.98353576660156,0.12992453575134277,-69.51287078857422,0.12591615319252014,0.9514148831367493,0.2946891188621521,0.6135623455047607,1
9,-67.50447845458984,3.795994520187378,-79.87855529785156,0.04742248356342316,-75.14722442626953,0.017425041645765305,-71.80424499511719,0.3467986583709717,-72.61737060546875,0.26668408513069153,0.7567668557167053,0.43286508321762085,0.6811591982841492,1
10,-77.41057586669922,4.6642866134643555,-79.87855529785156,0.04742248356342316,-79.87855529785156,0.04742248356342316,-75.71507263183594,0.5329986810684204,-76.5269546508789,0.4383106231689453,0.804998517036438,0.5005234479904175,0.6450501680374146,1
11,-77.41057586669922,4.6642866134643555,-89.34120178222656,0.10741277039051056,-84.60987854003906,0.07741839438676834,-82.48764038085938,0.6392064094543457,-83.25487518310547,0.43610823154449463,0.6384789943695068,0.43492746353149414,0.7173870801925659,1
12,-77.41057586669922,4.6642866134643555,-89.34120178222656,0.10741277039051056,-84.60987854003906,0.07741839438676834,-85.31204223632812,0.9881012439727783,-84.92848205566406,0.4906383752822876,0.453747421503067,0.5470106601715088,0.7223814725875854,1
13,-87.32689666748047,5.565974712371826,-89.34120178222656,0.10741277039051056,-89.34120178222656,0.10741277039051056,-88.1006851196289,0.7964674830436707,-88.7057876586914,0.4603583812713623,0.512217104434967,0.4368779957294464,0.6948915123939514,1
14,-87.32689666748047,5.565974712371826,-89.34120178222656,0.10741277039051056,-94.07252502441406,0.1374056190252304,-93.87073516845703,0.42142972350120544,-94.00724029541016,0.22929857671260834,0.32353928685188293,0.2230093777179718,0.644928514957428,1
15,-87.32689666748047,5.565974712371826,-89.34120178222656,0.10741277039051056,-89.34120178222656,0.10741277039051056,-93.69280242919922,0.10695192962884903,-92.88501739501953,0.10703747719526291,0.8143713474273682,0.12284204363822937,0.5107279419898987,1
16,-97.24320983886719,6.612377643585205,-89.34120178222656,0.10741277039051056,-94.07252502441406,0.1374056190252304,-96.04510498046875,3.6090307235717773,-95.64842987060547,2.9109084606170654,0.7989062070846558,0.5335894823074341,0.7586193084716797,1
17,-97.24320983886719,6.612377643585205,-94.07252502441406,0.1374056190252304,-89.34120178222656,0.10741277039051056,-92.05561065673828,0.846464991569519,-91.2507095336914,0.6273147463798523,0.7034712433815002,0.35461437702178955,0.6581428647041321,1
18,-97.24320983886719,6.612377643585205,-108.20539855957031,9.743692398071289,-103.50462341308594,4.955545425415039,-95.74436950683594,3.4310786724090576,-96.48722839355469,3.577010154724121,0.9042736887931824,0.46543654799461365,0.7940070033073425,1
19,-107.29228973388672,7.647648811340332,-117.7291488647461,0.28734686970710754,-117.69860076904297,5.045505523681641,-108.22563171386719,7.717768669128418,-108.8385009765625,7.544881820678711,0.935303270816803,0.23389875888824463,0.7584215998649597,1
20,-107.29228973388672,7.647648811340332,-108.20539855957031,9.743692398071289,-108.23594665527344,4.985533714294434,-108.08158111572266,9.581038475036621,-108.10816192626953,8.789641380310059,0.8277888894081116,0.05852188542485237,0.7646646499633789,1
21,-107.29228973388672,7.647648811340332,-117.7291488647461,0.28734686970710754,-117.69860076904297,5.045505523681641,-109.56044006347656,9.830465316772461,-110.12027740478516,9.501298904418945,0.931208074092865,0.5293664932250977,0.756929337978363,1
22,-117.24945068359375,8.560468673706055,-117.7291488647461,0.28734686970710754,-117.69860076904297,5.045505523681641,-112.92645263671875,9.571440696716309,-113.51068115234375,9.017356872558594,0.8775757551193237,0.432599812746048,0.7820462584495544,1
23,-117.24945068359375,8.560468673706055,-117.7291488647461,0.28734686970710754,-117.69860076904297,5.045505523681641,-116.3718490600586,9.373479843139648,-116.60433197021484,8.615108489990234,0.8247746229171753,0.3498121201992035,0.7251354455947876,1
24,-117.24945068359375,8.560468673706055,-117.7291488647461,0.28734686970710754,-117.69860076904297,5.045505523681641,-117.14640808105469,8.23302936553955,-117.28366088867188,7.440727233886719,0.7514365911483765,0.4142196476459503,0.7524805665016174,1
25,-127.31895446777344,9.40649700164795,-117.7291488647461,0.28734686970710754,-117.69860076904297,5.045505523681641,-118.37128448486328,4.920958042144775,-117.9554443359375,4.997951507568359,0.381815105676651,0.4804694652557373,0.7172645330429077,1
26,-127.31895446777344,9.40649700164795,-122.4604721069336,0.3173305094242096,-127.1917953491211,0.3473126292228699,-123.64717102050781,1.7216027975082397,-124.42108154296875,1.421548843383789,0.7816661596298218,0.40524259209632874,0.7542130351066589,1
27,-127.31895446777344,9.40649700164795,-117.7291488647461,0.28734686970710754,-117.69860076904297,5.045505523681641,-121.42610168457031,2.132977247238159,-120.78237915039062,2.635955572128296,0.827305257320404,0.5569308996200562,0.6936404705047607,1
28,-137.2352752685547,10.352712631225586,-150.8789520263672,-4.260958194732666,-141.38577270507812,0.4372498095035553,-132.67318725585938,1.1974599361419678,-133.3675994873047,1.13687002658844,0.9202983975410461,0.4568972885608673,0.7758936882019043,1
