frame_id,image_path,reference_x,reference_y,predicted_query_x,predicted_query_y,selected_ref_index,selected_ref_x,selected_ref_y,selected_ref_error_m,base_ms_x,base_ms_y,base_ms_error_m,base_ms_candidate_count,variance_x,variance_y,final_x,final_y,error_final_m,gru_xy_x,gru_xy_y,kalman_xy_x,kalman_xy_y
0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-37.632978691184114,0.8348961808190729,0,-37.632978691184114,0.8348961808190729,1.6557003061335768e-06,-29.69103240966797,0.6151264905929565,7.944988090764576,36,9.731626510620117,48.01460266113281,-30.408506393432617,0.3689905107021332,7.239481474446479,-30.408506393432617,0.3689905107021332,-30.963647842407227,0.7216981649398804
1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-27.69436923718443,0.6662089770300782,0,-37.632978691184114,0.8348961808190729,10.104742619753551,-30.094926834106445,1.3362348079681396,17.60324894507594,36,12.077642440795898,50.58938217163086,-28.418779373168945,0.3944762945175171,19.324107541576936,-28.418779373168945,0.3944762945175171,-29.45021629333496,1.0543644428253174
2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-27.23332360667224,1.176117036571498,0,-37.632978691184114,0.8348961808190729,13.342851512314446,-29.4920597076416,1.4717365503311157,21.430380966357692,36,8.272064208984375,50.80286407470703,-27.742074966430664,0.5718266367912292,23.22285898521438,-27.742074966430664,0.5718266367912292,-28.949810028076172,1.3467377424240112
3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-27.53790105174273,1.531614265089222,0,-37.632978691184114,0.8348961808190729,16.59063501345151,-29.484277725219727,1.487001657485962,24.67733812817945,36,8.044584274291992,54.43812942504883,-27.682628631591797,0.7579905986785889,26.515068923768734,-27.682628631591797,0.7579905986785889,-28.84864044189453,1.5082587003707886
4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-27.967267463937617,1.685855654508836,0,-37.632978691184114,0.8348961808190729,20.1288872589497,-29.24787139892578,1.65024995803833,28.437555866054417,36,7.393596649169922,52.394737243652344,-27.76775360107422,1.019242525100708,29.948571227976256,-27.76775360107422,1.019242525100708,-28.77208709716797,1.66794753074646
5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-28.19257495388738,1.8406009853327083,0,-37.632978691184114,0.8348961808190729,23.337341058429875,-29.334199905395508,1.4136617183685303,31.568153848968763,36,7.622518539428711,53.052364349365234,-28.07904815673828,1.1179144382476807,32.83855052126362,-28.07904815673828,1.1179144382476807,-28.883756637573242,1.6409032344818115
6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-28.55610980895572,1.7621771384236906,0,-37.632978691184114,0.8348961808190729,26.52257123350507,-29.534927368164062,1.588534951210022,34.540879666056725,36,8.77128791809082,50.97372055053711,-28.501901626586914,1.265605092048645,35.59092351015244,-28.501901626586914,1.265605092048645,-29.138479232788086,1.682862401008606
7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-29.021665324743513,1.7844067710430556,0,-37.632978691184114,0.8348961808190729,30.017904681882083,-29.7337703704834,1.344120740890503,37.850205735298026,36,12.559139251708984,50.558807373046875,-28.880840301513672,1.2564088106155396,38.70703966665525,-28.880840301513672,1.2564088106155396,-29.383880615234375,1.590114951133728
8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-29.398235982395104,1.643697972208661,0,-37.632978691184114,0.8348961808190729,33.23086371518392,-29.50106430053711,0.38236984610557556,41.36955909648786,36,15.818912506103516,53.51435089111328,-29.02605628967285,0.8339869379997253,41.80523923043069,-29.02605628967285,0.8339869379997253,-29.448143005371094,1.1173975467681885
9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-29.47994691797327,1.0405044376266064,0,-37.632978691184114,0.8348961808190729,36.43910771376761,-30.051532745361328,0.38041990995407104,44.029878748550146,36,21.832080841064453,52.49488830566406,-29.36993408203125,0.5156310200691223,44.696912182156865,-29.36993408203125,0.5156310200691223,-29.730703353881836,0.7615991234779358
10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-29.846296893379467,0.6153974026025062,0,-37.632978691184114,0.8348961808190729,39.9614998234949,-29.56332015991211,-0.07165002822875977,48.08106669516394,36,20.020626068115234,52.264888763427734,-29.38017463684082,0.10102137923240662,48.24668726347057,-29.38017463684082,0.10102137923240662,-29.704317092895508,0.3252316117286682
11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-29.774966061509538,0.10674587347620904,0,-37.632978691184114,0.8348961808190729,43.27869802316233,-30.074207305908203,-0.5086870193481445,50.93491323642029,36,35.623435974121094,52.19214630126953,-29.575836181640625,-0.3682527244091034,51.41567068590626,-29.575836181640625,-0.3682527244091034,-29.88451385498047,-0.1528519093990326
12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-29.988964609033456,-0.43613625556002544,0,-37.632978691184114,0.8348961808190729,46.597970756029596,-29.240758895874023,-0.6611507534980774,55.0987501560897,36,25.890573501586914,51.727760314941406,-29.317689895629883,-0.742449939250946,55.0310821321578,-29.317689895629883,-0.742449939250946,-29.617412567138672,-0.5314462184906006
13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-29.613119538057358,-0.8385516403327303,0,-37.632978691184114,0.8348961808190729,49.918619651454605,-28.560787200927734,-0.5269381999969482,59.08112397028825,36,8.648597717285156,46.22584915161133,-28.543476104736328,-0.9095146059989929,59.13900992550336,-28.543476104736328,-0.9095146059989929,-28.841432571411133,-0.6982426047325134
14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-28.61488896122282,-0.970234421213223,0,-37.632978691184114,0.8348961808190729,53.13865764566137,-29.268299102783203,-1.0535115003585815,61.65482425670077,36,9.588385581970215,50.73408126831055,-28.701723098754883,-1.2214707136154175,62.23681978488783,-28.701723098754883,-1.2214707136154175,-29.005598068237305,-1.004891037940979
15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,-93.73101806640625,6.241759300231934,-28.9094687003127,-1.285642350813355,0,-37.632978691184114,0.8348961808190729,56.3580002354239,-29.05017852783203,-1.6159167289733887,65.15638169814783,36,10.848001480102539,50.37622833251953,-28.673797607421875,-1.649341106414795,65.5340476353832,-28.673797607421875,-1.649341106414795,-28.987409591674805,-1.424966812133789
16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,-97.24320983886719,6.612377643585205,-28.91918656509292,-1.7409941379847527,0,-37.632978691184114,0.8348961808190729,59.88955626428377,-28.854328155517578,-1.493689775466919,68.86760825599659,36,5.621044158935547,48.96043014526367,-28.553010940551758,-1.868643879890442,69.21178476799881,-28.553010940551758,-1.868643879890442,-28.879419326782227,-1.634566307067871
17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,-100.48795318603516,6.946656227111816,-28.796966542335436,-1.9236713947615436,0,-37.632978691184114,0.8348961808190729,63.15141668729083,-28.744403839111328,-1.014054775238037,72.18386102556047,36,4.744833946228027,48.189453125,-28.423385620117188,-1.7763153314590454,72.59057880520304,-28.423385620117188,-1.7763153314590454,-28.76561737060547,-1.5304954051971436
18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,-103.73233032226562,7.28089714050293,-28.671833403788604,-1.7200688569483116,0,-37.632978691184114,0.8348961808190729,66.41291451533806,-28.790987014770508,-1.220414161682129,75.4219943424231,36,4.649984836578369,47.4613037109375,-28.383590698242188,-1.7614431381225586,75.88937001084759,-28.383590698242188,-1.7614431381225586,-28.742340087890625,-1.5034749507904053
19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,-107.29228973388672,7.647648811340332,-28.67415936044097,-1.6380950033957988,0,-37.632978691184114,0.8348961808190729,69.99166531344044,-28.846729278564453,-1.689650058746338,78.99931079027805,36,4.784704208374023,46.94890213012695,-28.39668846130371,-1.9334893226623535,79.47524210787434,-28.39668846130371,-1.9334893226623535,-28.776042938232422,-1.6604493856430054
20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,-110.61548614501953,7.9523024559021,-28.74487347634958,-1.800759042255956,0,-37.632978691184114,0.8348961808190729,73.32873833861954,-28.869884490966797,-1.6825828552246094,82.31144759231023,36,4.810649871826172,48.42561340332031,-28.42441749572754,-2.034520387649536,82.795581984917,-28.42441749572754,-2.034520387649536,-28.8186092376709,-1.750659465789795
21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,-113.93445587158203,8.25656795501709,-28.814207390659373,-1.878177036229986,0,-37.632978691184114,0.8348961808190729,76.66157206733182,-29.190589904785156,-2.2572357654571533,85.39357638412325,36,6.218652725219727,51.84275436401367,-28.625974655151367,-2.328676700592041,85.96269174399558,-28.625974655151367,-2.328676700592041,-29.03608512878418,-2.0333878993988037
22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,-117.24945068359375,8.560468673706055,-29.112182591036653,-2.200521963940835,0,-37.632978691184114,0.8348961808190729,79.99041869412235,-29.330413818359375,-2.2772817611694336,88.584501340805,36,6.606239318847656,50.74776840209961,-28.813024520874023,-2.5409934520721436,89.1304882392342,-28.813024520874023,-2.5409934520721436,-29.240787506103516,-2.232908248901367
23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,-120.81004333496094,8.859625816345215,-29.363529636511398,-2.408255208130162,0,-37.632978691184114,0.8348961808190729,83.56327164776592,-29.327930450439453,-2.3392856121063232,92.16502913252204,36,6.60460090637207,51.30360412597656,-28.90270233154297,-2.696195363998413,92.63096854438386,-28.90270233154297,-2.696195363998413,-29.342554092407227,-2.3792476654052734
24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,-124.06947326660156,9.133479118347168,-29.457688420575295,-2.547273362688858,0,-37.632978691184114,0.8348961808190729,86.83394539727652,-29.543834686279297,-2.912978172302246,95.29015417278508,36,8.478278160095215,53.062461853027344,-29.058393478393555,-3.0227842330932617,95.78559401700656,-29.058393478393555,-3.0227842330932617,-29.50844383239746,-2.6985645294189453
25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,-127.31895446777344,9.40649700164795,-29.641983810178747,-2.904644961617155,0,-37.632978691184114,0.8348961808190729,90.09465351301708,-31.736900329589844,-2.371856927871704,96.30502943545414,36,22.85362434387207,62.47843933105469,-29.923011779785156,-3.042759418487549,98.18835795294767,-29.923011779785156,-3.042759418487549,-30.39805793762207,-2.703193426132202
26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,-130.83126831054688,9.741641998291016,-30.80579583744524,-2.858822850564071,0,-37.632978691184114,0.8348961808190729,93.6229208529176,-31.55539321899414,-2.698606491088867,100.05228212125448,36,21.148822784423828,62.144466400146484,-30.670879364013672,-3.1416420936584473,100.98555601131623,-30.670879364013672,-3.1416420936584473,-31.154294967651367,-2.795562744140625
27,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,-134.03652954101562,10.047489166259766,-31.67840644466693,-2.9355792612199223,0,-37.632978691184114,0.8348961808190729,96.84274100814909,-30.612112045288086,-3.210512161254883,104.27072807615248,36,15.071828842163086,58.07263946533203,-30.57227325439453,-3.402062177658081,104.33476295222171,-30.57227325439453,-3.402062177658081,-31.062746047973633,-3.050591230392456
28,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,-137.2352752685547,10.352712631225586,-31.39324400768095,-3.218618298465833,0,-37.632978691184114,0.8348961808190729,100.05601587845737,-31.04338264465332,-2.681089401245117,106.98877536670767,36,18.198379516601562,60.61824035644531,-30.717510223388672,-3.359924793243408,107.39679089876074,-30.717510223388672,-3.359924793243408,-31.21834373474121,-3.0010931491851807
