frame_id,image_path,reference_x,reference_y,predicted_query_x,predicted_query_y,selected_ref_index,selected_ref_x,selected_ref_y,selected_ref_error_m,base_ms_x,base_ms_y,base_ms_error_m,base_ms_candidate_count,variance_x,variance_y,final_x,final_y,error_final_m,gru_xy_x,gru_xy_y,kalman_xy_x,kalman_xy_y
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780745674413577,-2.1595981213156596,0,-18.780745674413577,-2.1595981213156596,7.856013413017934e-07,-13.725164413452148,-1.2636386156082153,5.134360062203189,36,43.06544876098633,40.68419647216797,-15.726602554321289,-1.8580862283706665,3.06899078075996,-15.726602554321289,-1.8580862283706665,-16.039731979370117,-1.6612141132354736
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-14.696098432583529,-1.416908267951058,0,-18.780745674413577,-2.1595981213156596,7.17288893597703,-13.827496528625488,-1.4174894094467163,12.09183994542795,36,40.25752258300781,39.43534851074219,-13.381223678588867,-1.9105896949768066,12.546199662721161,-13.381223678588867,-1.9105896949768066,-14.154746055603027,-1.4172699451446533
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-12.560731340845244,-1.1731325728666717,0,-18.780745674413577,-2.1595981213156596,10.149532933584515,-14.285270690917969,-1.2087042331695557,14.59623177309219,36,44.24931716918945,40.86421203613281,-12.430402755737305,-1.917011022567749,16.468209484471778,-12.430402755737305,-1.917011022567749,-13.55868911743164,-1.1942663192749023
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-12.343676994610604,-0.9581979844729884,0,-18.780745674413577,-2.1595981213156596,13.125305113342373,-17.921974182128906,-1.1044631004333496,13.922706084231278,36,51.882568359375,43.8110466003418,-13.96538257598877,-1.8128411769866943,17.90209756782137,-13.96538257598877,-1.8128411769866943,-15.174590110778809,-1.0369060039520264
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-14.866627139014437,-0.8262728834326761,0,-18.780745674413577,-2.1595981213156596,16.101159810096373,-18.259353637695312,-0.8167037963867188,16.546478773147797,36,52.94972610473633,44.462127685546875,-15.323163986206055,-1.5854830741882324,19.506948722220347,-15.323163986206055,-1.5854830741882324,-16.511354446411133,-0.8214505910873413
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-16.667393622178825,-0.6094321568781937,0,-18.780745674413577,-2.1595981213156596,19.390355987150517,-22.079648971557617,-0.44820138812065125,15.998608937423068,36,49.69124221801758,49.194828033447266,-18.197322845458984,-1.2248022556304932,19.903513192896053,-18.197322845458984,-1.2248022556304932,-19.264694213867188,-0.536378026008606
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-20.097035053074723,-0.3047959575994947,0,-18.780745674413577,-2.1595981213156596,22.672870662709176,-19.159847259521484,1.090709924697876,22.206787755376588,36,60.40385437011719,50.597328186035156,-18.774736404418945,-0.30257201194763184,22.571744484155257,-18.774736404418945,-0.30257201194763184,-19.715532302856445,0.30599385499954224
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-20.45206655225107,0.6945775717350305,0,-18.780745674413577,-2.1595981213156596,25.964114853705144,-16.180355072021484,1.423409342765808,28.456339778194177,36,64.25491333007812,48.48727035522461,-17.94087028503418,0.4845646619796753,26.677574213455514,-17.94087028503418,0.4845646619796753,-18.761642456054688,1.0173665285110474
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-19.083781745744748,1.4872428881558841,0,-18.780745674413577,-2.1595981213156596,29.300308834695766,-14.430900573730469,1.1206741333007812,33.509922074140704,36,51.06735610961914,49.0215950012207,-16.249155044555664,0.8681290149688721,31.689669818415215,-16.249155044555664,0.8681290149688721,-16.955957412719727,1.3290326595306396
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-16.76519553055127,1.7592088311036465,0,-18.780745674413577,-2.1595981213156596,32.636387987850625,-15.933380126953125,2.1313886642456055,35.341659532142494,36,59.08244323730469,46.07854080200195,-15.84052848815918,1.536279559135437,35.42135801808724,-15.84052848815918,1.536279559135437,-16.431354522705078,1.9242068529129028
