frame_id,reference_x,reference_y,search_center_error_m,visual_error_m,final_error_m
0,-18.780746459960938,-2.1595981121063232,8.0,12.170311702655063,11.677424933021474
1,-25.919267654418945,-1.4582853317260742,8.0,4.469813028094882,5.819879924106827
2,-28.881437301635742,-1.16508948802948,7.999999999999999,1.8641873389296513,2.724150599842366
3,-31.84273910522461,-0.8719794154167175,7.999999999999999,1.0350526498119703,1.376718860977202
4,-34.80412292480469,-0.5788613557815552,8.000000000000002,0.4712441471077419,0.7735414644622974
5,-38.077056884765625,-0.2521708011627197,7.999999999999999,7.004220369437626,2.6281022991020495
6,-41.34334182739258,0.07385636121034622,7.999999999999998,6.833401804148604,2.9502879128854773
7,-44.61831283569336,0.40075016021728516,7.999999999999997,3.4054095670338116,0.3935552799697693
8,-47.93851089477539,0.7270652055740356,7.999999999999999,1.8842356009480108,3.447400664632944
9,-51.25859451293945,1.0533686876296997,8.0,1.8790113743592396,2.6349435449083742
10,-54.585689544677734,1.3803616762161255,8.0,4.9194175847959,4.047587857049687
11,-57.930152893066406,1.7030118703842163,8.000000000000005,3.8394592215400225,3.4361721913790952
12,-61.281715393066406,2.0263473987579346,7.999999999999998,11.279858255088698,8.126762818860671
13,-64.62455749511719,2.3488411903381348,8.0,4.097710255011111,9.604302078317643
14,-67.96265411376953,2.678952693939209,7.999999999999999,3.805860635862463,9.001074101107202
15,-71.30087280273438,3.009075880050659,7.999999999999999,12.849418105067596,13.66305998025603
16,-74.64299774169922,3.3395848274230957,8.000000000000004,14.923642658222139,6.030554987231551
17,-77.97047424316406,3.6625680923461914,8.0,9.597808524832839,5.361012828806223
18,-81.29307556152344,3.9850776195526123,7.999999999999997,13.404511270458212,11.960407254450374
19,-84.62059020996094,4.3080644607543945,7.999999999999999,18.62758010002054,16.444924088965248
20,-87.91920471191406,4.623467922210693,7.999999999999999,5.795577023376478,11.535572643812142
21,-91.22086334228516,4.939162731170654,7.999999999999997,15.591161106221726,13.33117047691509
22,-94.5164794921875,5.254280090332031,7.999999999999999,14.39025094889042,14.529910908710306
23,-97.71556854248047,5.570963382720947,7.999999999999997,7.4409155420148725,9.139228856159637
24,-101.2225570678711,5.918126583099365,8.000000000000002,8.81164525994148,7.169735398604145
25,-104.41236877441406,6.233891487121582,8.000000000000002,7.686071692697739,8.765470261616777
26,-107.75296020507812,6.5345540046691895,8.0,3.9063976399966496,6.0673004937177915
27,-111.09230041503906,6.835103988647461,7.999999999999999,10.927556784253897,7.574304466673853
28,-114.4308090209961,7.135579586029053,7.999999999999996,5.807101742353499,5.1346837911319305
29,-117.76180267333984,7.465998649597168,7.999999999999996,4.777894452123241,6.893648146102002
30,-121.08988952636719,7.79612922668457,8.0,15.554386672821634,11.147655264237256
31,-124.41860961914062,8.126322746276855,8.000000000000002,10.825490614740144,10.493999560461475
32,-127.7506332397461,8.479126930236816,8.00000000000001,12.08738184134126,6.406838135518894
33,-131.07872009277344,8.831513404846191,8.0,16.346144310459863,9.37417028826431
34,-134.4064178466797,9.183857917785645,7.999999999999997,4.851394757564653,4.788591326958466
35,-137.9134521484375,9.491893768310547,8.000000000000002,9.82331354800128,5.95164658303961
36,-141.10328674316406,9.772066116333008,8.000000000000005,7.404424589801091,3.379628311205996
37,-144.29208374023438,10.052149772644043,7.999999999999995,8.829841972069534,1.675424124826834
