protocol,controlled_gt_prior,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_step_norm_m,controlled_gt_motion_envelope,gt_velocity_parallel,gt_heading_deg,gt_turn_rate_deg_per_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,local_visual_confidence,kalman_raw_measurement_s,kalman_raw_measurement_e,kalman_used_measurement_s,kalman_used_measurement_e,kalman_measurement_clip_s,kalman_measurement_clip_e,kalman_posterior_projection_m,kalman_step_limited,kalman_step_limit_m,kalman_motion_step_s,kalman_motion_step_e,v_parallel,v_cross,a_parallel,a_cross,heading_residual_deg,turn_rate_deg_per_frame,estimated_heading_deg,polynomial_heading_deg,heading_error_deg,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,error_final_m
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_RNN_polynomial_constrained_Kalman,1,8.0,-22.286636481787085,-5.560398167149495,-3.505890021826147,-3.400800055043172,0,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,0.0,0.0,1,0.0,173.90999929632898,0.0,0.0,0.0,-18.780745674413577,-2.1595981213156596,3.8161293856977214,1,0.0,0,0,0.6914521307481724,1.0,3.125312566757202,3.753549337387085,1,1,6,-27.803403854370117,4.475525379180908,-27.833980560302734,-0.28263363242149353,-26.431156158447266,3.467651844024658,8.204233169555664,-4.783856391906738,0.5077272653579712,0.42324158549308777,28.523414611816406,6.246113300323486,1,7.911541938781738,-4.5938029289245605,40.67518615722656,6.27454948425293,0.6914521307481724,7.911541938781738,-4.5938029289245605,4.151493359557474,-2.4908960157344846,3.7600485792242644,-2.102906913190076,0.0,1,0.0,0.0,0.0,1.2924829721450806,0.017106395214796066,0.07753892987966537,0.016760636121034622,0.00560760240072866,-0.04231639031206772,173.9156068987297,173.9156068987297,0.00560760240072866,1.3312499523162842,0.025617005303502083,0.27918791663013315,1.0,0.0,0.0,0,0,1,731.5633515869471,0.0,7.820911271948188e-07,1.2924829721450806,-18.780745674413577,-2.1595981213156596,0.0,7.856013413017934e-07
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_RNN_polynomial_constrained_Kalman,1,8.0,-29.320126756208943,-4.996454472878796,-3.4008591017899956,-3.5381691411527214,0,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,7.172637416015737,7.172888153292986,1,7.172637416015737,174.38907188095573,0.4790725846267536,0.7987499833106995,0.015370204113423824,-19.576618524849017,-2.090141768452188,5.049213587426379,1,0.0,0,0,0.7198392245235242,1.0,10.178937911987305,3.9389750957489014,1,1,6,-27.803403854370117,4.475525379180908,-27.833980560302734,-0.28263363242149353,-27.667680740356445,3.4854371547698975,9.43566608428955,-4.670357704162598,0.4686130881309509,0.46911314129829407,19.144636154174805,6.762517929077148,1,9.286181449890137,-4.288179397583008,38.44097137451172,6.764920711517334,0.7198392245235242,9.286181449890137,-4.288179397583008,5.028307850750391,-2.5223645163503914,4.257873599139746,-1.7658148812326164,0.0,1,0.798897852677882,0.7987499833106995,0.015370204113423824,1.9979002475738525,0.03470715880393982,0.13573767244815826,0.03412536531686783,-0.0355770946848477,-0.011561097353764935,173.8744222016441,173.8744222016441,0.5146496793116013,2.065800905227661,0.05048711970448494,0.23129620527555067,1.0,0.6350201849398951,-0.4847547253325463,0,0,1,730.9283314020072,0.0008680317071137786,6.537618013166969,5.174737168441885,-19.36075421736658,-1.6102094891845737,0.798897852677882,6.560272818535514
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_RNN_polynomial_constrained_Kalman,1,8.0,-32.171866822075074,-4.837355860378661,-3.2904295204393312,-3.672266372349181,0,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.9765578711491996,2.976644557493125,1,2.9765578711491996,174.34727015796543,-0.041801722990300653,2.1940007690844876,-0.4483143714919568,-20.914802631179263,-1.4810511032619846,6.59476375171103,1,0.0,0,0,0.7551146191201352,1.0,13.031463623046875,4.083316802978516,1,1,6,-27.803403854370117,4.475525379180908,-27.833980560302734,-0.28263363242149353,-28.75661849975586,3.3492355346679688,10.504009246826172,-4.419398784637451,0.41610220074653625,0.5097917914390564,10.543392181396484,7.538721084594727,1,10.795235633850098,-3.670440673828125,35.56103515625,7.539036750793457,0.7551146191201352,10.795235633850098,-3.670440673828125,6.52056597166486,-3.04425349304018,4.274669662185238,-0.6261871807879449,0.036233237285058895,1,1.559406413071282,1.5589805841445923,0.03644035384058952,2.6643919944763184,0.03727461397647858,0.16089670360088348,0.040282659232616425,-0.09363110128837766,0.008995867732535908,173.81636819504058,173.81636819504058,0.5309019629248305,2.7449307441711426,0.052930332720279694,0.19914941163885685,1.0,2.0368377376748743,-1.1678769032567857,0,0,1,729.5265138492722,0.002784226045846139,8.11235833158119,0.3121658766728812,-20.68218777782325,-0.7822229515967629,1.559406413071281,8.208183693026088
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_RNN_polynomial_constrained_Kalman,1,8.0,-35.01743958123959,-4.674853821484464,-3.1747004760149813,-3.8028744060677466,0,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.975685825718756,2.9757724856927044,1,2.975685825718756,174.34726770228437,-2.4556810541204664e-06,4.307388465519113,-1.121542562088382,-22.94484022934804,-0.5874118572146017,6.908608871509638,1,0.0,0,0,0.778846304432886,1.0,15.878216743469238,4.223620414733887,1,1,6,-27.803403854370117,4.475525379180908,-32.565303802490234,-0.2526208460330963,-29.44024658203125,3.2067933082580566,11.16866683959961,-4.205234050750732,0.3742794394493103,0.5256134271621704,8.886331558227539,8.327306747436523,1,11.659951210021973,-3.273815631866455,36.39049530029297,8.327437400817871,0.778846304432886,11.659951210021973,-3.273815631866455,8.69921580270955,-3.273815631866455,2.9607354073124235,0.0,0.0,1,2.2710234430506238,2.2705507278442383,0.046334341168403625,2.885831832885742,0.03642035648226738,0.15879905223846436,0.04080318659543991,-0.13445523533903644,0.02502048870632422,173.77554406098992,173.77554406098992,0.5717236412944353,2.9653565883636475,0.04986333101987839,0.17820732129335504,1.0,4.215918365711486,-1.8075292271023864,0,0,1,727.3474332212356,0.0057628889645252,8.908963529263334,0.08985399283301376,-22.781109649585137,0.08499931237314184,2.271023443050625,9.112021547206483
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_RNN_polynomial_constrained_Kalman,1,8.0,-37.857903164306414,-4.508640038984245,-3.0537802395017297,-3.9297786832026897,0,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,2.975768226198106,2.9758548895661856,1,2.975768226198106,174.34727021093266,2.508648307008251e-06,6.903352562183654,-1.7590774905329818,-25.458517512769653,0.32193235207488846,6.2394588254990975,1,0.0,0,0,0.7705743099040158,1.0,18.72028350830078,4.359691143035889,1,1,6,-27.803403854370117,4.475525379180908,-32.565303802490234,-0.2526208460330963,-29.5803165435791,3.165325880050659,11.303546905517578,-4.149140357971191,0.38766494393348694,0.5044008493423462,9.646854400634766,8.651333808898926,1,11.840940475463867,-3.1823506355285645,37.71210861206055,8.651439666748047,0.7705743099040158,11.840940475463867,-3.1823506355285645,11.272431914419698,-3.1823506355285645,0.5685085610441689,0.0,0.0,1,2.687870929033721,2.687434196472168,0.0484517365694046,2.936786651611328,0.036355383694171906,0.15989747643470764,0.04065512865781784,-0.15968059136734802,0.032430245107323,173.75031870496161,173.75031870496161,0.596951505971054,3.0168817043304443,0.048275239765644073,0.1682185498907135,1.0,6.867744488868794,-2.24624136926975,0,0,1,724.6956070980783,0.009387764537371793,9.232905632304131,0.03898157458677787,-25.371426916923244,0.802569229297357,2.687870929033719,9.533315500836736
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_RNN_polynomial_constrained_Kalman,1,8.0,-41.004842975164706,-4.304938624144119,-2.9277860903990813,-4.0527678229814,0,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.289121849372563,3.2891979911131446,1,3.289121849372563,174.29985586865408,-0.047414342278598545,9.752847237739644,-2.1978955278023693,-28.245376550475672,1.0605783293950002,6.456607268322502,1,0.0,0,0,0.7066314444948009,1.0,21.871074676513672,4.490999698638916,1,1,6,-32.53472900390625,4.505537986755371,-37.296630859375,-0.22260963916778564,-34.561302185058594,1.616821527481079,16.092140197753906,-2.080939531326294,0.49467697739601135,0.20041577517986298,7.586652755737305,16.91283416748047,1,16.72098731994629,-1.0254309177398682,37.073768615722656,16.912899017333984,0.7066314444948009,16.72098731994629,-1.0254309177398682,13.946083710100346,-1.0254309177398682,2.774903609845942,0.0,0.0,1,2.8855077875357265,2.8851027488708496,0.048345841467380524,3.0446784496307373,0.03287341445684433,0.1624683439731598,0.03924780339002609,-0.20687055510595123,0.04117209016719927,173.70312874122303,173.70312874122303,0.5967271274310585,3.126081943511963,0.04121066629886627,0.11292275308899365,1.0,9.744816056323808,-2.0257546629328944,0,0,1,721.8185355306233,0.013320536130172216,9.644955914221681,0.24444339974182583,-28.25565321007047,0.8885569135755811,2.8855077875357256,9.887427868788098
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_RNN_polynomial_constrained_Kalman,1,8.0,-44.1401860619692,-4.097777656010714,-2.796844234576623,-4.17163401722106,0,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.282439976299276,3.282515961429067,1,3.282439976299276,174.29985092199666,-4.946657410540945e-06,12.774506321979326,-1.9816899250765063,-31.272920192453608,1.1661623240969,5.833271085281822,1,0.0,0,0,0.7091032951641077,1.0,25.01070213317871,4.617638111114502,1,1,6,-32.53472900390625,4.505537986755371,-37.296630859375,-0.22260963916778564,-34.65871810913086,1.7791787385940552,16.20623207092285,-2.2320456504821777,0.4908198416233063,0.19397218525409698,7.946873664855957,16.117568969726562,1,16.85650634765625,-1.206099033355713,37.10602951049805,16.117639541625977,0.7091032951641077,16.85650634765625,-1.206099033355713,16.85650634765625,-1.206099033355713,0.0,0.0,0.0,1,3.0300106941940244,3.0296902656555176,0.04406473785638809,2.9909989833831787,0.036811042577028275,0.1692768633365631,0.04082082584500313,-0.21764764646109255,0.0448623633355098,173.69235164986787,173.69235164986787,0.6074992721287893,3.0758326053619385,0.04553774744272232,0.1328293385950455,1.0,12.766768719243,-1.8049223509725372,0,0,1,718.796582867704,0.017451350852320077,9.905443227601765,0.2914409929160975,-31.283979623977338,0.9895714559154467,3.0300106941940257,10.100955503028903
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_RNN_polynomial_constrained_Kalman,1,8.0,-47.2794025398481,-3.8854232629079872,-2.6610897041547403,-4.286173423125272,0,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.291168963884001,3.291245153591544,1,3.291168963884001,174.29985734525803,6.423261370735073e-06,15.82414462714095,-1.7599738028940002,-34.32886976786968,1.2692352286791488,5.268362931625066,1,0.0,0,0,0.7643066781192618,1.0,28.15472984313965,4.739523410797119,1,1,6,-37.266056060791016,4.535549163818359,-42.0279541015625,-0.19259993731975555,-38.07392883300781,1.5754212141036987,19.580551147460938,-1.6671165227890015,0.3944845497608185,0.26958879828453064,6.411528587341309,14.925238609313965,1,20.288938522338867,-0.5765740871429443,36.09291076660156,14.925297737121582,0.7643066781192618,20.288938522338867,-0.5765740871429443,20.175987991968917,-0.5765740871429443,0.11295053036994851,0.0,0.0,1,3.05770629952734,3.057375907897949,0.04494854807853699,3.0703835487365723,0.034535154700279236,0.16309130191802979,0.04005450755357742,-0.23839097099106094,0.05226721887567591,173.6716083253379,173.6716083253379,0.6282490199201284,3.1521289348602295,0.0414477176964283,0.1981543122618405,1.0,15.805243159594388,-1.4625177810548737,0,0,1,715.7581084273527,0.021604749780465074,10.158137751134378,0.22078541514742867,-34.34163224039809,0.9714526407081019,3.057706299527343,10.292515017183929
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_RNN_polynomial_constrained_Kalman,1,8.0,-50.45917713416896,-3.6691213481962457,-2.5206662393935693,-4.396186553770281,0,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.336079374354565,3.3361949374037283,1,3.336079374354565,174.38689418808866,0.08703684283063444,18.919470931353423,-1.419669730460544,-37.44283056028819,1.2592365015234204,6.181015770766877,1,0.0,0,0,0.39438979532281804,1.0,31.339508056640625,4.861785888671875,1,1,6,-42.0279541015625,-0.19259993731975555,-46.78984832763672,-4.920750617980957,-45.13352584838867,-2.802180528640747,26.13588523864746,3.434736490249634,0.6137425899505615,0.03245338797569275,39.38341522216797,24.192684173583984,1,26.998199462890625,4.690267086029053,70.76725769042969,24.192716598510742,0.39438979532281804,26.998199462890625,4.690267086029053,22.254042868491172,0.581073431822106,4.744156594399453,4.109193654206948,0.0,1,3.1145225267823906,3.114227771759033,0.042848050594329834,3.3252553939819336,0.029657509177923203,0.15089553594589233,0.03809072822332382,-0.2857538238930301,0.07844599660795921,173.62424547243594,173.62424547243594,0.7626487156527321,3.4009037017822266,0.03174185752868652,0.015915658911366974,1.0,18.9178376479174,-1.3529453342619833,0,0,1,712.6455139390297,0.02585946604197681,10.381622637165933,0.010823980372631326,-37.4482853213677,1.1927153902548138,3.114522526782384,10.500555350812164
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_RNN_polynomial_constrained_Kalman,1,8.0,-53.63432066555253,-3.448109977798337,-2.375726152613076,-4.501478665428037,0,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.335964352530045,3.3360799142111426,1,3.335964352530045,174.38689958652537,5.39843670493681e-06,22.20407107305778,-1.3167610009971555,-40.719811618956314,1.5053735337116105,7.178700509931981,1,0.0,0,0,0.334314597338101,1.0,34.520179748535156,4.978874683380127,1,1,6,-42.0279541015625,-0.19259993731975555,-46.78984832763672,-4.920750617980957,-45.4023551940918,-2.853156089782715,26.397789001464844,3.513944625854492,0.6241835951805115,0.011697888374328613,43.25102996826172,24.251487731933594,1,27.247465133666992,4.719767093658447,74.44415283203125,24.251522064208984,0.334314597338101,27.247465133666992,4.719767093658447,25.373436215737556,0.584858084610711,1.8740289179294356,4.134909009047736,0.0,1,3.2864326298410105,3.286233425140381,0.03618433326482773,3.2136006355285645,0.032798510044813156,0.16283971071243286,0.03915347158908844,-0.2939813203568394,0.07726598137724033,173.6160179759721,173.6160179759721,0.7708816105532462,3.295245885848999,0.035468071699142456,0.009704455432756389,1.0,22.202773635935237,-1.2537738408328416,0,0,1,709.3605779510118,0.03034976203738442,10.432651001678138,0.12236371700148041,-40.7252038456134,1.4426041974053336,3.286432629841016,10.540579833793863
