variant,label,frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@3_pct,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,MS_Latency_ms
frames1,1 frame,411,3.9874764875461364,3.736926566284328,6.861489737366762,8.363454945076318,11.16939152198666,8.782237058863307,35.76642335766424,73.2360097323601,98.29683698296837,100.0,100.0,5.790143929345004
frames2,2 frames,411,3.9631963481138,3.7549263930861043,6.868679686562612,8.33652935223944,10.946156039098046,8.718720826736352,36.496350364963504,73.2360097323601,98.05352798053528,100.0,100.0,5.607492637483409
full,Full,411,4.092471819409034,3.8458274461103645,6.929096238093682,8.75632271401588,10.90958485138747,8.946715706828936,34.54987834549878,72.26277372262774,97.8102189781022,100.0,100.0,6.87669655558196
grid4,4x4,411,4.701928467599184,4.297127543310551,8.473576917570576,9.89843537961167,11.839158994539732,10.116105334874392,30.170316301703163,58.63746958637469,95.37712895377129,100.0,100.0,2.8585856248821413
grid5,5x5,411,4.097275390832456,3.844599572744945,6.925809474573969,8.755892908615124,10.911575601512581,8.944834741858635,34.54987834549878,72.01946472019465,97.8102189781022,100.0,100.0,3.904770247470749
grid7,7x7,411,4.062190736155862,3.8283341495699696,6.898925953031521,8.581306500396483,10.910590443998807,8.839398891708816,34.79318734793188,72.74939172749392,97.8102189781022,100.0,100.0,6.331555070788721
grid8,8x8,411,4.062914290801872,3.828489122054781,6.8986364377250595,8.582715789506668,10.908807382362054,8.84145300589591,34.79318734793188,72.74939172749392,97.8102189781022,100.0,100.0,7.6965207495305625
no_gru,w/o GRU,411,4.253591530187866,4.039791137030515,7.076564442050404,8.763150909634088,10.955761236664683,8.963451471414327,30.413625304136254,67.63990267639902,97.8102189781022,100.0,100.0,5.431439034776689
no_kalman,w/o Kalman,411,4.110951316464951,3.8372415339506265,6.899380381921089,8.732812875187594,11.206972074221028,8.958275383372822,34.0632603406326,72.01946472019465,97.8102189781022,100.0,100.0,5.312596628018843
no_ms,w/o MeanShift,411,7.780022040674496,7.741219814482378,12.77783278662476,14.159213560216749,15.91426796161157,14.24093939303061,11.678832116788321,27.25060827250608,68.3698296836983,97.8102189781022,100.0,0.0
