current_frame_id,next_frame_id,current_reference_x,current_reference_y,current_search_center_x,current_search_center_y,current_search_center_error_m,current_ms_error_m,provisional_next_x,provisional_next_y,provisional_next_error_m,final_next_x,final_next_y,final_next_error_m,final_next_nearest_candidate_m,final_next_candidate_capture,ms_correction_gain_m
1,2,-47.69226837158203,1.7922438383102417,-54.9941647025521,-1.4761364901959033,8.000000000000004,2.38544453587961,-50.17383575439453,-2.204817771911621,4.404591687961969,-49.55670166015625,0.1724260151386261,2.38714619501199,2.342602252960205,True,2.017445492949979
2,3,-50.9120979309082,2.1374623775482178,-43.320147635635415,-0.3848957877620647,8.000000000000002,2.652242532094329,-50.36639404296875,2.1715102195739746,3.7879725323764237,-49.18186950683594,0.15741968154907227,5.478077756170258,2.9864797592163086,True,-1.690105223793834
3,4,-54.1414794921875,2.4837052822113037,-58.035718904520756,9.471902431650516,8.0,4.778710555690941,-59.69666290283203,2.731555461883545,2.041120877276572,-53.671791076660156,1.0046610832214355,4.398709232362145,2.3187670707702637,True,-2.3575883550855727
4,5,-57.659645080566406,2.8609108924865723,-59.50861348295809,-4.922489125947347,7.999999999999999,4.7696967093471025,-53.468284606933594,4.042486667633057,7.4375188653769575,-49.484527587890625,0.6163045167922974,11.651268164960666,1.52284574508667,True,-4.213749299583708
5,6,-60.85377502441406,3.1642963886260986,-54.232792099133164,7.654573117641676,8.000000000000002,11.199050042290112,-35.761512756347656,13.570542335510254,30.015396817501866,-48.17469787597656,1.609478235244751,15.958371807154089,12.618176460266113,False,14.057025010347777
6,7,-64.02477264404297,3.465484857559204,-71.94001774443146,4.626904248122328,8.0,3.070334873045553,-75.57950592041016,4.305416584014893,8.091080237697973,-69.0928955078125,0.671489953994751,3.505081670821255,2.066364288330078,True,4.585998566876718
7,8,-67.50447845458984,3.795994520187378,-62.452550581093966,-2.407071234824044,8.0,14.096131439548879,-61.135154724121094,-3.8389644622802734,12.419508689163742,-53.58098602294922,0.11319080740213394,17.577036755929903,0.7416238188743591,True,-5.157528066766162
8,9,-70.70535278320312,4.076558589935303,-70.24037645923912,12.063034472209845,8.0,7.521104969086164,-60.390899658203125,21.879337310791016,22.12642704332111,-53.658382415771484,21.92943572998047,26.806425379493103,5.3108367919921875,True,-4.679998336171991
9,10,-73.90149688720703,4.35670804977417,-79.63914290137156,-1.2181837174390697,8.0,4.752346964099028,-79.03814697265625,-3.7488038539886475,8.56907690002224,-72.51543426513672,-0.327444851398468,6.991408607473134,2.2966055870056152,True,1.5776682925491068
10,11,-77.41057586669922,4.6642866134643555,-69.41402898211317,4.89931410678601,7.999999999999997,13.393839436734583,-66.69019317626953,1.3328146934509277,14.486645160900697,-57.21445846557617,0.10255909711122513,23.99744819390161,0.880686342716217,True,-9.510803033000915
11,12,-80.71418762207031,4.9646830558776855,-86.7693512174816,10.192970904954652,8.0,14.436129516817395,-90.93840789794922,8.667922973632812,7.710018346048664,-95.0499267578125,10.881988525390625,12.377800680485251,0.7054309248924255,True,-4.667782334436587
12,13,-84.01985931396484,5.2652668952941895,-83.0866278246927,-2.680114089116243,8.0,9.4805780360298,-82.50318908691406,-4.375254154205322,11.049714304020743,-92.99444580078125,1.5121678113937378,6.9681032977989075,2.103764772415161,True,4.081611006221835
13,14,-87.32689666748047,5.565974712371826,-82.64800478453313,12.055040188053937,8.0,11.166489311722195,-83.14990997314453,18.561283111572266,14.651443994850858,-97.40171813964844,16.947620391845703,13.007445036523618,1.6010253429412842,True,1.6439989583272396
14,15,-90.52931213378906,5.903904438018799,-98.3626821398185,4.27961556326826,8.000000000000002,16.6218501860552,-103.39581298828125,3.898635149002075,9.944772077326732,-107.59368896484375,2.239020347595215,14.428983455577917,1.381641149520874,True,-4.484211378251185
15,16,-93.73101806640625,6.241759300231934,-86.85774344351702,2.148093955049581,7.999999999999999,4.752000641236019,-76.83882141113281,-1.2050710916519165,21.850665249321835,-85.90740966796875,0.6396040916442871,12.813055428636293,8.1226167678833,False,9.037609820685542
16,17,-97.24320983886719,6.612377643585205,-99.5461174276458,14.273749363946116,8.0,10.74077889834243,-100.81332397460938,6.1812334060668945,0.8317080287178761,-108.14379119873047,1.7756513357162476,9.238568463970347,2.650449514389038,True,-8.40686043525247
17,18,-100.48795318603516,6.946656227111816,-103.96504303881292,-0.2581925676728387,8.0,9.687902119630353,-102.34903717041016,-2.237255096435547,9.618145452711097,-108.8876724243164,0.48415303230285645,8.530725799223053,2.3364739418029785,True,1.0874196534880447
18,19,-103.73233032226562,7.28089714050293,-96.30162704604649,10.24478796521058,7.999999999999997,6.386726201480534,-106.96794891357422,15.761054992675781,8.11988650358201,-110.20335388183594,2.281656265258789,6.104766209944325,2.286299705505371,True,2.0151202936376844
19,20,-107.29228973388672,7.647648811340332,-114.77353855734613,10.481535901802344,8.000000000000004,6.8362639344138145,-114.86900329589844,-2.6542129516601562,11.427623429378329,-112.39129638671875,-0.4416765868663788,8.57976609150624,3.762394666671753,True,2.847857337872089
20,21,-110.61548614501953,7.9523024559021,-107.01330931808062,0.8091713422052269,8.000000000000002,7.395410861786998,-108.25029754638672,-3.9665908813476562,13.480180555351948,-115.26808166503906,-0.0581439808011055,8.420985235268581,3.3822813034057617,True,5.059195320083367
21,22,-113.93445587158203,8.25656795501709,-111.76547321916192,15.956926015101088,7.999999999999998,5.6130363606239255,-107.56260681152344,15.146714210510254,11.713819807088523,-116.63567352294922,3.655402183532715,4.943318690510482,1.3117784261703491,True,6.770501116578041
22,23,-117.24945068359375,8.560468673706055,-124.05030812050533,4.3475910202719605,7.999999999999998,6.35869851308036,-123.15586853027344,7.376551151275635,2.7753209380419728,-120.14636993408203,2.936737060546875,5.9599558384770415,1.8640602827072144,True,-3.1846349004350687
23,24,-120.81004333496094,8.859625816345215,-112.94954475092885,7.372157493849074,7.999999999999995,6.227792178567995,-100.36741638183594,4.1490983963012695,24.22047794224896,-112.57322692871094,1.7815288305282593,13.646056312943463,11.15113639831543,False,10.574421629305496
24,25,-124.06947326660156,9.133479118347168,-128.8607898737779,15.539982468053338,8.000000000000004,6.156698060288171,-130.81802368164062,14.893839836120605,6.508027100932474,-135.31289672851562,10.618230819702148,8.08525891446255,0.4943726360797882,True,-1.5772318135300756
25,26,-127.31895446777344,9.40649700164795,-128.11351754950226,1.4460529493884522,8.0,10.283387799630978,-120.57804870605469,0.8600964546203613,13.565041964632435,-128.271728515625,0.3101426959037781,9.772636443289992,1.0419191122055054,True,3.7924055213424435
26,27,-130.83126831054688,9.741641998291016,-124.8681795270969,15.074706048224506,7.999999999999995,1.4714641014271017,-118.92192077636719,33.634300231933594,28.014086712869666,-123.71258544921875,29.885292053222656,22.36341308907343,9.625646591186523,False,5.650673623796237
27,28,-134.03652954101562,10.047489166259766,-142.03595863155468,10.143062308080633,7.999999999999998,9.967383283646308,-153.9272918701172,13.94103717803955,17.07335618090672,-158.3032989501953,12.65870475769043,21.193848672138056,8.828461647033691,False,-4.120492491231335
