current_frame_id,next_frame_id,current_reference_x,current_reference_y,current_search_center_x,current_search_center_y,current_search_center_error_m,current_ms_error_m,provisional_next_x,provisional_next_y,provisional_next_error_m,final_next_x,final_next_y,final_next_error_m,final_next_nearest_candidate_m,final_next_candidate_capture,ms_correction_gain_m
1,2,-25.919267654418945,-1.4582853317260742,-28.574762080064545,-9.004698344235074,8.0,4.487144020710298,-28.389829635620117,-1.4272067546844482,0.5571207757425691,-30.518566131591797,-0.24246157705783844,1.879210756668122,1.3696327209472656,True,-1.3220899809255529
2,3,-28.881437301635742,-1.16508948802948,-21.82582960981552,2.605639897530736,7.999999999999999,1.8775433458171025,-34.843910217285156,2.484591484069824,4.502621041920653,-32.502655029296875,-0.13009555637836456,0.9929152467082933,0.9516851902008057,True,3.50970579521236
3,4,-31.84273910522461,-0.8719794154167175,-39.59241573533549,1.1135966039573102,7.999999999999999,0.982143232381524,-41.33771896362305,-0.821819543838501,6.538111797729286,-34.66399002075195,-0.04913434758782387,0.547948842510078,2.2624640464782715,True,5.990162955219208
4,5,-34.80412292480469,-0.5788613557815552,-30.430989892195633,-7.277794664831852,8.000000000000002,1.172471743914613,-33.657352447509766,4.318268775939941,6.357885280550875,-42.74763107299805,0.7711167335510254,4.781357613323174,0.7809856534004211,True,1.576527667227701
5,6,-38.077056884765625,-0.2521708011627197,-36.7766046505391,7.6414230562950625,7.999999999999999,7.341990599514785,-36.617366790771484,2.9277138710021973,5.520809970734466,-46.799808502197266,-0.15782731771469116,5.4613831490140266,0.734637975692749,True,0.05942682172043945
6,7,-41.34334182739258,0.07385636121034622,-47.634300869893764,-4.868191223098463,7.999999999999998,6.7596065147621225,-53.63105773925781,-6.3577399253845215,11.26529000664896,-49.099945068359375,-0.20310433208942413,4.522130882310901,2.213839054107666,True,6.743159124338059
7,8,-44.61831283569336,0.40075016021728516,-36.64125024750839,-0.20461953193756188,7.999999999999997,3.4799103156596063,-40.32316589355469,2.617992877960205,7.846597157355086,-49.02298355102539,0.5624681711196899,1.0968924860281868,1.477186918258667,True,6.749704671326899
8,9,-47.93851089477539,0.7270652055740356,-53.41162723429519,6.561874331336539,7.999999999999999,1.6095930758635477,-60.524288177490234,0.6588654518127441,9.274088197141891,-53.79240798950195,0.41366690397262573,2.6133176435373837,1.2084349393844604,True,6.660770553604507
9,10,-51.25859451293945,1.0533686876296997,-51.164245791396766,-6.946074937944723,8.0,2.041614629987529,-50.23368453979492,-10.186927795410156,12.358888836902825,-49.36492919921875,-0.7325526475906372,5.6321173216175815,2.2082552909851074,True,6.726771515285243
10,11,-54.585689544677734,1.3803616762161255,-49.251712827062065,7.342634093334784,8.0,5.1729967939614445,-49.447784423828125,20.408523559570312,20.538908013869808,-49.76952362060547,20.85205841064453,20.815423452901502,3.4265193939208984,True,-0.2765154390316944
11,12,-57.930152893066406,1.7030118703842163,-65.89071847053741,0.9096672499424558,8.000000000000005,3.595933420228331,-78.47357177734375,0.8712916970252991,17.230614603423835,-71.43582916259766,0.3455599844455719,10.29228219476589,9.35898208618164,False,6.938332408657944
12,13,-61.281715393066406,2.0263473987579346,-54.875945493224734,-2.765949752951503,7.999999999999998,11.546506536162683,-39.5799674987793,7.765617370605469,25.623679522499877,-48.71905517578125,0.8658379912376404,15.974489116054485,13.359944343566895,False,9.649190406445392
13,14,-64.62455749511719,2.3488411903381348,-66.11082264619449,10.209567359127705,8.0,4.464274954274151,-67.23355865478516,15.988238334655762,13.329240955676939,-58.79078674316406,2.1666722297668457,9.186162546893557,3.078584671020508,True,4.143078408783381
14,15,-67.96265411376953,2.678952693939209,-72.17657267965767,-4.12125982627391,7.999999999999999,3.665142566246858,-75.56561279296875,-4.203238487243652,8.378871386826763,-71.37686920166016,-0.2938648462295532,3.303814900076901,1.9630762338638306,True,5.075056486749862
15,16,-71.30087280273438,3.009075880050659,-63.60018284117237,5.176879864708438,7.999999999999999,13.32428651376215,-56.872108459472656,6.707283973693848,18.087175108925873,-51.245697021484375,0.9403907060623169,23.51998753027174,4.483804702758789,True,-5.432812421345869
16,17,-74.64299774169922,3.3395848274230957,-81.78557741058297,6.942854963514545,8.000000000000004,15.241344697360306,-100.0707015991211,4.023062705993652,22.103167319446783,-97.09640502929688,6.5363898277282715,19.340632869756288,11.403802871704102,False,2.762534449690495
17,18,-77.97047424316406,3.6625680923461914,-75.13773229066639,-3.819114407637331,8.0,9.64752246169033,-82.7542724609375,-5.688714504241943,9.783524438219944,-94.44230651855469,1.125471591949463,13.456582827540327,1.661773920059204,True,-3.673058389320383
18,19,-81.29307556152344,3.9850776195526123,-78.32804740343684,11.41532714576326,7.999999999999997,13.782269368771763,-81.36184692382812,34.88163375854492,30.746748566502365,-91.786865234375,26.55709457397461,23.374662322791334,14.802584648132324,False,7.372086243711031
19,20,-84.62059020996094,4.3080644607543945,-91.82597113525645,0.832077446770088,7.999999999999999,18.632830861382484,-92.39571380615234,-6.039132118225098,11.564176291163127,-107.31161499023438,-0.00473911315202713,19.937047844775922,1.4123467206954956,True,-8.372871553612795
20,21,-87.91920471191406,4.623467922210693,-80.25818557197648,2.319387685432888,7.999999999999999,5.927110342680815,-78.4958267211914,2.194873571395874,13.017591175045958,-92.94099426269531,2.0693626403808594,3.345833669572982,1.9116343259811401,True,9.671757505472975
21,22,-91.22086334228516,4.939162731170654,-95.31347659329423,11.813063863545555,7.999999999999997,15.992194950691426,-102.36551666259766,24.804019927978516,21.066554350964523,-102.64830017089844,15.81821346282959,13.331286353884927,4.428338050842285,True,7.735267997079596
22,23,-94.5164794921875,5.254280090332031,-96.141967349515,-2.578841204891275,7.999999999999999,14.351979064873698,-104.4197998046875,-6.1190290451049805,13.476002366420897,-109.08540344238281,-1.3362770080566406,13.303500120909034,1.239091396331787,True,0.172502245511863
23,24,-97.71556854248047,5.570963382720947,-91.22578697609637,10.24886197296648,7.999999999999997,7.6898532102318455,-99.15470886230469,21.270614624023438,15.491122788486988,-106.87833404541016,9.236592292785645,6.5574406505910945,2.4767699241638184,True,8.933682137895893
24,25,-101.2225570678711,5.918126583099365,-109.16779511569962,6.85257420781571,8.000000000000002,8.90353877820925,-114.08332824707031,4.202008247375488,9.882105373943386,-109.41496276855469,1.6841142177581787,6.762131311282543,1.5678553581237793,True,3.1199740626608428
25,26,-104.41236877441406,6.233891487121582,-99.18500781001318,0.17792770355600762,8.000000000000002,7.228452984354036,-100.0314712524414,4.26108980178833,8.049225498609887,-109.4334487915039,1.793707013130188,5.029877939502282,1.6225719451904297,True,3.0193475591076053
26,27,-107.75296020507812,6.5345540046691895,-107.51670873651105,14.531064821494232,8.0,4.29678994476671,-111.08020782470703,7.705023765563965,0.8700038212625265,-113.4317398071289,1.2947192192077637,6.014053546710493,2.6127426624298096,True,-5.144049725447967
27,28,-111.09230041503906,6.835103988647461,-116.66807034008332,1.098311353126114,7.999999999999999,10.179045228118593,-109.45524597167969,-8.656654357910156,16.557502245140373,-112.737548828125,-12.316993713378906,19.52612962288229,7.025903224945068,True,-2.9686273777419174
