frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_velocity_parallel,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,search_grid_size,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,v_parallel,v_cross,a_parallel,a_cross,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,error_final_m
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,7.172637416015737,7.172637416015737,0.0,0.0,-18.780745674413577,-2.1595981213156596,12,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,-2.2479772567749023,0.9206135272979736,0.0,-4.816798686981201,0.39843910932540894,0.07250076532363892,23.00465202331543,11.592636108398438,1,-0.730026364326477,-4.218232154846191,26.53681755065918,12.226943016052246,0.8795180320739746,0.08444510400295258,-0.22016304731369019,0.06885416060686111,0.7694364786148071,0.11887218058109283,1.1139917353861213,1.0,0.0,-1.0398094454817206,0,0,1,731.5633515869471,0.0,7.820911271948188e-07,6.293119383941763,-18.670431731735306,-1.1256568671992675,0.0,1.0398095196637926
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,2.9765578711491996,5.074597643582468,0.7694365084171295,-0.9209372611753375,-19.4481371193092,-1.1622282607391505,12,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,-2.3623886108398438,0.98160320520401,0.0,-4.865306377410889,0.4021414518356323,0.07783979177474976,25.1251220703125,11.899636268615723,1,-0.5906916856765747,-3.9163460731506348,39.14392852783203,12.011165618896484,1.0002703666687012,0.0818735733628273,-0.16514864563941956,0.06766685843467712,0.9176960587501526,0.11570700258016586,0.4035932594487241,1.0,0.43081235489762115,-2.440320301618964,0,0,1,731.1325392320495,0.0005888927513428325,6.741825843209243,4.074327276913767,-18.95023183691003,0.3126552840512593,1.4652746989185017,7.190527858949713
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.975685825718756,2.9761218484339778,1.3485083987466124,-2.324613299038798,-19.87502425758235,0.29496014321511677,12,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,-2.967810869216919,1.249714732170105,0.0,-5.0676751136779785,0.42101141810417175,0.09954941272735596,37.309417724609375,13.712871551513672,1,-0.6913535594940186,-3.922426223754883,58.330902099609375,13.743308067321777,1.08250093460083,0.07366693019866943,-0.13559164106845856,0.06012170761823654,1.0147050619125366,0.103727787733078,0.11803594244654622,1.0,0.6264647377129643,-3.3035509915628447,0,0,1,730.9368868492342,0.0008563369615960161,9.522731331543099,1.8936209138331477,-19.053199442826287,1.1917711757823697,0.8851254594475919,10.106881398233536
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.975768226198106,2.975727025958431,1.6411698517795652,-3.199823207555057,-20.07318257879806,1.196279392864966,12,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,-3.2478280067443848,1.3918046951293945,0.0,-5.179255962371826,0.4299810528755188,0.10440069437026978,43.75250244140625,14.733901977539062,1,-0.4510677754878998,-3.7610716819763184,77.21289825439453,14.736825942993164,1.3676060438156128,0.032554302364587784,0.03152656927704811,0.024997837841510773,1.3833693265914917,0.04505322128534317,0.04406435375928921,1.0,0.8501411058262878,-3.529863675391791,0,0,1,730.7132104811208,0.0011620881554305794,12.274740789148533,1.6081209821428182,-19.251603853392535,1.4405366042126233,0.3181957707359226,12.801734932069586
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,3.289121849372563,3.1324450377853346,2.233510434280425,-3.484810454106448,-20.631945821889875,1.542500037171342,12,-4.1773552894592285,-0.4327203929424286,-4.1773552894592285,-0.4327203929424286,-3.353518009185791,1.426103949546814,0.0,-5.202148914337158,0.43486133217811584,0.10165645182132721,46.06440353393555,15.072334289550781,1,0.31396642327308655,-3.7715678215026855,89.20875549316406,15.072798728942871,1.5581252574920654,0.01194053329527378,0.1251608282327652,0.006458186078816652,1.6207057237625122,0.015169626101851463,0.028025736296014254,1.0,1.5024078302522705,-3.642603692531794,0,0,1,730.0609437566948,0.002053694771605447,14.598242290920656,1.5743197802932691,-19.888228844788326,1.6218396973700164,0.6619382080361655,15.077366525080219
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.282439976299276,3.2857809128359197,3.1231135018607183,-3.627434066197112,-21.501397376037076,1.778697216589459,12,-4.1773552894592285,-0.4327203929424286,-4.1773552894592285,-0.4327203929424286,-3.554197072982788,1.3653684854507446,0.0,-5.120466232299805,0.4164181649684906,0.09797261655330658,43.425537109375,14.99610710144043,1,0.3161550462245941,-3.603005886077881,91.15018463134766,14.99630069732666,1.6415148973464966,0.00290283584035933,0.14893397688865662,-0.0018306889105588198,1.7159818410873413,0.0019874912686645985,0.05301482261114259,1.0,2.037087969483518,-3.614614603099711,0,0,1,729.5262636174635,0.0027845680966174097,17.35268400106197,1.644266015489423,-20.422860880427862,1.6507330682967098,0.5354122154149843,17.756454592513087
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.291168963884001,3.2868044700916386,3.753069855274343,-3.612627111714631,-22.129369432313776,1.8308062334948798,12,-4.1773552894592285,-0.4327203929424286,-4.1773552894592285,-0.4327203929424286,-3.3598978519439697,1.2966264486312866,0.0,-5.072725296020508,0.4111817181110382,0.0854911059141159,40.25428009033203,14.341480255126953,1,1.8448396921157837,-3.8230743408203125,96.79991149902344,14.341516494750977,1.838403582572937,-0.009690367616713047,0.2466663122177124,-0.013056294061243534,1.9617366790771484,-0.0162185151129961,0.025271375868168692,1.0,3.0514103926220075,-3.721801301490365,0,0,1,728.5119411943251,0.004171081542019187,19.62080155422276,1.4484008875187016,-21.42008745445236,1.8649248665822438,1.019970081126613,20.003599456093312
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.336079374354565,3.313624169119283,5.013147131303801,-3.7380198161376996,-23.369032450431767,2.0891735561170357,12,-4.1773552894592285,-0.4327203929424286,-4.1773552894592285,-0.4327203929424286,-3.408108949661255,1.2634549140930176,0.0,-5.034626007080078,0.417992502450943,0.09393665194511414,39.22111129760742,14.912274360656738,1,2.3172760009765625,-3.6690988540649414,105.79933166503906,14.912280082702637,2.036302089691162,-0.024864304810762405,0.31122538447380066,-0.026867715641856194,2.1919147968292236,-0.03829816356301308,0.0453529442130124,1.0,4.090855468452707,-3.703802805050344,0,0,1,727.4724961184944,0.00559193603613221,21.872525442276057,1.2773220794281208,-22.45557586540372,1.9573032316263266,1.0396008905069236,22.217330340937817
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.335964352530045,3.336021863442305,6.28277025038077,-3.7421009676820347,-24.631057447202345,2.2279266743482458,12,-4.1773552894592285,-0.4327203929424286,-4.1773552894592285,-0.4327203929424286,-3.6277408599853516,1.3399434089660645,0.0,-5.0873823165893555,0.4229106903076172,0.0986531674861908,43.78218078613281,15.443954467773438,1,2.3759756088256836,-3.7350845336914062,112.34028625488281,15.443958282470703,2.0110907554626465,-0.02521628513932228,0.29083743691444397,-0.027044715359807014,2.1565093994140625,-0.038738641887903214,0.0912055547623573,1.0,4.998553919226249,-3.7386748004060215,0,0,1,726.5647976677209,0.006832701376282879,24.30090636585708,1.3249311079796584,-23.354452107889237,2.0882766422557006,0.9083680606432468,24.62171486741789
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.3430093471295734,3.339486849829809,7.155063393146118,-3.7774134432252473,-25.494681461666843,2.3555819111568286,12,-4.1773552894592285,-0.4327203929424286,-4.1773552894592285,-0.4327203929424286,-6.908416271209717,1.5803351402282715,0.0,-4.978368759155273,0.3306809961795807,0.3123481273651123,52.185298919677734,15.905899047851562,1,3.123948335647583,-3.8554301261901855,128.03500366210938,15.905900001525879,2.179372787475586,-0.03222097083926201,0.355941504240036,-0.03289961442351341,2.3573434352874756,-0.048670776188373566,0.08866327434457255,1.0,5.933794976287905,-3.815322401391272,0,0,1,725.6295566106592,0.008111115685901971,26.70162966132547,1.1601140623542232,-24.276283522811507,2.2637119067067344,0.9383766245759739,27.009443479567384
