sequence_index,frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,candidate_capture,candidate_nearest_gt_m,hardms_x,hardms_y,hardms_support,raw_top1_x,raw_top1_y,model_next_step_dx,model_next_step_dy,model_next_step_m,gt_next_step_dx,gt_next_step_dy,next_step_error_m,model_velocity_x,model_velocity_y,model_acceleration_x,model_acceleration_y,stop_probability,route_gate,correction_gate,measurement_x,measurement_y,measurement_variance_x,measurement_variance_y,kf_predict_x,kf_predict_y,final_x,final_y,final_vx,final_vy,state_norm,error_predicted_current_m,error_hardms_m,error_measurement_m,error_final_m,state_00,state_01,state_02,state_03,state_04,state_05,state_06,state_07,state_08,state_09,state_10,state_11,state_12,state_13,state_14,state_15
0,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780746459960938,-2.1595981121063232,1.0,1.8624907732009888,-13.640005111694336,-0.3726810812950134,0.49316897988319397,-8.908679962158203,-0.4026999771595001,-0.27122962474823,-0.041011203080415726,0.2743126451969147,-7.138521194458008,0.701312780380249,6.9072957038879395,-0.5347303748130798,-0.06750908493995667,-0.05746805667877197,-0.03537879139184952,0.5186392664909363,0.4805510640144348,0.9954327344894409,-18.793596267700195,2.6459953784942627,36.0,36.0,-18.780746459960938,-2.1595981121063232,-18.78422254776882,-0.8596047362295689,-0.0023434299828433702,0.8764000286809579,3.0680153369903564,0.0,5.442452907562256,4.805610656738281,1.2999980232715311,-0.053473036736249924,-0.006750908680260181,-0.009578010067343712,-0.005896465387195349,-0.8628727793693542,0.5054211616516113,0.9954327344894409,0.5186392664909363,0.4805510640144348,1.0,1.0,-0.9996744394302368,0.9996364712715149,0.9948919415473938,0.9993188977241516,0.9653055667877197
1,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-19.05421107303734,-0.8889833647326395,1.0,2.246838331222534,-13.640005111694336,-0.3726810812950134,0.4888855516910553,-8.908679962158203,-0.4026999771595001,-0.26797062158584595,-0.01933199353516102,0.2686670422554016,-2.962169647216797,0.29319584369659424,2.7122650146484375,-0.5296981930732727,-0.02630329132080078,-0.0587480328977108,-0.02805883064866066,0.52068692445755,0.345525860786438,0.9999293088912964,-18.477689743041992,3.175800323486328,36.0,36.0,-18.786565977751664,0.016795292451389,-18.643213433638415,1.4829210644489383,0.06443623931350444,1.5593833325803383,3.039369583129883,6.888621530842981,12.327157974243164,8.766517639160156,7.848035428604981,-0.05296982079744339,-0.0026303292252123356,-0.009791338816285133,-0.004676471929997206,-0.8063377737998962,0.5914553999900818,0.9999293088912964,0.52068692445755,0.345525860786438,1.0,1.0,-0.9936950206756592,0.991393506526947,0.9881541728973389,0.9897942543029785,0.9581462144851685
2,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-18.910572687263187,1.469319302294661,1.0,1.3696327209472656,-13.640005111694336,-0.3726810812950134,0.4623537063598633,-8.908679962158203,-0.4026999771595001,-0.267055481672287,-0.019025612622499466,0.2677323520183563,-2.961301803588867,0.29311007261276245,2.7122669219970703,-0.527842104434967,-0.02573409117758274,-0.05852571874856949,-0.027910547330975533,0.520637035369873,0.3471793830394745,0.9999305009841919,-18.477750778198242,3.1757285594940186,36.0,36.0,-18.57877719432491,3.0423043970292767,-18.526870190650722,3.1108572444607754,0.08244916671684929,1.5831727516696597,3.038700819015503,10.313013663943428,15.262017250061035,11.27294921875,11.202713087238589,-0.052784211933612823,-0.002573409117758274,-0.009754287078976631,-0.004651757888495922,-0.8063470125198364,0.5914427042007446,0.9999305009841919,0.520637035369873,0.3471793830394745,1.0,1.0,-0.9930744171142578,0.9902406334877014,0.9882290959358215,0.9882926344871521,0.9587717056274414
3,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-18.793316565271475,3.097540746097644,1.0,0.9516851902008057,-27.772829055786133,9.233684539794922,0.46101149916648865,-8.908679962158203,-0.4026999771595001,-0.26716166734695435,-0.019050907343626022,0.26784005761146545,-2.961383819580078,0.29311805963516235,2.712246894836426,-0.5280669331550598,-0.025788115337491035,-0.058537211269140244,-0.027909334748983383,0.5206448435783386,0.3472265303134918,0.9999305009841919,-32.61042785644531,12.782294273376465,36.0,36.0,-18.444421023933874,4.6940299961304355,-25.462785788564958,8.701255863067555,-1.919573503593079,2.726253412151998,3.0387537479400635,13.6398137428231,10.894430160522461,13.675837516784668,11.504374733985864,-0.05280669406056404,-0.002578811487182975,-0.00975620187819004,-0.0046515557914972305,-0.8063225746154785,0.5914760231971741,0.9999305009841919,0.5206448435783386,0.3472265303134918,1.0,1.0,-0.9930875897407532,0.9902756214141846,0.9882223606109619,0.9883434772491455,0.9588221907615662
4,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-25.719624314754935,8.698526489957954,1.0,2.2624640464782715,-27.772829055786133,9.233684539794922,0.5940792560577393,-27.772829055786133,9.233684539794922,-0.18588607013225555,0.13717761635780334,0.23102235794067383,-3.2729339599609375,0.32669055461883545,3.0928595066070557,-0.34837040305137634,0.25353822112083435,-0.038294531404972076,0.035354726016521454,0.49421194195747375,0.1800403594970703,0.9997947812080383,-32.796852111816406,12.511552810668945,36.0,36.0,-27.382359292158036,11.427509275219553,-29.896266021078397,11.930822222337062,-2.5582945113038793,2.8541326803358467,3.0236318111419678,12.984530805395744,12.071667671203613,13.243415832519531,13.437977623589958,-0.034837041050195694,0.025353822857141495,-0.0063824220560491085,0.005892454646527767,-0.8375090956687927,0.5464234948158264,0.9997947812080383,0.49421194195747375,0.1800403594970703,1.0,1.0,-0.9989293813705444,0.9989530444145203,0.9879991412162781,0.9993191957473755,0.9453145861625671
5,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-30.082710242834143,12.067117328764182,1.0,0.7809856534004211,-27.74225425720215,13.991843223571777,0.5748248100280762,-27.772829055786133,9.233684539794922,-0.18358385562896729,0.16558966040611267,0.24723060429096222,-3.266284942626953,0.32602715492248535,3.0868735313415527,-0.3470500111579895,0.301954060792923,-0.02803301438689232,0.04744413495063782,0.4915511906147003,0.16257493197917938,0.9997524619102478,-32.647117614746094,17.44502830505371,36.0,36.0,-32.454560532382274,14.784954902672908,-32.538909880074314,15.950196157626262,-2.578587100588885,3.134463979293164,3.0236074924468994,14.685858444759674,17.598297119140625,18.511486053466797,17.122726631959885,-0.03470500186085701,0.030195405706763268,-0.004672169219702482,0.007907356135547161,-0.8176800012588501,0.5756732821464539,0.9997524619102478,0.4915511906147003,0.16257493197917938,1.0,1.0,-0.9991453289985657,0.9993283152580261,0.9839082956314087,0.9995645880699158,0.9530425667762756
6,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-32.723765535126006,16.11377498503706,1.0,0.734637975692749,-27.74225425720215,13.991843223571777,0.5950778126716614,-27.772829055786133,9.233684539794922,-0.18376143276691437,0.1650758981704712,0.24701885879039764,-3.2749710083007812,0.32689380645751953,3.095442295074463,-0.34732216596603394,0.3010616898536682,-0.0282856747508049,0.04729648679494858,0.4916204512119293,0.16306568682193756,0.9997548460960388,-32.64669418334961,17.445655822753906,36.0,36.0,-35.1174969806632,19.084660136919425,-34.07903334385336,18.3957964272434,-2.332429826744153,2.9711758228148737,3.0242223739624023,18.20923076127015,19.460214614868164,19.42707061767578,19.709481614880875,-0.03473221883177757,0.03010617010295391,-0.004714279435575008,0.007882747799158096,-0.817607045173645,0.5757765769958496,0.9997548460960388,0.4916204512119293,0.16306568682193756,1.0,1.0,-0.999146580696106,0.9993356466293335,0.9844589233398438,0.999563455581665,0.9542957544326782
7,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-34.26405427774986,18.558880963108408,1.0,4.695771217346191,-27.74225425720215,13.991843223571777,0.5797300934791565,-27.772829055786133,9.233684539794922,-0.18384835124015808,0.16583257913589478,0.24758969247341156,-3.3201980590820312,0.3263150453567505,3.1404528617858887,-0.3476516604423523,0.3022046387195587,-0.02789493463933468,0.047920890152454376,0.49156859517097473,0.16265790164470673,0.9997512698173523,-32.645042419433594,17.447961807250977,36.0,36.0,-36.411463170597514,21.366972250058275,-34.866744255690904,19.75967185568513,-1.9644190168396316,2.588255723769619,3.023965835571289,20.90283197415244,21.66839027404785,20.831865310668945,21.676275948182308,-0.03476516529917717,0.03022046387195587,-0.0046491557732224464,0.007986815646290779,-0.817334771156311,0.5761630535125732,0.9997512698173523,0.49156859517097473,0.16265790164470673,1.0,1.0,-0.9991531372070312,0.9993406534194946,0.9842522740364075,0.9995680451393127,0.953774094581604
8,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-35.05186700852292,19.92348951558037,1.0,4.0532612800598145,-32.47358322143555,14.021856307983398,0.5998014807701111,-27.772829055786133,9.233684539794922,-0.1837480664253235,0.16541899740695953,0.24723833799362183,-3.3200836181640625,0.32630348205566406,3.1404592990875244,-0.3474438190460205,0.30159828066825867,-0.027988970279693604,0.04757232218980789,0.49161985516548157,0.1628222018480301,0.9997537732124329,-37.37765884399414,17.476173400878906,36.0,36.0,-36.83116327253054,22.34792757945475,-37.05270568241835,20.372979899252748,-2.0177787563927896,2.112578430649726,3.0241575241088867,23.1207330537094,20.394004821777344,19.80061149597168,22.460247533646662,-0.03474438190460205,0.030159829184412956,-0.004664828535169363,0.00792872067540884,-0.8175473213195801,0.575861394405365,0.9997537732124329,0.49161985516548157,0.1628222018480301,1.0,1.0,-0.9991530179977417,0.999340832233429,0.9844327569007874,0.9995671510696411,0.9541420340538025
9,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-37.23772041700738,20.536396199390985,1.0,3.577880382537842,-32.47358322143555,14.021856307983398,0.5961980819702148,-27.772829055786133,9.233684539794922,-0.18367460370063782,0.1653124839067459,0.2471124827861786,-3.3270950317382812,0.3269929885864258,3.147575616836548,-0.3471650183200836,0.30140337347984314,-0.028240423649549484,0.047527678310871124,0.49160781502723694,0.16310469806194305,0.9997535347938538,-37.37569808959961,17.478954315185547,36.0,36.0,-39.070484438811135,22.485558329902474,-38.385989744053965,20.46347814946082,-1.8513105464998614,1.6208111890971733,3.0240650177001953,24.003609550191115,22.826702117919922,21.50661849975586,23.290691334870235,-0.03471650183200836,0.030140338465571404,-0.004706737585365772,0.007921280339360237,-0.8172204494476318,0.5763251185417175,0.9997535347938538,0.49160781502723694,0.16310469806194305,1.0,1.0,-0.999147355556488,0.9993411302566528,0.984431266784668,0.9995641708374023,0.9538189172744751
