protocol,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_velocity_parallel,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,v_parallel,v_cross,a_parallel,a_cross,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,error_final_m
W0_only_closed_loop,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,7.172637416015737,7.172637416015737,0.0,0.0,-18.780745674413577,-2.1595981213156596,3.927413560520235,8,88.75,0,0,0.717382550239563,0.5093040466308594,0.0,0.0,1,1,6,-8.908679962158203,-0.4026999771595001,-13.640005111694336,-0.3726810812950134,-13.420167922973633,1.381028652191162,0.0,-4.089351654052734,0.4525485932826996,0.3969433605670929,427.85986328125,81.20349884033203,1,-0.2905365824699402,-3.843181848526001,428.89031982421875,81.72772216796875,0.7524827122688293,0.01980966329574585,-0.3057911694049835,0.026324165984988213,0.5995871424674988,0.03297174721956253,0.16298503523499314,1.0,0.0,-0.3812355894122233,0,0,1,731.5633515869471,0.0,7.820911271948188e-07,6.420154703746908,-18.7403001859252,-1.7805140447634762,0.0,0.3812356635948035
W0_only_closed_loop,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,2.9765578711491996,5.074597643582468,0.5995871275663376,-0.34826384312398334,-19.340001518383417,-1.7496891936788974,5.609120598040242,9,82.49893247575909,1,2,0.384683221578598,0.004486411809921265,0.5995871424674988,-0.34826382994651794,1,1,6,-8.908679962158203,-0.4026999771595001,-13.640005111694336,-0.3726810812950134,-13.68342399597168,1.500446081161499,0.0,-4.180166244506836,0.4581793546676636,0.379103422164917,882.0413818359375,164.23291015625,1,-0.40967676043510437,-3.8854241371154785,883.0798950195312,164.6793670654297,0.782146692276001,0.02039484865963459,-0.33730190992355347,0.02935088612139225,0.6134957075119019,0.03507029265165329,0.06722804865214758,1.0,0.563629229902245,-0.807280893296538,0,0,1,730.9997223570448,0.0007704448680754574,6.60900896820462,4.292450951306467,-19.255549184593928,-1.2970774107224177,0.7065355686461051,6.665668146471244
W0_only_closed_loop,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.975685825718756,2.9761218484339778,1.1771249672164692,-0.7722106015762072,-19.869303269015248,-1.266863689994631,8.616975598542757,9,124.03818031149233,0,2,0.4265557527542114,0.005743592977523804,0.0,-0.7722105979919434,1,1,6,-8.908679962158203,-0.4026999771595001,-13.640005111694336,-0.3726810812950134,-15.359472274780273,2.2213358879089355,0.0,-4.719174861907959,0.49929922819137573,0.25591111183166504,978.4804077148438,170.6420135498047,1,-0.5081702470779419,-4.3949360847473145,979.5265502929688,171.0349884033203,0.8340004086494446,0.01789654791355133,-0.300945907831192,0.02770615927875042,0.6835274696350098,0.031749628484249115,0.05818471581466746,1.0,1.049372439570714,-1.774454496252054,0,0,1,730.5139791473764,0.0014344245611734897,9.09982362968535,2.142121439784533,-19.635943122834718,-0.28382931882061624,1.0822990547870672,9.287399102874694
W0_only_closed_loop,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.975768226198106,2.975727025958431,1.7328998943045626,-1.7427048686991276,-20.318981407830677,-0.2428839716555793,11.53027217242451,9,130.46801973535122,0,2,0.40924331545829773,0.02332940697669983,0.0,-1.7427048683166504,1,1,6,-8.908679962158203,-0.4026999771595001,-13.640005111694336,-0.3726810812950134,-16.063007354736328,2.519541025161743,0.0,-4.94105863571167,0.5119612812995911,0.20543597638607025,1059.4427490234375,181.57020568847656,1,-0.41078126430511475,-4.595667362213135,1060.4967041015625,181.9105987548828,0.8868281841278076,0.014656987972557545,-0.2690691351890564,0.027082327753305435,0.752293586730957,0.028198152780532837,0.03227663563475255,1.0,1.464161334370449,-2.7793022549000623,0,0,1,730.0991902525766,0.002001414274231084,11.660720560604371,2.0888988418306234,-19.941786307292013,0.7593527323239249,1.0870919212785601,12.012240510199245
W0_only_closed_loop,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,3.289121849372563,3.1324450377853346,2.2164549509037283,-2.751104103050852,-20.69282589251824,0.8111249513960503,13.674420151315054,9,141.1526119019327,0,2,0.4672826826572418,0.03612074255943298,0.0,-2.7511041164398193,1,1,6,-8.908679962158203,-0.4026999771595001,-13.640005111694336,-0.3726810812950134,-15.903890609741211,2.462430000305176,0.0,-4.901150703430176,0.5087088346481323,0.21382483839988708,960.1167602539062,164.4662628173828,1,-0.3853929042816162,-4.540822505950928,961.1758422851562,164.7732696533203,0.9312846660614014,0.012871362268924713,-0.23840224742889404,0.026010433211922646,0.8120835423469543,0.02587657794356346,0.01689622223795062,1.0,1.710284382064727,-3.507527493939585,0,0,1,729.8530672048823,0.002337848633826018,14.390365739108198,2.201160371723933,-20.109262546405247,1.5095795398381437,0.7686927561649649,14.84252360332132
W0_only_closed_loop,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.282439976299276,3.2857809128359197,2.5223679244116815,-3.481650915064699,-20.91950833453607,1.5700033753777234,10.129010313583,9,141.70600225968488,1,2,0.5302761197090149,0.1487807333469391,2.5223679542541504,-3.4816508293151855,1,1,6,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-27.528106689453125,6.804529666900635,9.649003982543945,-7.985526084899902,0.4983256459236145,0.31587567925453186,156.2552490234375,110.51350402832031,1,6.370334148406982,-7.113439559936523,157.35939025878906,110.72859954833984,1.4122234582901,-0.01798345148563385,0.2662363350391388,-0.00019087328109890223,1.5453416109085083,-0.018078887835144997,0.09127093637419115,1.0,5.031205894487519,-5.329094714997238,0,0,1,726.5321456924596,0.006877334524171492,14.35856607605797,1.8735574545458196,-23.218191307742398,3.673185046725856,3.7876941313290047,15.368614276134295
W0_only_closed_loop,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.291168963884001,3.2868044700916386,6.576547520297188,-5.347173603123421,-24.752893759363403,3.8551080294532305,7.3458523008924725,9,124.27311253908361,1,2,0.7273567914962769,0.505139172077179,6.576547622680664,-5.347173690795898,1,1,6,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,-27.71352195739746,8.283395767211914,9.990266799926758,-9.436375617980957,0.5661484003067017,0.26893967390060425,82.0790023803711,97.12902069091797,1,8.4654541015625,-8.826891899108887,83.19692993164062,97.24825286865234,1.4961915016174316,-0.012602386996150017,0.2014872133731842,0.00793481059372425,1.5969351530075073,-0.008634981699287891,0.08043505663605804,1.0,7.801692721069722,-7.000125885317409,0,0,1,723.7616588658774,0.010664411638644644,14.870519225775043,1.790612968474207,-25.795762226047888,5.628708145426794,3.2354199771354453,16.510106292957722
W0_only_closed_loop,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.336079374354565,3.313624169119283,9.398627829373746,-7.008760867016697,-27.38276890012331,5.8067140989311445,6.335933214616054,9,95.79773330916069,1,2,0.6679864525794983,0.35654664039611816,9.398628234863281,-7.008760929107666,1,1,6,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,-28.17747688293457,8.38544750213623,10.462430000305176,-9.488630294799805,0.56180340051651,0.27444642782211304,78.9384765625,115.4786605834961,1,9.52076244354248,-8.925533294677734,80.05990600585938,115.582275390625,1.5220516920089722,-0.011826748959720135,0.18167056143283844,0.00979042798280716,1.6128870248794556,-0.006931534968316555,0.01979637834927977,1.0,9.459869195569334,-7.7374040239982955,0,0,1,722.1034823913777,0.01293103211779058,16.503511715159433,1.7915724771103108,-27.366362505126375,6.5377422689443225,1.8146978465741077,18.31099293732943
W0_only_closed_loop,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.335964352530045,3.336021863442305,11.072756168294726,-7.744335558966612,-28.969411738444595,6.715746731029302,5.993439089267872,9,98.18737444618236,1,2,0.6165241599082947,0.24530616402626038,11.072755813598633,-7.744335651397705,1,1,6,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,-28.179346084594727,8.405205726623535,10.466384887695312,-9.508078575134277,0.5567883849143982,0.278513103723526,85.37901306152344,130.0579071044922,1,9.791548728942871,-8.980581283569336,86.49956512451172,130.15957641601562,1.5159043073654175,-0.009591189213097095,0.16179361939430237,0.010873798280954361,1.5968011617660522,-0.004154290072619915,0.018835959892400007,1.0,10.540699709409287,-8.165693239451244,0,0,1,721.0226518775378,0.01440845784106575,18.758760575674046,1.8201175560768874,-28.395655891192817,7.0782803130454965,1.1625946205452888,20.548993041811713
W0_only_closed_loop,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.3430093471295734,3.339486849829809,12.137500826471856,-8.169847529523864,-29.9830046891916,7.251816646618897,5.358206923108006,9,102.09654385778003,1,2,0.8057948350906372,0.6219178438186646,12.137500762939453,-8.16984748840332,0,1,6,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,-28.122310638427734,10.690312385559082,10.652099609375,-11.78633975982666,0.6527706980705261,0.2079760879278183,57.136592864990234,137.44979858398438,0,10.355772018432617,-11.28428840637207,58.260250091552734,137.54278564453125,1.5285711288452148,-0.008748683147132397,0.1499369889497757,0.012248753570020199,1.6035395860671997,-0.0026243063621222973,0.07480528746381962,1.0,11.25947312139436,-9.201208280103348,0,0,1,720.3038784655528,0.015390974817108726,21.37595151621902,1.8109157209845943,-29.000514539966687,8.18420645533387,1.2605263254662298,23.37244042355371
