frame_id,image_path,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,base_ms_candidate_count,variance_x,variance_y,final_x,final_y,error_final_m,gru_xy_x,gru_xy_y,kalman_xy_x,kalman_xy_y,center_ms_xy_x,center_ms_xy_y,center_ms_candidate_count
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780746459960938,-2.1595981121063232,0.0,-13.725164413452148,-1.2636386156082153,5.134360062203189,36,45.585968017578125,39.88373565673828,-8.10112190246582,-1.4836629629135132,10.70099383304967,-13.639911651611328,-0.904373288154602,-15.993510246276855,-1.4613702297210693,-8.10112190246582,-1.4836629629135132,36
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-25.919267654418945,-1.4582853317260742,0.0,-22.217599868774414,-1.649889349937439,3.706623327918987,36,40.25752258300781,39.43534851074219,-13.827496528625488,-1.4174894094467163,12.09183994542795,-21.829418182373047,-0.776105523109436,-20.12523078918457,-0.906126856803894,-13.827496528625488,-1.4174894094467163,36
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-28.881437301635742,-1.16508948802948,0.0,-22.52801513671875,-1.4044976234436035,6.357931224931659,36,33.963375091552734,41.098915100097656,-18.01447105407715,-1.2243320941925049,10.867127730544198,-22.582727432250977,-1.4043352603912354,-22.129501342773438,-1.0290427207946777,-18.01447105407715,-1.2243320941925049,36
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-31.84273910522461,-0.8719794154167175,0.0,-26.19841766357422,-1.344008445739746,5.6640247123526954,36,36.425479888916016,44.42601013183594,-20.643129348754883,-1.1995387077331543,11.204398858805176,-25.33342170715332,-2.3199286460876465,-24.86393928527832,-1.58831787109375,-20.643129348754883,-1.1995387077331543,36
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-34.80412292480469,-0.5788613557815552,0.0,-26.296127319335938,-0.8229289054870605,8.511495649502196,36,23.00910758972168,45.437557220458984,-23.64776611328125,-0.9287667274475098,11.161842637985275,-27.52203369140625,-0.3436688780784607,-27.250043869018555,-0.9848952889442444,-23.64776611328125,-0.9287667274475098,36
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-38.077056884765625,-0.2521708011627197,0.0,-29.965103149414062,-0.7308599948883057,8.126065268546261,36,18.71564483642578,52.01243209838867,-27.395517349243164,-0.7030173540115356,10.69104997009859,-31.72334861755371,-0.37564048171043396,-30.61806869506836,-0.6212689280509949,-27.395517349243164,-0.7030173540115356,36
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-41.34334182739258,0.07385636121034622,0.0,-33.300689697265625,0.9880398511886597,8.094441595291459,36,19.349334716796875,51.1398811340332,-27.914852142333984,1.6198887825012207,13.517194659743847,-35.93175506591797,1.4298092126846313,-34.411190032958984,0.46334657073020935,-27.914852142333984,1.6198887825012207,36
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-44.61831283569336,0.40075016021728516,0.0,-39.29884719848633,-1.9792786836624146,5.827628330901495,36,12.136499404907227,48.366546630859375,-30.394094467163086,1.6782848834991455,14.281473424154278,-41.39093017578125,-1.5998750925064087,-38.408504486083984,-0.2231857180595398,-30.394094467163086,1.6782848834991455,36
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-47.93851089477539,0.7270652055740356,0.0,-38.16938400268555,-2.9694666862487793,10.445103554346224,36,4.292834281921387,41.68187713623047,-32.805397033691406,1.2296147346496582,15.141456044968276,-39.25341796875,-2.9157207012176514,-40.588748931884766,-1.2823232412338257,-32.805397033691406,1.2296147346496582,36
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-51.25859451293945,1.0533686876296997,0.0,-50.824920654296875,0.21745654940605164,0.9417123331992494,36,28.298961639404297,47.394935607910156,-37.91447448730469,-2.8532729148864746,13.904221944037607,-48.8220329284668,-0.4385124742984772,-45.55134963989258,-1.0495980978012085,-37.91447448730469,-2.8532729148864746,36
