frame_id,reference_x,reference_y,search_center_error_m,visual_error_m,final_error_m
0,-18.780746459960938,-2.1595981121063232,8.0,12.203739241929384,11.058203890254113
1,-25.919267654418945,-1.4582853317260742,8.0,4.487144020710298,5.05822145778685
2,-28.881437301635742,-1.16508948802948,7.999999999999999,1.8775433458171025,2.402112793491012
3,-31.84273910522461,-0.8719794154167175,7.999999999999999,0.982143232381524,0.7297654245264731
4,-34.80412292480469,-0.5788613557815552,8.000000000000002,1.172471743914613,1.0152037015568165
5,-38.077056884765625,-0.2521708011627197,7.999999999999999,7.341990599514785,0.46630693065567463
6,-41.34334182739258,0.07385636121034622,7.999999999999998,6.7596065147621225,3.2309891110299804
7,-44.61831283569336,0.40075016021728516,7.999999999999997,3.4799103156596063,3.491079154967443
8,-47.93851089477539,0.7270652055740356,7.999999999999999,1.6095930758635477,2.8056606280037304
9,-51.25859451293945,1.0533686876296997,8.0,2.041614629987529,1.183738286344237
10,-54.585689544677734,1.3803616762161255,8.0,5.1729967939614445,2.6494915161336454
11,-57.930152893066406,1.7030118703842163,8.000000000000005,3.595933420228331,1.9667607310959567
12,-61.281715393066406,2.0263473987579346,7.999999999999998,11.546506536162683,6.596788861708084
13,-64.62455749511719,2.3488411903381348,8.0,4.464274954274151,6.770593946396434
14,-67.96265411376953,2.678952693939209,7.999999999999999,3.665142566246858,6.0095376312518685
15,-71.30087280273438,3.009075880050659,7.999999999999999,13.32428651376215,10.02343983243045
16,-74.64299774169922,3.3395848274230957,8.000000000000004,15.241344697360306,3.5308307278489073
17,-77.97047424316406,3.6625680923461914,8.0,9.64752246169033,6.610104396517883
18,-81.29307556152344,3.9850776195526123,7.999999999999997,13.782269368771763,10.743399748642094
19,-84.62059020996094,4.3080644607543945,7.999999999999999,18.632830861382484,15.38167292212161
20,-87.91920471191406,4.623467922210693,7.999999999999999,5.927110342680815,12.471720901743828
21,-91.22086334228516,4.939162731170654,7.999999999999997,15.992194950691426,15.207539264015047
22,-94.5164794921875,5.254280090332031,7.999999999999999,14.351979064873698,14.988964772088384
23,-97.71556854248047,5.570963382720947,7.999999999999997,7.6898532102318455,9.23810559376086
24,-101.2225570678711,5.918126583099365,8.000000000000002,8.90353877820925,8.27175057450659
25,-104.41236877441406,6.233891487121582,8.000000000000002,7.228452984354036,6.943880074054066
26,-107.75296020507812,6.5345540046691895,8.0,4.29678994476671,5.28024923840394
27,-111.09230041503906,6.835103988647461,7.999999999999999,10.179045228118593,6.665010778414973
28,-114.4308090209961,7.135579586029053,7.999999999999996,6.175579977092592,6.533026299435928
29,-117.76180267333984,7.465998649597168,7.999999999999996,5.2457037938334565,6.749932485285823
30,-121.08988952636719,7.79612922668457,8.0,15.412968107455951,10.995147322447055
31,-124.41860961914062,8.126322746276855,8.000000000000002,11.578295748366333,12.34675933841172
32,-127.7506332397461,8.479126930236816,8.00000000000001,12.148343809612136,8.26561702946512
33,-131.07872009277344,8.831513404846191,8.0,17.01140472465231,11.531177698009117
34,-134.4064178466797,9.183857917785645,7.999999999999997,4.73006533821142,7.074823943249484
35,-137.9134521484375,9.491893768310547,8.000000000000002,9.404036826354272,6.551007189795409
36,-141.10328674316406,9.772066116333008,8.000000000000005,6.985424449330302,4.75769976019138
37,-144.29208374023438,10.052149772644043,7.999999999999995,9.077091198942483,2.4610726635448215
38,-147.48928833007812,10.328798294067383,8.000000000000002,7.877381611315279,3.1900691502824903
39,-150.68637084960938,10.605437278747559,7.999999999999997,6.655869459929299,1.5952133673989262
40,-154.1981964111328,10.909310340881348,8.000000000000009,11.104238160149013,5.128034796549249
