variant,label,frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@3_pct,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,MS_Latency_ms
frames1,1 frame,374,3.6014229248066623,3.351446133607897,6.343667117059609,7.0000663598878505,8.545001901015805,7.323613619792627,43.31550802139038,75.66844919786097,99.46524064171123,100.0,100.0,5.253230464508357
frames2,2 frames,374,3.6231019082402214,3.3259794758596044,6.351918629658033,6.965480580072661,8.59763179387398,7.378706888855703,44.11764705882353,75.1336898395722,99.19786096256684,100.0,100.0,5.316920750795511
full,Full,374,3.6108680555654784,3.3740502169498305,6.295295579122594,6.989945127449658,8.565041892917248,7.314181913348458,44.38502673796791,74.8663101604278,99.46524064171123,100.0,100.0,5.042228367098446
grid4,4x4,374,3.97293900284713,3.6592903233727405,7.016036788301417,8.087279014716016,10.194490342049628,8.41114576732722,40.909090909090914,69.5187165775401,98.66310160427807,100.0,100.0,2.852532849931307
grid5,5x5,374,3.6103649666732656,3.3732370953110733,6.295838604346301,6.988370075953568,8.563897043677223,7.313351990355449,44.38502673796791,74.8663101604278,99.46524064171123,100.0,100.0,3.726345986912826
grid7,7x7,374,3.5968097664186556,3.3670031658546353,6.295404296671279,6.98801036565518,8.563424992141446,7.2964799849009845,44.38502673796791,75.66844919786097,99.73262032085562,100.0,100.0,6.521119788694677
grid8,8x8,374,3.5972749069167453,3.3674326218926156,6.295101382520552,6.989307308127846,8.564616619820464,7.297357486916275,44.38502673796791,75.66844919786097,99.73262032085562,100.0,100.0,10.316780748297674
no_gru,w/o GRU,374,4.0837767130680005,3.943151431909383,7.063131583583352,7.69412000998495,10.227152331701921,8.143292773654338,34.75935828877005,68.18181818181817,98.66310160427807,100.0,100.0,5.257178777329599
no_kalman,w/o Kalman,374,3.6043472458771766,3.405029888178919,6.397433351819368,7.019924918544678,8.608355002095172,7.330713403089594,44.919786096256686,75.40106951871658,99.19786096256684,100.0,100.0,7.067625811107005
no_ms,w/o MeanShift,374,6.412894781192447,6.245000581023886,11.220290476155482,12.137724003180878,14.367069881461063,12.529077815827403,18.181818181818183,33.155080213903744,83.42245989304813,99.46524064171123,100.0,0.0
