frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,search_center_x,search_center_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,measurement_x,measurement_y,measurement_var_x,measurement_var_y,confidence,v_parallel,v_cross,a_parallel,a_cross,poly_next_step_parallel,poly_next_step_cross,model_next_step_m,waypoint_leg,target_waypoint,route_progress,route_remaining_m,route_cross_track_m,waypoint_alignment,movement_heading_deg,candidate_capture,final_x,final_y,final_vx,final_vy,final_speed,final_step_m,error_final_m
0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-37.632978691184114,0.8348961808190729,-37.632978691184114,0.8348961808190729,-27.772829055786133,9.233684539794922,-32.53472900390625,4.505537986755371,-36.869441986083984,2.5023910999298096,10.185779571533203,7.81131649017334,0.5839833617210388,2.531747817993164,-0.02397514134645462,-0.05668281763792038,-0.007229310926049948,2.503406524658203,-0.027589796110987663,2.50355863571167,0,1,0.0,729.3023853156254,0.0,0.0,nan,1,-37.417682323085366,1.3996071240904828,0.0,0.0,0.0,0.0,0.6043605372686799
1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-39.90411669708997,1.6919246856629004,-39.90411669708997,1.6919246856629004,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-40.73369216918945,2.2572073936462402,9.343761444091797,6.851168632507324,0.6749271750450134,2.4756057262420654,-0.03852323815226555,-0.12949497997760773,-0.012978678569197655,2.410858154296875,-0.04501257836818695,2.411278486251831,0,1,0.0032209824258120066,726.953315149421,-0.6119109855471377,0.9956455359441551,168.64990631887923,1,-40.374265221912935,2.0517135432768145,-2.804073055080834,0.5628590198435262,2.8600062892325213,3.0276435093292697,7.322601629636987
2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-42.76682734306581,2.35156365184444,-42.76682734306581,2.35156365184444,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-41.780914306640625,2.834324598312378,9.733474731445312,6.957587242126465,0.6701400876045227,2.5358200073242188,-0.03529573976993561,-0.11422814428806305,-0.01031341403722763,2.478705883026123,-0.04045244678854942,2.4790358543395996,0,1,0.007219922366274595,724.0368787121078,-0.9649468412330042,0.9916020793432386,166.60406097695835,1,-42.11157518845376,2.6914783431767697,-1.9964913450975834,0.4754817939475297,2.0523305356167945,1.851362989538551,8.81794387772054
3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-44.57208673876104,2.9939728010996456,-44.57208673876104,2.9939728010996456,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.995140075683594,3.320021152496338,9.999594688415527,7.106573581695557,0.6580643653869629,2.4797487258911133,-0.0415789932012558,-0.15494713187217712,-0.0107216602191329,2.4022750854492188,-0.046939823776483536,2.402733564376831,0,1,0.00977455289543242,722.1737805735928,-1.4127373358339075,0.9938443784616836,167.70757732569962,1,-42.96653881764148,3.2053433739113832,-1.777497057130255,0.38731079294658155,1.8192046169795268,0.9975069308259035,11.19821684979424
4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-45.350362048504095,3.5062017537187065,-45.350362048504095,3.5062017537187065,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-42.006065368652344,3.7247540950775146,10.011548042297363,7.140964031219482,0.6545886993408203,2.3988757133483887,-0.049728211015462875,-0.20116053521633148,-0.01229812391102314,2.298295497894287,-0.05587727203965187,2.2989747524261475,0,1,0.01091002816503607,721.345675751004,-1.8397424417307464,0.9946848764548809,168.18846444867827,1,-43.421383450966495,3.6371452862231552,-1.6506935326737877,0.34519470449878065,1.686401056340119,0.6271654741299718,14.259405109153633
5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-45.7008651003653,3.9358889579607665,-45.7008651003653,3.9358889579607665,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.976619720458984,4.057437419891357,9.936233520507812,7.135937213897705,0.653922975063324,2.3189125061035156,-0.05696278437972069,-0.24401548504829407,-0.013333276845514774,2.1969046592712402,-0.06362942606210709,2.1978259086608887,0,1,0.011450270770422034,720.9516755302468,-2.229931253585626,0.9946278858760437,168.18384331007874,1,-43.66743770512611,4.005176895804369,-1.5215300033890458,0.3183119827561287,1.5544697068708697,0.4427075351075293,17.2068960152522
6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-45.845277572896784,4.300901183899158,-45.845277572896784,4.300901183899158,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.94109344482422,4.3131256103515625,9.850995063781738,7.120784759521484,0.6543059945106506,2.2300515174865723,-0.06576599180698395,-0.29339390993118286,-0.015133594162762165,2.0833544731140137,-0.0733327865600586,2.0846445560455322,0,1,0.011700130568715848,720.7694521833567,-2.5776143552102293,0.9945160503836679,168.1452277940547,1,-43.77673043964961,4.307706651631944,-1.390179930710528,0.2918109464729554,1.4204766341731112,0.3216662167227336,20.265550835378388
7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-45.84063071666816,4.601065208558195,-45.84063071666816,4.601065208558195,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.901023864746094,4.4939374923706055,9.757372856140137,7.103947639465332,0.6546842455863953,2.1333138942718506,-0.07569317519664764,-0.34831148386001587,-0.017277492210268974,1.959158182144165,-0.0843319222331047,1.9609724283218384,0,1,0.011737343184210398,720.7423129341126,-2.8765850830796853,0.9942415717246477,168.01515509712883,1,-43.77659343495855,4.54189421692658,-1.2465683722521734,0.2646216841343738,1.2743458488234447,0.2341876053699566,23.73960601742242
8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-45.71583091035375,4.833049077445453,-45.71583091035375,4.833049077445453,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.861167907714844,4.606218338012695,9.671783447265625,7.089351654052734,0.6549850106239319,2.0298714637756348,-0.08702629804611206,-0.4104682505130768,-0.0199420228600502,1.8246372938156128,-0.09699730575084686,1.8272136449813843,0,1,0.011600838370121757,720.8418662206346,-3.1204716350309964,0.9939477114637106,167.87369334076428,0,-43.70027677156331,4.707916040455295,-1.1040670621457482,0.23722173811272534,1.1292644644848993,0.18272240968086573,27.012455323882932
9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-45.50440823473336,4.997431686629845,-45.50440823473336,4.997431686629845,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.80797576904297,4.717919826507568,9.557376861572266,7.0581183433532715,0.6566001772880554,1.9418596029281616,-0.09681887179613113,-0.46511250734329224,-0.021973874419927597,1.709303379058838,-0.10780581086874008,1.7126997709274292,0,1,0.011336417582971752,721.0347089314301,-3.3063018770848247,0.991924597176651,166.90594529002036,0,-43.565478048373585,4.84296870507399,-0.959423032061582,0.2231597903006204,0.9850344392239574,0.19081383072039051,30.339915761500563
10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-45.25377947752607,5.1310288402820605,-45.25377947752607,5.1310288402820605,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.759124755859375,4.792660236358643,9.472609519958496,7.038841724395752,0.657435417175293,1.8516486883163452,-0.10759280622005463,-0.5237045288085938,-0.02450636215507984,1.5897964239120483,-0.11984598636627197,1.59430730342865,0,1,0.01101407380920161,721.2697950145323,-3.4656678299571566,0.9902789169709141,166.2059473821893,0,-43.4175607823589,4.943932978433882,-0.8481655730975014,0.20823609625441414,0.8733539438114942,0.17909020654505547,33.994165331915845
11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-44.9857521616676,5.231320812364434,-44.9857521616676,5.231320812364434,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.6988525390625,4.8737688064575195,9.358674049377441,6.999361515045166,0.6600358486175537,1.7794370651245117,-0.11663250625133514,-0.5724610686302185,-0.026497673243284225,1.49320650100708,-0.1298813372850418,1.4988446235656738,0,1,0.010663175520787665,721.5257059732758,-3.593756482481389,0.985914829727362,164.58197790523056,0,-43.25287972022449,5.033256828613655,-0.7317778876264419,0.2018128742558592,0.7590963792789612,0.18734621009418528,37.46137066471545
12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-44.72396148373043,5.320403609253542,-44.72396148373043,5.320403609253542,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.634742736816406,4.949522495269775,9.246667861938477,6.958351135253906,0.6628209352493286,1.724471092224121,-0.1231711283326149,-0.6092715859413147,-0.027684051543474197,1.4198353290557861,-0.13701315224170685,1.4264309406280518,0,1,0.010319154486921386,721.7766013338733,-3.7100389909986955,0.980667647696777,162.93305115674767,0,-43.09123826050739,5.114694879384185,-0.6423997769326356,0.19722240742071423,0.6719926721266551,0.1809975624498278,40.92889802168507
13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-44.48860621476154,5.401170096354033,-44.48860621476154,5.401170096354033,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.573917388916016,5.029358863830566,9.154726028442383,6.9230637550354,0.6653409600257874,1.6801302433013916,-0.12839514017105103,-0.6394255757331848,-0.028487596660852432,1.3604174852371216,-0.1426389366388321,1.3678748607635498,0,1,0.010009970955913732,722.0020896205374,-3.8152547723588115,0.9750604756409553,161.40204912443264,0,-42.94623569115009,5.194802686293502,-0.5791434887174166,0.19488025927334232,0.6110527767535514,0.16565930655425817,44.38221307425889
14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-44.283924017985726,5.480585176219125,-44.283924017985726,5.480585176219125,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-41.54306411743164,5.145810604095459,9.153326988220215,6.9186692237854,0.6659120917320251,1.6903162002563477,-0.12762588262557983,-0.6304944157600403,-0.029027016833424568,1.37506902217865,-0.14213939011096954,1.3823959827423096,0,1,0.009742413365177437,722.1972200096707,-3.915881249111432,0.9670810627686457,159.49167516677815,0,-42.83794414938265,5.294987857511653,-0.535425536512438,0.2002760799307975,0.5716563769801568,0.14752669775460964,47.69525510599646
15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,-93.73101806640625,6.241759300231934,-44.19025462806994,5.5818238446325195,-44.19025462806994,5.5818238446325195,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-41.527549743652344,5.210227966308594,9.141457557678223,6.909336566925049,0.6668476462364197,1.6965305805206299,-0.12627223134040833,-0.6256799697875977,-0.028612637892365456,1.383690595626831,-0.14057855308055878,1.3908134698867798,0,1,0.009629385317374999,722.2796516345405,-4.026462666224,0.9736852989258525,161.0672696247142,0,-42.78591665100525,5.375786865312305,-0.567835229825981,0.19477592565434643,0.6003120100797852,0.09610067767180477,50.95246084816251
16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,-97.24320983886719,6.612377643585205,-44.14696537923287,5.6619830394123465,-44.14696537923287,5.6619830394123465,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-41.52836608886719,5.238470554351807,9.150744438171387,6.913821220397949,0.6665585041046143,1.6836631298065186,-0.1277870386838913,-0.6352320909500122,-0.02902352437376976,1.3660471439361572,-0.14229880273342133,1.3734387159347534,0,1,0.009581991136626703,722.3142163236104,-4.110752273187938,0.9794062961337833,162.59671040357688,0,-42.767220837274294,5.4273148366132915,-0.5870133129666142,0.18399583491421206,0.615174037867186,0.05481482716800204,54.48887731967083
17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,-100.48795318603516,6.946656227111816,-44.11054317394803,5.713354758999699,-44.11054317394803,5.713354758999699,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-41.510589599609375,5.302032470703125,9.121506690979004,6.901508808135986,0.6674659848213196,1.6780043840408325,-0.12755760550498962,-0.6380378007888794,-0.028488222509622574,1.358985424041748,-0.14180171489715576,1.3663634061813354,0,1,0.009539783452957048,722.3449984879893,-4.165689409692502,0.9766874097135253,161.85358424761355,0,-42.73847446208035,5.485253261058424,-0.5671144282009052,0.18587020662468307,0.5967968736382103,0.06467777913607954,57.76796682866465
18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,-103.73233032226562,7.28089714050293,-44.07482740645443,5.770051706238482,-44.07482740645443,5.770051706238482,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-41.50483322143555,5.3224663734436035,9.119690895080566,6.903789043426514,0.6671918630599976,1.6635160446166992,-0.1293155401945114,-0.6488115191459656,-0.028900688514113426,1.339110255241394,-0.1437658816576004,1.346805453300476,0,1,0.009499311576832406,722.3745147237852,-4.225847133205739,0.979298071737585,162.57387296341392,0,-42.71937801473685,5.521967149720837,-0.5642431402141037,0.17710568715386626,0.5913854459664322,0.04138337736167891,61.03830095926044
19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,-107.29228973388672,7.647648811340332,-44.03575949900694,5.806615776763607,-44.03575949900694,5.806615776763607,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-41.48627471923828,5.365350246429443,9.087845802307129,6.889650821685791,0.6682750582695007,1.6591256856918335,-0.12932775914669037,-0.6511472463607788,-0.028572997078299522,1.3335521221160889,-0.143614262342453,1.3412630558013916,0,1,0.009451348212982647,722.4094945194486,-4.26633968240975,0.9766005488102013,161.8368426914497,0,-42.689296517023536,5.561822125166352,-0.5418195537167514,0.17775522058513976,0.5702327132277587,0.04993311098298012,64.63665682523211
20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,-110.61548614501953,7.9523024559021,-44.000167045244666,5.845731855779584,-44.000167045244666,5.845731855779584,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-41.47663497924805,5.386085033416748,9.07897663116455,6.8845624923706055,0.6687343716621399,1.6535701751708984,-0.13011987507343292,-0.6558769345283508,-0.028821995481848717,1.3256317377090454,-0.14453087747097015,1.3334875106811523,0,1,0.009408493799021459,722.4407483457718,-4.30900218049136,0.9780000281676655,162.2178163064863,0,-42.66789689946969,5.5907662720057445,-0.5397042488250662,0.17309497355836112,0.56678262682531,0.0359959340441558,67.98861476328085
21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,-113.93445587158203,8.25656795501709,-43.970794501789406,5.874749435541339,-43.970794501789406,5.874749435541339,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-41.458641052246094,5.426618576049805,9.052713394165039,6.871020793914795,0.669865608215332,1.6527825593948364,-0.12973856925964355,-0.6554700136184692,-0.028493128716945648,1.325047492980957,-0.14398513734340668,1.3328474760055542,0,1,0.009372654971347072,722.4668856882816,-4.34096474563848,0.976176719067826,161.72984877896081,0,-42.643318664379336,5.626019671363868,-0.5307935842894211,0.17523648073175235,0.5589719611054392,0.04297547913008037,71.33965256832158
22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,-117.24945068359375,8.560468673706055,-43.94569308692954,5.909398320866861,-43.94569308692954,5.909398320866861,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-41.4416618347168,5.475532531738281,9.026883125305176,6.856291770935059,0.6711542010307312,1.658016562461853,-0.12845119833946228,-0.6504469513893127,-0.027902070432901382,1.332793116569519,-0.14240223169326782,1.340378999710083,0,1,0.009343456728975985,722.48818003609,-4.378075081579959,0.975501712367249,161.55634813624542,0,-42.6216818057814,5.668466535188395,-0.5314269944683208,0.1772320271605468,0.5602016082635513,0.04764336153678795,74.68378380913335
