frame_id,image_path,reference_x,reference_y,predicted_query_x,predicted_query_y,selected_ref_index,selected_ref_x,selected_ref_y,selected_ref_error_m,base_ms_x,base_ms_y,base_ms_error_m,base_ms_candidate_count,variance_x,variance_y,final_x,final_y,error_final_m,gru_xy_x,gru_xy_y,kalman_xy_x,kalman_xy_y
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780745674413577,-2.1595981213156596,0,-18.780745674413577,-2.1595981213156596,7.856013413017934e-07,-13.725164413452148,-1.2636386156082153,5.134360062203189,36,43.06544876098633,40.68419647216797,-16.415767669677734,-1.3471858501434326,2.500627593600667,-14.418731689453125,-0.6991007924079895,-16.415767669677734,-1.3471858501434326
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-15.256464791011368,-0.9489445815785482,0,-18.780745674413577,-2.1595981213156596,7.17288893597703,-13.827496528625488,-1.4174894094467163,12.09183994542795,36,40.25752258300781,39.43534851074219,-14.838642120361328,-0.8571389317512512,11.096920258351519,-14.586066246032715,-0.8014416098594666,-14.838642120361328,-0.8571389317512512
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-13.486091669299748,-0.41613572895227463,0,-18.780745674413577,-2.1595981213156596,10.149532933584515,-14.285270690917969,-1.2087042331695557,14.59623177309219,36,44.24931716918945,40.86421203613281,-14.384541511535645,-0.52607661485672,14.510972572543249,-15.038673400878906,-0.6011853218078613,-14.384541511535645,-0.52607661485672
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-13.373202172062015,-0.12705032495286384,0,-18.780745674413577,-2.1595981213156596,13.125305113342373,-17.921974182128906,-1.1044631004333496,13.922706084231278,36,51.882568359375,43.8110466003418,-16.06419563293457,-0.3261582851409912,15.787981340665501,-18.67578887939453,-0.4970574378967285,-16.06419563293457,-0.3261582851409912
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-15.9150748612115,0.008524812267294901,0,-18.780745674413577,-2.1595981213156596,16.101159810096373,-18.259353637695312,-0.8167037963867188,16.546478773147797,36,52.94972610473633,44.462127685546875,-17.414905548095703,-0.10190983861684799,17.39575706096643,-19.0089111328125,-0.21061503887176514,-17.414905548095703,-0.10190983861684799
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-17.688909877751787,0.20104998666048257,0,-18.780745674413577,-2.1595981213156596,19.390355987150517,-22.079648971557617,-0.44820138812065125,15.998608937423068,36,49.69124221801758,49.194828033447266,-20.150663375854492,0.17738668620586395,17.93153936145153,-22.818714141845703,0.14882495999336243,-20.150663375854492,0.17738668620586395
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-21.065675415251224,0.4740095467828891,1,-23.729281422612917,-1.631625679269363,17.696434469508976,-22.026264190673828,1.1317435503005981,19.346023201884694,36,48.06031036376953,51.58266830444336,-21.85072898864746,1.0158926248550415,19.515362861172544,-22.760540008544922,1.7256380319595337,-21.85072898864746,1.0158926248550415
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-22.962890458261583,1.4518048723951744,1,-23.729281422612917,-1.631625679269363,20.987667448518202,-20.257080078125,1.379749059677124,24.380896216373287,36,51.40555953979492,50.648773193359375,-22.117380142211914,1.6769441366195679,22.537094824799127,-20.98656463623047,1.970529317855835,-22.117380142211914,1.6769441366195679
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-23.018711686022023,2.169475504777991,1,-23.729281422612917,-1.631625679269363,24.32386100778541,-17.92422103881836,1.1202433109283447,30.01686500252708,36,42.177818298339844,51.13264465332031,-20.949487686157227,1.9725301265716553,27.01774521725981,-18.64859962463379,1.707526445388794,-20.949487686157227,1.9725301265716553
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-21.335025199606303,2.4158802682646425,1,-23.729281422612917,-1.631625679269363,27.659939876570657,-19.792316436767578,2.0603270530700684,31.482385886662165,36,45.45663833618164,48.619789123535156,-20.977197647094727,2.5149433612823486,30.316648836463663,-20.509559631347656,2.6429100036621094,-20.977197647094727,2.5149433612823486
10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,-54.585689544677734,1.3803616762161255,-21.27186146239128,2.9830203441272607,1,-23.729281422612917,-1.631625679269363,31.003064203801404,-16.582794189453125,0.968452513217926,38.00512760850454,36,37.70841979980469,53.21955871582031,-19.37131690979004,2.398864507675171,35.22909859883471,-17.2997989654541,1.5525370836257935,-19.37131690979004,2.398864507675171
11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,-57.930152893066406,1.7030118703842163,-19.177769186085605,2.720270759286124,1,-23.729281422612917,-1.631625679269363,34.36305307923089,-16.484914779663086,1.1929770708084106,41.44837629839651,36,34.37717056274414,49.714744567871094,-18.22281265258789,2.3138105869293213,39.71203777250996,-17.200199127197266,1.7767934799194336,-18.22281265258789,2.3138105869293213
12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,-61.281715393066406,2.0263473987579346,-17.778638194999427,2.5332599893838332,537,-15.38091915590843,9.355897203561028,46.48231271727112,-12.742497444152832,5.614038944244385,48.67162633113556,36,59.807769775390625,58.481727600097656,-16.333301544189453,3.955928325653076,44.98981206988257,-13.45541763305664,6.1970367431640625,-16.333301544189453,3.955928325653076
13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,-64.62455749511719,2.3488411903381348,-15.500351177765854,4.5330881332503905,537,-15.38091915590843,9.355897203561028,49.739669790371885,-11.447235107421875,3.713913917541504,53.1948403501264,36,59.88104248046875,56.5447998046875,-14.249261856079102,4.433840274810791,50.418425519870624,-12.15356159210205,4.29060173034668,-14.249261856079102,4.433840274810791
