frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_1_s_043_v3d.jpg,329.286520,639.794688,82.321630,159.948672,68.730794,0,163,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_1_s_043_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_2_s_015_v3d.jpg,332.175401,641.426678,83.043850,160.356670,356.117441,1000000000,225,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_2_s_015_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_2_s_054_v3d.jpg,371.145829,653.478076,92.786457,163.369519,30.173512,2000000000,262,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_2_s_054_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_1_s_087_v3d.jpg,372.026305,636.683733,93.006576,159.170933,309.633283,3000000000,189,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_1_s_087_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_1_s_015_v3d.jpg,397.032389,625.150239,99.258097,156.287560,200.136417,4000000000,1625,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_1_s_015_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_1_s_013_v3d.jpg,437.683010,635.569100,109.420753,158.892275,16.613826,5000000000,1649,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_1_s_013_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_1_s_031_v3d.jpg,443.435980,634.405261,110.858995,158.601315,305.303582,6000000000,1619,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_1_s_031_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_2_s_061_v3d.jpg,477.698705,647.538232,119.424676,161.884558,25.585654,7000000000,1768,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_2_s_061_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_2_s_059_v3d.jpg,478.166338,650.861597,119.541584,162.715399,52.450689,8000000000,1779,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_2_s_059_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_2_s_083_v3d.jpg,489.849922,656.952914,122.462481,164.238228,238.205787,9000000000,1700,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_2_s_083_v3d.jpg
