run_id,pipeline,grid_size,candidate_count,decoder,gru_ablation,bandwidth_m,tau,seed,training_from_scratch,jitter_m,route,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,VisualMLE_m,Latency_ms_per_frame,FPS,PeakCUDAAllocated_MB
window_4x4,MKG,4,16,softms,full,8.0,0.3,2026,True,0.0,B+C average,3.8311043264187425,3.3417299062921266,7.149313250995489,8.37747639266714,10.768873250029914,8.715243393021295,71.65654748100731,97.86602999153398,100.0,100.0,4.715919007693579,6.40109582605158,156.600309516793,118.39794921875
tau_0p50,MKG,6,36,softms,full,8.0,0.5,2026,True,0.0,B+C average,4.666536615731563,3.9335086490457907,9.184168854492354,10.65689246081244,13.157253966405964,11.039974545220034,61.367074973246794,93.48852755370899,99.67466561982224,100.0,5.281684084709247,8.827178511649162,113.2971222914936,118.5419921875
window_5x5,MKG,5,25,softms,full,8.0,0.3,2026,True,0.0,B+C average,5.006375016696767,4.165771945765053,10.006486611304375,12.085428120838339,15.023787201536374,12.41946490877174,60.40451828857701,90.43317844878891,98.94247990366051,100.0,4.342140724994838,6.844912442156269,146.13210612725402,118.46337890625
decoder_weighted,MKG,6,36,weighted,full,8.0,0.3,2026,True,0.0,B+C average,5.4057471611379935,4.196840640748974,11.24109458990171,14.36032627805884,17.800565218232403,14.624118102020674,58.49037163908454,86.01680352946764,95.54821025926164,99.89854037848455,5.598058404525933,2.7940929497710654,357.92623477088125,118.5419921875
seed_123,MKG,6,36,softms,full,8.0,0.3,123,True,0.0,B+C average,6.010163293708324,4.905412304915497,12.27078584321657,14.619523715726586,18.292863630308076,15.102153589782688,51.10725452010472,82.31902816700708,95.69028865524265,99.56800204525834,6.292358351136691,9.423103427889355,106.14057164774118,118.5419921875
gru_no_xy,MKG,6,36,softms,no_xy,8.0,0.3,2026,True,0.0,B+C average,6.062296670808293,5.165047650878934,12.096259792395154,13.782973665520984,16.28765647711116,14.145981342317338,48.55298671979122,82.56906239434927,97.6872445173386,99.9780316344464,6.292358351136691,9.353458528073208,106.9142058494667,118.5419921875
bandwidth_12m,MKG,6,36,softms,full,12.0,0.3,2026,True,0.0,B+C average,6.125619374034155,4.86913788686742,13.636858270982248,15.75023658520121,18.47339502719168,16.067954270694962,51.60644982830448,81.39345796742674,92.3955926359524,99.7311756603083,6.066187065860707,8.918956808675027,112.12073737807987,118.5419921875
seed_456,MKG,6,36,softms,full,8.0,0.3,456,True,0.0,B+C average,6.161908555049973,4.857610214275372,13.346926663780586,15.977625896573038,19.030691303877614,16.414546656879043,50.8457995367434,81.416299479465,92.74593393145031,99.40165017700426,6.292358351136691,9.447269377510409,105.85107642704645,118.5419921875
bandwidth_4m,MKG,6,36,softms,full,4.0,0.3,2026,True,0.0,B+C average,6.235851646662933,5.26282298413785,12.557272244747299,14.775429688364776,17.520327797966196,15.104965909968866,48.18675415827282,80.02607564661736,95.2980363284819,99.85460364737736,6.334511949600672,11.506694906004942,86.9061051390766,118.5419921875
baseline_mkg_6x6,MKG,6,36,softms,full,8.0,0.3,2026,True,0.0,B+C average,6.244998441076742,5.179797080330117,12.64678084437832,14.459518294848978,18.279802444872935,15.067399266051218,48.13139667114649,80.27408417411519,95.71124417087407,99.85041254425107,6.292358351136691,8.930292045732592,111.9785737079201,118.5419921875
