frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,search_center_x,search_center_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,measurement_anchor_x,measurement_anchor_y,measurement_x,measurement_y,measurement_var_x,measurement_var_y,response_var_parallel,response_var_cross,confidence,kalman_nis,kalman_r_scale,v_parallel,v_cross,a_parallel,a_cross,poly_next_step_parallel,poly_next_step_cross,model_next_step_m,waypoint_leg,target_waypoint,route_progress,route_remaining_m,route_cross_track_m,waypoint_alignment,movement_heading_deg,candidate_capture,final_x,final_y,final_vx,final_vy,final_speed,final_step_m,error_final_m
0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-37.632978691184114,0.8348961808190729,-37.632978691184114,0.8348961808190729,-27.772829055786133,9.233684539794922,-32.53472900390625,4.505537986755371,-28.486318588256836,8.327628135681152,-31.564599990844727,6.112094879150391,31.348356246948242,54.96123504638672,16.119522094726562,28.857383728027344,0.7261977195739746,1.51410460263243,1.0,3.108459711074829,0.002222723327577114,0.022707927972078323,0.0040362924337387085,3.1198136806488037,0.004240869544446468,3.119816541671753,0,1,0.0,729.3023853156254,0.0,0.0,nan,1,-36.94628438970713,1.19290758910654,0.0,0.0,0.0,0.0,0.7744181603911154
1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-40.04903356789319,1.5187945243350218,-40.04903356789319,1.5187945243350218,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-31.021728515625,6.598522663116455,-34.209754943847656,4.195307731628418,27.616947174072266,62.30775451660156,16.529766082763672,38.40989685058594,0.7852359414100647,0.936634936476943,1.0,3.278870105743408,0.005570586770772934,0.035839326679706573,0.004556352738291025,3.2967898845672607,0.007848762907087803,3.2967991828918457,0,1,0.0033934550121693437,726.827530480789,-0.42441920081521234,0.9721920055996596,160.46778020252324,1,-38.19015227847031,1.983137492856161,-1.8170937830560292,0.6446168502213445,1.9280458241468639,1.4736589244042522,9.504033387689603
2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-41.46926596231988,2.3241624101737153,-41.46926596231988,2.3241624101737153,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-32.210121154785156,5.044648170471191,-35.405792236328125,2.756744146347046,22.153560638427734,67.00560760498047,14.174633026123047,44.761993408203125,0.8165116310119629,0.7204036170392718,1.0,3.405343532562256,0.006338120903819799,0.04316997528076172,0.003910571336746216,3.4269285202026367,0.008293407037854195,3.426938772201538,0,1,0.005446752799831094,725.3300555064841,-1.0749929376425353,0.990734666531922,166.24529910455064,1,-38.03113385341432,2.4713648938997292,-1.6694109770017944,0.4086474400800387,1.7186988509968972,0.5134713766482459,12.885291089304648
3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-41.43970283917453,2.8257175232939997,-41.43970283917453,2.8257175232939997,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-32.37626647949219,5.735284805297852,-35.56304168701172,3.562748432159424,23.487350463867188,63.772796630859375,15.554018020629883,43.841529846191406,0.8285253643989563,0.6587319525261264,1.0,3.4656894207000732,0.00584039743989706,0.044144175946712494,0.0032690030056983232,3.4877614974975586,0.0074748988263309,3.487769603729248,0,1,0.005479210963751147,725.3063836901142,-1.576860604320675,0.9950586504622758,168.4047381671517,1,-38.17686258682957,3.152617946802094,-2.266125755159563,0.46497351885551186,2.313336618703464,0.6966653327327305,15.978624380330432
4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-41.6458364022707,3.5142211737804256,-41.6458364022707,3.5142211737804256,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-32.640357971191406,6.422008514404297,-35.829246520996094,4.243067741394043,23.622085571289062,62.846683502197266,15.837492942810059,43.695777893066406,0.8332599401473999,0.6900497084650995,1.0,3.4803571701049805,0.005469088908284903,0.044515445828437805,0.0024500067811459303,3.502614974975586,0.0066940924152731895,3.5026214122772217,0,1,0.0058601588903526135,725.0285574585627,-2.2396885666380135,0.9974706442940889,170.07767789300786,1,-38.61292258171229,3.84550948905906,-2.5844393156652297,0.4520944899462526,2.623683670756809,0.8186861477198415,19.072154370828905
5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-42.096583816091105,4.209460734149053,-42.096583816091105,4.209460734149053,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-33.01545715332031,7.042546272277832,-36.21041488647461,4.816910266876221,23.088397979736328,63.69292449951172,15.415938377380371,44.18043899536133,0.8321924209594727,0.7637492865147907,1.0,3.4980311393737793,0.0056837573647499084,0.045273978263139725,0.0021584772039204836,3.5206680297851562,0.006762995850294828,3.520674467086792,0,1,0.006575609255247481,724.5067778008699,-2.8833323083036704,0.9985157080931586,171.07584316368147,1,-39.19323857568592,4.470206573161158,-2.714756670875653,0.42629228076508274,2.748022723833221,0.8526506317051917,21.699867295832775
6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-42.69485896148175,4.835999486523542,-42.69485896148175,4.835999486523542,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-33.57475662231445,7.733011245727539,-36.764530181884766,5.5696635246276855,22.310827255249023,62.12361526489258,15.096892356872559,43.69765853881836,0.8380310535430908,0.8330920946081315,1.0,3.518904209136963,0.004938527941703796,0.0448567233979702,0.0018256038893014193,3.541332483291626,0.005851329769939184,3.541337251663208,0,1,0.007482242906203398,723.8455677166204,-3.443051150496662,0.9985549783739947,171.16435769728525,0,-39.879580155698406,5.138127666567583,-2.781166638985975,0.43231907251435236,2.814567045616113,0.9576968995832,24.203058779124138
7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-43.40165256404673,5.507013632818256,-43.40165256404673,5.507013632818256,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-34.36736297607422,8.439637184143066,-37.552093505859375,6.321015357971191,23.141010284423828,61.53427505493164,15.784053802490234,43.525447845458984,0.8404640555381775,0.824640217452369,1.0,3.5261383056640625,0.005343395750969648,0.044513024389743805,0.0019455293659120798,3.5483949184417725,0.0063161603175103664,3.548400640487671,0,1,0.008543291490043977,723.0717424534897,-4.035513506511884,0.9986328927968869,171.29544295120468,0,-40.7885016879795,5.826283366624685,-2.8525353094505936,0.4367314335000627,2.885774079284346,1.1400423761269962,26.793011913445483
8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-44.31764580000023,6.195454366943287,-44.31764580000023,6.195454366943287,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-35.391326904296875,9.199762344360352,-38.56609344482422,7.1788530349731445,24.27690887451172,60.716400146484375,16.730459213256836,43.260597229003906,0.8436574339866638,0.7863044498194769,1.0,3.5322136878967285,0.005692475941032171,0.04423891007900238,0.0022188194561749697,3.554333209991455,0.006801885552704334,3.55433988571167,0,1,0.00989210709616702,722.0880480145931,-4.623169446326436,0.9984893498071654,171.19217020715612,0,-41.84333532247635,6.568956508385762,-2.8893668331103237,0.44770193790478774,2.9238463915673965,1.2900532515982068,28.969433879301015
9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-45.37843584772142,6.938272827389463,-45.37843584772142,6.938272827389463,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-35.8690185546875,8.915836334228516,-39.051788330078125,6.84181547164917,37.088356018066406,63.47776412963867,25.709001541137695,44.75910949707031,0.8400717377662659,0.7190493049681895,1.0,3.5237069129943848,0.006093240808695555,0.045447930693626404,0.00240504858084023,3.546430826187134,0.007295764982700348,3.546438217163086,0,1,0.011446238963570863,720.9546159366006,-5.249577073276504,0.9997478055660124,173.07036765343912,0,-43.26648079792905,6.9036170259748735,-2.9894110084814356,0.36332729042950923,3.0114091215908947,1.4619646734222074,30.74070519886251
