frame_index,frame_id,reference_x,reference_y,search_center_x,search_center_y,jitter_m,visual_x,visual_y,visual_error_m,final_x,final_y,final_error_m,kalman_xy_x,kalman_xy_y
0,0,-18.780746459960938,-2.1595981121063232,-18.780746459960938,-2.1595981121063232,0.0,-13.725164413452148,-1.2636386156082153,5.134360062203189,-16.039731979370117,-1.6612141132354736,2.785955310685917,-16.039731979370117,-1.6612141132354736
1,1,-25.919267654418945,-1.4582853317260742,-25.919267654418945,-1.4582853317260742,0.0,-22.217599868774414,-1.649889349937439,3.706623327918987,-20.43785858154297,-1.5615719556808472,5.4823821055171855,-20.43785858154297,-1.5615719556808472
2,2,-28.881437301635742,-1.16508948802948,-28.881437301635742,-1.16508948802948,0.0,-22.52801513671875,-1.4044976234436035,6.357931224931659,-22.25267219543457,-1.3965702056884766,6.632805602144401,-22.25267219543457,-1.3965702056884766
3,3,-31.84273910522461,-0.8719794154167175,-31.84273910522461,-0.8719794154167175,0.0,-26.19841766357422,-1.344008445739746,5.6640247123526954,-25.523059844970703,-1.2862255573272705,6.333241335885688,-25.523059844970703,-1.2862255573272705
4,4,-34.80412292480469,-0.5788613557815552,-34.80412292480469,-0.5788613557815552,0.0,-26.296127319335938,-0.8229289054870605,8.511495649502196,-26.82665252685547,-0.9796174764633179,7.987530245227242,-26.82665252685547,-0.9796174764633179
5,5,-38.077056884765625,-0.2521708011627197,-38.077056884765625,-0.2521708011627197,0.0,-29.965103149414062,-0.7308599948883057,8.126065268546261,-29.36572265625,-0.7589905858039856,8.7260649971801,-29.36572265625,-0.7589905858039856
6,6,-41.34334182739258,0.07385636121034622,-41.34334182739258,0.07385636121034622,0.0,-33.300689697265625,0.9880398511886597,8.094441595291459,-32.289466857910156,0.17801903188228607,9.054474132989824,-32.289466857910156,0.17801903188228607
7,7,-44.61831283569336,0.40075016021728516,-44.61831283569336,0.40075016021728516,0.0,-39.29884719848633,-1.9792786836624146,5.827628330901495,-35.85820770263672,-0.5738503932952881,8.81415272054622,-35.85820770263672,-0.5738503932952881
8,8,-47.93851089477539,0.7270652055740356,-47.93851089477539,0.7270652055740356,0.0,-38.16938400268555,-2.9694666862487793,10.445103554346224,-38.407737731933594,-1.5342975854873657,9.795376396767121,-38.407737731933594,-1.5342975854873657
9,9,-51.25859451293945,1.0533686876296997,-51.25859451293945,1.0533686876296997,0.0,-50.824920654296875,0.21745654940605164,0.9417123331992494,-44.78377151489258,-0.9535728693008423,6.778727555299114,-44.78377151489258,-0.9535728693008423
10,10,-54.585689544677734,1.3803616762161255,-54.585689544677734,1.3803616762161255,0.0,-54.069576263427734,1.8826282024383545,0.7201698288917598,-50.82466125488281,0.4560248553752899,3.8729487932323425,-50.82466125488281,0.4560248553752899
