sequence_index,frame_id,image_path,gt_x,gt_y,kf_predict_x,kf_predict_y,kf_predict_vx,kf_predict_vy,polynomial_x,polynomial_y,polynomial_vx,polynomial_vy,polynomial_ax,polynomial_ay,polynomial_route_gate,polynomial_uses_rnn_state,waypoint_segment_index,waypoint_cross_track_m,waypoint_tangent_alignment,waypoint_endpoint_distance_m,hardms_x,hardms_y,hardms_support,raw_top1_x,raw_top1_y,hardms_innovation_dx,hardms_innovation_dy,hardms_innovation_radius,hardms_visual_dx,hardms_visual_dy,hardms_visual_speed,model_motion_dx,model_motion_dy,model_motion_speed,model_acceleration_dx,model_acceleration_dy,model_acceleration_magnitude,stop_probability,route_gate,correction_gate,correction_x,correction_y,measurement_x,measurement_y,measurement_variance_x,measurement_variance_y,final_x,final_y,final_vx,final_vy,final_speed,state_norm,error_polynomial_m,error_hardms_m,error_measurement_m,error_final_m,state_00,state_01,state_02,state_03,state_04,state_05,state_06,state_07,state_08,state_09,state_10,state_11,state_12,state_13,state_14,state_15
0,0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,0.0,0.0,-37.63298034667969,0.8348962068557739,0.0,0.0,0.0,0.0,0.0,0,0,1.49275594295294e-07,0.0,729.3023836666681,-32.53472900390625,4.505537986755371,0.6790319681167603,-27.772829055786133,9.233684539794922,5.0982513427734375,3.670641779899597,6.282179385407236,5.0982513427734375,3.6706418991088867,6.282179355621338,-0.4189750850200653,-0.01658587157726288,0.4193032383918762,-0.008521905168890953,-0.004070371389389038,0.009444087743759155,0.48390358686447144,0.34653282165527344,0.9986597299575806,-4.315186023712158,4.168832302093506,-36.84413146972656,8.668783187866211,36.0,36.0,-37.41958353802064,2.9540935968555577,0.14386301707351823,1.4286723977526632,1.4358974154798938,2.9938712120056152,0.0,6.282179355621338,7.873504161834717,2.129914499628509,-0.04189750924706459,-0.0016585871344432235,-0.0014203175669535995,-0.000678395270369947,-0.719197690486908,0.694805383682251,0.9986597299575806,0.48390358686447144,0.34653282165527344,1.0,1.0,-0.9967275857925415,0.9915485382080078,-0.8509017825126648,0.9665659666061401,-0.9874295592308044
1,1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-37.27572052094712,4.382765994608221,0.14386301707351823,1.4286723977526632,-37.841891213359226,2.9441973119973968,-0.4189750924706459,-0.016585871344432235,-0.008521905401721597,-0.004070371622219682,0.34653282165527344,1,0,2.07535573551981,0.9894228872210402,728.8744173609999,-32.50415802001953,9.263697624206543,0.6625165939331055,-27.772829055786133,9.233684539794922,5.3377331933396945,6.319500312209146,8.2720904153238,0.03057098388671875,4.758159637451172,4.758257865905762,-0.41668701171875,-0.01634984277188778,0.4170076549053192,-0.0046896543353796005,-0.004508135374635458,0.0065050856210291386,0.48385658860206604,0.3498169779777527,0.9989192485809326,-4.314441680908203,4.169602870941162,-36.81393814086914,13.428794860839844,36.0,36.0,-37.06140270827023,8.581118300071601,0.24370130556299552,3.3844422118336297,3.3932048879450853,2.995347738265991,9.917506085946078,16.926349639892578,15.929450035095215,12.613648211716445,-0.04166870191693306,-0.001634984277188778,-0.0007816090947017074,-0.0007513558957725763,-0.7190736532211304,0.6949338316917419,0.9989192485809326,0.48385658860206604,0.3498169779777527,1.0,1.0,-0.9969488382339478,0.9927587509155273,-0.8507931232452393,0.9680889844894409,-0.9876828193664551
2,2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-36.817701402707236,11.965560511905231,0.24370130556299552,3.3844422118336297,-37.4795042250974,8.571257579947613,-0.4166870191693306,-0.01634984277188778,-0.004689654568210244,-0.004508135374635458,0.3498169779777527,1,0,7.709172175007886,0.9894733839992051,728.6772039208815,-32.50415802001953,9.263697624206543,0.6309981346130371,-27.772829055786133,9.233684539794922,4.975346205077869,0.6924400442589302,5.0233000184416685,0.0,0.0,0.0,-0.41668349504470825,-0.016349345445632935,0.4170041084289551,-0.004693050868809223,-0.004499867558479309,0.006501809693872929,0.4838564097881317,0.3498302102088928,0.9989193677902222,-4.31443977355957,4.169605731964111,-36.813934326171875,13.428797721862793,36.0,36.0,-36.81576589254011,12.717366446882114,0.2443729722295555,3.64533621012999,3.6535180626953507,2.995365858078003,14.893901247551142,19.739187240600586,18.06245994567871,17.625009136231128,-0.041668351739645004,-0.0016349345678463578,-0.0007821751642040908,-0.0007499779458157718,-0.7190732955932617,0.6949343085289001,0.9989193677902222,0.4838564097881317,0.3498302102088928,1.0,1.0,-0.9969484806060791,0.992760419845581,-0.8508498668670654,0.9680865406990051,-0.9876852631568909
3,3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-36.57139292031055,16.362702657012104,0.2443729722295555,3.64533621012999,-37.23386564161871,12.70751002110626,-0.41668351739645004,-0.016349345678463578,-0.004693050985224545,-0.004499867674894631,0.3498302102088928,1,0,11.848196442468694,0.9894735087284783,728.5393795843124,-32.50415802001953,9.263697624206543,0.6169041991233826,-27.772829055786133,9.233684539794922,4.729707621599182,-3.443812396899718,5.85063911131541,0.0,0.0,0.0,-0.41667601466178894,-0.01634916663169861,0.41699662804603577,-0.0046915896236896515,-0.00450257770717144,0.006502631586045027,0.4838562607765198,0.3498052954673767,0.9989196062088013,-4.314441204071045,4.1696038246154785,-36.81393814086914,13.428796768188477,36.0,36.0,-36.6915588110887,14.909136951706508,0.2100950676743216,3.230699525888086,3.2375236468687887,2.9953665733337402,19.758380233688097,22.674699783325195,20.49484634399414,21.421743251890916,-0.04166760295629501,-0.0016349166398867965,-0.0007819316233508289,-0.0007504296372644603,-0.7190735340118408,0.6949340105056763,0.9989196062088013,0.4838562607765198,0.3498052954673767,1.0,1.0,-0.9969490766525269,0.9927616119384766,-0.8508554697036743,0.9680879712104797,-0.9876882433891296
4,4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-36.48146374341437,18.139836477594592,0.2100950676743216,3.230699525888086,-37.092301329866196,14.919027577333123,-0.41667602956295013,-0.016349166398867965,-0.004691589740104973,-0.004502577823586762,0.3498052954673767,1,14,10.750846493356763,-0.8198483442264948,49.765386197982956,-32.50415802001953,9.263697624206543,0.6155432462692261,-27.772829055786133,9.233684539794922,4.588143309846664,-5.65532995312658,7.282432005204127,0.0,0.0,0.0,-0.4166189730167389,-0.016370132565498352,0.41694045066833496,-0.004674537573009729,-0.004490765277296305,0.0064821504056453705,0.4838535785675049,0.3498026728630066,0.9989168643951416,-4.314278602600098,4.169772624969482,-36.81376266479492,13.428953170776367,36.0,36.0,-36.63574753735322,15.952610150288066,0.17089540318223945,2.6749798614322793,2.680433266824055,2.995448589324951,23.841430471866442,25.95754623413086,23.37165641784668,24.766849968541532,-0.04166189953684807,-0.0016370132798328996,-0.0007790896343067288,-0.0007484608795493841,-0.7190464735031128,0.6949621438980103,0.9989168643951416,0.4838535785675049,0.3498026728630066,1.0,1.0,-0.9969614148139954,0.9927710890769958,-0.8510266542434692,0.9681739807128906,-0.9876875281333923
5,5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-36.464852134170975,18.627590011720347,0.17089540318223945,2.6749798614322793,-37.036426350171425,15.962482825731762,-0.4166189953684807,-0.016370132798328996,-0.004674537805840373,-0.004490765277296305,0.3498026728630066,1,14,9.842432217585518,-0.8198165012568859,50.08333542870195,-32.50415802001953,9.263697624206543,0.6171227693557739,-27.772829055786133,9.233684539794922,4.532268330151894,-6.698785201525219,8.087965095910782,0.0,0.0,0.0,-0.41662290692329407,-0.016370264813303947,0.41694438457489014,-0.004666175227612257,-0.004490974824875593,0.006476268172264099,0.4838537871837616,0.34982722997665405,0.998916745185852,-4.314277172088623,4.169772624969482,-36.81376266479492,13.428953170776367,36.0,36.0,-36.61769188070083,16.350334763362685,0.13412553728975843,2.1271225665452844,2.1313470090202262,2.9954466819763184,27.03811520704361,28.998336791992188,26.139726638793945,27.59092847602281,-0.04166229069232941,-0.0016370265511795878,-0.0007776959100738168,-0.0007484958041459322,-0.7190462350845337,0.6949621438980103,0.998916745185852,0.4838537871837616,0.34982722997665405,1.0,1.0,-0.9969609379768372,0.9927707314491272,-0.851013720035553,0.9681733250617981,-0.9876859188079834
6,6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-36.48356634341108,18.47745732990797,0.13412553728975843,2.1271225665452844,-37.018369136671126,16.3602092076631,-0.41662290692329407,-0.01637026551179588,-0.004666175460442901,-0.004490974824875593,0.34982722997665405,1,14,9.497928164553807,-0.8198165300518138,50.212729481105114,-32.50415802001953,9.263697624206543,0.6178175806999207,-27.772829055786133,9.233684539794922,4.514211116651595,-7.096511583456557,8.410622965026665,0.0,0.0,0.0,-0.41662025451660156,-0.01637001521885395,0.41694173216819763,-0.0046636429615318775,-0.004491419531404972,0.006474751979112625,0.4838537871837616,0.3498285412788391,0.9989168643951416,-4.314276695251465,4.169775009155273,-36.81376266479492,13.428956031799316,36.0,36.0,-36.622345882246925,16.35560243150277,0.10122925499892599,1.6241583810201643,1.6273099915829432,2.995450496673584,29.926906730702196,32.049468994140625,28.977746963500977,30.282802438111382,-0.041662026196718216,-0.001637001521885395,-0.0007772738463245332,-0.000748569960705936,-0.7190461158752441,0.6949625015258789,0.9989168643951416,0.4838537871837616,0.3498285412788391,1.0,1.0,-0.9969610571861267,0.9927712082862854,-0.8510246276855469,0.9681733846664429,-0.9876865744590759
7,7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-36.521116627248,17.979760812522933,0.10122925499892599,1.6241583810201643,-37.02301931991137,16.365476758918824,-0.41662026196718216,-0.01637001521885395,-0.004663643077947199,-0.004491419764235616,0.3498285412788391,1,14,9.496005723612816,-0.8198167309143446,50.21900230508811,-32.50415802001953,9.263697624206543,0.6151889562606812,-27.772829055786133,9.233684539794922,4.518861299891839,-7.101779134712281,8.41756344353251,0.0,0.0,0.0,-0.416615754365921,-0.016369648277759552,0.4169372320175171,-0.00466640992090106,-0.004492174834012985,0.006477269344031811,0.4838537871837616,0.34981486201286316,0.9989169836044312,-4.314279079437256,4.169772624969482,-36.81376647949219,13.428954124450684,36.0,36.0,-36.64114086035221,16.113342365519543,0.0726349166978902,1.1795065044397686,1.1817408451684452,2.995452880859375,32.971369924964584,35.42482376098633,32.16696548461914,33.230447866358816,-0.0416615754365921,-0.0016369648510590196,-0.0007777350256219506,-0.0007486958056688309,-0.7190465331077576,0.6949621438980103,0.9989169836044312,0.4838537871837616,0.34981486201286316,1.0,1.0,-0.9969611167907715,0.9927716851234436,-0.8510376811027527,0.9681723713874817,-0.9876881837844849
8,8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-36.568505943654316,17.29284886995931,0.0726349166978902,1.1795065044397686,-37.04181201547824,16.123215370464195,-0.416615754365921,-0.016369648510590196,-0.004666410153731704,-0.004492174834012985,0.34981486201286316,1,14,9.710057161857645,-0.8198169911035238,50.14708562587607,-32.50415802001953,9.263697624206543,0.6112006902694702,-27.772829055786133,9.233684539794922,4.537653995458712,-6.8595177462576515,8.224553938890915,0.0,0.0,0.0,-0.41660815477371216,-0.016369137912988663,0.41692960262298584,-0.0046752444468438625,-0.004493366926908493,0.006484462413936853,0.4838537871837616,0.34978556632995605,0.9989171028137207,-4.314281463623047,4.169769287109375,-36.81376647949219,13.428951263427734,36.0,36.0,-36.66793147058837,15.726473528585174,0.04868771749199802,0.8022361646410012,0.8037122356244704,2.9954581260681152,35.75410349327945,38.551753997802734,35.1583137512207,35.97591649548651,-0.041660815477371216,-0.0016369138611480594,-0.0007792074466124177,-0.0007488945266231894,-0.719046950340271,0.6949615478515625,0.9989171028137207,0.4838537871837616,0.34978556632995605,1.0,1.0,-0.996961236000061,0.9927721619606018,-0.8510655760765076,0.9681708812713623,-0.9876909852027893
9,9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-36.61924375309637,16.528709693226176,0.04868771749199802,0.8022361646410012,-37.06860109843141,15.73634386762452,-0.41660815477371216,-0.016369138611480594,-0.004675244679674506,-0.004493367159739137,0.34978556632995605,1,14,10.050140201040692,-0.8198172810812826,50.03146777390086,-32.50415802001953,9.263697624206543,0.6114300489425659,-27.772829055786133,9.233684539794922,4.564443078411877,-6.472646243417977,7.920182447929778,0.0,0.0,0.0,-0.4166106879711151,-0.01636875793337822,0.4169321358203888,-0.004672805313020945,-0.004493797197937965,0.006483002565801144,0.48385390639305115,0.3497887849807739,0.9989172220230103,-4.314284324645996,4.169764995574951,-36.81377029418945,13.428947448730469,36.0,36.0,-36.6978096357102,15.276769699519583,0.029580598127073872,0.4977660040364199,0.49864416828028846,2.995455265045166,38.55072403384543,41.6871452331543,38.18121337890625,38.773213582851604,-0.04166106879711151,-0.001636875793337822,-0.000778800924308598,-0.0007489662384614348,-0.7190474271774292,0.6949608325958252,0.9989172220230103,0.48385390639305115,0.3497887849807739,1.0,1.0,-0.9969611167907715,0.9927724599838257,-0.8510550260543823,0.9681705832481384,-0.9876905679702759
