frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_10_s_088_v3d.jpg,443.202117,3061.982405,110.800529,765.495601,356.659667,0,1021,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_10_s_088_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_12_s_086_v3d.jpg,416.140892,3084.727972,104.035223,771.181993,290.520374,1000000000,2792,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_12_s_086_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_095_v3d.jpg,440.039525,3087.558819,110.009881,771.889705,357.193431,2000000000,2643,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_095_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_068_v3d.jpg,492.283166,3088.548535,123.070792,772.137134,1.269775,3000000000,2667,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_068_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_2_11_s_000_v3d.jpg,524.743771,3078.099481,131.185943,769.524870,222.048516,4000000000,4109,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_2_11_s_000_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_10_s_058_v3d.jpg,537.628580,3065.123921,134.407145,766.280980,143.232487,5000000000,2572,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_10_s_058_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_2_11_s_041_v3d.jpg,550.179881,3058.390100,137.544970,764.597525,278.894758,6000000000,4171,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_2_11_s_041_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_009_v3d.jpg,557.289854,3052.451227,139.322464,763.112807,309.667179,7000000000,2628,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_009_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_037_v3d.jpg,572.027285,3049.583738,143.006821,762.395934,192.660694,8000000000,2682,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_037_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_2_11_s_037_v3d.jpg,606.085492,3037.273365,151.521373,759.318341,88.719390,9000000000,4182,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_2_11_s_037_v3d.jpg
