frame_id,leg_index,leg_changed,gt_x,gt_y,gt_progress_s,gt_cross_d,prediction_x,prediction_y,prediction_s,prediction_v,prediction_d,prediction_vd,raw_top1_x,raw_top1_y,hardms_x,hardms_y,measurement_s,measurement_d,measurement_var_s,measurement_var_d,final_x,final_y,final_s,final_v,final_d,final_vd,candidate_capture
0,0,0,-37.63298034667969,0.8348962068557739,0.0,0.0,-37.63298034667969,0.8348962068557739,0.0,0.0,0.0,0.0,-37.266056060791016,4.535549163818359,-41.99738311767578,4.565558910369873,4.350625038146973,2.001577377319336,225.0,89.60198974609375,-37.893966623723195,0.6411507390075882,0.23902123445464718,0.073095178732308,0.22027253728920948,0.03976038579227608,1
1,0,0,-47.69226837158203,1.7922438383102417,10.10411548614502,0.11238837242126465,-37.97085848399088,0.6093476671091002,0.31211641318695516,0.073095178732308,0.26003292308148557,0.03976038579227608,-37.2354850769043,9.293708801269531,-46.72871017456055,4.595567226409912,6.348925590515137,2.3118398189544678,225.0,91.33723449707031,-38.582246360317434,0.37404340429405103,0.8951749698699599,0.2629593292220544,0.5587065629080489,0.11346891528478054,1
2,0,0,-47.69226837158203,1.7922438383102417,10.10411548614502,0.11238837242126465,-38.85573558424797,0.2890348786062157,1.1581342990920143,0.2629593292220544,0.6721754781928294,0.11346891528478054,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,9.364839553833008,3.0465409755706787,225.0,91.36103057861328,-40.13335851528882,-0.037738427444249156,2.3940097476050313,0.6038462461894053,1.1322982789176907,0.22459034347278262,1
3,0,0,-47.69226837158203,1.7922438383102417,10.10411548614502,0.11238837242126465,-40.75757871895406,-0.1971757388515043,2.9978559937944365,0.6038462461894053,1.3568886223904735,0.22459034347278262,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,10.952726364135742,3.235286235809326,225.0,91.36162567138672,-42.38639643679451,-0.46952598368885745,4.588713231653935,0.9697166111329747,1.800053392189256,0.32120058279368807,1
4,0,0,-57.659645080566406,2.8609108924865723,20.128616333007812,0.10435724258422852,-43.3846554108495,-0.6863188800315592,5.55842984278691,0.9697166111329747,2.121253974982944,0.32120058279368807,-41.96681213378906,9.323718070983887,-75.11666870117188,4.775583744049072,15.330326080322266,2.174004316329956,225.0,91.36164855957031,-45.66382548765506,-0.45778039680358096,7.848987143724425,1.417364860458806,2.1351548186899065,0.32390364693309076,1
5,0,0,-57.659645080566406,2.8609108924865723,20.128616333007812,0.10435724258422852,-47.107505843153454,-0.6298960253112145,9.266352004183231,1.417364860458806,2.4590584656229972,0.32390364693309076,-84.5793228149414,4.835577011108398,-75.11666870117188,4.775583744049072,18.884811401367188,2.3849854469299316,225.0,91.36165618896484,-49.52153681341927,-0.35241629628570914,11.696191571876518,1.830308755984435,2.4385622757389913,0.3203184260382431,1
6,0,0,-57.659645080566406,2.8609108924865723,20.128616333007812,0.10435724258422852,-51.37546365327932,-0.4772736999324798,13.526500327860953,1.830308755984435,2.7588807017772345,0.3203184260382431,-84.5793228149414,4.835577011108398,-79.84799194335938,4.805581092834473,25.04131317138672,2.5560500621795654,225.0,91.36165618896484,-54.328874357825725,-0.10600282005803807,16.50261574494935,2.2797337436933565,2.7021910225393277,0.31126767744064465,1
7,0,0,-67.50447845458984,3.795994520187378,30.01712417602539,0.21619343757629395,-56.62874568606123,-0.17430712853711494,18.782349488642705,2.2797337436933565,3.0134586999799726,0.31126767744064465,-84.5793228149414,4.835577011108398,-79.84799194335938,4.805581092834473,29.497432708740234,2.1300699710845947,225.0,91.36165618896484,-59.33631557876792,0.35910720211917946,21.531160343191257,2.6558266570723013,2.769523626470502,0.2751489786442137,1
8,0,0,-67.50447845458984,3.795994520187378,30.01712417602539,0.21619343757629395,-62.00634694167796,0.3665128085171454,24.186987000263557,2.6558266570723013,3.044672605114716,0.2751489786442137,-84.5793228149414,4.835577011108398,-84.5793228149414,4.835577011108398,33.1911735534668,1.932286262512207,225.0,91.36165618896484,-64.21710425389836,0.9035332149086428,26.442155698406687,2.94033928570146,2.744584518663949,0.23328869329188062,1
9,0,0,-67.50447845458984,3.795994520187378,30.01712417602539,0.21619343757629395,-67.16562194237389,0.982668085275102,29.382494984108146,2.94033928570146,2.9778732119558295,0.23328869329188062,-89.2495346069336,14.381888389587402,-84.54875946044922,9.593735694885254,36.31521987915039,1.6267699003219604,225.0,91.36165618896484,-68.80039509002783,1.5131201266833032,31.064217827219075,3.1391205213509323,2.623372382609692,0.1860168586327805,1
10,0,0,-77.41057586669922,4.6642866134643555,39.9594841003418,0.4009284973144531,-71.94157637481234,1.6602942901932942,34.20333834857001,3.1391205213509323,2.8093892412424726,0.1860168586327805,-89.2495346069336,14.381888389587402,-84.54875946044922,9.593735694885254,39.30833053588867,2.033642292022705,225.0,91.36165618896484,-73.10999360790697,1.983633216299077,35.399408771534624,3.2735046949334294,2.611494298333645,0.16046165011824293,1
11,0,0,-77.41057586669922,4.6642866134643555,39.9594841003418,0.4009284973144531,-76.38210073203024,2.170438172431435,38.67291346646805,3.2735046949334294,2.771955948451888,0.16046165011824293,-89.2495346069336,14.381888389587402,-89.3106460571289,4.86557149887085,42.80112075805664,2.1362578868865967,225.0,91.3616714477539,-77.29470057778678,2.426431036542154,39.60747672807341,3.3746102286527124,2.613961268971594,0.14048538966360302,1
12,0,0,-77.41057586669922,4.6642866134643555,39.9594841003418,0.4009284973144531,-80.66523201345083,2.6437979792006256,42.98208695672612,3.3746102286527124,2.754446658635197,0.14048538966360302,-117.69860076904297,5.045505523681641,-89.3106460571289,4.86557149887085,48.42074203491211,2.68353009223938,225.0,91.3616714477539,-81.84912610661954,2.787098060765248,44.17449765252753,3.500229661206078,2.737217497066957,0.13833364173450374,1
13,0,0,-87.32689666748047,5.565974712371826,49.915550231933594,0.5535368919372559,-85.34434413538786,3.0198963235226173,47.674727313733605,3.500229661206078,2.8755511388014607,0.13833364173450374,-122.36883544921875,14.591805458068848,-117.66805267333984,9.803664207458496,57.47999954223633,2.695699691772461,225.0,91.36164855957031,-87.4171630070529,3.283577569002331,49.76381018306266,3.716590131311162,2.832672706214738,0.13300874665904266,1
14,0,0,-87.32689666748047,5.565974712371826,49.915550231933594,0.5535368919372559,-91.12696354399861,3.5445636937566145,53.480400314373824,3.716590131311162,2.9656814528737807,0.13300874665904266,-122.429931640625,5.075489044189453,-122.39938354492188,9.833647727966309,63.08778762817383,2.9985265731811523,225.0,91.36165618896484,-93.11354866202555,3.7481905697385325,55.47737922004911,3.9214823639262812,2.973395976730084,0.13396582712000146,1
15,0,0,-87.32689666748047,5.565974712371826,49.915550231933594,0.5535368919372559,-97.02719253545021,4.029904403535941,59.39886158397539,3.9214823639262812,3.107361803850085,0.13396582712000146,-122.429931640625,5.075489044189453,-122.39938354492188,9.833647727966309,69.63711547851562,2.642690658569336,225.0,91.36165618896484,-99.08879393656024,4.35779635846182,61.48358401518771,4.134636890801647,2.9994462022310153,0.12055142878407782,1
16,0,0,-97.24320983886719,6.612377643585205,59.88691711425781,0.5622420310974121,-103.21297643026253,4.6754029297916935,65.61822090598936,4.134636890801647,3.119997631015093,0.12055142878407782,-122.4604721069336,0.3173305094242096,-122.39938354492188,9.833647727966309,73.95474243164062,2.2613959312438965,225.0,91.36166381835938,-104.85222258372862,5.048740975416978,67.28776759051952,4.305475143100151,2.9222021180013433,0.09587723148809549,1
17,0,0,-97.24320983886719,6.612377643585205,59.88691711425781,0.5622420310974121,-109.14367357910906,5.408959438823419,71.59324273361968,4.305475143100151,3.018079349489439,0.09587723148809549,-122.4604721069336,0.3173305094242096,-127.1307144165039,9.863629341125488,79.39726257324219,1.9225414991378784,225.0,91.3616714477539,-110.65134297877411,5.8218074738402255,73.13613178110393,4.463919928312002,2.7670736491164103,0.06443521106033831,0
18,0,0,-97.24320983886719,6.612377643585205,59.88691711425781,0.5622420310974121,-115.09702248378431,6.2300563224125165,77.60005170941594,4.463919928312002,2.8315088601767484,0.06443521106033831,-122.4604721069336,0.3173305094242096,-127.1307144165039,9.863629341125488,82.19717407226562,1.9240695238113403,225.0,91.3616714477539,-115.97024181700539,6.531348403889427,78.50024858113889,4.556845338006133,2.6243024438568368,0.03837353927013989,0
19,0,0,-107.29228973388672,7.647648811340332,69.98912811279297,0.5960636138916016,-120.50556753816905,6.975344960098953,83.05709391914502,4.556845338006133,2.662675983126977,0.03837353927013989,-122.4604721069336,0.3173305094242096,-127.1307144165039,9.863629341125488,86.10430908203125,2.402297019958496,225.0,91.36165618896484,-121.08863253480557,7.097067147020386,83.6497651541258,4.618385551368176,2.6033305376813516,0.03088219545899184,0
20,0,0,-107.29228973388672,7.647648811340332,69.98912811279297,0.5960636138916016,-125.68436036231235,7.555024495171454,88.26815070549398,4.618385551368176,2.6342127331403433,0.03088219545899184,-122.4604721069336,0.3173305094242096,-131.86204528808594,9.893610000610352,91.02497863769531,2.431535243988037,225.0,91.36165618896484,-126.21028863900301,7.657405210309603,88.80195945950727,4.674140391223357,2.58805461363266,0.02503815574978451,0
21,0,0,-107.29228973388672,7.647648811340332,69.98912811279297,0.5960636138916016,-130.86083997497025,8.127073149580834,93.47609985073063,4.674140391223357,2.6130927693824444,0.02503815574978451,-160.18893432617188,19.58977699279785,-146.02548217773438,14.741700172424316,97.62471008300781,2.533238410949707,225.0,91.36165618896484,-131.65561194621853,8.229929043145066,94.27729341690673,4.75827935528408,2.59490818762223,0.022730553027434052,0
