variant,label,frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@3_pct,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,MS_Latency_ms
frames1,1 frame,367,3.7626578767579555,3.590261716503002,6.784435444843397,7.682796678296824,8.95275325276166,7.805286831004153,39.509536784741144,74.11444141689373,99.72752043596729,100.0,100.0,17.870444695803176
frames2,2 frames,367,3.723480918644735,3.4122824832496814,6.652639292911259,7.569838144581268,9.578303215614119,7.944878025654069,43.596730245231605,76.02179836512262,99.45504087193461,100.0,100.0,13.530506763623476
full,Full,367,3.7845001067929895,3.619587591094485,6.75028267420738,7.656460434566016,9.280523623858244,7.893204426027823,39.23705722070845,75.47683923705722,99.45504087193461,100.0,100.0,9.445196931972836
grid4,4x4,367,4.234121395910325,3.9611991221272875,7.71221127575188,8.61664585505652,11.235707304480897,9.151754122538637,33.787465940054496,69.20980926430518,98.09264305177112,100.0,100.0,12.725493223156068
grid5,5x5,367,3.783994143148356,3.6214260399715865,6.748788637064088,7.656469467818435,9.278378823130074,7.893728820664014,39.23705722070845,75.47683923705722,99.45504087193461,100.0,100.0,10.952537092612737
grid7,7x7,367,3.7606000737823004,3.619091864155816,6.728441850331925,7.6562103405604525,9.147551719632983,7.836440670397594,39.23705722070845,76.02179836512262,99.72752043596729,100.0,100.0,17.30074813659849
grid8,8x8,367,3.7612372511331076,3.6186387868086034,6.729402276311243,7.656214559780934,9.148870636337637,7.837644135480186,39.23705722070845,76.02179836512262,99.72752043596729,100.0,100.0,18.164206453189685
no_gru,w/o GRU,367,4.405893556339329,4.211843619601179,7.257192072215297,8.387762430173682,10.206263321179085,8.643541998585071,28.882833787465938,62.125340599455036,98.36512261580381,100.0,100.0,18.515456953997578
no_kalman,w/o Kalman,367,3.673653000336815,3.5523138236851217,6.66787486460645,7.642558237841752,9.16324792021405,7.768651910708734,41.14441416893733,76.566757493188,99.72752043596729,100.0,100.0,17.30555371143757
no_ms,w/o MeanShift,367,6.330922455821955,6.212045902831483,11.46065508239099,13.129440073407128,16.12662670983662,13.551208849500274,21.798365122615802,38.69209809264305,85.01362397820164,98.09264305177112,100.0,0.0
