pair_current_index,pair_next_index,current_frame_id,next_frame_id,is_initial_frame,search_center_x,search_center_y,final_ms_x,final_ms_y,raw_next_x,raw_next_y,protected_next_x,protected_next_y,route_center_x,route_center_y,route_index,route_distance_raw_m,route_recovery_triggered,route_progress_delta_m,reference_current_x,reference_current_y,reference_next_x,reference_next_y,search_center_error_m,final_error_m,raw_next_error_m,protected_next_error_m,ms_candidate_count
0,1,0,1,True,-18.780745674413577,-2.1595981213156596,-13.725164413452148,-1.2636386156082153,-18.307048797607422,-1.2725741863250732,-18.307048797607422,-1.2725741863250732,-18.780745674413577,-2.1595981213156596,0,0.9322727487258013,False,0.0,-18.780746459960938,-2.1595981121063232,-25.919267654418945,-1.4582853317260742,7.856013413017934e-07,5.134360062203189,7.614483866521952,7.614483866521952,36
1,2,1,2,False,-18.307048797607422,-1.2725741863250732,-13.827496528625488,-1.4174894094467163,-19.47314453125,-0.41672050952911377,-19.47314453125,-0.41672050952911377,-18.780745674413577,-2.1595981213156596,0,1.659584670438297,False,0.0,-25.919267654418945,-1.4582853317260742,-28.881437301635742,-1.16508948802948,7.614483866521952,12.09183994542795,9.43800979980813,9.43800979980813,36
2,3,2,3,False,-19.47314453125,-0.41672050952911377,-14.285270690917969,-1.2087042331695557,-21.761917114257812,0.040979936718940735,-21.761917114257812,0.040979936718940735,-22.755798980344196,-1.7354891104915853,2,1.871884959531701,False,4.0,-28.881437301635742,-1.16508948802948,-31.84273910522461,-0.8719794154167175,9.43800979980813,14.59623177309219,10.12207818544254,10.12207818544254,36
3,4,3,4,False,-21.761917114257812,0.040979936718940735,-20.643129348754883,-1.1995387077331543,-27.60470199584961,1.5117391347885132,-27.60470199584961,1.5117391347885132,-28.718378939240118,-1.0993255942554738,5,2.714479703263794,False,6.0,-31.84273910522461,-0.8719794154167175,-34.80412292480469,-0.5788613557815552,10.12207818544254,11.204398858805176,7.496817466328509,7.496817466328509,36
4,5,4,5,False,-27.60470199584961,1.5117391347885132,-23.64776611328125,-0.9287667274475098,-32.7463264465332,2.7607977390289307,-32.7463264465332,2.7607977390289307,-32.69343224517074,-0.6752165834313995,7,3.411011512966449,False,4.0,-34.80412292480469,-0.5788613557815552,-38.077056884765625,-0.2521708011627197,7.496817466328509,11.161842637985275,6.123288857246752,6.123288857246752,36
5,6,5,6,False,-32.7463264465332,2.7607977390289307,-27.415754318237305,1.1947929859161377,-33.72981262207031,5.4427690505981445,-33.72981262207031,5.4427690505981445,-34.68095889813605,-0.46316207801936216,8,5.973508473705805,False,2.0,-38.077056884765625,-0.2521708011627197,-41.34334182739258,0.07385636121034622,6.123288857246752,10.759046268893027,9.316171446821082,9.316171446821082,36
6,7,6,7,False,-33.72981262207031,5.4427690505981445,-27.893512725830078,4.099894046783447,-35.0189094543457,9.180807113647461,-35.0189094543457,9.180807113647461,-36.668485551101355,-0.2511075726073251,9,9.553689847281426,False,2.0,-41.34334182739258,0.07385636121034622,-44.61831283569336,0.40075016021728516,9.316171446821082,14.03947585584634,13.009148526452698,13.009148526452698,36
7,8,7,8,False,-35.0189094543457,9.180807113647461,-30.140457153320312,7.2398457527160645,-36.241668701171875,12.37934684753418,-36.241668701171875,12.37934684753418,-36.668485551101355,-0.2511075726073251,9,12.604455354477428,False,0.0,-44.61831283569336,0.40075016021728516,-47.93851089477539,0.7270652055740356,13.009148526452698,16.01191848851841,16.510353865548275,16.510353865548275,36
8,9,8,9,False,-36.241668701171875,12.37934684753418,-29.27826690673828,9.894911766052246,-36.118896484375,15.33302116394043,-36.118896484375,15.33302116394043,-38.65601220406666,-0.039053067195288005,10,15.554485504301256,False,2.0,-47.93851089477539,0.7270652055740356,-51.25859451293945,1.0533686876296997,16.510353865548275,20.790721878990812,20.81150958581154,20.81150958581154,36
9,10,9,10,False,-36.118896484375,15.33302116394043,-29.38200569152832,9.036572456359863,-37.18595886230469,17.499990463256836,-37.18595886230469,17.499990463256836,-38.65601220406666,-0.039053067195288005,10,17.596020235686964,False,0.0,-51.25859451293945,1.0533686876296997,-54.585689544677734,1.3803616762161255,20.81150958581154,23.28769376460791,23.719044248264,23.719044248264,36
10,11,10,11,False,-37.18595886230469,17.499990463256836,-29.538007736206055,13.320207595825195,-38.06692886352539,20.99529266357422,-40.64353885703197,0.1730014382167493,-40.64353885703197,0.1730014382167493,11,20.978134027379603,True,2.0,-54.585689544677734,1.3803616762161255,-57.930152893066406,1.7030118703842163,23.719044248264,27.747905949142332,27.69006621608232,17.35419133101177,36
11,12,11,12,False,-40.64353885703197,0.1730014382167493,-32.832847595214844,1.1414164304733276,-40.377479553222656,4.180373668670654,-40.377479553222656,4.180373668670654,-40.64353885703197,0.1730014382167493,11,4.012982896614312,False,0.0,-57.930152893066406,1.7030118703842163,-61.281715393066406,2.0263473987579346,17.35419133101177,25.103587844204597,21.014921013872073,21.014921013872073,36
12,13,12,13,False,-40.377479553222656,4.180373668670654,-33.02311325073242,3.346771001815796,-41.83340072631836,7.838129997253418,-41.83340072631836,7.838129997253418,-42.631065509997285,0.3850559436287866,12,7.495637123818803,False,2.0,-61.281715393066406,2.0263473987579346,-64.62455749511719,2.3488411903381348,21.014921013872073,28.289434662612738,23.44289057402457,23.44289057402457,36
13,14,13,14,False,-41.83340072631836,7.838129997253418,-32.843238830566406,4.617016792297363,-42.20204544067383,9.434357643127441,-42.20204544067383,9.434357643127441,-42.631065509997285,0.3850559436287866,12,9.043746702104496,False,0.0,-64.62455749511719,2.3488411903381348,-67.96265411376953,2.678952693939209,23.44289057402457,31.862153672014184,26.63164387032634,26.63164387032634,36
14,15,14,15,False,-42.20204544067383,9.434357643127441,-33.153011322021484,4.391240119934082,-42.2451057434082,8.446690559387207,-42.2451057434082,8.446690559387207,-42.631065509997285,0.3850559436287866,12,8.057085252319231,False,0.0,-67.96265411376953,2.678952693939209,-71.30087280273438,3.009075880050659,26.63164387032634,34.85173108352463,29.56019710365207,29.56019710365207,36
15,16,15,16,False,-42.2451057434082,8.446690559387207,-34.10713577270508,4.197524547576904,-41.11050033569336,6.620518684387207,-41.11050033569336,6.620518684387207,-42.631065509997285,0.3850559436287866,12,6.36159032253071,False,0.0,-71.30087280273438,3.009075880050659,-74.64299774169922,3.3395848274230957,29.56019710365207,37.2127193912823,33.69262395922234,33.69262395922234,36
16,17,16,17,False,-41.11050033569336,6.620518684387207,-34.364261627197266,2.0223894119262695,-40.03190231323242,4.7337260246276855,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,4.5998748693516385,True,0.0,-74.64299774169922,3.3395848274230957,-77.97047424316406,3.6625680923461914,33.69262395922234,40.30026782472159,37.95369045822141,35.49106782691688,36
17,18,17,18,False,-42.631065509997285,0.3850559436287866,-33.64103698730469,-1.3823658227920532,-36.864105224609375,-1.4177967309951782,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,1.1808583143508524,True,0.0,-77.97047424316406,3.6625680923461914,-81.29307556152344,3.9850776195526123,35.49106782691688,44.61558433584934,44.7562784025459,38.82925671824572,36
18,19,18,19,False,-42.631065509997285,0.3850559436287866,-37.92284393310547,0.05194857716560364,-41.17213439941406,-0.4427928030490875,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,0.6683979756813979,True,0.0,-81.29307556152344,3.9850776195526123,-84.62059020996094,4.3080644607543945,38.82925671824572,43.54820886749184,43.70742450730858,42.17238646738287,36
19,20,19,20,False,-42.631065509997285,0.3850559436287866,-34.45053482055664,-1.0789918899536133,-39.174163818359375,-0.9815665483474731,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,0.9921653651875509,True,0.0,-84.62059020996094,4.3080644607543945,-87.91920471191406,4.623467922210693,42.17238646738287,50.458446606109455,49.066235061704745,45.48603839061364,36
20,21,20,21,False,-42.631065509997285,0.3850559436287866,-32.9752197265625,-1.1579309701919556,-40.55150604248047,0.1169496476650238,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,0.04597165009154098,True,0.0,-87.91920471191406,4.623467922210693,-91.22086334228516,4.939162731170654,45.48603839061364,55.24731721290738,50.89830555330898,48.80274932844401,36
21,22,21,22,False,-42.631065509997285,0.3850559436287866,-32.795372009277344,-1.3464796543121338,-38.99075698852539,0.16841010749340057,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,0.1707790969081779,True,0.0,-91.22086334228516,4.939162731170654,-94.5164794921875,5.254280090332031,48.80274932844401,58.76263555782321,55.75815575354002,52.11339106116678,36
22,23,22,23,False,-42.631065509997285,0.3850559436287866,-32.91075134277344,-0.8268773555755615,-41.63059616088867,-0.004640898201614618,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,0.2813572469548503,True,0.0,-94.5164794921875,5.254280090332031,-97.71556854248047,5.570963382720947,52.11339106116678,61.905138855360185,56.361436196581764,55.32807705227501,36
23,24,23,24,False,-42.631065509997285,0.3850559436287866,-32.741424560546875,-1.2445991039276123,-40.72490310668945,0.44671371579170227,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,0.2635355983356886,True,0.0,-97.71556854248047,5.570963382720947,-101.2225570678711,5.918126583099365,55.32807705227501,65.33063047449068,60.74456760543626,58.85216864039735,36
24,25,24,25,False,-42.631065509997285,0.3850559436287866,-32.70180130004883,-1.5463849306106567,-40.27560043334961,2.3619418144226074,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,2.215621819892406,True,0.0,-101.2225570678711,5.918126583099365,-104.41236877441406,6.233891487121582,58.85216864039735,68.92614092731333,64.25353723728587,62.057540317552544,36
25,26,25,26,False,-42.631065509997285,0.3850559436287866,-32.82947540283203,-0.9372086524963379,-41.32194900512695,1.6298346519470215,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,1.3766386409292806,True,0.0,-104.41236877441406,6.233891487121582,-107.75296020507812,6.5345540046691895,62.057540317552544,71.94119335026151,66.61182718539558,65.41160061548669,36
26,27,26,27,False,-42.631065509997285,0.3850559436287866,-32.75139617919922,-1.2458410263061523,-40.483985900878906,2.741788148880005,-42.631065509997285,0.3850559436287866,-42.631065509997285,0.3850559436287866,12,2.571216755586693,True,0.0,-107.75296020507812,6.5345540046691895,-111.09230041503906,6.835103988647461,65.41160061548669,75.40403936902875,70.72686415425649,68.76440797757485,36
27,28,27,28,False,-42.631065509997285,0.3850559436287866,-33.277740478515625,-0.7019538879394531,-42.144126892089844,3.0425291061401367,-42.144126892089844,3.0425291061401367,-42.631065509997285,0.3850559436287866,12,2.694135223895277,False,0.0,-111.09230041503906,6.835103988647461,-114.4308090209961,7.135579586029053,68.76440797757485,78.17872459659226,72.40246871092485,72.40246871092485,36
28,29,28,29,False,-42.144126892089844,3.0425291061401367,-33.856082916259766,1.0574944019317627,-42.076351165771484,6.039159297943115,-42.076351165771484,6.039159297943115,-42.631065509997285,0.3850559436287866,12,5.681044219307434,False,0.0,-114.4308090209961,7.135579586029053,-117.76180267333984,7.465998649597168,72.40246871092485,80.80364847182595,75.69889986281115,75.69889986281115,36
29,30,29,30,False,-42.076351165771484,6.039159297943115,-43.71025085449219,4.102380275726318,-43.280094146728516,6.601755619049072,-43.280094146728516,6.601755619049072,-44.618592162962585,0.5971104490408234,13,6.112759774071345,False,2.0,-117.76180267333984,7.465998649597168,-121.08988952636719,7.79612922668457,75.69889986281115,74.12790470089196,77.8189616053559,77.8189616053559,36
30,31,30,31,False,-43.280094146728516,6.601755619049072,-44.5043830871582,4.147003650665283,-45.276119232177734,6.868709087371826,-45.276119232177734,6.868709087371826,-46.6061188159279,0.8091649544528607,14,6.166447310004286,False,2.0,-121.08988952636719,7.79612922668457,-124.41860961914062,8.126322746276855,77.8189616053559,76.67239342827168,79.15248181052554,79.15248181052554,36
31,32,31,32,False,-45.276119232177734,6.868709087371826,-56.80724334716797,3.0354559421539307,-51.30793762207031,6.203402042388916,-51.30793762207031,6.203402042388916,-52.56869877482383,1.4453284706889726,17,4.864976089050419,False,6.0,-124.41860961914062,8.126322746276855,-127.7506332397461,8.479126930236816,79.15248181052554,67.80275638925134,76.47656266505312,76.47656266505312,36
32,33,32,33,False,-51.30793762207031,6.203402042388916,-62.129371643066406,2.7519969940185547,-59.52946090698242,5.90798282623291,-59.52946090698242,5.90798282623291,-60.51880538668506,2.2935464923371214,21,3.6989982567749857,False,8.0,-127.7506332397461,8.479126930236816,-131.07872009277344,8.831513404846191,76.47656266505312,65.8707066217313,71.60896257508264,71.60896257508264,36
33,34,33,34,False,-59.52946090698242,5.90798282623291,-65.25211334228516,1.0395828485488892,-67.93756866455078,5.793607234954834,-67.93756866455078,5.793607234954834,-68.4689119985463,3.1417645139852706,25,2.6932474780801474,False,8.0,-131.07872009277344,8.831513404846191,-134.4064178466797,9.183857917785645,71.60896257508264,66.28617003627218,66.55525307058063,66.55525307058063,36
34,35,34,35,False,-67.93756866455078,5.793607234954834,-67.39876556396484,1.3610992431640625,-73.62064361572266,5.937937259674072,-73.62064361572266,5.937937259674072,-74.43149195744222,3.777928030221381,28,2.233842497955415,False,6.0,-134.4064178466797,9.183857917785645,-137.9134521484375,9.491893768310547,66.55525307058063,67.46273799455953,64.3909608244015,64.3909608244015,36
35,36,35,36,False,-73.62064361572266,5.937937259674072,-68.9725341796875,-0.5093380808830261,-77.55147552490234,5.7415947914123535,-77.55147552490234,5.7415947914123535,-78.40654526337283,4.202037041045455,30,1.6215840244972686,False,4.0,-137.9134521484375,9.491893768310547,-141.10328674316406,9.772066116333008,64.3909608244015,69.66257825314278,63.679489698195475,63.679489698195475,36
36,37,36,37,False,-77.55147552490234,5.7415947914123535,-74.3995590209961,-1.3964616060256958,-81.51898193359375,3.859854221343994,-81.51898193359375,3.859854221343994,-82.38159856930346,4.62614605186953,32,0.6704517805613351,False,4.0,-141.10328674316406,9.772066116333008,-144.29208374023438,10.052149772644043,63.679489698195475,67.632265254967,63.077784002147055,63.077784002147055,36
37,38,37,38,False,-81.51898193359375,3.859854221343994,-73.45877838134766,-2.0384812355041504,-83.2320556640625,1.8691799640655518,-83.2320556640625,1.8691799640655518,-82.38159856930346,4.62614605186953,32,2.831632528802363,False,0.0,-144.29208374023438,10.052149772644043,-147.48928833007812,10.328798294067383,63.077784002147055,71.85777971966908,64.81170490107299,64.81170490107299,36
38,39,38,39,False,-83.2320556640625,1.8691799640655518,-80.51644897460938,-4.783370018005371,-86.86713409423828,0.09363097697496414,-86.86713409423828,0.09363097697496414,-86.35665187523408,5.050255062693605,34,4.982808582986697,False,4.0,-147.48928833007812,10.328798294067383,-150.68637084960938,10.605437278747559,64.81170490107299,68.65667369182576,64.67915469271452,64.67915469271452,36
39,40,39,40,False,-86.86713409423828,0.09363097697496414,-80.36393737792969,-4.819018840789795,-88.58455657958984,-1.2549911737442017,-88.58455657958984,-1.2549911737442017,-88.34417852819938,5.262309568105641,35,6.506022023996943,False,2.0,-150.68637084960938,10.605437278747559,-154.1981964111328,10.909310340881348,64.67915469271452,71.99415598479052,66.73170133663733,66.73170133663733,36
40,41,40,41,False,-88.58455657958984,-1.2549911737442017,-87.29039001464844,-3.9377965927124023,-92.30010223388672,-2.178679943084717,-92.30010223388672,-2.178679943084717,-92.31923183413001,5.686418578929716,37,7.818682166528571,False,4.0,-154.1981964111328,10.909310340881348,-157.47799682617188,11.261993408203125,66.73170133663733,68.53532768643485,66.54930235260963,66.54930235260963,36
41,42,41,42,False,-92.30010223388672,-2.178679943084717,-92.8499755859375,-3.471999168395996,-95.74771118164062,-2.703862190246582,-95.74771118164062,-2.703862190246582,-94.30675848709532,5.898473084341753,38,8.706659219556846,False,2.0,-157.47799682617188,11.261993408203125,-160.7559356689453,11.614477157592773,66.54930235260963,66.28628566057586,66.56638861070718,66.56638861070718,36
42,43,42,43,False,-95.74771118164062,-2.703862190246582,-93.37602233886719,-11.767889022827148,-98.23271179199219,-5.543914794921875,-98.23271179199219,-5.543914794921875,-96.29428514006062,6.110527589753789,39,11.794318964014069,False,2.0,-160.7559356689453,11.614477157592773,-164.03280639648438,11.966845512390137,66.56638861070718,71.32172017389993,68.09022820126435,68.09022820126435,36
43,44,43,44,False,-98.23271179199219,-5.543914794921875,-109.07032775878906,-5.084478855133057,-104.37765502929688,-5.73020076751709,-104.37765502929688,-5.73020076751709,-102.25686509895655,6.746691105989902,42,12.63147395616494,False,6.0,-164.03280639648438,11.966845512390137,-167.38104248046875,12.304368019104004,68.09022820126435,57.54669165717178,65.53375085894176,65.53375085894176,36
44,45,44,45,False,-104.37765502929688,-5.73020076751709,-115.88676452636719,-1.4503992795944214,-113.26443481445312,-3.249631404876709,-113.26443481445312,-3.249631404876709,-112.1944983637831,7.806963633050088,47,11.10770699212961,False,10.0,-167.38104248046875,12.304368019104004,-170.73062133789062,12.642024993896484,65.53375085894176,53.299664965697616,59.62304367141264,59.62304367141264,36
45,46,45,46,False,-113.26443481445312,-3.249631404876709,-122.91271209716797,-3.008171796798706,-124.83186340332031,-1.9339244365692139,-122.13213162860963,8.867236160110274,-122.13213162860963,8.867236160110274,52,11.02661996321234,True,10.0,-170.73062133789062,12.642024993896484,-174.08189392089844,12.979852676391602,59.62304367141264,50.313826168772685,51.458587755178925,52.11229621533964,36
46,47,46,47,False,-122.13213162860963,8.867236160110274,-125.69010925292969,6.75104284286499,-128.95321655273438,9.879997253417969,-128.95321655273438,9.879997253417969,-128.09471158750554,9.503399676346387,55,0.2833929859858187,False,6.0,-174.08189392089844,12.979852676391602,-179.34275817871094,13.486869812011719,52.11229621533964,48.79101244382302,50.518466276500924,50.518466276500924,36
47,48,47,48,False,-128.95321655273438,9.879997253417969,-128.66488647460938,6.683321952819824,-134.28089904785156,10.645856857299805,-134.28089904785156,10.645856857299805,-134.0572915464015,10.139563192582496,58,0.4797137434354773,False,6.0,-179.34275817871094,13.486869812011719,-184.13096618652344,13.948331832885742,50.518466276500924,51.13252334796017,49.95933881362387,49.95933881362387,36
48,49,48,49,False,-134.28089904785156,10.645856857299805,-138.89950561523438,6.8483428955078125,-140.21163940429688,10.309086799621582,-140.21163940429688,10.309086799621582,-140.0198715052974,10.775726708818606,61,0.48435117428690916,False,6.0,-184.13096618652344,13.948331832885742,-187.249755859375,14.233661651611328,49.95933881362387,45.785312801410086,47.201553866481575,47.201553866481575,36
49,50,49,50,False,-140.21163940429688,10.309086799621582,-143.91522216796875,7.249323844909668,-146.24246215820312,10.156015396118164,-146.24246215820312,10.156015396118164,-145.98245146419333,11.41189022505472,64,1.2763719412298196,False,6.0,-187.249755859375,14.233661651611328,-190.67921447753906,14.547411918640137,47.201553866481575,43.89376703872368,44.65321175579676,44.65321175579676,36
50,51,50,51,False,-146.24246215820312,10.156015396118164,-148.67550659179688,7.3766913414001465,-152.2539825439453,10.110574722290039,-152.2539825439453,10.110574722290039,-151.94503142308926,12.048053741290833,67,1.9593215966821065,False,6.0,-190.67921447753906,14.547411918640137,-194.10855102539062,14.861151695251465,44.65321175579676,42.61139178374268,42.123305714818095,42.123305714818095,36
51,52,51,52,False,-152.2539825439453,10.110574722290039,-153.3256072998047,7.510009288787842,-157.16453552246094,9.859365463256836,-157.16453552246094,9.859365463256836,-155.92008472901986,12.472162752114905,69,2.7300763533382573,False,4.0,-194.10855102539062,14.861151695251465,-197.28343200683594,15.1630220413208,42.123305714818095,41.44017125452569,40.467945688186816,40.467945688186816,36
52,53,52,53,False,-157.16453552246094,9.859365463256836,-158.05502319335938,7.373632431030273,-161.96751403808594,9.441665649414062,-161.96751403808594,9.441665649414062,-161.8826646879158,13.108326268351018,72,3.654969438513945,False,6.0,-197.28343200683594,15.1630220413208,-200.77069091796875,15.494592666625977,40.467945688186816,39.99428269813259,39.2724389546558,39.2724389546558,36
53,54,53,54,False,-161.96751403808594,9.441665649414062,-162.51873779296875,7.104770183563232,-166.1236572265625,9.199440956115723,-166.1236572265625,9.199440956115723,-165.85771799384642,13.532435279175093,74,4.336754594153408,False,4.0,-200.77069091796875,15.494592666625977,-203.94317626953125,15.796236038208008,39.2724389546558,39.16121856089902,38.390542142519855,38.390542142519855,36
54,55,54,55,False,-166.1236572265625,9.199440956115723,-167.91859436035156,7.134978294372559,-171.4016571044922,9.111360549926758,-171.4016571044922,9.111360549926758,-171.82029795274235,14.168598795411203,77,4.98428375880341,False,6.0,-203.94317626953125,15.796236038208008,-207.35537719726562,16.129146575927734,38.390542142519855,37.05115230915695,36.632216820938304,36.632216820938304,36
55,56,55,56,False,-171.4016571044922,9.111360549926758,-173.10293579101562,7.16336727142334,-176.10586547851562,9.325834274291992,-176.10586547851562,9.325834274291992,-175.79535125867295,14.592707806235275,79,5.270092416019237,False,4.0,-207.35537719726562,16.129146575927734,-210.75604248046875,16.4609317779541,36.632216820938304,35.406425134792535,35.37717318629976,35.37717318629976,36
56,57,56,57,False,-176.10586547851562,9.325834274291992,-177.67739868164062,7.528496742248535,-179.9691619873047,9.35793399810791,-179.9691619873047,9.35793399810791,-179.77040456460358,15.01681681705935,81,5.648033049880899,False,4.0,-210.75604248046875,16.4609317779541,-213.8697052001953,16.76471519470215,35.37717318629976,34.263465546217745,34.700248382731885,34.700248382731885,36
57,58,57,58,False,-179.9691619873047,9.35793399810791,-181.69729614257812,7.674047470092773,-183.720458984375,9.387821197509766,-183.720458984375,9.387821197509766,-183.7454578705342,15.440925827883426,83,6.016291633351459,False,4.0,-213.8697052001953,16.76471519470215,-217.09425354003906,17.10219955444336,34.700248382731885,33.43208255927086,34.25378514088038,34.25378514088038,36
58,59,58,59,False,-183.720458984375,9.387821197509766,-185.5386962890625,7.753809928894043,-188.99798583984375,9.494488716125488,-188.99798583984375,9.494488716125488,-187.7205111764648,15.865034838707501,85,6.4701217549153,False,4.0,-217.09425354003906,17.10219955444336,-220.6431427001953,17.473630905151367,34.25378514088038,32.911177159298596,32.635604219762016,32.635604219762016,36
59,60,59,60,False,-188.99798583984375,9.494488716125488,-190.1043243408203,7.828698635101318,-193.25735473632812,9.622649192810059,-193.25735473632812,9.622649192810059,-191.6955644823954,16.289143849531573,87,6.794563289628136,False,4.0,-220.6431427001953,17.473630905151367,-223.8677215576172,17.811119079589844,32.635604219762016,32.025679466340016,31.68667852616575,31.68667852616575,36
60,61,60,61,False,-193.25735473632812,9.622649192810059,-195.1149444580078,7.8313188552856445,-198.63731384277344,9.904057502746582,-198.63731384277344,9.904057502746582,-197.65814444129134,16.925307365767686,90,7.085505866558817,False,6.0,-223.8677215576172,17.811119079589844,-227.08807373046875,18.138076782226562,31.68667852616575,30.43548263880242,29.618318853070317,29.618318853070317,36
