frame_id,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,final_x,final_y,error_final_m,variance_x,variance_y,second_ms_nearest_candidate_m,second_ms_capture
0,-37.63298034667969,0.8348962068557739,-34.456548431129285,8.177258244093709,8.0,-46.12792205810547,0.1896466314792633,8.519412051018847,-49.36870193481445,2.0641396045684814,11.799923750814353,19.415725708007812,16.815826416015625,1.1097068786621094,True
1,-47.69226837158203,1.7922438383102417,-54.9941647025521,-1.4761364901959033,8.000000000000004,-49.338104248046875,0.06552153825759888,2.38544453587961,-46.874061584472656,2.4719083309173584,1.0636757818916136,19.12499237060547,7.38931131362915,2.1660690307617188,True
2,-50.9120979309082,2.1374623775482178,-43.320147635635415,-0.3848957877620647,8.000000000000002,-49.14432144165039,0.16025304794311523,2.652242532094329,-46.228084564208984,4.348798751831055,5.179767348022816,19.770864486694336,8.41182804107666,2.342602252960205,True
3,-54.1414794921875,2.4837052822113037,-58.035718904520756,9.471902431650516,8.0,-49.50408935546875,1.330151081085205,4.778710555690941,-45.64442825317383,4.685847759246826,8.777773706788523,18.898090362548828,11.474617004394531,2.9864797592163086,True
4,-57.659645080566406,2.8609108924865723,-59.50861348295809,-4.922489125947347,7.999999999999999,-53.702091217041016,0.19862350821495056,4.7696967093471025,-48.57884216308594,4.5297532081604,9.232876924377655,24.606115341186523,10.243498802185059,2.3187670707702637,True
5,-60.85377502441406,3.1642963886260986,-54.232792099133164,7.654573117641676,8.000000000000002,-49.82912063598633,1.1956121921539307,11.199050042290112,-46.89931869506836,5.967946529388428,14.23331674485652,21.660587310791016,11.139179229736328,1.52284574508667,True
6,-64.02477264404297,3.465484857559204,-71.94001774443146,4.626904248122328,8.0,-63.927677154541016,0.3966856300830841,3.070334873045553,-51.58207702636719,5.720444679260254,12.645375361436058,28.348819732666016,9.21406364440918,2.053576946258545,True
7,-67.50447845458984,3.795994520187378,-62.452550581093966,-2.407071234824044,8.0,-53.84861373901367,0.3005288243293762,14.096131439548879,-46.982181549072266,5.544426918029785,20.59664259358892,23.993417739868164,5.612861633300781,2.066364288330078,True
8,-70.70535278320312,4.076558589935303,-70.24037645923912,12.063034472209845,8.0,-63.8661003112793,0.9473980665206909,7.521104969086164,-51.166358947753906,6.116031169891357,19.64514516378322,23.092960357666016,7.1259613037109375,0.7416238188743591,True
9,-73.90149688720703,4.35670804977417,-79.63914290137156,-1.2181837174390697,8.0,-71.52447509765625,0.24154473841190338,4.752346964099028,-55.34056854248047,5.529714584350586,18.59795702081906,23.01933479309082,5.706228256225586,1.2853401899337769,True
10,-77.41057586669922,4.6642866134643555,-69.41402898211317,4.89931410678601,7.999999999999997,-64.67952728271484,0.5031164884567261,13.393839436734583,-61.73073959350586,5.061526298522949,15.684867386163507,31.094226837158203,10.92339038848877,2.2966055870056152,True
