variant,label,frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@3_pct,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,MS_Latency_ms
frames1,1 frame,367,3.976496018428334,3.7659085437067246,6.858154580741756,8.196134322819459,10.008193022812222,8.367220895938015,37.60217983651226,70.57220708446866,98.9100817438692,100.0,100.0,13.78187906622424
frames2,2 frames,367,3.9350273471008808,3.684756023349635,6.819976236375043,8.193222623894355,9.898557111267161,8.302227205065709,38.69209809264305,72.20708446866485,98.9100817438692,100.0,100.0,14.952357083224124
full,Full,367,3.962286751431355,3.7157831438601714,6.83916942719345,8.19499529276016,9.99876771206674,8.329551755040752,38.41961852861036,70.02724795640327,98.9100817438692,100.0,100.0,9.463646616861858
grid4,4x4,367,4.5031102102822524,4.070779002947157,8.157503401855626,9.535459597377365,13.153382539532583,10.04610037734015,33.787465940054496,62.39782016348774,96.73024523160763,99.72752043596729,100.0,11.026810014337588
grid5,5x5,367,3.9618652502571887,3.7181938288233525,6.838119180317255,8.192896540245897,9.99544969905543,8.330018550978545,38.41961852861036,70.02724795640327,98.9100817438692,100.0,100.0,11.59489152609554
grid7,7x7,367,3.92981763695068,3.7172021119046317,6.807571955810514,8.150930204647826,9.535533204377698,8.16502386330112,38.69209809264305,71.38964577656675,99.45504087193461,100.0,100.0,17.718184623340495
grid8,8x8,367,3.9304833341570493,3.7149322749732847,6.808565865276667,8.153563719714604,9.5363376806577,8.166069037090246,38.69209809264305,71.38964577656675,99.45504087193461,100.0,100.0,21.897538561752484
no_gru,w/o GRU,367,4.301297608056167,4.04353430473597,7.323561694331654,8.357766684356967,10.221627995055584,8.778599828286982,31.33514986376022,65.12261580381471,98.63760217983652,99.72752043596729,100.0,18.114265289028502
no_kalman,w/o Kalman,367,3.9630491143902606,3.7576815903371337,6.840781669775464,8.194933584927243,9.998795291928557,8.329708337480259,38.69209809264305,70.29972752043598,98.9100817438692,100.0,100.0,17.37443291891762
no_ms,w/o MeanShift,367,6.947562814531377,6.517735450827096,12.194846229194452,13.730196052630316,17.303913974372954,14.467321511146864,15.531335149863759,37.60217983651226,77.3841961852861,97.00272479564033,99.72752043596729,0.0
