frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_11_s_098_v3d.jpg,433.122554,3074.696626,108.280638,768.674157,350.074131,0,1174,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_11_s_098_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_10_s_087_v3d.jpg,463.684038,3061.420468,115.921009,765.355117,291.381814,1000000000,2589,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_10_s_087_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_11_s_061_v3d.jpg,486.886445,3031.481454,121.721611,757.870363,358.766453,2000000000,2668,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_11_s_061_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_11_s_052_v3d.jpg,521.318334,3042.391045,130.329583,760.597761,13.756242,3000000000,2685,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_11_s_052_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_037_v3d.jpg,563.943900,3027.989304,140.985975,756.997326,329.817640,4000000000,4182,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_037_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_040_v3d.jpg,575.875393,3009.277925,143.968848,752.319481,305.242847,5000000000,4126,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_040_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_10_s_088_v3d.jpg,639.345083,3015.242363,159.836271,753.810591,317.997221,6000000000,4021,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_10_s_088_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_060_v3d.jpg,651.737951,3019.634455,162.934488,754.908614,49.751326,7000000000,4195,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_060_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_079_v3d.jpg,679.808044,3026.377121,169.952011,756.594280,88.769154,8000000000,4170,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_079_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_10_s_068_v3d.jpg,710.009739,3009.490949,177.502435,752.372737,332.247520,9000000000,2567,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_10_s_068_v3d.jpg
10,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_11_s_083_v3d.jpg,716.095214,3014.805263,179.023803,753.701316,314.099059,10000000000,2600,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_11_s_083_v3d.jpg
11,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_10_s_077_v3d.jpg,765.577863,2992.845874,191.394466,748.211468,30.620965,11000000000,4017,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_10_s_077_v3d.jpg
12,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_021_v3d.jpg,812.595950,2976.473657,203.148988,744.118414,320.001221,12000000000,4186,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_021_v3d.jpg
13,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_10_s_051_v3d.jpg,851.478893,2992.358219,212.869723,748.089555,267.794590,13000000000,4099,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_10_s_051_v3d.jpg
14,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_3_10_s_049_v3d.jpg,892.856259,2984.390194,223.214065,746.097549,65.047866,14000000000,5540,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_3_10_s_049_v3d.jpg
15,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_3_11_s_035_v3d.jpg,908.723322,2979.451806,227.180830,744.862951,313.352189,15000000000,5638,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_3_11_s_035_v3d.jpg
16,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_3_10_s_031_v3d.jpg,948.896073,2968.465185,237.224018,742.116296,27.029538,16000000000,5519,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_3_10_s_031_v3d.jpg
17,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_058_v3d.jpg,952.934259,2960.455334,238.233565,740.113833,7.019714,17000000000,4172,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_058_v3d.jpg
18,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_065_v3d.jpg,1007.958649,2944.897870,251.989662,736.224468,17.311496,18000000000,4137,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_11_s_065_v3d.jpg
19,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_4_11_s_013_v3d.jpg,1049.730996,2963.745392,262.432749,740.936348,317.344925,19000000000,7149,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_4_11_s_013_v3d.jpg
20,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_4_11_s_014_v3d.jpg,1077.490523,2943.674134,269.372631,735.918533,333.436642,20000000000,7197,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_4_11_s_014_v3d.jpg
21,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_3_10_s_020_v3d.jpg,1130.040222,2963.410457,282.510055,740.852614,346.232057,21000000000,5594,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_3_10_s_020_v3d.jpg
22,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_3_10_s_019_v3d.jpg,1145.249047,2932.971417,286.312262,733.242854,357.496902,22000000000,5545,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_3_10_s_019_v3d.jpg
