frame_id,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,final_x,final_y,error_final_m,variance_x,variance_y,second_ms_nearest_candidate_m,second_ms_capture
0,-37.63298034667969,0.8348962068557739,-34.456548431129285,8.177258244093709,8.0,-46.12792205810547,0.1896466314792633,8.519412051018847,-48.49949264526367,0.13191372156143188,10.88922742484092,17.692672729492188,16.957679748535156,1.1097068786621094,True
1,-47.69226837158203,1.7922438383102417,-54.9941647025521,-1.4761364901959033,8.000000000000004,-49.338104248046875,0.06552153825759888,2.38544453587961,-48.9509162902832,0.30996015667915344,1.9445718027577703,17.874004364013672,17.586822509765625,2.1660690307617188,True
2,-50.9120979309082,2.1374623775482178,-43.320147635635415,-0.3848957877620647,8.000000000000002,-49.14432144165039,0.16025304794311523,2.652242532094329,-49.55670166015625,0.1724260151386261,2.38714619501199,19.770864486694336,8.41182804107666,2.342602252960205,True
3,-54.1414794921875,2.4837052822113037,-58.035718904520756,9.471902431650516,8.0,-49.50408935546875,1.330151081085205,4.778710555690941,-49.084869384765625,0.14552953839302063,5.571029670308824,17.48302459716797,11.58332347869873,2.9864797592163086,True
4,-57.659645080566406,2.8609108924865723,-59.50861348295809,-4.922489125947347,7.999999999999999,-53.702091217041016,0.19862350821495056,4.7696967093471025,-49.13103485107422,0.10402308404445648,8.9631257290599,19.166675567626953,10.369247436523438,2.3187670707702637,True
5,-60.85377502441406,3.1642963886260986,-54.232792099133164,7.654573117641676,8.000000000000002,-49.82912063598633,1.1956121921539307,11.199050042290112,-49.32465362548828,0.15059415996074677,11.916502899518418,19.680007934570312,11.257404327392578,1.52284574508667,True
6,-64.02477264404297,3.465484857559204,-71.94001774443146,4.626904248122328,8.0,-63.927677154541016,0.3966856300830841,3.070334873045553,-49.58001708984375,0.07029290497303009,14.838405959383747,22.814395904541016,8.31016731262207,2.053576946258545,True
7,-67.50447845458984,3.795994520187378,-62.452550581093966,-2.407071234824044,8.0,-53.84861373901367,0.3005288243293762,14.096131439548879,-49.4338264465332,0.020269060507416725,18.4608929021095,20.437454223632812,5.977106094360352,2.066364288330078,True
8,-70.70535278320312,4.076558589935303,-70.24037645923912,12.063034472209845,8.0,-63.8661003112793,0.9473980665206909,7.521104969086164,-49.65997314453125,-0.010622557252645493,21.438587963430646,19.53603744506836,6.310573577880859,5.091598033905029,True
9,-73.90149688720703,4.35670804977417,-79.63914290137156,-1.2181837174390697,8.0,-71.52447509765625,0.24154473841190338,4.752346964099028,-50.02144241333008,0.18728244304656982,24.241310021642114,25.291677474975586,14.842948913574219,3.537598133087158,True
10,-77.41057586669922,4.6642866134643555,-69.41402898211317,4.89931410678601,7.999999999999997,-64.67952728271484,0.5031164884567261,13.393839436734583,-53.71287536621094,0.7261218428611755,24.022700738494464,22.696012496948242,19.846939086914062,2.2966055870056152,True
11,-80.71418762207031,4.9646830558776855,-86.7693512174816,10.192970904954652,8.0,-94.01118469238281,10.585332870483398,14.436129516817395,-63.83479309082031,0.5976941585540771,17.435152760183666,74.16927337646484,33.25001525878906,0.880686342716217,True
12,-84.01985931396484,5.2652668952941895,-83.0866278246927,-2.680114089116243,8.0,-92.3224105834961,0.6882588863372803,9.4805780360298,-92.9418716430664,5.439055442810059,8.923704749703901,33.77294158935547,47.12325668334961,0.7054309248924255,True
13,-87.32689666748047,5.565974712371826,-82.64800478453313,12.055040188053937,8.0,-93.8128433227539,14.655693054199219,11.166489311722195,-94.47663116455078,6.59405517578125,7.223271614569219,24.98948860168457,41.78329849243164,2.103764772415161,True
14,-90.52931213378906,5.903904438018799,-98.3626821398185,4.27961556326826,8.000000000000002,-106.91722106933594,3.1249938011169434,16.6218501860552,-105.72513580322266,5.554548263549805,15.19983903629107,30.16191864013672,63.13536071777344,1.6010253429412842,True
15,-93.73101806640625,6.241759300231934,-86.85774344351702,2.148093955049581,7.999999999999999,-96.38092041015625,2.2972025871276855,4.752000641236019,-107.07722473144531,3.6740126609802246,13.590973296615719,19.489004135131836,57.15608215332031,1.381641149520874,True
16,-97.24320983886719,6.612377643585205,-99.5461174276458,14.273749363946116,8.0,-107.62480926513672,3.8579766750335693,10.74077889834243,-107.99552917480469,2.308452606201172,11.581715841333555,9.612380981445312,48.896385192871094,2.2773985862731934,True
17,-100.48795318603516,6.946656227111816,-103.96504303881292,-0.2581925676728387,8.0,-108.3021469116211,1.220067024230957,9.687902119630353,-108.244140625,1.7002713680267334,9.363919995279392,5.987008571624756,24.363407135009766,2.650449514389038,True
18,-103.73233032226562,7.28089714050293,-96.30162704604649,10.24478796521058,7.999999999999997,-108.00337219238281,2.5323739051818848,6.386726201480534,-108.74253845214844,1.716475486755371,7.4876547627036425,6.725082874298096,22.234588623046875,2.3364739418029785,True
19,-107.29228973388672,7.647648811340332,-114.77353855734613,10.481535901802344,8.000000000000004,-110.46283721923828,1.5910711288452148,6.8362639344138145,-110.67572784423828,0.739626407623291,7.692101596887285,12.709228515625,35.563568115234375,2.286299705505371,True
20,-110.61548614501953,7.9523024559021,-107.01330931808062,0.8091713422052269,8.000000000000002,-112.10222625732422,0.7078766226768494,7.395410861786998,-112.1599349975586,0.6670001745223999,7.4472109940020825,13.270307540893555,36.11484146118164,2.9505221843719482,True
21,-113.93445587158203,8.25656795501709,-111.76547321916192,15.956926015101088,7.999999999999998,-115.6239013671875,2.9038162231445312,5.6130363606239255,-115.4658203125,0.9391957521438599,7.475895465179394,18.217212677001953,35.57890319824219,1.8157873153686523,True
22,-117.24945068359375,8.560468673706055,-124.05030812050533,4.3475910202719605,7.999999999999998,-117.72452545166016,2.2195420265197754,6.35869851308036,-117.0427017211914,1.1582281589508057,7.4051272623594055,28.523109436035156,43.33043670654297,1.3117784261703491,True
23,-120.81004333496094,8.859625816345215,-112.94954475092885,7.372157493849074,7.999999999999995,-118.84921264648438,2.948573589324951,6.227792178567995,-119.41732025146484,1.659747838973999,7.33334306277416,32.036869049072266,45.86774444580078,1.8640602827072144,True
24,-124.06947326660156,9.133479118347168,-128.8607898737779,15.539982468053338,8.000000000000004,-130.16384887695312,10.00727367401123,6.156698060288171,-125.65945434570312,2.98799204826355,6.347838306105938,53.4063606262207,40.89678192138672,1.8109211921691895,True
25,-127.31895446777344,9.40649700164795,-128.11351754950226,1.4460529493884522,8.0,-132.65032958984375,0.6130617260932922,10.283387799630978,-132.65032958984375,0.6130617260932922,10.283387799630978,55.608394622802734,54.70185089111328,0.4943726360797882,True
