protocol,frame_id,image_path,reference_x,reference_y,reference_progress_s,reference_cross_e,reference_waypoint_leg,reference_step_s,reference_step_e,reference_step_norm_m,reference_heading_deg,trajectory_history_count,trajectory_history_path_length_se,bootstrap_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,motion_v_s,motion_v_e,motion_a_s,motion_a_e,motion_next_step_s,motion_next_step_e,motion_step_error_se,estimated_heading_deg,search_grid_size,search_forward_rows,search_forward_cols,search_candidate_count,forward_only_search,search_heading_deg,raw_top1_x,raw_top1_y,softms_x,softms_y,softms_mode_count,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_confidence,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,measurement_correction_s,measurement_correction_e,kalman_nis,final_progress_s,final_cross_e,waypoint_leg,target_waypoint,final_x,final_y,final_step_m,error_final_m,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_velocity_parallel,gt_heading_deg,v_parallel,poly_next_step_parallel,heading_error_deg,progress_error_m
trajectory_gru_inertial_forward_sat_external_kalman,0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,1.6489573374209092e-06,1.4927559429529398e-07,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,-37.632978691184114,0.8348961808190729,3.2231266498565674,-0.02081095613539219,3.2231266498565674,-0.02081097848713398,4.8426079750061035,-0.031216446310281754,4.842708587775332,173.5568929637733,6,3,6,18,1,173.92622821886636,-42.0279541015625,-0.19259993731975555,-46.070945739746094,-0.4295399487018585,1,8.25681209564209,2.1501500606536865,0.9774660468101501,0.0020473524928092957,0.16751018049807032,0.0010000000474974513,0.0010000000474974513,1,8.202685356140137,2.25776743888855,1.3261351585388184,1.3186702728271484,-0.05412716045975685,0.1076173484325409,0.7367643473899771,4.257394175687982,1.1750177679782143,0,1,-41.990801235873015,0.11694451723191168,0.0,4.41656626022111,-37.63298034667969,0.8348962068557739,1.6489573374209092e-06,1.4927559429529398e-07,0,0.0,0.0,0.0,3.2231266498565674,4.8426079750061035,173.5568929637733,4.257392526730644
trajectory_gru_inertial_forward_sat_external_kalman,1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,10.104117586693746,0.11238863701456824,0,10.10411593773641,0.11238848773897393,10.104740969237914,174.56350519669104,1,6.2078267216294165,1,4.257394175687982,1.1750177679782143,-41.990801235873015,0.11694451723191168,3.2279107570648193,-0.020742805674672127,3.2279107570648193,-0.020742833614349365,4.849727153778076,-0.03111422248184681,5.256348021281302,173.55864276182086,6,3,6,18,1,173.92622821886636,-46.75927734375,-0.16259177029132843,-51.341583251953125,-1.0969946384429932,1,13.427239418029785,3.3715381622314453,0.9873711466789246,0.013976611196994781,0.1918855223307081,0.0010000000474974513,0.0010000000474974513,1,13.360812187194824,3.5045344829559326,1.3284646272659302,1.3198295831680298,-0.06642768532037735,0.13299623131752014,0.8308639778594796,10.270904206364463,2.716059531438757,0,1,-48.13361024190987,-0.7791638027432648,6.207826721629417,2.609007455522662,-47.69226837158203,1.7922438383102417,10.104117586693746,0.11238863701456824,0,10.10411593773641,10.10411593773641,174.56350519669104,3.2279107570648193,4.849727153778076,1.0048624348701765,0.16678661967071662
trajectory_gru_inertial_forward_sat_external_kalman,2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,13.342399770459824,0.10979455772263991,0,3.238282183766078,-0.002594079291928328,3.2382832227808875,173.8803305005938,2,10.670057297841169,1,10.270904206364463,2.716059531438757,-48.13361024190987,-0.7791638027432648,3.2849814891815186,-0.020709289237856865,3.2849812507629395,-0.020709311589598656,4.934690952301025,-0.031063944101333618,1.6966476485011621,173.56555530137786,6,3,6,18,1,-171.70027946474713,-56.221927642822266,-0.10258004069328308,-56.29008865356445,-1.53327214717865,1,18.30180549621582,4.328962326049805,0.9935696721076965,0.004267297685146332,0.16420304956526238,0.0010000000474974513,0.0010000000474974513,1,18.23189926147461,4.469016075134277,1.3290575742721558,1.3201996088027954,-0.06990606337785721,0.1400536298751831,0.610332092730336,14.628499417361171,3.676718520038574,0,1,-52.56839027874165,-1.2733578336637024,4.462230576211756,3.791701314015038,-50.9120979309082,2.1374623775482178,13.342399770459824,0.10979455772263991,0,3.238282183766078,3.238282183766078,173.8803305005938,3.2849814891815186,4.934690952301025,0.3147751992159442,1.2860996469013468
trajectory_gru_inertial_forward_sat_external_kalman,3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,16.590288722828088,0.10719254995743437,0,3.247888952368264,-0.0026020077652055412,3.2478899946519495,173.88032639355833,3,15.167007665290123,1,14.628499417361171,3.676718520038574,-52.56839027874165,-1.2733578336637024,3.3203766345977783,-0.020686117932200432,3.3203766345977783,-0.02068614587187767,4.987411975860596,-0.031029190868139267,1.7397552856649325,173.56976704236155,6,3,6,18,1,-173.6414226539546,-56.221927642822266,-0.10258004069328308,-60.79157257080078,-1.1643552780151367,1,22.817054748535156,4.438413619995117,0.9950897097587585,0.0054442062973976135,0.16630930038780647,0.0010000000474974513,0.0010000000474974513,1,22.74584197998047,4.58115291595459,1.3292309045791626,1.3203237056732178,-0.07121271640062332,0.14273913204669952,0.6238803726191131,19.09773746788573,4.175190038826497,0,1,-57.065282906190106,-1.2961460871950132,4.496950367448951,4.77869258045923,-54.1414794921875,2.4837052822113037,16.590288722828088,0.10719254995743437,0,3.247888952368264,3.247888952368264,173.88032639355833,3.3203766345977783,4.987411975860596,0.3105593511967868,2.5074487450576406
trajectory_gru_inertial_forward_sat_external_kalman,4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,20.12861673793889,0.1043575616514216,0,3.538328015110803,-0.0028349883060127673,3.5383291508389427,173.88032155632646,4,19.533749200119427,1,19.09773746788573,4.175190038826497,-57.065282906190106,-1.2961460871950132,3.3510637283325195,-0.020693598315119743,3.3510634899139404,-0.02069362811744213,5.033135414123535,-0.031040411442518234,1.495073478474392,173.5728774988348,6,3,6,18,1,-179.7096529355789,-70.35478210449219,9.503743171691895,-65.53932189941406,-0.8048495650291443,1,27.576190948486328,4.583280086517334,0.9954197406768799,0.004565119743347168,0.16393006699771365,0.0010000000474974513,0.0010000000474974513,1,27.50423812866211,4.727655410766602,1.3294216394424438,1.320450782775879,-0.0719519779086113,0.1443755030632019,0.6910649490990576,23.455060312086427,4.461841854467215,0,1,-61.42847615881749,-1.1201453138150432,4.3667415348293135,5.482052190021893,-57.659645080566406,2.8609108924865723,20.12861673793889,0.1043575616514216,0,3.538328015110803,3.538328015110803,173.88032155632646,3.3510637283325195,5.033135414123535,0.30744405749166503,3.326443574147536
trajectory_gru_inertial_forward_sat_external_kalman,5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,23.336917263843283,0.14064244739825194,0,3.2083005259043915,0.036284885746830337,3.208505704756041,174.57419812183036,5,29.458309526885742,0,28.524165937239015,4.4307786870889085,-66.4658395210187,-0.5529001142107726,3.3751983642578125,-0.02070876769721508,3.3751981258392334,-0.020708799362182617,5.069105625152588,-0.03106316737830639,1.8620234632377317,173.5751276020689,6,3,6,18,1,173.57512760206893,-79.81743621826172,9.563739776611328,-76.16397094726562,-0.24004116654396057,1,38.200958251953125,5.145824432373047,0.9830985069274902,0.0023425817489624023,0.16515040057391603,0.0010000000474974513,0.0010000000474974513,0,38.128761291503906,5.2909016609191895,1.3294615745544434,1.3204830884933472,-0.07219716161489487,0.1450774073600769,0.9449657358777663,33.37141534106153,4.865327441501112,0,1,-71.33185793278757,-0.47212747561858315,9.9245603267663,11.091158638987961,-60.85377502441406,3.1642963886260986,23.336917263843283,0.14064244739825194,0,3.2083005259043915,3.2083005259043915,174.57419812183036,3.3751983642578125,5.069105625152588,0.9990705197614602,10.034498077218245
trajectory_gru_inertial_forward_sat_external_kalman,6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,26.52198285419817,0.17666442190985815,0,3.1850655903548883,0.036021974511606214,3.1852692817892896,174.57419576006495,6,38.438871231694144,0,38.53356190935987,4.834161823051662,-76.4617291111081,0.10506415824663229,3.4376003742218018,-0.02077706716954708,3.4376003742218018,-0.020777104422450066,5.16214656829834,-0.03116561844944954,1.9782222741627733,173.5803184922627,6,3,6,18,1,173.5803184922627,-89.28009033203125,9.623729705810547,-84.89582061767578,-0.33161449432373047,1,46.87410354614258,6.160790920257568,0.9945276975631714,0.0007129460573196411,0.1547902564951845,0.0010000000474974513,0.0010000000474974513,0,46.80167770385742,6.306172847747803,1.3294981718063354,1.3205255270004272,-0.07242675125598907,0.14538206160068512,0.6877421084355027,42.32876088601263,5.510656289621043,0,1,-80.3072028029094,-0.16606703020143776,8.980561704808402,16.682496845252544,-64.02477264404297,3.465484857559204,26.52198285419817,0.17666442190985815,0,3.1850655903548883,3.1850655903548883,174.57419576006495,3.4376003742218018,5.16214656829834,0.9938772678022474,15.80677803181446
trajectory_gru_inertial_forward_sat_external_kalman,7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,30.017126139965036,0.21619386667028173,0,3.495143285766865,0.03952944476042358,3.4953668140903713,174.57420559931634,7,47.43884558010745,0,47.55611159783514,5.479463389008092,-85.50190921357694,0.4180509102947987,3.4813125133514404,-0.02079525776207447,3.4813120365142822,-0.02079528570175171,5.22735071182251,-0.031192900612950325,1.733650546395505,173.58433412342268,6,3,6,18,1,173.58433412342268,-89.28009033203125,9.623729705810547,-93.7425765991211,-0.33257395029067993,1,55.67109680175781,7.0978102684021,0.994205117225647,0.0005002692341804504,0.15443598362297495,0.0010000000474974513,0.0010000000474974513,0,55.59854507446289,7.2435994148254395,1.329498052597046,1.320555567741394,-0.07254991680383682,0.1457890272140503,0.6510954321872069,51.2940163661155,6.300423627881488,0,1,-89.30569608099319,-0.0027973257901576787,8.99997434841331,22.12970649337368,-67.50447845458984,3.795994520187378,30.017126139965036,0.21619386667028173,0,3.495143285766865,3.495143285766865,174.57420559931634,3.4813125133514404,5.22735071182251,0.9898714758936649,21.276890226150464
trajectory_gru_inertial_forward_sat_external_kalman,8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,33.22971848128238,0.2758856861948469,0,3.2125923413173467,0.05969181952456515,3.2131468476882663,174.9906943779613,8,50.76742123427988,0,56.57125473510354,6.269241372285565,-94.55001123001799,0.5865885867428746,3.5147457122802734,-0.020788157358765602,3.5147457122802734,-0.020788194611668587,5.277238368988037,-0.03118225559592247,2.066644942196256,173.58768166777705,6,3,6,18,1,173.58768166777705,-98.77330017089844,4.92555570602417,-103.49830627441406,-1.4936851263046265,1,65.24920654296875,9.284646987915039,0.9984305500984192,0.0031282231211662292,0.15868188026041466,0.0010000000474974513,0.0010000000474974513,0,65.17654418945312,9.430571556091309,1.3294974565505981,1.3205862045288086,-0.07265856862068176,0.14592492580413818,0.8262042317144995,60.712942770597955,7.792668802154914,0,1,-98.8296419900199,-0.49005967312733834,9.536402375801845,28.49262440964692,-70.70535278320312,4.076558589935303,33.22971848128238,0.2758856861948469,0,3.2125923413173467,3.2125923413173467,174.9906943779613,3.5147457122802734,5.277238368988037,1.4030127101842425,27.483224289315572
trajectory_gru_inertial_forward_sat_external_kalman,9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,36.43756328176886,0.33548928842530945,0,3.207844800486477,0.05960360223046257,3.2083984873152747,174.99069428429587,8,57.35669477107241,0,66.03080718862773,7.761598320169107,-104.1143669597641,0.10351369012270073,3.541966199874878,-0.020713644102215767,3.541966199874878,-0.020713677629828453,5.317864418029785,-0.03107048198580742,2.1119669921582744,173.59147217980603,6,3,6,18,1,173.591472179806,-117.69860076904297,5.045505523681641,-113.96302032470703,-0.6476898193359375,1,75.74468994140625,9.550660133361816,0.9877359867095947,0.01691819727420807,0.19903882550687274,0.0010000000474974513,0.0010000000474974513,0,75.67218780517578,9.696377754211426,1.329500436782837,1.3205748796463013,-0.07250100374221802,0.14571721851825714,1.1848099659227478,71.70861759765904,8.902118331104187,0,1,-109.88098203985095,-0.4298412145727699,11.051504113004281,36.29647924674437,-73.90149688720703,4.35670804977417,36.43756328176886,0.33548928842530945,0,3.207844800486477,3.207844800486477,174.99069428429587,3.541966199874878,5.317864418029785,1.3992221044898372,35.27105431589018
