variant,label,frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@3_pct,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,MS_Latency_ms
frames1,1 frame,346,3.1796133189946167,2.8294242042689066,5.6849210855875985,6.700318237075546,8.90512531323774,7.0387609178846215,52.601156069364166,83.52601156069365,99.71098265895954,100.0,100.0,5.341938360755298
frames2,2 frames,346,3.235438175663963,2.9175372270572257,5.8711757232112625,6.877594667221323,9.090412579608186,7.1925766551469215,50.86705202312138,82.65895953757226,99.71098265895954,100.0,100.0,5.153456802213653
full,Full,346,3.289540591091518,2.9638530989245346,5.87455299824541,6.87453513298394,9.149576017050906,7.230429364583168,50.57803468208093,82.65895953757226,99.71098265895954,100.0,100.0,5.097956953093198
grid4,4x4,346,3.7439609152255273,3.384173637837619,6.972499480017214,8.223622742756099,10.592447595280229,8.620304374864915,45.08670520231214,74.27745664739885,98.26589595375722,100.0,100.0,2.9091163322647557
grid5,5x5,346,3.2909215303029793,2.964724570535743,5.876773410995404,6.874471998360756,9.150779419787352,7.229683893469625,50.57803468208093,82.65895953757226,99.71098265895954,100.0,100.0,3.7861236821646393
grid7,7x7,346,3.2764146076056533,2.9557431357219754,5.843128970519905,6.874292129208188,9.150359070146221,7.200775053765946,50.86705202312138,82.94797687861272,99.71098265895954,100.0,100.0,7.832067596072661
grid8,8x8,346,3.276841762938661,2.952673218102131,5.8454764983513385,6.874334943876334,9.149212069466454,7.201497560117125,50.86705202312138,82.94797687861272,99.71098265895954,100.0,100.0,7.646289035299415
no_gru,w/o GRU,346,3.85590214435557,3.6839880782568484,6.772295062105574,7.593153148405022,9.690133608328999,7.957782123164904,37.861271676300575,73.98843930635837,99.13294797687861,100.0,100.0,5.216332920288635
no_kalman,w/o Kalman,346,3.273393505603857,2.8944557205897947,5.879639584039014,6.89069765171625,9.155378693803716,7.210495422995402,52.02312138728323,82.65895953757226,99.71098265895954,100.0,100.0,7.017502917600866
no_ms,w/o MeanShift,346,5.906196364248266,5.541864072583406,11.03142114792917,11.872783074505765,14.454110634741381,12.350294705668793,23.121387283236995,44.797687861271676,86.70520231213872,99.42196531791907,100.0,0.0
