variant,label,frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@3_pct,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,MS_Latency_ms
frames1,1 frame,1474,3.991073009735964,3.5602840859165834,7.191513933734691,8.689998148685044,11.88471224687822,9.24779240937428,40.16282225237449,72.72727272727273,97.15061058344641,99.86431478968792,100.0,16.735945818111972
frames2,2 frames,1474,4.191367207885163,3.800514350981116,7.532381628569066,8.753708877200246,12.085157972706975,9.318003596585392,36.16010854816825,68.18181818181817,97.82903663500679,99.79647218453188,100.0,15.152113035648677
full,Full,1474,4.127427729857968,3.7498837007071044,7.486948955777667,8.711210122201184,11.569647330969048,9.210964161003234,36.90637720488466,70.01356852103122,97.69335142469471,99.86431478968792,100.0,9.349125570015886
grid4,4x4,1474,4.628118300615923,4.127296576647791,8.512709502974921,9.969025447496227,13.330499696857911,10.765444062478174,32.632293080054275,62.95793758480326,95.04748982360923,99.4572591587517,99.93215739484395,11.344923061189949
grid5,5x5,1474,4.128648348893932,3.748427655357094,7.4920362252809145,8.711895034221941,11.568801472233563,9.217535010333894,36.90637720488466,70.01356852103122,97.69335142469471,99.86431478968792,100.0,11.353349490383719
grid7,7x7,1474,4.095060800141825,3.748199768048197,7.406017026284204,8.662994642722257,10.726516108052104,9.001510701477581,36.9742198100407,70.08141112618725,98.03256445047491,100.0,100.0,16.92490729195836
grid8,8x8,1474,4.095607190789452,3.7496515907814496,7.407404964239283,8.663512505384311,10.727139512083571,9.002097984235617,36.9742198100407,70.08141112618725,98.03256445047491,100.0,100.0,20.146438969816014
no_gru,w/o GRU,1474,4.418561983619017,4.08885413274526,7.637459017771382,8.858501670165635,10.778873565604934,9.084600076519266,29.715061058344638,65.73948439620081,98.16824966078698,100.0,100.0,17.235078298656315
no_kalman,w/o Kalman,1474,3.53322436779913,3.237466495896065,6.272941681993615,7.170703770991451,9.894101253576984,7.726534188170307,45.99728629579376,78.561736770692,99.05020352781547,100.0,100.0,17.31725372694491
no_ms,w/o MeanShift,1474,7.346214256019701,7.0072908409383245,12.592158747679964,15.036968326430905,18.374632173270694,15.490338034321123,12.82225237449118,30.597014925373134,78.49389416553596,94.91180461329715,99.32157394843962,0.0
