pair_current_index,pair_next_index,current_frame_id,next_frame_id,is_initial_frame,search_center_x,search_center_y,final_ms_x,final_ms_y,provisional_next_x,provisional_next_y,reference_current_x,reference_current_y,reference_next_x,reference_next_y,search_center_error_m,final_error_m,provisional_next_error_m,ms_candidate_count,kalman_current_xy_x,kalman_current_xy_y,gru_next_xy_x,gru_next_xy_y,ms_correction_gain_m,ms_improved_search_center
0,1,0,1,True,-18.780745674413577,-2.1595981213156596,-13.725164413452148,-1.2636386156082153,-18.133338928222656,-0.8658289909362793,-18.780746459960938,-2.1595981121063232,-25.919267654418945,-1.4582853317260742,7.856013413017934e-07,5.134360062203189,7.808437144854955,36,-17.511011123657227,-1.5090677738189697,-18.133338928222656,-0.8658289909362793,,
1,2,1,2,False,-18.133338928222656,-0.8658289909362793,-13.827496528625488,-1.4174894094467163,-21.23178482055664,2.6356749534606934,-25.919267654418945,-1.4582853317260742,-28.881437301635742,-1.16508948802948,7.808437144854955,12.09183994542795,8.541837824553669,36,-15.5980224609375,-1.2656537294387817,-21.23178482055664,2.6356749534606934,-4.283402800572994,False
2,3,2,3,False,-21.23178482055664,2.6356749534606934,-18.029422760009766,-0.22614780068397522,-27.13139533996582,1.6775758266448975,-28.881437301635742,-1.16508948802948,-31.84273910522461,-0.8719794154167175,8.541837824553669,10.892558519645275,5.35695734599098,36,-17.01766014099121,-0.4871816337108612,-27.13139533996582,1.6775758266448975,-2.3507206950916064,False
3,4,3,4,False,-27.13139533996582,1.6775758266448975,-23.365055084228516,-1.3836865425109863,-31.512216567993164,2.1168389320373535,-31.84273910522461,-0.8719794154167175,-34.80412292480469,-0.5788613557815552,5.35695734599098,8.493113124395057,4.254814626251426,36,-21.399158477783203,-0.7104065418243408,-31.512216567993164,2.1168389320373535,-3.1361557784040768,False
4,5,4,5,False,-31.512216567993164,2.1168389320373535,-26.296127319335938,-0.8229289054870605,-37.018211364746094,2.6544928550720215,-34.80412292480469,-0.5788613557815552,-38.077056884765625,-0.2521708011627197,4.254814626251426,8.511495649502196,3.093517002659165,36,-25.32924461364746,-0.6189588308334351,-37.018211364746094,2.6544928550720215,-4.25668102325077,False
5,6,5,6,False,-37.018211364746094,2.6544928550720215,-29.970455169677734,1.1127071380615234,-20.56295394897461,-0.1010570228099823,-38.077056884765625,-0.2521708011627197,-41.34334182739258,0.07385636121034622,3.093517002659165,8.220698459136361,20.781124008806884,36,-28.902748107910156,0.28734150528907776,-20.56295394897461,-0.1010570228099823,-5.127181456477196,False
6,7,6,7,False,-20.56295394897461,-0.1010570228099823,-19.159847259521484,1.090709924697876,-20.41059684753418,-2.0703136920928955,-41.34334182739258,0.07385636121034622,-44.61831283569336,0.40075016021728516,20.781124008806884,22.206787755376588,24.33350919874837,36,-28.627288818359375,0.8724412322044373,-20.41059684753418,-2.0703136920928955,-1.425663746569704,False
7,8,7,8,False,-20.41059684753418,-2.0703136920928955,-16.180355072021484,1.423409342765808,-17.30529022216797,-1.7035993337631226,-44.61831283569336,0.40075016021728516,-47.93851089477539,0.7270652055740356,24.33350919874837,28.456339778194177,30.7295027437714,36,-25.961833953857422,1.3702360391616821,-17.30529022216797,-1.7035993337631226,-4.122830579445807,False
8,9,8,9,False,-17.30529022216797,-1.7035993337631226,-14.430900573730469,1.1206741333007812,-17.82513999938965,0.45333170890808105,-47.93851089477539,0.7270652055740356,-51.25859451293945,1.0533686876296997,30.7295027437714,33.509922074140704,33.43883857261549,36,-21.37420082092285,1.5265824794769287,-17.82513999938965,0.45333170890808105,-2.7804193303693054,False
9,10,9,10,False,-17.82513999938965,0.45333170890808105,-15.933380126953125,2.1313886642456055,-14.406332015991211,1.3659603595733643,-51.25859451293945,1.0533686876296997,-54.585689544677734,1.3803616762161255,33.43883857261549,35.341659532142494,40.179360109587854,36,-18.685041427612305,2.0109574794769287,-14.406332015991211,1.3659603595733643,-1.9028209595270056,False
10,11,10,11,False,-14.406332015991211,1.3659603595733643,-9.634605407714844,0.06339167058467865,-9.796772003173828,1.406991720199585,-54.585689544677734,1.3803616762161255,-57.930152893066406,1.7030118703842163,40.179360109587854,44.97037219196712,48.134291142809936,36,-13.562732696533203,1.5050370693206787,-9.796772003173828,1.406991720199585,-4.791012082379268,False
11,12,11,12,False,-9.796772003173828,1.406991720199585,-6.248018741607666,-0.3339744806289673,-7.947944164276123,2.2433114051818848,-57.930152893066406,1.7030118703842163,-61.281715393066406,2.0263473987579346,48.134291142809936,51.72226120195821,53.33421253627939,36,-8.95720100402832,0.81388258934021,-7.947944164276123,2.2433114051818848,-3.587970059148276,False
12,13,12,13,False,-7.947944164276123,2.2433114051818848,-8.83273696899414,2.3057782649993896,-2.0735058784484863,-0.8362722396850586,-61.281715393066406,2.0263473987579346,-64.62455749511719,2.3488411903381348,53.33421253627939,52.44972277655818,62.632092459962294,36,-7.109400749206543,1.4013092517852783,-2.0735058784484863,-0.8362722396850586,0.8844897597212054,True
13,14,13,14,False,-2.0735058784484863,-0.8362722396850586,-6.649099826812744,-1.826777696609497,-1.0530338287353516,-1.4093397855758667,-64.62455749511719,2.3488411903381348,-67.96265411376953,2.678952693939209,62.632092459962294,58.125635350836326,67.03440476416209,36,-5.546428680419922,0.02394820563495159,-1.0530338287353516,-1.4093397855758667,4.506457109125968,True
14,15,14,15,False,-1.0530338287353516,-1.4093397855758667,-6.6378607749938965,-1.9887945652008057,-0.7355685234069824,-2.446209669113159,-67.96265411376953,2.678952693939209,-71.30087280273438,3.009075880050659,67.03440476416209,61.50217998184088,70.77585964477561,36,-4.933735370635986,-1.0050783157348633,-0.7355685234069824,-2.446209669113159,5.532224782321208,True
15,16,15,16,False,-0.7355685234069824,-2.446209669113159,-7.641561985015869,-2.249445676803589,-1.2949585914611816,-2.99535870552063,-71.30087280273438,3.009075880050659,-74.64299774169922,3.3395848274230957,70.77585964477561,63.87612936575597,73.62109994254662,36,-5.252437114715576,-1.7893515825271606,-1.2949585914611816,-2.99535870552063,6.899730279019636,True
16,17,16,17,False,-1.2949585914611816,-2.99535870552063,-8.784765243530273,-5.4602370262146,-2.920168161392212,-4.015222072601318,-74.64299774169922,3.3395848274230957,-77.97047424316406,3.6625680923461914,73.62109994254662,66.44353732635429,75.44201021171563,36,-6.498677730560303,-3.44612979888916,-2.920168161392212,-4.015222072601318,7.177562616192333,True
17,18,17,18,False,-2.920168161392212,-4.015222072601318,-11.462972640991211,-4.722421169281006,-11.865084648132324,-4.4279465675354,-77.97047424316406,3.6625680923461914,-81.29307556152344,3.9850776195526123,75.44201021171563,67.03398999224667,69.93586274753781,36,-8.041893005371094,-4.441189289093018,-11.865084648132324,-4.4279465675354,8.408020219468952,True
18,19,18,19,False,-11.865084648132324,-4.4279465675354,-21.14905548095703,-5.592639446258545,-13.606706619262695,-7.358810901641846,-81.29307556152344,3.9850776195526123,-84.62059020996094,4.3080644607543945,69.93586274753781,60.90185395900773,71.96587832684966,36,-12.843243598937988,-5.425405502319336,-13.606706619262695,-7.358810901641846,9.03400878853008,True
19,20,19,20,False,-13.606706619262695,-7.358810901641846,-19.410717010498047,-5.7372822761535645,-16.94268798828125,-8.017426490783691,-84.62059020996094,4.3080644607543945,-87.91920471191406,4.623467922210693,71.96587832684966,65.97906147979627,72.0933987115367,36,-16.25276756286621,-6.093868732452393,-16.94268798828125,-8.017426490783691,5.98681684705339,True
