pair_current_index,pair_next_index,current_frame_id,next_frame_id,is_initial_frame,search_center_x,search_center_y,final_ms_x,final_ms_y,provisional_next_x,provisional_next_y,reference_current_x,reference_current_y,reference_next_x,reference_next_y,search_center_error_m,final_error_m,provisional_next_error_m,ms_candidate_count,kalman_current_xy_x,kalman_current_xy_y,gru_next_xy_x,gru_next_xy_y,ms_correction_gain_m,ms_improved_search_center
0,1,0,1,True,-37.632978691184114,0.8348961808190729,-29.69103240966797,0.6151264905929565,-25.701444625854492,3.12148118019104,-37.63298034667969,0.8348962068557739,-47.69226837158203,1.7922438383102417,1.6557003061335768e-06,7.944988090764576,22.03096005458465,36,-31.47861671447754,0.8875231742858887,-25.701444625854492,3.12148118019104,,
1,2,1,2,False,-25.701444625854492,3.12148118019104,-24.63146209716797,3.575777053833008,-22.89457130432129,5.501520156860352,-47.69226837158203,1.7922438383102417,-50.9120979309082,2.1374623775482178,22.03096005458465,23.129673079335298,28.218764732249657,36,-27.27402114868164,2.518882989883423,-22.89457130432129,5.501520156860352,-1.0987130247506478,False
2,3,2,3,False,-22.89457130432129,5.501520156860352,-17.754308700561523,3.0560803413391113,-16.391109466552734,6.825686931610107,-50.9120979309082,2.1374623775482178,-54.1414794921875,2.4837052822113037,28.218764732249657,33.17051168745356,37.99925317313565,36,-20.716829299926758,3.1862099170684814,-16.391109466552734,6.825686931610107,-4.951746955203905,False
3,4,3,4,False,-16.391109466552734,6.825686931610107,-14.412668228149414,5.717833995819092,-13.55496597290039,10.705933570861816,-54.1414794921875,2.4837052822113037,-57.659645080566406,2.8609108924865723,37.99925317313565,39.8602312209769,44.796954137691245,36,-15.251575469970703,4.919066905975342,-13.55496597290039,10.705933570861816,-1.8609780478412503,False
4,5,4,5,False,-13.55496597290039,10.705933570861816,-10.233729362487793,6.35120964050293,-6.898348808288574,9.956888198852539,-57.659645080566406,2.8609108924865723,-60.85377502441406,3.1642963886260986,44.796954137691245,47.55417612627413,54.38131408548452,36,-10.304976463317871,6.168278694152832,-6.898348808288574,9.956888198852539,-2.7572219885828844,False
5,6,5,6,False,-6.898348808288574,9.956888198852539,-7.484854698181152,6.792009353637695,-4.795249938964844,11.563600540161133,-60.85377502441406,3.1642963886260986,-64.02477264404297,3.465484857559204,54.38131408548452,53.492073788032464,59.7805640445134,36,-6.388701438903809,7.072735786437988,-4.795249938964844,11.563600540161133,0.889240297452055,True
6,7,6,7,False,-4.795249938964844,11.563600540161133,-7.017055511474609,11.15743637084961,-5.195222854614258,13.940715789794922,-64.02477264404297,3.465484857559204,-67.50447845458984,3.795994520187378,59.7805640445134,57.52430730351943,63.12969747322663,36,-4.008754253387451,9.3396635055542,-5.195222854614258,13.940715789794922,2.256256740993969,True
7,8,7,8,False,-5.195222854614258,13.940715789794922,-8.18479061126709,11.824084281921387,-1.3528145551681519,13.272738456726074,-67.50447845458984,3.795994520187378,-70.70535278320312,4.076558589935303,63.12969747322663,59.86046768153179,69.95959035624365,36,-3.2851836681365967,11.152749061584473,-1.3528145551681519,13.272738456726074,3.2692297916948405,True
8,9,8,9,False,-1.3528145551681519,13.272738456726074,-5.151883125305176,13.139068603515625,-0.06496882438659668,15.03574275970459,-70.70535278320312,4.076558589935303,-73.90149688720703,4.35670804977417,69.95959035624365,66.1769330804563,74.60478978395133,36,-1.922844409942627,12.828027725219727,-0.06496882438659668,15.03574275970459,3.7826572757873578,True
9,10,9,10,False,-0.06496882438659668,15.03574275970459,-5.609904766082764,13.16490650177002,1.1889585256576538,15.09632682800293,-73.90149688720703,4.35670804977417,-77.41057586669922,4.6642866134643555,74.60478978395133,68.85728657453576,79.28880292786013,36,-1.601077914237976,13.88187313079834,1.1889585256576538,15.09632682800293,5.747503209415569,True
10,11,10,11,False,1.1889585256576538,15.09632682800293,-5.9020538330078125,11.669886589050293,-3.148031711578369,13.294679641723633,-77.41057586669922,4.6642866134643555,-80.71418762207031,4.9646830558776855,79.28880292786013,71.85086745795668,78.01216178167958,36,-2.038789749145508,13.935056686401367,-3.148031711578369,13.294679641723633,7.437935469903451,True
11,12,11,12,False,-3.148031711578369,13.294679641723633,-11.578556060791016,9.301878929138184,-3.022432327270508,10.680971145629883,-80.71418762207031,4.9646830558776855,-84.01985931396484,5.2652668952941895,78.01216178167958,69.2715440813902,81.17827930543973,36,-5.089991569519043,12.803088188171387,-3.022432327270508,10.680971145629883,8.740617700289377,True
12,13,12,13,False,-3.022432327270508,10.680971145629883,-12.922043800354004,5.068165302276611,-8.542457580566406,8.81658935546875,-84.01985931396484,5.2652668952941895,-87.32689666748047,5.565974712371826,81.17827930543973,71.09808872146573,78.85147010549383,36,-8.697265625,9.769574165344238,-8.542457580566406,8.81658935546875,10.080190583974002,True
13,14,13,14,False,-8.542457580566406,8.81658935546875,-14.626280784606934,4.1864471435546875,-11.538753509521484,5.922685623168945,-87.32689666748047,5.565974712371826,-90.52931213378906,5.903904438018799,78.85147010549383,72.71370328942304,78.9905608570212,36,-11.452831268310547,7.21300745010376,-11.538753509521484,5.922685623168945,6.137766816070794,True
14,15,14,15,False,-11.538753509521484,5.922685623168945,-19.284650802612305,1.174247145652771,-16.45346450805664,2.3054356575012207,-90.52931213378906,5.903904438018799,-93.73101806640625,6.241759300231934,78.9905608570212,71.40148056096109,77.37774181109134,36,-15.194345474243164,3.931678533554077,-16.45346450805664,2.3054356575012207,7.589080296060104,True
15,16,15,16,False,-16.45346450805664,2.3054356575012207,-18.164108276367188,-0.025423873215913773,-19.841476440429688,1.262082576751709,-93.73101806640625,6.241759300231934,-97.24320983886719,6.612377643585205,77.37774181109134,75.8263505659177,77.5864291637718,36,-17.535720825195312,1.3731123208999634,-19.841476440429688,1.262082576751709,1.5513912451736331,True
16,17,16,17,False,-19.841476440429688,1.262082576751709,-16.584388732910156,-1.6158549785614014,-16.360803604125977,-2.1243014335632324,-97.24320983886719,6.612377643585205,-100.48795318603516,6.946656227111816,77.5864291637718,81.07742740298892,84.61477158072745,36,-17.954238891601562,-0.8439003229141235,-16.360803604125977,-2.1243014335632324,-3.49099823921712,False
17,18,17,18,False,-16.360803604125977,-2.1243014335632324,-16.111024856567383,-0.8123129606246948,-15.988031387329102,-3.2330281734466553,-100.48795318603516,6.946656227111816,-103.73233032226562,7.28089714050293,84.61477158072745,84.73291944204676,88.3719673940261,36,-17.836538314819336,-1.8827543258666992,-15.988031387329102,-3.2330281734466553,-0.11814786131931498,False
18,19,18,19,False,-15.988031387329102,-3.2330281734466553,-12.093286514282227,-6.14161491394043,-14.97199821472168,-5.358242988586426,-103.73233032226562,7.28089714050293,-107.29228973388672,7.647648811340332,88.3719673940261,92.61683529409315,93.23191217439991,36,-16.330312728881836,-4.306654453277588,-14.97199821472168,-5.358242988586426,-4.2448679000670495,False
19,20,19,20,False,-14.97199821472168,-5.358242988586426,-13.190398216247559,-5.314585208892822,-15.456607818603516,-5.924875259399414,-107.29228973388672,7.647648811340332,-110.61548614501953,7.9523024559021,93.23191217439991,94.9904495093734,96.16542094580416,36,-15.34976863861084,-5.841627597808838,-15.456607818603516,-5.924875259399414,-1.7585373349734965,False
