protocol,controlled_gt_prior,reference_protocol,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,kf2_ms2_enabled,kf1_x,kf1_y,frame_reference_x,frame_reference_y,kf2_x,kf2_y,kf2_reference_distance_m,kf2_sigma_progress_m,kf2_sigma_cross_m,ms2_lattice_index,ms2_lattice_x,ms2_lattice_y,ms2_x,ms2_y,ms2_support,ms2_mode_count,ms2_shift_from_kf2_m,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_step_norm_m,controlled_gt_motion_envelope,gt_velocity_parallel,gt_heading_deg,gt_turn_rate_deg_per_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,motion_prediction_error_m,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,search_candidate_count,forward_only_search,search_heading_deg,raw_top1_x,raw_top1_y,softms_x,softms_y,softms_mode_count,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,visual_measurement_error_m,measurement_var_s,measurement_var_e,local_visual_confidence,kalman_raw_measurement_s,kalman_raw_measurement_e,kalman_used_measurement_s,kalman_used_measurement_e,kalman_measurement_clip_s,kalman_measurement_clip_e,kalman_posterior_projection_m,kalman_step_limited,kalman_step_limit_m,kalman_motion_step_s,kalman_motion_step_e,v_parallel,v_cross,a_parallel,a_cross,heading_residual_deg,turn_rate_deg_per_frame,estimated_heading_deg,polynomial_heading_deg,heading_error_deg,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,gt_step_for_jump_m,excess_step_over_gt_m,abnormal_jump,error_final_m,end_to_end_latency_ms
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-22.286636481787085,-5.560398167149495,-3.505890021826147,-3.400800055043172,0,1,-18.780745674413577,-2.1595981213156596,-18.780746459960938,-2.1595981121063232,-18.780746358605178,-2.159598113351429,7.856013413017934e-07,1.2500001571202684,1.0000001571202684,80930,-18.37133026123047,-0.3426637351512909,-18.904460906982422,-0.9091671109199524,0.8869088292121887,1,1.256536104265203,0,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,0.0,0.0,1,0.0,173.90999929632898,0.0,0.0,0.0,-18.780745674413577,-2.1595981213156596,7.856013413017934e-07,1.1665700637532654,1,0.0,0,0,0.7732121275699512,1.0,3.125312566757202,3.753549337387085,0,0,6,18,1,173.90999929632898,-37.296630859375,-0.22260963916778564,-35.57060241699219,-2.1740057468414307,1,-35.57060241699219,-2.1740057468414307,16.693574905395508,1.795571208000183,0.3990405201911926,0.3472084403038025,4.0,4.0,0,14.233441352844238,1.653035283088684,14.329108691158934,5.688318729400635,5.102717876434326,0.7732121275699512,14.233441352844238,1.653035283088684,4.376333350817366,1.653035283088684,9.857108002026873,0.0,0.0,1,0.0,0.0,0.0,0.6119227409362793,0.1265113651752472,-0.7192548513412476,0.09871570765972137,0.16936089041196015,0.0,174.07936018674093,174.07936018674093,0.16936089041196015,0.2517743706703186,0.17661422491073608,0.4823119634517176,1.0,0.2556759401202536,-1.2302491553227812,0,0,1,731.3076756468269,0.00034949254847940016,0.2556751580291264,0.6119227409362793,-18.904460906982422,-0.9091671109199524,0.0,0.0,0.0,0,1.256536093046985,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-29.320126756208943,-4.996454472878796,-3.4008591017899956,-3.5381691411527214,0,1,-25.77709511728994,-1.933536071313791,-25.919267654418945,-1.4582853317260742,-25.895526950649813,-1.5140656468435034,0.4960607783249655,1.3492121556649932,1.0992121556649932,80434,-27.833980560302734,-0.28263363242149353,-28.295013427734375,-0.621792733669281,0.828540563583374,1,2.5600168564476475,1,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,7.172888153292986,7.172888153292986,1,7.172888153292986,174.38907188095573,0.4790725846267536,7.172638198106864,0.10596860706399276,-25.92414717071176,-1.5040196520919764,0.04599388805681479,1.2410244477387817,1,0.0,0,0,0.7118944900071994,1.0,10.178937911987305,3.9389750957489014,1,1,6,18,1,173.96927560663912,-37.296630859375,-0.22260963916778564,-37.36634063720703,-1.6860743761062622,1,-37.36634063720703,-1.6860743761062622,18.530942916870117,1.5009043216705322,0.5105271339416504,0.26522296667099,4.0,4.0,1,15.626405715942383,1.3354374170303345,8.5494438614251,5.865080833435059,5.113354682922363,0.7118944900071994,15.626405715942383,1.3354374170303345,11.380348045626661,1.3354374170303345,4.246057670315722,0.0,0.0,1,7.0,7.172868102384074,0.10596854239702225,0.5694729089736938,0.16143226623535156,-0.9393733143806458,0.12616078555583954,0.2460613534702646,0.0,174.15606064979923,174.15606064979923,0.233011231156489,0.09882114082574844,0.22493913769721985,0.4744213556019161,1.0,9.623720338119137,-0.5197529661543927,0,0,1,721.9396312488279,0.01315500608011984,2.4510821400122724,6.603415244319292,-28.295013427734375,-0.621792733669281,9.394948678822097,7.172888153292986,2.222060525529111,0,2.5187075745369754,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-32.171866822075074,-4.837355860378661,-3.2904295204393312,-3.672266372349181,0,1,-28.877349157684485,-1.3931186468647363,-28.881437301635742,-1.16508948802948,-28.88009313332334,-1.2111438065715703,0.2280658023467805,1.2956131604693562,1.0456131604693562,80434,-27.833980560302734,-0.28263363242149353,-32.27092742919922,-0.4166959226131439,0.9446616172790527,1,3.4826577010114126,2,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.976644557493125,2.976644557493125,1,2.976644557493125,174.34727015796543,-0.041801722990300653,10.122113293486379,0.29027248098169584,-28.876529724480804,-1.3743720049663497,0.20934004922365626,1.1440984889009553,1,0.0,0,0,0.6896181540525332,1.0,13.031463623046875,4.083316802978516,0,0,6,18,1,174.03465036874363,-37.296630859375,-0.22260963916778564,-41.6459846496582,-0.6182215213775635,1,-41.6459846496582,-0.6182215213775635,22.899723052978516,0.8931077122688293,0.5510295629501343,0.19990262389183044,4.0,4.0,0,19.899349212646484,0.723943293094635,9.771217422696427,5.939310073852539,5.119655609130859,0.6896181540525332,19.899349212646484,0.723943293094635,14.268563217130845,0.723943293094635,5.630785995515639,0.0,0.0,1,2.984274091160025,2.978999581473097,0.17735090851783752,0.5687952041625977,0.16811028122901917,-0.9758976697921753,0.13193939626216888,0.33464805323168373,0.0,174.24464734956064,174.24464734956064,0.10262280840476923,0.07947780191898346,0.2345481961965561,0.47213955742022384,1.0,13.598954997462776,-0.3018854557205691,0,0,1,717.9643965894843,0.018588895914431993,3.4497589282067125,2.407849353330527,-32.27092742919922,-0.4166959226131439,3.98120042813089,2.976644557493125,1.0045558706377653,0,3.471128959518336,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-35.01743958123959,-4.674853821484464,-3.1747004760149813,-3.8028744060677466,0,1,-31.861698820939903,-1.097236103002383,-31.84273910522461,-0.8719794154167175,-31.848245420434292,-0.9378615217113951,0.22605319312513777,1.2952106386250275,1.0452106386250275,80186,-32.565303802490234,-0.2526208460330963,-32.88077163696289,-0.4365087151527405,0.938795804977417,1,1.147808792640613,3,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.9757724856927044,2.9757724856927044,1,2.9757724856927044,174.34726770228437,-2.4556810541204664e-06,13.119236913080206,0.340012805109946,-31.86201597750404,-1.1058651633758654,0.23467880369408634,1.08353407902705,1,0.0,0,0,0.48020332622889433,1.0,15.878216743469238,4.223620414733887,0,0,6,18,1,174.1081493140306,-51.490604400634766,-0.13258513808250427,-47.734214782714844,0.37186166644096375,1,-47.734214782714844,0.37186166644096375,29.05863380432129,0.5545156598091125,0.5800948739051819,0.04262843728065491,4.0,4.0,0,25.756025314331055,0.36943912506103516,12.633902791086976,6.449502468109131,5.228586673736572,0.48020332622889433,25.756025314331055,0.36943912506103516,16.689796060209666,0.36943912506103516,9.066229254121389,0.0,0.0,1,2.98378072943704,2.9762633536835406,0.21166929602622986,0.6120083332061768,0.163002610206604,-0.9482142925262451,0.1298537403345108,0.2868660775106844,0.0,174.19686537383964,174.19686537383964,0.15040232844471446,0.13675828278064728,0.22861705720424652,0.12371519047145713,1.0,14.203255583941075,-0.21748577756300164,0,0,1,717.360096003006,0.019414935908326464,1.0783736889662556,2.3637641524865276,-32.88077163696289,-0.4365087151527405,0.6101659647105184,2.9757724856927044,0.0,0,1.1256759159435652,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-37.857903164306414,-4.508640038984245,-3.0537802395017297,-3.9297786832026897,0,1,-34.83037001858622,-0.8258926968158166,-34.80412292480469,-0.5788613557815552,-34.813606119161314,-0.668127062097399,0.24842180537376798,1.2996843610747537,1.0496843610747537,80186,-32.565303802490234,-0.2526208460330963,-36.21800231933594,-0.3601859211921692,0.891947865486145,1,1.4377609096532484,4,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,2.9758548895661856,2.9758548895661856,1,2.9758548895661856,174.34727021093266,2.508648307008251e-06,16.099336761829377,0.3933343381576683,-34.83095446614965,-0.8427253810545836,0.2652247263062623,1.0289940576266785,1,0.0,0,0,0.6975016044414417,1.0,18.72028350830078,4.359691143035889,1,1,6,18,1,174.13919992762666,-51.490604400634766,-0.13258513808250427,-48.11520004272461,0.28296172618865967,1,-48.11520004272461,0.28296172618865967,29.428037643432617,0.6833328008651733,0.5366960167884827,0.1412358283996582,4.0,4.0,1,25.97660255432129,0.487962931394577,9.88250618684619,6.978128433227539,5.343046188354492,0.6975016044414417,25.97660255432129,0.487962931394577,20.267466174043342,0.487962931394577,5.709136380277947,0.0,0.0,1,2.9842258856613557,2.9759690947264943,0.22183796763420105,0.7017620801925659,0.14539185166358948,-0.8133033514022827,0.11979042738676071,0.30099432380885577,0.0,174.21099362013783,174.21099362013783,0.1362765907948501,0.2940278947353363,0.20683452486991882,0.4687873844935723,1.0,17.529749645287154,0.06067075405055471,0,0,1,714.03360194166,0.02396203911426217,1.4290995241142284,2.2740928093736197,-36.21800231933594,-0.3601859211921692,3.338103323183694,2.9758548895661856,0.36224843361750825,0,1.4306900041493653,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-41.004842975164706,-4.304938624144119,-2.9277860903990813,-4.0527678229814,0,1,-38.10774691592392,-0.5552543917729511,-38.077056884765625,-0.2521708011627197,-38.089051975746216,-0.37091084171571376,0.3046334533659876,1.3109266906731976,1.0609266906731976,79938,-37.296630859375,-0.22260963916778564,-39.20527648925781,-0.22859275341033936,0.8782352209091187,1,1.125260682163514,5,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.2891979911131446,3.2891979911131446,1,3.2891979911131446,174.29985586865408,-0.047414342278598545,19.38977197054549,0.4307167817910622,-38.106785942612895,-0.5308128169228199,0.28022346409131804,1.007756772530798,1,0.0,0,0,0.711562599424161,1.0,21.871074676513672,4.490999698638916,0,0,6,18,1,174.16432771333547,-56.221927642822266,-0.10258004069328308,-52.67376708984375,0.10875584930181503,1,-52.67376708984375,0.10875584930181503,33.94239807128906,1.3401763439178467,0.5111305713653564,0.23573988676071167,4.0,4.0,0,30.41744041442871,1.141687273979187,11.072124311403952,7.44795036315918,5.445261001586914,0.711562599424161,30.41744041442871,1.141687273979187,23.59656911896193,1.141687273979187,6.820871295466779,0.0,0.0,1,3.29607400229454,3.2891951454565547,0.2128359079360962,0.7638199925422668,0.13690981268882751,-0.7323961853981018,0.11483673751354218,0.329949843578067,0.0,174.23994913990703,174.23994913990703,0.059906728747040325,0.3964962363243103,0.19661474227905273,0.44621326433827985,1.0,20.51412584641738,0.24674175721009647,0,0,1,711.0492257405297,0.028041489232500535,1.1243538758718898,2.5253779985708777,-39.20527648925781,-0.22859275341033936,2.99017118708767,3.2891979911131446,0.0,0,1.128465949994204,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-44.1401860619692,-4.097777656010714,-2.796844234576623,-4.17163401722106,0,1,-41.375586409812165,-0.24776360896105232,-41.34334182739258,0.07385636121034622,-41.35628079120827,-0.055630551038328924,0.32323229774956713,1.3146464595499134,1.0646464595499134,79690,-42.0279541015625,-0.19259993731975555,-41.865535736083984,-0.17214354872703552,0.9229671359062195,1,0.5224135119910042,6,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.282515961429067,3.282515961429067,1,3.282515961429067,174.29985092199666,-4.946657410540945e-06,22.671665638713527,0.47293902592654824,-41.37463753996729,-0.2246189163798989,0.30011150087614563,0.9982909753760596,1,0.0,0,0,0.6340645300186054,1.0,25.01070213317871,4.617638111114502,1,1,6,18,1,174.19079520329737,-51.490604400634766,-0.13258513808250427,-51.520782470703125,0.06443948298692703,1,-51.520782470703125,0.06443948298692703,32.79121780395508,1.2619218826293945,0.5491706132888794,0.09736958146095276,4.0,4.0,1,29.01238250732422,1.0385662317276,6.399005030725932,9.202625274658203,5.868005275726318,0.6340645300186054,29.01238250732422,1.0385662317276,26.665343096264692,1.0385662317276,2.347039411059526,0.0,0.0,1,3.2888408029633105,3.2825634664839574,0.2031032145023346,1.1143999099731445,0.07797452062368393,-0.3433524966239929,0.0788860023021698,0.01302509070593498,0.0,173.9230243870349,173.9230243870349,0.37682653496176177,0.9426969289779663,0.11763183027505875,0.4232477552104075,1.0,23.165360578172194,0.4728394577081736,0,0,1,708.3979910087749,0.03166555641137658,0.49314863132742914,2.1681160514559226,-41.865535736083984,-0.17214354872703552,2.660858089608224,3.282515961429067,0.0,0,0.5772368958786407,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-47.2794025398481,-3.8854232629079872,-2.6610897041547403,-4.286173423125272,0,1,-44.64806511198437,0.08550355400077336,-44.61831283569336,0.40075016021728516,-44.63028870915368,0.27293231734889944,0.31664747066023635,1.3133294941320472,1.0633294941320472,79442,-46.75927734375,-0.16259177029132843,-45.8381462097168,-0.003115746658295393,0.9014298915863037,1,1.2390005146523129,7,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.291245153591544,3.291245153591544,1,3.291245153591544,174.29985734525803,6.423261370735073e-06,25.96264932310806,0.4547772648528215,-44.64512168225548,0.1425825753896532,0.2595558053862864,0.993333524792624,1,0.0,0,0,0.7001777144110576,1.0,28.15472984313965,4.739523410797119,1,1,6,18,1,174.0970754296117,-51.490604400634766,-0.13258513808250427,-55.62487030029297,0.13692718744277954,1,-55.62487030029297,0.13692718744277954,36.87983322143555,1.6252481937408447,0.4805496633052826,0.10871824622154236,4.0,4.0,1,33.07828903198242,1.403307318687439,7.216743484839783,9.874062538146973,6.025983810424805,0.7001777144110576,33.07828903198242,1.403307318687439,30.138138037738468,1.403307318687439,2.940150994243953,0.0,0.0,1,3.2948084694125352,3.291308769906388,0.15182039141654968,1.3069546222686768,0.05685523897409439,-0.1633358746767044,0.06674696505069733,0.009086526154070596,0.0,173.91908582248303,173.91908582248303,0.3807715227749969,1.2252724170684814,0.09042304009199142,0.5133875979791023,1.0,27.13348377268765,0.7262219477065053,0,0,1,704.4298678142594,0.037089725331139425,1.1701028619588847,1.9842905313228671,-45.8381462097168,-0.003115746658295393,3.976204770014908,3.291245153591544,0.684959616423364,0,1.2849518010874332,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-50.45917713416896,-3.6691213481962457,-2.5206662393935693,-4.396186553770281,0,1,-47.9674430156718,0.3603324949951018,-47.93851089477539,0.7270652055740356,-47.95037629165804,0.5740517101538181,0.36787219061535,1.32357443812307,1.07357443812307,79442,-46.75927734375,-0.16259177029132843,-47.7027473449707,0.2007281482219696,0.8864188194274902,1,0.4479850188688924,8,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.3361949374037283,3.3361949374037283,1,3.3361949374037283,174.38689418808866,0.08703684283063444,29.298046784887003,0.4385715035142347,-47.95997646469512,0.5125509876616194,0.21558552914923176,0.9927276334549273,1,0.0,0,0,0.8089653225577251,1.0,31.339508056640625,4.861785888671875,0,0,6,18,1,174.03477906178057,-60.95325469970703,-0.07257647067308426,-59.34125518798828,-0.29447394609451294,1,-59.34125518798828,-0.29447394609451294,40.529476165771484,2.4484879970550537,0.3340347111225128,0.468085914850235,4.0,4.0,0,36.691856384277344,2.2271649837493896,7.659258124304225,10.861209869384766,6.254799842834473,0.8089653225577251,36.691856384277344,2.2271649837493896,33.77270142192074,2.2271649837493896,2.919154962356597,0.0,0.0,1,3.338298617045065,3.3363178504642788,0.1149819865822792,1.698678731918335,0.010760186240077019,0.18358102440834045,0.039933398365974426,-0.037724735611567146,0.0,173.8722745607174,173.8722745607174,0.5146196273712691,1.7904890775680542,0.02954799495637417,0.8520474076562744,1.0,29.00918789176578,0.7213449872343091,0,0,1,702.5541636951813,0.03965369209493268,0.29027239331755084,1.6375162054853933,-47.7027473449707,0.2007281482219696,1.8757104592847245,3.3361949374037283,0.0,0,0.5767279682471966,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-53.63432066555253,-3.448109977798337,-2.375726152613076,-4.501478665428037,0,1,-51.28683967922076,0.6357553341747394,-51.25859451293945,1.0533686876296997,-51.270659010808366,0.87122555265904,0.4185674406856754,1.333713488137135,1.083713488137135,79194,-51.490604400634766,-0.13258513808250427,-51.248008728027344,0.36531946063041687,0.9033984541893005,1,0.5064128841782503,9,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_C/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.3360799142111426,3.3360799142111426,1,3.3360799142111426,174.38689958652537,5.39843670493681e-06,32.63145089261653,0.4401209716119137,-51.27473280445958,0.8646528965896045,0.18940457819460838,0.9875174209705809,1,0.0,0,0,0.8060507895386593,1.0,34.520179748535156,4.978874683380127,1,1,6,18,1,173.9779024890765,-60.95325469970703,-0.07257647067308426,-59.25079345703125,-0.2896054685115814,1,-59.25079345703125,-0.2896054685115814,40.44004440307617,2.4340498447418213,0.3393338620662689,0.435945063829422,4.0,4.0,1,36.58557891845703,2.216540575027466,4.412257885540641,11.63299560546875,6.4458160400390625,0.8060507895386593,36.58557891845703,2.216540575027466,36.58557891845703,2.216540575027466,0.0,0.0,0.0,1,3.3370339035982117,3.336425457254347,0.06372159719467163,1.9432528018951416,-0.014895591884851456,0.3837421238422394,0.02506866306066513,-0.06488749080620872,0.0,173.84511180552275,173.84511180552275,0.5417877810026156,2.135119915008545,-0.004779286682605743,1.0373530338260821,1.0,32.55190308172423,0.9338012348493743,0,0,1,699.0114485052228,0.044496355662309854,0.08352155588914911,1.392827112316001,-51.248008728027344,0.36531946063041687,3.549079961667956,3.3360799142111426,0.21300004745681322,0,0.6881306544665163,nan
