frame_id,reference_x,reference_y,search_center_error_m,visual_error_m,final_error_m
0,-37.63298034667969,0.8348962068557739,8.0,8.519412051018847,8.519412051018847
1,-47.69226837158203,1.7922438383102417,8.000000000000004,2.38544453587961,2.38544453587961
2,-50.9120979309082,2.1374623775482178,8.000000000000002,2.652242532094329,2.652242532094329
3,-54.1414794921875,2.4837052822113037,8.0,4.778710555690941,4.778710555690941
4,-57.659645080566406,2.8609108924865723,7.999999999999999,4.7696967093471025,4.7696967093471025
5,-60.85377502441406,3.1642963886260986,8.000000000000002,11.199050042290112,11.199050042290112
6,-64.02477264404297,3.465484857559204,8.0,3.070334873045553,3.070334873045553
7,-67.50447845458984,3.795994520187378,8.0,14.096131439548879,14.096131439548879
8,-70.70535278320312,4.076558589935303,8.0,7.521104969086164,7.521104969086164
9,-73.90149688720703,4.35670804977417,8.0,4.752346964099028,4.752346964099028
10,-77.41057586669922,4.6642866134643555,7.999999999999997,13.393839436734583,13.393839436734583
11,-80.71418762207031,4.9646830558776855,8.0,14.436129516817395,14.436129516817395
12,-84.01985931396484,5.2652668952941895,8.0,9.4805780360298,9.4805780360298
13,-87.32689666748047,5.565974712371826,8.0,11.166489311722195,11.166489311722195
14,-90.52931213378906,5.903904438018799,8.000000000000002,16.6218501860552,16.6218501860552
15,-93.73101806640625,6.241759300231934,7.999999999999999,4.752000641236019,4.752000641236019
16,-97.24320983886719,6.612377643585205,8.0,10.74077889834243,10.74077889834243
17,-100.48795318603516,6.946656227111816,8.0,9.687902119630353,9.687902119630353
18,-103.73233032226562,7.28089714050293,7.999999999999997,6.386726201480534,6.386726201480534
19,-107.29228973388672,7.647648811340332,8.000000000000004,6.8362639344138145,6.8362639344138145
20,-110.61548614501953,7.9523024559021,8.000000000000002,7.395410861786998,7.395410861786998
21,-113.93445587158203,8.25656795501709,7.999999999999998,5.6130363606239255,5.6130363606239255
22,-117.24945068359375,8.560468673706055,7.999999999999998,6.35869851308036,6.35869851308036
23,-120.81004333496094,8.859625816345215,7.999999999999995,6.227792178567995,6.227792178567995
24,-124.06947326660156,9.133479118347168,8.000000000000004,6.156698060288171,6.156698060288171
25,-127.31895446777344,9.40649700164795,8.0,10.283387799630978,10.283387799630978
26,-130.83126831054688,9.741641998291016,7.999999999999995,1.4714641014271017,1.4714641014271017
27,-134.03652954101562,10.047489166259766,7.999999999999998,9.967383283646308,9.967383283646308
