frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_1_s_091_v3d.jpg,359.299803,637.594943,89.824951,159.398736,218.636726,0,190,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_1_s_091_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_1_s_082_v3d.jpg,338.928740,630.889588,84.732185,157.722397,43.569646,1000000000,193,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_1_s_082_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_1_s_086_v3d.jpg,340.133159,622.894479,85.033290,155.723620,20.765318,2000000000,192,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_1_s_086_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_1_s_065_v3d.jpg,347.256171,624.059541,86.814043,156.014885,236.158317,3000000000,137,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_1_s_065_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_1_s_055_v3d.jpg,391.495380,633.630119,97.873845,158.407530,98.626642,4000000000,1620,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_1_s_055_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_1_s_086_v3d.jpg,385.532341,619.100792,96.383085,154.775198,312.266312,5000000000,1692,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_1_s_086_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_1_s_013_v3d.jpg,395.964123,616.691760,98.991031,154.172940,339.110168,6000000000,1649,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_1_s_013_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_1_s_079_v3d.jpg,424.127487,619.763200,106.031872,154.940800,40.388334,7000000000,1670,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_1_s_079_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_1_s_002_v3d.jpg,483.567470,635.916009,120.891868,158.979002,258.948192,8000000000,1687,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_1_s_002_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_2_s_076_v3d.jpg,464.121094,648.635704,116.030273,162.158926,144.154926,9000000000,1716,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_2_s_076_v3d.jpg
