pair_current_index,pair_next_index,current_frame_id,next_frame_id,current_image_path,next_image_path,is_initial_frame,reference_current_x,reference_current_y,search_center_x,search_center_y,search_center_error_m,final_ms_x,final_ms_y,final_error_m,variance_x,variance_y,ms_candidate_count,reference_next_x,reference_next_y,provisional_next_x,provisional_next_y,provisional_next_error_m,gru_next_xy_x,gru_next_xy_y,kalman_next_xy_x,kalman_next_xy_y,ms_correction_gain_m,ms_improved_search_center
0,1,0,1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,True,-37.63298034667969,0.8348962068557739,-37.632978691184114,0.8348961808190729,1.6557003061335768e-06,-29.69103240966797,0.6151264905929565,7.944988090764576,9.731626510620117,48.01460266113281,36,-47.69226837158203,1.7922438383102417,-34.346290588378906,0.6914679408073425,13.39129682167768,-33.719139099121094,0.5564356446266174,-34.346290588378906,0.6914679408073425,,
1,2,1,2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,False,-47.69226837158203,1.7922438383102417,-34.346290588378906,0.6914679408073425,13.39129682167768,-27.68947982788086,1.5698906183242798,20.004024357075277,17.700273513793945,54.681270599365234,36,-50.9120979309082,2.1374623775482178,-34.42946243286133,2.125333070755005,16.482639960927322,-35.3411865234375,3.3059816360473633,-34.42946243286133,2.125333070755005,-6.612727535397598,False
2,3,2,3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,False,-50.9120979309082,2.1374623775482178,-34.42946243286133,2.125333070755005,16.482639960927322,-26.830045700073242,1.2672621011734009,24.097769360869606,14.480888366699219,55.95198059082031,36,-54.1414794921875,2.4837052822113037,-34.754669189453125,3.155795097351074,19.398456599271558,-35.13210678100586,3.476736545562744,-34.754669189453125,3.155795097351074,-7.615129399942283,False
3,4,3,4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,False,-54.1414794921875,2.4837052822113037,-34.754669189453125,3.155795097351074,19.398456599271558,-26.729156494140625,4.291356086730957,27.471859303300352,14.972922325134277,53.18013000488281,36,-57.659645080566406,2.8609108924865723,-32.93203353881836,4.188241004943848,24.763210167242594,-31.96656036376953,4.408209800720215,-32.93203353881836,4.188241004943848,-8.073402704028794,False
4,5,4,5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,False,-57.659645080566406,2.8609108924865723,-32.93203353881836,4.188241004943848,24.763210167242594,-26.504093170166016,4.414743900299072,31.194275305860547,13.821991920471191,53.010093688964844,36,-60.85377502441406,3.1642963886260986,-32.69325637817383,4.331429958343506,28.184694626601956,-33.05768585205078,3.632561445236206,-32.69325637817383,4.331429958343506,-6.431065138617953,False
5,6,5,6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,False,-60.85377502441406,3.1642963886260986,-32.69325637817383,4.331429958343506,28.184694626601956,-26.424264907836914,4.260858535766602,34.44696815991256,14.16673469543457,53.84043502807617,36,-64.02477264404297,3.465484857559204,-33.073883056640625,5.651655197143555,31.028001982165225,-33.8407096862793,6.412300109863281,-33.073883056640625,5.651655197143555,-6.262273533310601,False
6,7,6,7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,False,-64.02477264404297,3.465484857559204,-33.073883056640625,5.651655197143555,31.028001982165225,-26.83865737915039,4.523721694946289,37.20116978937463,15.148385047912598,51.289710998535156,36,-67.50447845458984,3.795994520187378,-33.68368148803711,6.601379871368408,33.9369488083623,-34.46263885498047,6.747723579406738,-33.68368148803711,6.601379871368408,-6.173167807209406,False
7,8,7,8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,False,-67.50447845458984,3.795994520187378,-33.68368148803711,6.601379871368408,33.9369488083623,-27.149309158325195,4.456653594970703,40.36057679646408,17.384807586669922,52.22904586791992,36,-70.70535278320312,4.076558589935303,-33.91814422607422,6.669515609741211,36.87847799912923,-34.13898468017578,5.643899917602539,-33.91814422607422,6.669515609741211,-6.423627988101778,False
8,9,8,9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,False,-70.70535278320312,4.076558589935303,-33.91814422607422,6.669515609741211,36.87847799912923,-26.61819076538086,3.8116257190704346,44.08795804085028,17.997106552124023,54.83509826660156,36,-73.90149688720703,4.35670804977417,-33.83786392211914,6.540460109710693,40.123103810903686,-33.6771240234375,5.424770355224609,-33.83786392211914,6.540460109710693,-7.209480041721051,False
9,10,9,10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,False,-73.90149688720703,4.35670804977417,-33.83786392211914,6.540460109710693,40.123103810903686,-27.337261199951172,3.7651596069335938,46.56799302845828,22.37374496459961,55.2620964050293,36,-77.41057586669922,4.6642866134643555,-32.46982955932617,5.886048793792725,44.95735069473005,-30.83545684814453,4.298502445220947,-32.46982955932617,5.886048793792725,-6.444889217554596,False
