route,frame_id,min_4x6_candidate_center_distance_m,capture_threshold_m,captured
route_B,0,4.8895886794834515,7.5,True
route_B,1,4.570990762960673,7.5,True
route_B,2,5.823619586824971,7.5,True
route_B,3,2.761958833052465,7.5,True
route_B,4,3.6915243137145857,7.5,True
route_B,5,5.108189325569304,7.5,True
route_B,6,1.9596341823249235,7.5,True
route_B,7,3.1187187846860898,7.5,True
route_B,8,4.630110263952499,7.5,True
route_B,9,1.4435759411424594,7.5,True
route_B,10,2.693525228960938,7.5,True
route_B,11,4.146470022995864,7.5,True
route_B,12,1.286008945036239,7.5,True
route_B,13,2.5542333252617326,7.5,True
route_B,14,4.0602644980712155,7.5,True
route_B,15,2.0118815373493995,7.5,True
route_B,16,2.874248739631819,7.5,True
route_B,17,3.870619570587443,7.5,True
route_B,18,1.8382220267638305,7.5,True
route_B,19,1.8792499748365405,7.5,True
route_B,20,2.819530607793249,7.5,True
route_B,21,1.2077771790414473,7.5,True
route_B,22,0.9082216683384607,7.5,True
route_B,23,1.8462800173258014,7.5,True
route_B,24,1.4562524382035402,7.5,True
route_B,25,0.14105809000382463,7.5,True
route_B,26,1.3247198412252639,7.5,True
route_B,27,2.095298069984691,7.5,True
route_B,28,1.1086408313937672,7.5,True
route_B,29,1.7233794820590274,7.5,True
route_B,30,2.625976782496844,7.5,True
route_B,31,2.098244597938851,7.5,True
route_B,32,2.2885466018100424,7.5,True
route_B,33,3.047126987241897,7.5,True
route_B,34,2.3609625288219576,7.5,True
route_B,35,2.1718598425449542,7.5,True
route_B,36,2.089615335454714,7.5,True
route_B,37,0.942154199883946,7.5,True
route_B,38,1.0597431753275597,7.5,True
route_B,39,2.262510199732603,7.5,True
route_B,40,0.7299162658871532,7.5,True
route_B,41,0.9145898427031759,7.5,True
route_B,42,2.1621036047561506,7.5,True
route_B,43,1.6895885003240807,7.5,True
route_B,44,1.2567336309725408,7.5,True
route_B,45,2.1738231971095052,7.5,True
route_B,46,2.460591162203645,7.5,True
route_B,47,2.1664155986133853,7.5,True
route_B,48,2.563449300021704,7.5,True
route_B,49,3.0634583524134995,7.5,True
route_B,50,1.9685834154198454,7.5,True
route_B,51,1.527575880497601,7.5,True
route_B,52,2.385949355152921,7.5,True
route_B,53,1.613083045441665,7.5,True
route_B,54,0.5901005657040482,7.5,True
route_B,55,1.4993691433740097,7.5,True
route_B,56,1.7772303412021475,7.5,True
route_B,57,0.7253069109153877,7.5,True
route_B,58,1.4267027819589433,7.5,True
route_B,59,1.7751269339712257,7.5,True
route_B,60,1.6377703268160688,7.5,True
route_B,61,2.6321503936237796,7.5,True
route_B,62,2.6666446653841707,7.5,True
route_B,63,2.3528358371002835,7.5,True
route_B,64,2.588370866848249,7.5,True
route_B,65,2.7666807468889645,7.5,True
route_B,66,1.6881859777444885,7.5,True
route_B,67,1.6748247040005653,7.5,True
route_B,68,2.439097857714389,7.5,True
route_B,69,1.4107791374724423,7.5,True
route_B,70,0.6400901460944826,7.5,True
route_B,71,1.791724726974427,7.5,True
route_B,72,1.4592133186127056,7.5,True
route_B,73,0.5267703900053364,7.5,True
route_B,74,1.5461624122245277,7.5,True
route_B,75,2.418916072543698,7.5,True
route_B,76,1.717614855414141,7.5,True
route_B,77,2.007418084307253,7.5,True
route_B,78,2.8481340601228156,7.5,True
route_B,79,2.7226411533850143,7.5,True
route_B,80,2.058753714942602,7.5,True
route_B,81,1.7004031763825,7.5,True
route_B,82,1.3374495292846953,7.5,True
route_B,83,1.4395147125466625,7.5,True
route_B,84,2.203670675808105,7.5,True
route_B,85,0.867354428546126,7.5,True
route_B,86,0.5433092674246528,7.5,True
route_B,87,2.024529494960781,7.5,True
route_B,88,1.2447203995443992,7.5,True
route_B,89,0.7298682597705736,7.5,True
route_B,90,1.8410855206444101,7.5,True
route_B,91,2.1927881852578466,7.5,True
route_B,92,1.6842156027795918,7.5,True
route_B,93,2.2131404135839445,7.5,True
route_B,94,3.253892763899742,7.5,True
route_B,95,2.4108495187284724,7.5,True
route_B,96,1.8991310160760277,7.5,True
route_B,97,2.459588158830082,7.5,True
route_B,98,1.8609595265526075,7.5,True
route_B,99,1.0321435841755364,7.5,True
route_B,100,1.6071095180985864,7.5,True
route_B,101,1.8353366630756898,7.5,True
route_B,102,0.30628861211447234,7.5,True
route_B,103,1.0286389797385198,7.5,True
route_B,104,2.2027714265377316,7.5,True
route_B,105,1.1477157817520645,7.5,True
route_B,106,1.0456732620231886,7.5,True
route_B,107,1.3318841198327405,7.5,True
route_B,108,1.7412615466576367,7.5,True
route_B,109,2.640101599948801,7.5,True
route_B,110,2.9393636546620057,7.5,True
route_B,111,2.1176828095530364,7.5,True
route_B,112,1.9305563468391176,7.5,True
route_B,113,2.5375505723308502,7.5,True
route_B,114,1.5625718713953511,7.5,True
route_B,115,0.8417286597208514,7.5,True
route_B,116,1.7522986776510212,7.5,True
route_B,117,1.568425166623381,7.5,True
route_B,118,0.21701630270894662,7.5,True
route_B,119,1.4487600224205395,7.5,True
route_B,120,2.816697527943614,7.5,True
route_B,121,1.1749020224938589,7.5,True
route_B,122,1.3519521787445234,7.5,True
route_B,123,2.654409883952963,7.5,True
route_B,124,3.943797484300335,7.5,True
route_B,125,2.0183832106408617,7.5,True
route_B,126,2.8641514273811626,7.5,True
route_B,127,2.365512225941804,7.5,True
route_B,128,1.99588491072411,7.5,True
route_B,129,3.0302255188118075,7.5,True
route_B,130,4.359327490803063,7.5,True
route_B,131,0.8725493678657438,7.5,True
route_B,132,2.2145471211308885,7.5,True
route_B,133,3.3633644123856006,7.5,True
route_B,134,4.8563872799077314,7.5,True
route_B,135,1.4315807003956385,7.5,True
route_B,136,2.9177228808220472,7.5,True
route_B,137,4.426046893700085,7.5,True
route_B,138,6.017950694280993,7.5,True
route_B,139,2.889274150235102,7.5,True
route_B,140,4.391598233947849,7.5,True
route_B,141,5.794426171274604,7.5,True
route_B,142,3.287031680430578,7.5,True
route_B,143,4.225053501079898,7.5,True
route_B,144,5.27493567877687,7.5,True
route_B,145,6.462813614521113,7.5,True
route_B,146,3.340390636596658,7.5,True
route_B,147,2.9294550702531947,7.5,True
route_B,148,2.6326799120399342,7.5,True
route_B,149,4.158940851782659,7.5,True
route_B,150,5.395912046074981,7.5,True
route_B,151,6.9195990357921895,7.5,True
route_B,152,4.157464894024155,7.5,True
route_B,153,5.403811039533661,7.5,True
route_B,154,6.493992263122687,7.5,True
route_B,155,3.3970111620311165,7.5,True
route_B,156,4.462242386221189,7.5,True
route_B,157,5.955576611898486,7.5,True
route_B,158,7.276532075863333,7.5,True
route_B,159,4.181572109574566,7.5,True
route_B,160,5.565778050820717,7.5,True
route_B,161,7.103222033048656,7.5,True
route_B,162,4.025826854316393,7.5,True
route_B,163,5.288419166334145,7.5,True
route_B,164,6.950699136595403,7.5,True
route_B,165,3.885395983384265,7.5,True
route_B,166,4.822343301961641,7.5,True
route_B,167,4.390901241450854,7.5,True
route_B,168,4.029977190818429,7.5,True
route_B,169,5.463082252774637,7.5,True
route_B,170,2.2163984155051644,7.5,True
route_B,171,3.7105205538574193,7.5,True
route_B,172,5.103766497705929,7.5,True
route_B,173,6.774360451303848,7.5,True
route_B,174,3.7326901320352164,7.5,True
route_B,175,5.2438008365371145,7.5,True
route_B,176,6.23215519844765,7.5,True
route_B,177,3.1353552793849047,7.5,True
route_B,178,4.174222872572655,7.5,True
route_B,179,5.414949898319689,7.5,True
route_B,180,2.234444973340806,7.5,True
route_B,181,3.518138614623687,7.5,True
route_B,182,4.8664485684475265,7.5,True
route_B,183,1.9290523691024635,7.5,True
route_B,184,3.5110913720314505,7.5,True
route_B,185,4.835910270642959,7.5,True
route_B,186,2.531595958164337,7.5,True
route_B,187,2.101383696908379,7.5,True
route_B,188,1.5596538876802284,7.5,True
route_B,189,2.54535128571621,7.5,True
route_B,190,3.6054412912203597,7.5,True
route_B,191,0.3536320424743232,7.5,True
route_B,192,1.7835609884880854,7.5,True
route_B,193,3.241639418276088,7.5,True
route_B,194,1.1519112144702541,7.5,True
route_B,195,1.951227781449492,7.5,True
route_B,196,3.207130892758643,7.5,True
route_B,197,2.409931256924721,7.5,True
route_B,198,2.197013088524767,7.5,True
route_B,199,2.832485286996589,7.5,True
route_B,200,1.5257442009485118,7.5,True
route_B,201,0.865450242134879,7.5,True
route_B,202,2.067535719880254,7.5,True
route_B,203,1.3607034757692977,7.5,True
route_B,204,1.5613665521710909,7.5,True
route_B,205,1.939441651784815,7.5,True
route_B,206,1.6210233955925517,7.5,True
route_B,207,2.7148368778080423,7.5,True
route_B,208,2.16890724646084,7.5,True
route_B,209,2.5090407484158606,7.5,True
route_B,210,3.247890290495842,7.5,True
route_B,211,2.401838303515675,7.5,True
route_B,212,2.398582979856032,7.5,True
route_B,213,2.396380017784412,7.5,True
route_B,214,2.3956235826818504,7.5,True
route_B,215,2.656266173346852,7.5,True
route_B,216,2.9793849418492657,7.5,True
route_B,217,2.689430795982751,7.5,True
route_B,218,2.3530444780361863,7.5,True
route_B,219,2.195166961830107,7.5,True
route_B,220,2.217269312933295,7.5,True
route_B,221,2.482363501672463,7.5,True
route_B,222,2.731143588646851,7.5,True
route_B,223,2.82407543452288,7.5,True
route_B,224,1.7167393073362909,7.5,True
route_B,225,2.603540866388477,7.5,True
route_B,226,1.412993173694563,7.5,True
route_B,227,2.166117319182288,7.5,True
route_B,228,1.1438365414483451,7.5,True
route_B,229,2.1905887941056315,7.5,True
route_B,230,0.46042769723052246,7.5,True
route_B,231,1.4871886373416447,7.5,True
route_B,232,1.4300819793455204,7.5,True
route_B,233,0.41951158775014424,7.5,True
route_B,234,1.8217080514745019,7.5,True
route_B,235,1.6709983982986585,7.5,True
route_B,236,1.2904023044251347,7.5,True
route_B,237,2.3284502978258086,7.5,True
route_B,238,2.319743566446722,7.5,True
route_B,239,2.1650876132175814,7.5,True
route_B,240,2.900084578063661,7.5,True
route_B,241,2.4848512309400252,7.5,True
route_B,242,1.6494449977467134,7.5,True
route_B,243,2.142494829627885,7.5,True
route_B,244,1.8173006881854086,7.5,True
route_B,245,0.7466219458165424,7.5,True
route_B,246,1.4684316422557007,7.5,True
route_B,247,1.7730157708092629,7.5,True
route_B,248,0.5562086283299993,7.5,True
route_B,249,1.1456629795703006,7.5,True
route_B,250,2.364662517551767,7.5,True
route_B,251,1.364671727036995,7.5,True
route_B,252,1.631533905197304,7.5,True
route_B,253,2.023366768027041,7.5,True
route_B,254,2.3202050686976605,7.5,True
route_B,255,2.7029168451269645,7.5,True
route_B,256,2.1551074565194837,7.5,True
route_B,257,1.2989159331791305,7.5,True
route_B,258,1.6641335957987822,7.5,True
route_B,259,1.887355313238847,7.5,True
route_B,260,0.5504001692005097,7.5,True
route_B,261,1.0594721681126782,7.5,True
route_B,262,2.282746769143691,7.5,True
route_B,263,1.1551877040765164,7.5,True
route_B,264,1.0389909634124384,7.5,True
route_B,265,2.1438291944844288,7.5,True
route_B,266,2.1434501198233202,7.5,True
route_B,267,1.9583299998981447,7.5,True
route_B,268,2.7666848765530596,7.5,True
route_B,269,2.8027277763939034,7.5,True
route_B,270,1.8680865126813186,7.5,True
route_B,271,1.9161833965124084,7.5,True
route_B,272,2.5681742151970086,7.5,True
route_B,273,1.1817091658759062,7.5,True
route_B,274,0.9780786608187693,7.5,True
route_B,275,1.9876355813795012,7.5,True
route_B,276,1.700651782048642,7.5,True
route_B,277,1.5597322102704372,7.5,True
route_B,278,2.1327734964134257,7.5,True
route_B,279,1.3737683118783452,7.5,True
route_B,280,1.8507816000481672,7.5,True
route_B,281,2.9119500116751356,7.5,True
route_B,282,2.5150784164703053,7.5,True
route_B,283,2.1934951654497623,7.5,True
route_B,284,2.551743370000091,7.5,True
route_B,285,2.1764169902326405,7.5,True
route_B,286,1.1662729580025335,7.5,True
route_B,287,1.4691668031737037,7.5,True
route_B,288,2.0863431477466494,7.5,True
route_B,289,0.5575796701612076,7.5,True
route_B,290,0.8957039575075195,7.5,True
route_B,291,2.317753399877562,7.5,True
