frame_id,image_path,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,base_ms_candidate_count,variance_x,variance_y,final_x,final_y,error_final_m,gru_xy_x,gru_xy_y,kalman_xy_x,kalman_xy_y
0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,0.0,-29.69103240966797,0.6151264905929565,7.944988090764576,36,9.731626510620117,48.01460266113281,-31.717111587524414,1.8039541244506836,5.994712372016087,-30.588268280029297,2.7162861824035645,-31.717111587524414,1.8039541244506836
1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-47.69226837158203,1.7922438383102417,0.0,-39.5966911315918,-1.8984417915344238,8.897164226144746,36,58.37224197387695,46.15498733520508,-32.64026641845703,-0.06420183181762695,15.16605266122386,-39.42475128173828,-1.6166224479675293,-32.64026641845703,-0.06420183181762695
2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-50.9120979309082,2.1374623775482178,0.0,-51.9869384765625,0.570592999458313,1.900095220397723,36,50.502342224121094,53.458984375,-42.296512603759766,0.2068854719400406,8.82923766345901,-50.97884750366211,0.907642126083374,-42.296512603759766,0.2068854719400406
3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-54.1414794921875,2.4837052822113037,0.0,-54.185997009277344,4.601127624511719,2.117890267459771,36,55.356597900390625,50.59947204589844,-49.58828353881836,1.9279576539993286,4.586986899484274,-52.95405960083008,3.596200942993164,-49.58828353881836,1.9279576539993286
4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-57.659645080566406,2.8609108924865723,0.0,-53.45266342163086,4.556041240692139,4.535654481552537,36,55.03248596191406,49.71410369873047,-53.159912109375,4.099493026733398,4.6670850126500225,-51.830291748046875,5.859805107116699,-53.159912109375,4.099493026733398
5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-60.85377502441406,3.1642963886260986,0.0,-73.4153060913086,9.627350807189941,14.126681675534211,36,93.09471130371094,43.707462310791016,-61.70072555541992,6.966350078582764,3.8952454946106028,-69.5682144165039,8.921372413635254,-61.70072555541992,6.966350078582764
6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-64.02477264404297,3.465484857559204,0.0,-76.6735610961914,7.9935503005981445,13.434851170133859,36,43.374549865722656,44.03820037841797,-71.06476593017578,7.650692462921143,8.190083526361285,-74.21363067626953,6.863193511962891,-71.06476593017578,7.650692462921143
7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-67.50447845458984,3.795994520187378,0.0,-75.13109588623047,6.675940990447998,8.15226257674342,36,66.4804916381836,45.52207946777344,-76.15923309326172,7.83745002746582,9.551865811082335,-73.93970489501953,6.556337833404541,-76.15923309326172,7.83745002746582
8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-70.70535278320312,4.076558589935303,0.0,-77.14640045166016,6.686550617218018,6.949759236823611,36,47.93300247192383,44.445518493652344,-79.44062805175781,7.7134108543396,9.462120714222886,-76.19664001464844,6.369222640991211,-79.44062805175781,7.7134108543396
9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-73.90149688720703,4.35670804977417,0.0,-77.87831115722656,5.52518892288208,4.144924521514234,36,35.64717483520508,44.25139617919922,-80.81153106689453,6.9254374504089355,7.372037920286014,-76.98596954345703,5.062213897705078,-80.81153106689453,6.9254374504089355
10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-77.41057586669922,4.6642866134643555,0.0,-77.76382446289062,5.47208309173584,0.8816573716694098,36,34.74404525756836,44.75529479980469,-81.62165069580078,6.930714130401611,4.782242664882569,-77.6871337890625,6.553750038146973,-81.62165069580078,6.930714130401611
11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-80.71418762207031,4.9646830558776855,0.0,-81.38468933105469,4.772594451904297,0.6974744249988044,36,57.8446044921875,43.85826873779297,-83.63081359863281,6.777889728546143,3.4343013154015147,-80.73641204833984,6.302544593811035,-83.63081359863281,6.777889728546143
12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-84.01985931396484,5.2652668952941895,0.0,-83.02679443359375,5.197080612182617,0.9954030469267342,36,55.58938217163086,42.17527389526367,-84.99508666992188,6.6417436599731445,1.6869370704054096,-82.25252532958984,6.321394920349121,-84.99508666992188,6.6417436599731445
13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-87.32689666748047,5.565974712371826,0.0,-88.45319366455078,5.225813865661621,1.1765433809444543,36,39.86768341064453,39.21906280517578,-88.12578582763672,6.665640830993652,1.3592238456780954,-88.63003540039062,6.628415584564209,-88.12578582763672,6.665640830993652
14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-90.52931213378906,5.903904438018799,0.0,-87.89710235595703,3.8179931640625,3.358504750232243,36,45.83654022216797,41.5604248046875,-89.15071105957031,5.816929340362549,1.3813419523960768,-86.81414794921875,4.662866592407227,-89.15071105957031,5.816929340362549
