frame_id,image_path,reference_x,reference_y,softms_x,softms_y,G_measurement_s,G_measurement_e,G_measurement_x,G_measurement_y,G_error_m,measurement_var_s,measurement_var_e,K_raw_s,K_raw_e,K_raw_x,K_raw_y,K_raw_error_m,K_original_s,K_original_e,K_original_x,K_original_y,K_original_error_m,K_raw_gain_vs_G_m,K_original_gain_vs_G_m,previous_kalman_output_s,previous_kalman_output_e,teacher_feedback_ms_s,teacher_feedback_ms_e,teacher_feedback_ms_x,teacher_feedback_ms_y,teacher_feedback_support,predicted_progress_s,predicted_cross_e,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,search_heading_deg
0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-51.35143280029297,-1.1749309301376343,12.321296691894531,2.861884593963623,-50.187922404108264,-0.7072205346612344,12.64929619029675,8.172776222229004,7.590606212615967,0.0,0.0,-37.632978691184114,0.8348961808190729,1.6557003061335768e-06,0.0,0.0,-37.632978691184114,0.8348961808190729,1.6557003061335768e-06,12.649294534596445,12.649294534596445,0.0,0.0,0.0,0.0,-37.632978691184114,0.8348961808190729,0.0,0.0,0.0,-41.41473208662878,-2.1012529727827833,-3.781751739949091,-2.9361491796385573,173.92622821886636
1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-60.782676696777344,-1.2454121112823486,20.942523956298828,3.81638765335083,-58.8617491769768,-0.7441630461690103,11.453849193424713,8.051098823547363,7.487944602966309,10.104117586693746,2.1341544607089635,-47.906189155791274,-0.21817277123663947,2.0217658236943947,10.104117586693746,2.1341544607089635,-47.906189155791274,-0.21817277123663947,2.0217658236943947,9.432083369730318,9.432083369730318,0.0,0.0,8.289205434496731,2.0712622406696926,-46.094810485839844,-0.3476674258708954,0.6360441446304321,10.104117586693746,2.057838148697282,-51.3870498450466,-1.2895301306937865,-3.6947814734645634,-3.0817739690040282,173.9667184573852
2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-65.50184631347656,-0.9424428343772888,25.991979598999023,4.017419338226318,-63.90413055935946,-0.40978897342796516,13.239388251116138,8.111605644226074,7.539759159088135,13.342399770459824,4.295292303038467,-51.35496077362254,-2.0245400105561973,4.185497745315828,13.342399770459824,4.295292303038467,-51.35496077362254,-2.0245400105561973,4.185497745315828,9.05389050580031,9.05389050580031,10.104117586693746,2.1341544607089635,18.30181421609503,4.328801357680198,-56.29008102416992,-1.5331108570098877,0.613510012626648,13.342399770459824,4.302627492257591,-54.51428199964562,-1.0873869059428523,-3.6021840687374134,-3.22484928349107,173.99933533541056
3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-65.54710388183594,-0.7757605314254761,25.367237091064453,3.7866568565368652,-63.25847833277992,-0.2464251876958512,9.516999539880153,7.839015960693359,7.311535835266113,16.590288722828088,4.349456115333142,-54.590348662935064,-1.7347442701321398,4.242263565375707,16.590288722828088,4.349456115333142,-54.590348662935064,-1.7347442701321398,4.242263565375707,5.274735974504447,5.274735974504447,13.342399770459824,4.295292303038467,22.817048617767206,4.438249595949611,-60.79154968261719,-1.164192795753479,0.5986789464950562,16.590288722828088,4.408298569286427,-57.64550818893699,-0.8814474091462432,-3.504028696749486,-3.365152691357547,174.0296363357452
4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-71.63561248779297,-0.19585421681404114,31.548337936401367,3.8259117603302,-69.40903498915398,0.36855564487487413,12.010828360455289,8.386775970458984,7.765155792236328,20.12861673793889,4.488998246402083,-58.12357901533026,-1.499116543040099,4.384640684750662,20.12861673793889,4.488998246402083,-58.12357901533026,-1.499116543040099,4.384640684750662,7.626187675704627,7.626187675704627,16.590288722828088,4.349456115333142,27.576243752112237,4.583071240815676,-65.53935241699219,-0.8046363592147827,0.5798256397247314,20.12861673793889,4.549878174099482,-61.06003871509445,-0.6415523486375916,-3.400393634528043,-3.502463241124164,174.04640200889855
5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-76.16409301757812,-0.23979108035564423,36.1490478515625,4.344076156616211,-74.03874514324382,0.34009595131176606,13.48404780266519,8.570192337036133,7.917727947235107,23.336917263843283,4.606519384980051,-61.32630447637788,-1.2765112787528619,4.465876937581799,23.336917263843283,4.606519384980051,-61.32630447637788,-1.2765112787528619,4.465876937581799,9.018170865083391,9.018170865083391,20.12861673793889,4.488998246402083,27.538171938943204,4.695349224415945,-65.51337432861328,-0.9203124046325684,0.5790014266967773,23.336917263843283,4.66054064830892,-64.14514128436127,-0.472265461726169,-3.2913662599472175,-3.6365618503522676,174.05952573714106
6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-76.21348571777344,-0.17669984698295593,35.75542449951172,4.236311912536621,-73.6359289877192,0.40560641177502355,10.086485134354902,8.371865272521973,7.751619338989258,26.52198285419817,4.633057826976871,-64.49629865402115,-0.9658925132634195,4.456393405067013,26.52198285419817,4.633057826976871,-64.49629865402115,-0.9658925132634195,4.456393405067013,5.630091729287889,5.630091729287889,23.336917263843283,4.606519384980051,33.6592099586943,4.716909449770611,-71.60233306884766,-0.2940914034843445,0.5835522413253784,26.52198285419817,4.682019215300244,-67.2018156732335,-0.30174683902330957,-3.1770430291905294,-3.7672316965825137,174.0733431964918
7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-80.23954010009766,-0.25934016704559326,39.51807403564453,4.689316749572754,-77.42538876765299,0.35326627036583247,10.501277981367886,8.7830228805542,8.092081069946289,30.017126139965036,5.013725959740397,-68.01209996821461,-0.9746065512650466,4.7975320930701155,30.017126139965036,5.013725959740397,-68.01209996821461,-0.9746065512650466,4.7975320930701155,5.703745888297771,5.703745888297771,26.52198285419817,4.633057826976871,38.267095600422216,5.073512524373445,-76.22208404541016,-0.1611374467611313,0.5929725170135498,30.017126139965036,5.038120262331876,-70.56200789127028,-0.09826408944263809,-3.0575294366804333,-3.894258609630016,174.08155740610323
8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-84.97396850585938,-0.23543038964271545,45.0506477355957,5.278742790222168,-82.98927178958378,0.3525444273042222,12.836002011483046,8.593242645263672,7.938436985015869,33.22971848128238,4.89507958650561,-71.19410453179258,-0.5167053929987198,4.619193900310764,33.22971848128238,4.89507958650561,-71.19410453179258,-0.5167053929987198,4.619193900310764,8.216808111172282,8.216808111172282,30.017126139965036,5.013725959740397,38.48775069252133,4.849383496569919,-76.41778564453125,0.08508069813251495,0.5967528223991394,33.22971848128238,4.811351035612153,-73.63829274052361,0.05912712551819155,-2.9329399573204826,-4.017431464417111,174.0858388941762
9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-84.95272827148438,-0.25994133949279785,44.089874267578125,5.184595584869385,-82.02393002782212,0.3445047680362663,9.059342983779269,8.374722480773926,7.752553939819336,36.43756328176886,5.4077716139489205,-74.43818941612908,-0.6871009393944796,5.072282325523611,36.43756328176886,5.4077716139489205,-74.43818941612908,-0.6871009393944796,5.072282325523611,3.9870606582556576,3.9870606582556576,33.22971848128238,4.89507958650561,42.36886261728668,5.475656744205863,-80.34337615966797,-0.12702083587646484,0.5873003005981445,36.43756328176886,5.442561440282971,-76.7048948581411,0.22016547625838356,-2.80339797093407,-4.136542573515786,174.0855973696158
