frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_1_s_025_v3d.jpg,308.651042,629.125017,77.162760,157.281254,276.753686,0,147,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_1_s_025_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_2_s_019_v3d.jpg,327.009493,643.416767,81.752373,160.854192,236.257183,1000000000,245,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_2_s_019_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_009_v3d.jpg,332.992753,642.791822,83.248188,160.697956,47.988731,2000000000,1628,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_009_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_049_v3d.jpg,344.693667,634.886111,86.173417,158.721528,67.286669,3000000000,1640,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_049_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_1_s_052_v3d.jpg,365.896195,637.160183,91.474049,159.290046,128.432778,4000000000,185,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_1_s_052_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_1_s_023_v3d.jpg,389.663415,627.707851,97.415854,156.926963,185.120662,5000000000,188,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_1_s_023_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_086_v3d.jpg,405.591199,639.130544,101.397800,159.782636,191.069743,6000000000,1792,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_086_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_076_v3d.jpg,413.147131,639.060531,103.286783,159.765133,63.764999,7000000000,1716,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_076_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_034_v3d.jpg,443.007873,632.723569,110.751968,158.180892,50.406261,8000000000,1741,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_034_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_042_v3d.jpg,482.584239,637.362650,120.646060,159.340662,305.835483,9000000000,1623,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_042_v3d.jpg
10,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_1_s_061_v3d.jpg,490.767284,643.106343,122.691821,160.776586,241.156795,10000000000,168,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_1_s_061_v3d.jpg
11,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_1_s_098_v3d.jpg,511.291224,646.272168,127.822806,161.568042,120.086503,11000000000,174,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_0_1_s_098_v3d.jpg
12,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_017_v3d.jpg,519.808409,651.084117,129.952102,162.771029,156.692085,12000000000,1752,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_017_v3d.jpg
13,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_056_v3d.jpg,541.673739,651.794441,135.418435,162.948610,41.036677,13000000000,3160,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_056_v3d.jpg
14,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_2_s_095_v3d.jpg,543.189664,639.666585,135.797416,159.916646,168.404974,14000000000,3243,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_2_s_095_v3d.jpg
15,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_008_v3d.jpg,562.069891,654.255822,140.517473,163.563955,140.930778,15000000000,3154,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_008_v3d.jpg
16,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_051_v3d.jpg,548.793597,664.725750,137.198399,166.181438,55.702301,16000000000,3199,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_051_v3d.jpg
17,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_080_v3d.jpg,599.733650,693.546187,149.933413,173.386547,217.526187,17000000000,1607,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_080_v3d.jpg
18,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_085_v3d.jpg,616.323529,697.142615,154.080882,174.285654,80.872582,18000000000,3132,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_085_v3d.jpg
19,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_2_s_043_v3d.jpg,640.424760,705.017132,160.106190,176.254283,200.380639,19000000000,3263,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_2_s_043_v3d.jpg
20,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_2_s_040_v3d.jpg,673.990837,702.619967,168.497709,175.654992,310.236627,20000000000,3226,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_2_s_040_v3d.jpg
21,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_2_s_093_v3d.jpg,667.272054,698.493932,166.818014,174.623483,202.794346,21000000000,3234,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_2_s_093_v3d.jpg
22,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_035_v3d.jpg,675.063620,686.513771,168.765905,171.628443,220.121299,22000000000,3138,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_035_v3d.jpg
23,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_081_v3d.jpg,703.289138,693.417300,175.822284,173.354325,152.229579,23000000000,3146,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_081_v3d.jpg
24,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_005_v3d.jpg,709.641081,687.636757,177.410270,171.909189,201.471627,24000000000,1735,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_005_v3d.jpg
25,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_2_s_062_v3d.jpg,730.499718,704.998946,182.624930,176.249737,66.250517,25000000000,3248,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_2_s_062_v3d.jpg
26,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_093_v3d.jpg,728.661363,720.357389,182.165341,180.089347,83.112503,26000000000,1734,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_093_v3d.jpg
27,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_046_v3d.jpg,746.415291,724.496125,186.603823,181.124031,359.687444,27000000000,1766,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_2_s_046_v3d.jpg
