protocol,controlled_gt_prior,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_step_norm_m,controlled_gt_motion_envelope,gt_velocity_parallel,gt_heading_deg,gt_turn_rate_deg_per_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,search_candidate_count,forward_only_search,search_heading_deg,raw_top1_x,raw_top1_y,softms_x,softms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,local_visual_confidence,kalman_raw_measurement_s,kalman_raw_measurement_e,kalman_used_measurement_s,kalman_used_measurement_e,kalman_measurement_clip_s,kalman_measurement_clip_e,kalman_posterior_projection_m,kalman_step_limited,kalman_step_limit_m,kalman_motion_step_s,kalman_motion_step_e,v_parallel,v_cross,a_parallel,a_cross,heading_residual_deg,turn_rate_deg_per_frame,estimated_heading_deg,polynomial_heading_deg,heading_error_deg,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,gt_step_for_jump_m,excess_step_over_gt_m,abnormal_jump,error_final_m,end_to_end_latency_ms
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-22.286636481787085,-5.560398167149495,-3.505890021826147,-3.400800055043172,0,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,0.0,0.0,1,0.0,173.90999929632898,0.0,0.0,0.0,-18.780745674413577,-2.1595981213156596,3.744566188680022,1,0.0,0,0,0.5729529858110601,1.0,3.125312566757202,3.753549337387085,0,0,6,18,1,173.90999929632898,-27.803403854370117,4.475525379180908,-31.556961059570312,-1.597377061843872,-31.556961059570312,-1.597377061843872,12.763758659362793,0.7963873744010925,0.7176104784011841,0.2058129757642746,11.26211929321289,27.62057113647461,0,11.456905364990234,0.5694297552108765,12.431401252746582,28.31168556213379,0.5729529858110601,11.456905364990234,0.5694297552108765,3.8256207109804152,0.5694297552108765,7.63128465400982,0.0,0.0,1,0.0,0.0,0.0,0.7537270784378052,-0.0009004332241602242,-0.013905867002904415,-0.0008867096621543169,0.11296248431064426,0.0,174.0229617806396,174.0229617806396,0.11296248431064426,0.7467752695083618,0.00012852915097028017,0.11430708159580712,1.0,0.0,0.0,0,0,1,731.5633515869471,0.0,7.820911271948188e-07,0.7537270784378052,-18.780745674413577,-2.1595981213156596,0.0,0.0,0.0,0,7.856013413017934e-07,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-29.320126756208943,-4.996454472878796,-3.4008591017899956,-3.5381691411527214,0,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,7.172888153292986,7.172888153292986,1,7.172888153292986,174.38907188095573,0.4790725846267536,7.172638198106864,7.71174964029342e-05,-25.912913085696438,-1.398725763870905,4.882256606768238,1,0.0,0,0,0.5079008890236406,1.0,10.178937911987305,3.9389750957489014,1,1,6,18,1,173.9495361731748,-32.53472900390625,4.505537986755371,-36.0758171081543,-2.2079830169677734,-36.0758171081543,-2.2079830169677734,17.192333221435547,1.8829553127288818,0.7508137226104736,0.10138477385044098,11.337145805358887,27.888992309570312,1,15.629843711853027,1.6082173585891724,12.549057006835938,28.516803741455078,0.5079008890236406,15.629843711853027,1.6082173585891724,10.819365642921877,1.6082173585891724,4.810478068931152,0.0,0.0,1,7.0,7.1728681568780965,7.71174964029342e-05,0.7633970975875854,-0.0006382475839927793,0.034272972494363785,-0.0008849634323269129,0.142313421339989,0.0,174.05231271766894,174.05231271766894,0.3367591632867646,0.7805338501930237,0.0008579909335821867,0.10217023195112279,1.0,6.9988848545370015,0.12494315880655923,0,0,1,724.5644667324101,0.009567024973783391,0.17375334356986283,6.4094910557054,-25.753387428995804,-1.5413207060266814,6.999999999999996,7.172888153292986,0.0,0,0.18550235193030312,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-32.171866822075074,-4.837355860378661,-3.2904295204393312,-3.672266372349181,0,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.976644557493125,2.976644557493125,1,2.976644557493125,174.34727015796543,-0.041801722990300653,9.989422744608202,0.12548880038855278,-28.727106028930724,-1.2245954969299728,7.584134192932459,1,0.0,0,0,0.27673924518361875,1.0,13.031463623046875,4.083316802978516,0,0,6,18,1,173.98550796474828,-37.266056060791016,4.535549163818359,-41.00852584838867,-2.6109304428100586,-41.00852584838867,-2.6109304428100586,22.054454803466797,2.8069424629211426,0.770801842212677,0.013754114508628845,12.050715446472168,28.67015838623047,0,20.28815460205078,2.4918198585510254,13.300976753234863,29.24564552307129,0.27673924518361875,20.28815460205078,2.4918198585510254,13.000455668863154,1.9321085549415238,7.287698933187627,0.5597113036095018,0.0,1,2.99053793984899,2.9905378900712,0.0005456415819935501,0.7744418382644653,-0.000606489775236696,0.09037516266107559,-0.0010731692891567945,0.16499677305829225,0.0,174.07499606938725,174.07499606938725,0.2722740885781607,0.8196293115615845,0.0012172443093732,0.01616120780793767,1.0,9.98832696355575,0.20589404825057153,0,0,1,721.5750246233913,0.013653399861937488,0.1608691057003142,2.2022027192286595,-28.734546667887884,-1.3046632277069643,2.9905379398489913,2.976644557493125,0.013893382355866457,0,0.20262696535852698,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-35.01743958123959,-4.674853821484464,-3.1747004760149813,-3.8028744060677466,0,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.9757724856927044,2.9757724856927044,1,2.9757724856927044,174.34726770228437,-2.4556810541204664e-06,12.976962044906564,0.206842651515559,-31.70641594807383,-0.9885405761679952,9.846824874859262,1,0.0,0,0,0.3407173553667511,1.0,15.878216743469238,4.223620414733887,0,0,6,18,1,174.01682880437346,-42.0279541015625,-0.19259993731975555,-46.248023986816406,-3.5453429222106934,-46.248023986816406,-3.5453429222106934,27.165250778198242,4.291942596435547,0.8352037072181702,0.05470925569534302,13.961457252502441,30.925090789794922,0,25.209186553955078,3.9376699924468994,15.2506685256958,31.451602935791016,0.3407173553667511,25.209186553955078,3.9376699924468994,16.16393477216513,2.1190262878706982,9.045251781789949,1.8186437045762012,0.0,1,2.9886352318958136,2.988635081350814,0.0009486032649874687,0.7864866256713867,-0.0002213890547864139,0.1517513543367386,-0.0009978236630558968,0.18576380314715735,0.0,174.09576309947613,174.09576309947613,0.2515046028082415,0.8623601198196411,0.002075640484690666,0.019380385927070296,1.0,12.971322915317094,0.389403451563799,0,0,1,718.59202867163,0.017730963268155785,0.1535589796577259,2.1892858600213176,-31.72017661640987,-1.1706693479305197,2.9886352318958127,2.9757724856927044,0.012862746203108344,0,0.3228579245574793,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-37.857903164306414,-4.508640038984245,-3.0537802395017297,-3.9297786832026897,0,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,2.9758548895661856,2.9758548895661856,1,2.9758548895661856,174.34727021093266,2.508648307008251e-06,15.959455590186451,0.39102827720717453,-34.69161806625367,-0.8552724030650645,10.98646242923806,1,0.0,0,0,0.3264494661646729,1.0,18.72028350830078,4.359691143035889,1,1,6,18,1,174.04445581232847,-42.0279541015625,-0.19259993731975555,-46.265987396240234,-3.5482046604156494,-46.265987396240234,-3.5482046604156494,27.182809829711914,4.296693801879883,0.8396205902099609,0.05003863573074341,14.047765731811523,31.06778335571289,1,25.069257736206055,3.908050537109375,15.371308326721191,31.5543155670166,0.3264494661646729,25.069257736206055,3.908050537109375,19.1071916221393,2.279669896378885,5.962066114066753,1.62838064073049,0.0,1,2.9881331166265457,2.9881326748693575,0.001624825643375516,0.7974300384521484,-0.0002466203295625746,0.20707771182060242,-0.00121503253467381,0.20280323081606152,0.0,174.11280252714502,174.11280252714502,0.23446768378764432,0.9009662866592407,0.0023349171970039606,0.020215824079788842,1.0,15.945841118948655,0.6743262111754988,0,0,1,715.6175104679984,0.021796938138519472,0.15480900222427074,2.178424851114037,-34.708135658642874,-1.1384159044198894,2.988133116626545,2.9758548895661856,0.012278227060359193,0,0.567727794076588,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-41.004842975164706,-4.304938624144119,-2.9277860903990813,-4.0527678229814,0,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.2891979911131446,3.2891979911131446,1,3.2891979911131446,174.29985586865408,-0.047414342278598545,19.247417738900495,0.6763770917510514,-37.991297324995166,-0.790189173512273,11.047381036366424,1,0.0,0,0,0.3921818288671744,1.0,21.871074676513672,4.490999698638916,0,0,6,18,1,174.06837716251425,-46.75927734375,-0.16259177029132843,-51.42632293701172,-4.190547466278076,-51.42632293701172,-4.190547466278076,32.24587631225586,5.482874393463135,0.8893377184867859,0.08872303366661072,15.054850578308105,35.284271240234375,0,29.96514320373535,5.055813312530518,16.419178009033203,35.72712707519531,0.3921818288671744,29.96514320373535,5.055813312530518,22.575917768285226,2.6734771093818894,7.389225435450126,2.382336203148628,0.0,1,3.301577256937016,3.30157661995184,0.0020508805755525827,0.8115423917770386,-0.000232387101277709,0.2779364287853241,-0.0014675866113975644,0.21735062661368956,0.0,174.12734992294264,174.12734992294264,0.17250594571141775,0.950507402420044,0.0026395649183541536,0.024732345395718083,1.0,19.225302039065426,1.0558343460174784,0,0,1,712.3380495478816,0.026279750068617918,0.16446993148006328,2.477655599336106,-38.00956325963867,-1.169851217475335,3.301577256937014,3.2891979911131446,0.012379265823869279,0,0.920159081852955,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-44.1401860619692,-4.097777656010714,-2.796844234576623,-4.17163401722106,0,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.282515961429067,3.282515961429067,1,3.282515961429067,174.29985092199666,-4.946657410540945e-06,22.520969516202513,1.0582384374315426,-41.28688660390336,-0.8226026081875042,10.549267179002026,1,0.0,0,0,0.3554987802471612,1.0,25.01070213317871,4.617638111114502,1,1,6,18,1,174.0890176340003,-46.75927734375,-0.16259177029132843,-51.46038818359375,-4.059133529663086,-51.46038818359375,-4.059133529663086,32.2936897277832,5.35581636428833,0.8871562480926514,0.07330526411533356,15.069266319274902,34.30617904663086,1,29.886058807373047,4.897943019866943,16.465309143066406,34.71753692626953,0.3554987802471612,29.886058807373047,4.897943019866943,25.748591161882207,2.9948114248393587,4.13746764549084,1.9031315950275844,0.0,1,3.295668353993568,3.295667477137089,0.002404091414064169,0.8220216035842896,-0.00025561341317370534,0.3300131559371948,-0.0016739793354645371,0.23005605913038266,0.0,174.14005535545934,174.14005535545934,0.1597955665373141,0.9870246648788452,0.0028705461882054806,0.026054153754799095,1.0,22.491910482593774,1.492525513988592,0,0,1,709.0714411043533,0.030744993490725167,0.18030146425099147,2.4604943578447775,-41.304065314958564,-1.2575216629381831,3.295668353993568,3.282515961429067,0.013152392564500737,0,1.3319572394092165,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-47.2794025398481,-3.8854232629079872,-2.6610897041547403,-4.286173423125272,0,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.291245153591544,3.291245153591544,1,3.291245153591544,174.29985734525803,6.423261370735073e-06,25.797573658148792,1.495209478313707,-44.59135763852741,-0.909490898076373,11.580476069937891,1,0.0,0,0,0.17718576005569417,1.0,28.15472984313965,4.739523410797119,1,1,6,18,1,174.1068808331759,-56.221927642822266,-0.10258004069328308,-56.322120666503906,-4.628693103790283,-56.322120666503906,-4.628693103790283,37.067562103271484,6.437945365905762,0.9248893857002258,0.011623919010162354,14.649155616760254,39.67656707763672,1,34.53070831298828,5.946890354156494,16.081275939941406,40.05477523803711,0.17718576005569417,34.53070831298828,5.946890354156494,28.53483449830195,3.1375659824056026,5.99587381468633,2.809324371750892,0.0,1,3.3056642651492902,3.30566317555502,0.0026839643251150846,0.834847629070282,-0.0003291000030003488,0.39312008023262024,-0.001969824079424143,0.24037343339765713,0.0,174.15037272972663,174.15037272972663,0.14948461553141035,1.0314041376113892,0.0030130597297102213,0.007322597915520396,1.0,25.79439805343788,1.637411946428577,0,0,1,705.7689535335091,0.035259281369799715,0.16898285729088514,2.456397524521262,-44.60328629165983,-1.051227744512602,3.3056642651492942,3.291245153591544,0.01441911155775033,0,1.452055657627966,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-50.45917713416896,-3.6691213481962457,-2.5206662393935693,-4.396186553770281,0,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.3361949374037283,3.3361949374037283,1,3.3361949374037283,174.38689418808866,0.08703684283063444,29.144102374380946,1.6402933681361476,-47.9343921616391,-0.6987209739033968,12.368277838634963,1,0.0,0,0,0.20987567514844552,1.0,31.339508056640625,4.861785888671875,0,0,6,18,1,174.12210300363876,-56.221927642822266,-0.10258004069328308,-60.826133728027344,-5.0698699951171875,-60.826133728027344,-5.0698699951171875,41.499351501464844,7.354465484619141,0.942925751209259,0.030904270708560944,13.808809280395508,49.11884307861328,0,38.84402847290039,6.831062316894531,15.276692390441895,49.46669006347656,0.20987567514844552,38.84402847290039,6.831062316894531,31.97126048103917,3.3365882321310827,6.8727679918612194,3.494474084763449,0.0,1,3.349705560244916,3.3497043209430664,0.002881421707570553,0.8477709293365479,-0.00046384200686588883,0.4560076892375946,-0.0023108236491680145,0.24864455235870458,0.0,174.15864384868766,174.15864384868766,0.22825033940099734,1.075771689414978,0.003049250226467848,0.007533355278654104,1.0,29.139661366897233,1.8098668795522006,0,0,1,702.4236902200498,0.039832040934918204,0.15979891818609815,2.4884240080671804,-47.947966362019926,-0.8678086417135054,3.349705560244909,3.3361949374037283,0.013510622841180542,0,1.5949018761737586,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-53.63432066555253,-3.448109977798337,-2.375726152613076,-4.501478665428037,0,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.3360799142111426,3.3360799142111426,1,3.3360799142111426,174.38689958652537,5.39843670493681e-06,32.48851594962878,1.8128489986505063,-51.278237972347426,-0.5154921493900761,12.782786084686135,1,0.0,0,0,0.1973260998200183,1.0,34.520179748535156,4.978874683380127,1,1,6,18,1,174.13489229273577,-56.221927642822266,-0.10258004069328308,-60.814208984375,-5.128621578216553,-60.814208984375,-5.128621578216553,41.48126220703125,7.411620616912842,0.9461409449577332,0.026750244200229645,13.849750518798828,49.70530700683594,1,38.725242614746094,6.859042644500732,15.349970817565918,50.027713775634766,0.1973260998200183,38.725242614746094,6.859042644500732,35.28116272413383,3.488437063353537,3.4440798906122665,3.370605581147196,0.0,1,3.34885591050382,3.3488545827315424,0.002982119098305702,0.8594213128089905,-0.0005373568274080753,0.5121141076087952,-0.0025782526936382055,0.2555170033242068,0.0,174.16551629965318,174.16551629965318,0.2213832868722001,1.1154754161834717,0.0031481203623116016,0.007925945297203394,1.0,32.483326515182405,1.9962516575236426,0,0,1,699.0800250717647,0.04440261591114126,0.15209812243097076,2.476658601402152,-51.29253511121546,-0.6984103205262364,3.3488559105038282,3.3360799142111426,0.012775996292685665,0,1.752107775688222,nan
