pair_current_index,pair_next_index,current_frame_id,next_frame_id,is_initial_frame,search_center_x,search_center_y,final_ms_x,final_ms_y,raw_next_x,raw_next_y,protected_next_x,protected_next_y,route_center_x,route_center_y,route_index,route_distance_raw_m,route_recovery_triggered,route_progress_delta_m,reference_current_x,reference_current_y,reference_next_x,reference_next_y,search_center_error_m,final_error_m,raw_next_error_m,protected_next_error_m,ms_candidate_count
0,1,0,1,True,-18.780745674413577,-2.1595981213156596,-13.725164413452148,-1.2636386156082153,-18.879047393798828,-0.21023023128509521,-18.879047393798828,-0.21023023128509521,-18.780745674413577,-2.1595981213156596,0,1.9279376999564184,False,0.0,-18.780746459960938,-2.1595981121063232,-25.919267654418945,-1.4582853317260742,7.856013413017934e-07,5.134360062203189,7.149989010605732,7.149989010605732,36
1,2,1,2,False,-18.879047393798828,-0.21023023128509521,-13.827496528625488,-1.4174894094467163,-20.660276412963867,-0.47574329376220703,-20.660276412963867,-0.47574329376220703,-20.768272327378885,-1.9475436159036223,1,1.474951523724192,False,2.0,-25.919267654418945,-1.4582853317260742,-28.881437301635742,-1.16508948802948,7.149989010605732,12.09183994542795,8.250011183809322,8.250011183809322,36
2,3,2,3,False,-20.660276412963867,-0.47574329376220703,-14.285270690917969,-1.2087042331695557,-24.057600021362305,1.3476165533065796,-24.057600021362305,1.3476165533065796,-24.743325633309503,-1.5234346050795482,3,2.927597305844011,False,4.0,-28.881437301635742,-1.16508948802948,-31.84273910522461,-0.8719794154167175,8.250011183809322,14.59623177309219,8.095368850117524,8.095368850117524,36
3,4,3,4,False,-24.057600021362305,1.3476165533065796,-20.643129348754883,-1.1995387077331543,-28.68914222717285,2.5209202766418457,-28.68914222717285,2.5209202766418457,-28.718378939240118,-1.0993255942554738,5,3.602916658646773,False,4.0,-31.84273910522461,-0.8719794154167175,-34.80412292480469,-0.5788613557815552,8.095368850117524,11.204398858805176,6.855773851369327,6.855773851369327,36
4,5,4,5,False,-28.68914222717285,2.5209202766418457,-23.692276000976562,0.5018218159675598,-33.02571105957031,4.642200469970703,-33.02571105957031,4.642200469970703,-32.69343224517074,-0.6752165834313995,7,5.252156435489496,False,4.0,-34.80412292480469,-0.5788613557815552,-38.077056884765625,-0.2521708011627197,6.855773851369327,11.164274189408387,7.033559894208217,7.033559894208217,36
5,6,5,6,False,-33.02571105957031,4.642200469970703,-27.415754318237305,1.1947929859161377,-33.419498443603516,4.831785678863525,-33.419498443603516,4.831785678863525,-34.68095889813605,-0.46316207801936216,8,5.398894600254108,False,2.0,-38.077056884765625,-0.2521708011627197,-41.34334182739258,0.07385636121034622,7.033559894208217,10.759046268893027,9.242574606818241,9.242574606818241,36
6,7,6,7,False,-33.419498443603516,4.831785678863525,-27.893512725830078,4.099894046783447,-36.24143600463867,9.157883644104004,-36.24143600463867,9.157883644104004,-36.668485551101355,-0.2511075726073251,9,9.401197248441177,False,2.0,-41.34334182739258,0.07385636121034622,-44.61831283569336,0.40075016021728516,9.242574606818241,14.03947585584634,12.11855817732748,12.11855817732748,36
7,8,7,8,False,-36.24143600463867,9.157883644104004,-30.140457153320312,7.2398457527160645,-38.44356155395508,11.20124626159668,-38.44356155395508,11.20124626159668,-38.65601220406666,-0.039053067195288005,10,11.199403413861276,False,2.0,-44.61831283569336,0.40075016021728516,-47.93851089477539,0.7270652055740356,12.11855817732748,16.01191848851841,14.137274552723651,14.137274552723651,36
8,9,8,9,False,-38.44356155395508,11.20124626159668,-29.350019454956055,7.4744873046875,-37.9958381652832,12.49095344543457,-37.9958381652832,12.49095344543457,-38.65601220406666,-0.039053067195288005,10,12.529331316846699,False,0.0,-47.93851089477539,0.7270652055740356,-51.25859451293945,1.0533686876296997,14.137274552723651,19.775229935245797,17.51339633050273,17.51339633050273,36
9,10,9,10,False,-37.9958381652832,12.49095344543457,-29.38200569152832,9.036572456359863,-40.36119079589844,16.632722854614258,-40.36119079589844,16.632722854614258,-42.631065509997285,0.3850559436287866,12,16.396785012477956,False,4.0,-51.25859451293945,1.0533686876296997,-54.585689544677734,1.3803616762161255,17.51339633050273,23.28769376460791,20.855955652291033,20.855955652291033,36
10,11,10,11,False,-40.36119079589844,16.632722854614258,-32.87394332885742,13.270414352416992,-41.49379348754883,18.312217712402344,-41.49379348754883,18.312217712402344,-42.631065509997285,0.3850559436287866,12,17.946643169799145,False,0.0,-54.585689544677734,1.3803616762161255,-57.930152893066406,1.7030118703842163,20.855955652291033,24.754257742518135,23.36706291363712,23.36706291363712,36
11,12,11,12,False,-41.49379348754883,18.312217712402344,-32.69605255126953,12.737992286682129,-44.171051025390625,19.197967529296875,-44.171051025390625,19.197967529296875,-46.6061188159279,0.8091649544528607,14,18.543362544339345,False,4.0,-57.930152893066406,1.7030118703842163,-61.281715393066406,2.0263473987579346,23.36706291363712,27.541434473315867,24.24127416227909,24.24127416227909,36
12,13,12,13,False,-44.171051025390625,19.197967529296875,-33.02393341064453,12.776866912841797,-41.82020950317383,20.89394760131836,-46.6061188159279,0.8091649544528607,-46.6061188159279,0.8091649544528607,14,20.479173349190525,True,0.0,-61.281715393066406,2.0263473987579346,-64.62455749511719,2.3488411903381348,24.24127416227909,30.23368836891695,29.393183888994248,18.084101729061757,36
13,14,13,14,False,-46.6061188159279,0.8091649544528607,-40.06948471069336,-2.09281849861145,-34.72188949584961,5.761383056640625,-46.6061188159279,0.8091649544528607,-46.6061188159279,0.8091649544528607,14,6.185074404902137,True,0.0,-64.62455749511719,2.3488411903381348,-67.96265411376953,2.678952693939209,18.084101729061757,24.953555663287574,33.383376242148735,21.438230013662253,36
14,15,14,15,False,-46.6061188159279,0.8091649544528607,-45.54834747314453,0.3132856786251068,-38.838134765625,2.8347702026367188,-46.6061188159279,0.8091649544528607,-46.6061188159279,0.8091649544528607,14,2.8382832938544333,True,0.0,-67.96265411376953,2.678952693939209,-71.30087280273438,3.009075880050659,21.438230013662253,22.538800380839064,32.4632059928647,24.792548932077533,36
15,16,15,16,False,-46.6061188159279,0.8091649544528607,-51.05702209472656,1.818125605583191,-44.12177276611328,1.7487012147903442,-46.6061188159279,0.8091649544528607,-46.6061188159279,0.8091649544528607,14,1.1977995703399287,True,0.0,-71.30087280273438,3.009075880050659,-74.64299774169922,3.3395848274230957,24.792548932077533,20.278852384796398,30.562658337901077,28.150836659536118,36
16,17,16,17,False,-46.6061188159279,0.8091649544528607,-51.77806091308594,1.1491334438323975,-46.10723876953125,0.08055305480957031,-46.10723876953125,0.08055305480957031,-46.6061188159279,0.8091649544528607,14,0.6715735075057587,False,0.0,-74.64299774169922,3.3395848274230957,-77.97047424316406,3.6625680923461914,28.150836659536118,22.969619357759292,32.06394558655112,32.06394558655112,36
17,18,17,18,False,-46.10723876953125,0.08055305480957031,-51.02062225341797,0.42530521750450134,-52.9126091003418,-0.8612543344497681,-52.9126091003418,-0.8612543344497681,-52.56869877482383,1.4453284706889726,17,2.330051176907397,False,6.0,-77.97047424316406,3.6625680923461914,-81.29307556152344,3.9850776195526123,32.06394558655112,27.143588436130727,28.79128010288255,28.79128010288255,36
18,19,18,19,False,-52.9126091003418,-0.8612543344497681,-57.832252502441406,1.4239144325256348,-62.61882781982422,-0.44657087326049805,-62.61882781982422,-0.44657087326049805,-62.506332039650374,2.5056009977491582,22,2.9474459508344437,False,10.0,-81.29307556152344,3.9850776195526123,-84.62059020996094,4.3080644607543945,28.79128010288255,23.600207106721275,22.509644720241532,22.509644720241532,36
19,20,19,20,False,-62.61882781982422,-0.44657087326049805,-70.3123779296875,1.7412889003753662,-71.10301208496094,-0.24144518375396729,-71.10301208496094,-0.24144518375396729,-70.4564386515116,3.3538190193973065,26,3.643569560003026,False,8.0,-84.62059020996094,4.3080644607543945,-87.91920471191406,4.623467922210693,22.509644720241532,14.536618431902472,17.50576230831949,17.50576230831949,36
20,21,20,21,False,-71.10301208496094,-0.24144518375396729,-79.73513793945312,2.5241622924804688,-83.71956634521484,3.4732613563537598,-80.39407191633815,4.414091546457493,-80.39407191633815,4.414091546457493,31,1.2883240811972254,True,10.0,-87.91920471191406,4.623467922210693,-91.22086334228516,4.939162731170654,17.50576230831949,8.449025568852079,7.643188044196358,10.839516240588217,36
