variant,label,frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@3_pct,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,MS_Latency_ms
frames1,1 frame,200,4.831716631471016,4.028146733813467,8.95225462630245,10.815834098339977,14.223329496641519,11.353151146111959,32.5,62.5,93.0,99.5,100.0,7.1777873029747505
frames2,2 frames,200,4.831562851196303,4.026603629710969,8.925378691373066,10.815598760297924,14.22271401606152,11.353122143263887,32.5,62.5,93.0,99.5,100.0,7.503751991547774
full,Full,200,4.8316716715477686,4.027534741979595,8.945537128381366,10.815825207881188,14.223148767581307,11.353773431476533,32.5,62.5,93.0,99.5,100.0,4.974741674358806
grid4,4x4,200,4.834561594719211,4.025179624611942,8.957284995373785,10.816699870128229,14.223772910346211,11.360547821734041,32.5,62.5,93.0,99.5,100.0,3.997068404481185
grid5,5x5,200,4.833312438913855,4.028523036799703,8.953731485353472,10.81610790401635,14.223572545490423,11.356262203240474,32.5,62.5,93.0,99.5,100.0,4.969635567496123
grid7,7x7,200,4.830204720998633,4.024404464704955,8.949128833110345,10.815823835228597,14.222756811941125,11.351119258485209,32.5,62.5,93.0,99.5,100.0,7.407490986655871
grid8,8x8,200,4.828472947390509,4.0233555540508945,8.931369867242516,10.815460713879792,14.222211812986659,11.348988817996851,32.5,62.5,93.0,99.5,100.0,9.980407176971454
no_gru,w/o GRU,200,4.957813624563479,3.975204296223501,9.031255614913036,11.57490086073759,14.00493286926319,11.898268925451612,31.0,62.5,92.5,99.5,100.0,6.595393447205424
no_kalman,w/o Kalman,200,4.103812426812541,3.3725760859502767,7.824859352758474,8.83626000626886,11.334498686550504,9.571589981542507,43.5,69.5,96.5,100.0,100.0,6.221103375470243
no_ms,w/o MeanShift,200,5.125729234311502,4.232204093095183,10.028019886100553,13.43506087526836,15.301827352046498,13.649596430754903,32.5,57.49999999999999,89.5,96.5,100.0,0.0
