frame_id,dt_raw,dt_used,gt_x,gt_y,raw_visual_x,raw_visual_y,fused_mode1_x,fused_mode1_y,selected_visual_x,selected_visual_y,prediction_x,prediction_y,final_x,final_y,velocity_x,velocity_y,grid_size,search_level,search_center_count,candidate_captured,selected_mode,boundary,entropy,mode_support,mode_local_mass,mode_spatial_std,mode_peak_prob,visual_confidence,confidence,measurement_std,innovation_m,along_innovation_m,cross_innovation_m,bounded_along_m,bounded_cross_m,velocity_gain,lost_streak
5,1,1.0,-0.02042495459318161,0.044527795165777206,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,-0.08169981837272644,0.07792364060878754,0.054503172636032104,-0.03792319446802139,0.05988505855202675,-0.05067715048789978,6,normal,1,1,0,0,0.8661430478096008,1.0,0.9841395616531372,7.981712818145752,0.10008107870817184,0.8756688833236694,0.874016523361206,6.520919175361782,0.8345032334327698,0.6356697082519531,-0.5406659841537476,0.6356697082519531,-0.5406659841537476,0.3059057831764221,0
6,1,1.0,-0.02042495459318161,0.044527795165777206,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.11438822746276855,-0.08860034495592117,0.24093449115753174,-0.19630791246891022,0.1163949966430664,-0.0986434668302536,6,normal,1,1,0,0,0.8666489124298096,1.0,0.9841227531433105,8.055455207824707,0.09836146235466003,0.8741859793663025,0.8738938570022583,6.581825018351933,0.5772472023963928,0.5772448778152466,-0.0016414225101470947,0.5772448778152466,-0.0016414225101470947,0.3058628499507904,0
7,1,1.0,-0.02042495459318161,0.044527795165777206,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.35732948780059814,-0.2949513792991638,0.425861120223999,-0.3534286320209503,0.14477680623531342,-0.12290456891059875,6,normal,1,1,0,0,0.8657721281051636,1.0,0.9850324392318726,7.9875006675720215,0.10204128921031952,0.8766636252403259,0.8766049146652222,6.511877273663177,0.25849810242652893,0.25849664211273193,-0.0008699744939804077,0.25849664211273193,-0.0008699744939804077,0.30681172013282776,0
8,1,1.0,0.01021247636526823,0.022263897582888603,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5706379413604736,-0.4763332009315491,0.5642176866531372,-0.47109824419021606,0.14149034023284912,-0.12022323906421661,6,normal,1,1,0,0,0.8460448980331421,1.0,0.9898823499679565,7.683932781219482,0.10434409230947495,0.8801892995834351,0.8801888823509216,6.2461406467397875,0.021506601944565773,-0.021502379328012466,-0.0004261881113052368,-0.021502379328012466,-0.0004261881113052368,0.30806610882282254,0
9,1,1.0,0.01021247636526823,0.022263897582888603,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.7057080268859863,-0.5913214683532715,0.6487797498703003,-0.5430818200111389,0.12025543302297592,-0.10223987698554993,6,normal,1,1,0,0,0.8476460576057434,1.0,0.9896073341369629,7.674882888793945,0.10697194188833237,0.8816038370132446,0.8815688490867615,6.231793613881237,0.19888952374458313,-0.1988893300294876,-0.00026791542768478394,-0.1988893300294876,-0.00026791542768478394,0.3085490971803665,0
10,1,1.0,0.01021247636526823,0.022263897582888603,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.7690351605415344,-0.6453217267990112,0.6921601891517639,-0.5800588130950928,0.09163955599069595,-0.0779486745595932,6,normal,1,1,0,0,0.847973108291626,1.0,0.9895508289337158,7.685475826263428,0.1067870482802391,0.8814281225204468,0.881357729434967,6.241464720240202,0.2821139693260193,-0.28211385011672974,-0.00020325183868408203,-0.28211385011672974,-0.00020325183868408203,0.30847520530223843,0
11,1,1.0,-0.051062386482954025,0.0,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.7837997674942017,-0.6580075025558472,0.7056481838226318,-0.5916093587875366,0.06185765191912651,-0.05264757573604584,6,normal,1,1,0,0,0.8495557904243469,1.0,0.98912513256073,7.698897838592529,0.10510888695716858,0.8804677128791809,0.8803873062133789,6.257296218608219,0.3015795648097992,-0.3015795350074768,-0.00017389655113220215,-0.3015795350074768,-0.00017389655113220215,0.3081355571746826,0
12,1,1.0,-0.051062386482954025,0.0,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.7675058245658875,-0.6442569494247437,0.6974043846130371,-0.5846677422523499,0.034184616059064865,-0.029127120971679688,6,normal,1,1,0,0,0.8512255549430847,1.0,0.9888033866882324,7.6934685707092285,0.10769437998533249,0.8818251490592957,0.8817556500434875,6.245937309431142,0.28025904297828674,-0.28025898337364197,-0.00017336010932922363,-0.28025898337364197,-0.00017336010932922363,0.30861447751522064,0
13,1,1.0,-0.14297467470169067,-0.03339584544301033,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.7315890192985535,-0.6137948632240295,0.6753950119018555,-0.5660058259963989,0.011387011036276817,-0.009741757065057755,6,normal,1,1,0,0,0.8503931760787964,1.0,0.9886995553970337,7.703230381011963,0.10525234788656235,0.8805078268051147,0.880459725856781,6.260449016848665,0.23316389322280884,-0.23316380381584167,-0.00021957606077194214,-0.23316380381584167,-0.00021957606077194214,0.30816090404987334,0
14,1,1.0,-0.14297467470169067,-0.03339584544301033,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.6867820024490356,-0.5757476091384888,0.645461916923523,-0.5405898094177246,0.0030305783730000257,-0.006146976258605719,6,normal,1,1,0,0,0.8500884771347046,1.0,0.9889504909515381,7.6772308349609375,0.1067676767706871,0.8814820647239685,0.8814551830291748,6.23427546593797,0.17438244819641113,-0.1743818074464798,-0.00046918541193008423,-0.1743818074464798,-0.00046918541193008423,0.30850931406021115,0
