frame_id,dt_raw,dt_used,gt_x,gt_y,raw_visual_x,raw_visual_y,fused_mode1_x,fused_mode1_y,selected_visual_x,selected_visual_y,prediction_x,prediction_y,final_x,final_y,velocity_x,velocity_y,grid_size,search_level,search_center_count,candidate_captured,selected_mode,boundary,entropy,mode_support,mode_local_mass,mode_spatial_std,mode_peak_prob,visual_confidence,confidence,measurement_std,innovation_m,along_innovation_m,cross_innovation_m,bounded_along_m,bounded_cross_m,velocity_gain,lost_streak
5,1,1.0,-34.80412292480469,-0.5788613557815552,-32.53472900390625,4.505537986755371,-32.53472900390625,4.505537986755371,-32.53472900390625,4.505537986755371,-38.06956100463867,-0.25696247816085815,-37.14085388183594,0.3416016697883606,-2.8830060958862305,0.5861161947250366,6,normal,1,1,0,0,0.8049028515815735,1.0,0.9648364186286926,7.576753616333008,0.11486202478408813,0.8862500786781311,0.7555974721908569,6.853085147995932,7.301764965057373,-5.040923118591309,-5.282505989074707,-5.040923118591309,-4.0,0.2644591152667999,0
6,1,1.0,-34.80412292480469,-0.5788613557815552,-37.2354850769043,9.293708801269531,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-40.023860931396484,0.9277178645133972,-39.425960540771484,1.6965787410736084,-2.6419312953948975,0.9350694417953491,6,normal,1,1,0,0,0.8975399732589722,1.0,0.9801511168479919,8.602923393249512,0.07890728116035461,0.8586844205856323,0.7874990105628967,7.563016155057853,4.5411376953125,-1.9837512969970703,-4.084931373596191,-1.9837512969970703,-4.0,0.27562465369701383,0
7,1,1.0,-44.61831283569336,0.40075016021728516,-41.99738311767578,4.565558910369873,-41.99738311767578,4.565558910369873,-41.99738311767578,4.565558910369873,-42.06789016723633,2.631648063659668,-42.04718017578125,3.1996774673461914,-2.7461254596710205,1.182277798652649,6,normal,1,1,0,0,0.9220596551895142,1.0,0.9574142694473267,8.93727970123291,0.06852620095014572,0.8492798209190369,0.8344897627830505,7.545257022934566,1.9351956844329834,0.5787870287895203,-1.8466153144836426,0.5787870287895203,-1.8466153144836426,0.2920714169740677,0
8,1,1.0,-44.61831283569336,0.40075016021728516,-41.99738311767578,4.565558910369873,-41.99738311767578,4.565558910369873,-41.99738311767578,4.565558910369873,-44.793304443359375,4.381955146789551,-43.88923645019531,4.441323757171631,-2.447545051574707,1.2085026502609253,6,normal,1,1,0,0,0.9217221140861511,1.0,0.9587416648864746,8.918444633483887,0.0676771029829979,0.8488100171089172,0.8366453051567078,7.515678522240579,2.801943302154541,-2.4954330921173096,-1.2742449045181274,-2.4954330921173096,-1.2742449045181274,0.2928258568048477,0
9,1,1.0,-44.61831283569336,0.40075016021728516,-41.96681213378906,9.323718070983887,-41.96681213378906,9.323718070983887,-41.96681213378906,9.323718070983887,-46.3367805480957,5.649826526641846,-45.42906188964844,6.260043621063232,-2.0830860137939453,1.4504584074020386,6,normal,1,1,0,0,0.9596942663192749,1.0,0.9177173972129822,9.414986610412598,0.06333145499229431,0.842129111289978,0.7332791686058044,8.691191415163846,5.709124565124512,-2.2917962074279785,-5.228936195373535,-2.2917962074279785,-4.0,0.25664770901203154,0
10,1,1.0,-54.585689544677734,1.3803616762161255,-46.69813919067383,9.353726387023926,-46.69813919067383,9.353726387023926,-46.69813919067383,9.353726387023926,-47.51214599609375,7.7105021476745605,-47.29425811767578,8.150347709655762,-1.9946999549865723,1.6236251592636108,6,normal,1,1,0,0,0.9779126048088074,1.0,0.9084625244140625,10.199841499328613,0.041648220270872116,0.8182586431503296,0.8047059774398804,8.833280245022085,1.833791971206665,0.2709594964981079,-1.813663125038147,0.2709594964981079,-1.813663125038147,0.2816470921039581,0
11,1,1.0,-54.585689544677734,1.3803616762161255,-46.667572021484375,14.111885070800781,-46.69813919067383,9.353726387023926,-46.69813919067383,9.353726387023926,-49.28895950317383,9.773972511291504,-48.593753814697266,9.661206245422363,-1.7226612567901611,1.5822750329971313,6,normal,1,1,0,0,0.9840124845504761,1.0,0.8850353360176086,10.206367492675781,0.039219651371240616,0.8157846927642822,0.8045663237571716,8.84000103126374,2.6246821880340576,-2.274618148803711,-1.3096058368682861,-2.274618148803711,-1.3096058368682861,0.28159821331501006,0
12,1,1.0,-54.585689544677734,1.3803616762161255,-46.667572021484375,14.111885070800781,-46.69813919067383,9.353726387023926,-46.69813919067383,9.353726387023926,-50.31641387939453,11.243481636047363,-49.38101577758789,10.754941940307617,-1.3702119588851929,1.4116333723068237,6,normal,1,1,0,0,0.9842755198478699,1.0,0.8795973062515259,10.25816535949707,0.039249688386917114,0.815473735332489,0.7984191179275513,8.932423014699596,4.0820441246032715,-3.9431276321411133,-1.0558547973632812,-3.9431276321411133,-1.0558547973632812,0.27944669127464294,0
13,1,1.0,-64.62455749511719,2.3488411903381348,-46.667572021484375,14.111885070800781,-46.667572021484375,14.111885070800781,-46.667572021484375,14.111885070800781,-50.75122833251953,12.16657543182373,-49.9630012512207,12.521506309509277,-1.0972200632095337,1.547775387763977,6,normal,1,0,0,0,0.9856749773025513,1.0,0.9039780497550964,10.591835975646973,0.027669763192534447,0.800351619720459,0.7293701171875,9.812978705808508,4.5233259201049805,-1.4484010934829712,-4.285161972045898,-1.4484010934829712,-4.0,0.255279541015625,0
14,1,1.0,-64.62455749511719,2.3488411903381348,-46.667572021484375,14.111885070800781,-46.667572021484375,14.111885070800781,-46.667572021484375,14.111885070800781,-51.06022262573242,14.069281578063965,-50.119136810302734,14.078409194946289,-0.7672958374023438,1.5477023124694824,6,normal,1,0,0,0,0.9842236638069153,1.0,0.8955281972885132,10.661681175231934,0.026847081258893013,0.7988817691802979,0.7441405057907104,9.744343728072637,4.392857551574707,-2.505627393722534,-3.6081883907318115,-2.505627393722534,-3.6081883907318115,0.26044917702674864,0
