sequence_index,frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,candidate_capture,candidate_nearest_gt_m,raw_hardms_x,raw_hardms_y,hardms_x,hardms_y,hardms_support,model_next_step_dx,model_next_step_dy,model_next_step_m,model_velocity_x,model_velocity_y,model_acceleration_x,model_acceleration_y,correction_gate,measurement_x,measurement_y,measurement_variance_x,measurement_variance_y,kf_predict_x,kf_predict_y,final_x,final_y,final_vx,final_vy,final_speed,error_predicted_current_m,error_raw_hardms_m,error_hardms_m,error_measurement_m,error_final_m,state_norm,state_00,state_01,state_02,state_03,state_04,state_05,state_06,state_07,state_08,state_09,state_10,state_11,state_12,state_13,state_14,state_15
0,0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-37.632978691184114,0.8348961808190729,1.0,1.1097068786621094,-32.53472900390625,4.505537986755371,-37.296630859375,-0.22260963916778564,0.8773176074028015,-0.5283072590827942,-1.6698391437530518,1.7514197826385498,-0.5897234007716179,-1.521153599023819,0.12283234298229218,-0.2973712831735611,0.43262574076652527,-37.561859130859375,0.31913602352142334,0.49375250935554504,0.45332738757133484,-37.632978691184114,0.8348961808190729,-37.564395687428906,0.33607456291531235,0.04623573286867779,-0.33628423678905206,0.3394478323788487,1.6557003061335768e-06,6.282179355621338,1.1097068786621094,0.5206407308578491,0.5035145359848218,2.5575854778289795,-0.05897234007716179,-0.1521153599023819,0.020472057163715363,-0.04956188052892685,-0.13623662292957306,0.27827268838882446,0.43262574076652527,0.019750099629163742,0.018133094534277916,0.9728526473045349,-0.9999997019767761,0.9999979138374329,0.5475541353225708,0.9999998807907104,-0.9907714128494263,0.9999954104423523
1,1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-38.09270291670938,-1.3337646776952872,1.0,2.1660690307617188,-32.53472900390625,4.505537986755371,-37.296630859375,-0.22260963916778564,0.8767557144165039,-0.5366197228431702,-2.7085719108581543,2.7612175941467285,-0.6349948793649673,-2.599184513092041,0.19675026834011078,-0.21877487003803253,0.30458980798721313,-38.209991455078125,-1.24459969997406,8.666219711303711,5.992690086364746,-37.518159954560225,-0.00020967387373971302,-37.77813823084234,-0.5730259969949938,-0.15657865105018987,-0.787619752257517,0.8030328437311202,10.095721181001558,15.398472785949707,10.589094161987305,9.956706047058105,10.192373513629105,2.788119316101074,-0.06349948793649673,-0.2599184513092041,0.03279171139001846,-0.03646247833967209,-0.6663690805435181,-0.7456220984458923,0.30458980798721313,0.34664878249168396,0.2397076040506363,-0.9948196411132812,-0.999979555606842,0.9991095066070557,0.6709353923797607,0.9999890327453613,0.995878279209137,0.9997318983078003
2,2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-38.31475797603725,-3.281597945106051,1.0,2.342602252960205,-32.565303802490234,-0.2526208460330963,-37.296630859375,-0.22260963916778564,0.8383288383483887,-0.3031357526779175,-2.6381430625915527,2.6555018424987793,-0.40288615971803665,-2.5574642419815063,0.19950080662965775,-0.1613578051328659,0.3057273328304291,-38.34178924560547,-1.1172583103179932,25.0,25.0,-37.93471688189253,-1.3606457492525108,-38.0655725258667,-1.2894986522554952,-0.21951628077569724,-0.7528641093890246,0.78421410643505,13.713467421449396,18.501819610595703,13.818498611450195,12.984831809997559,13.295761613468034,3.0267672538757324,-0.040288615971803665,-0.25574642419815063,0.03325013443827629,-0.026892967522144318,-0.7596877217292786,-0.6502880454063416,0.3057273328304291,1.0,1.0,-0.9999366998672485,-0.9997671842575073,-0.06246379762887955,0.999710738658905,0.9994256496429443,0.9993435144424438,0.999361515045166
3,3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-38.36870828226991,-3.9276417968034343,1.0,3.431870222091675,-32.565303802490234,-0.2526208460330963,-32.565303802490234,-0.2526208460330963,0.7963618040084839,0.49371814727783203,-2.281118869781494,2.3339366912841797,0.35614822059869766,-2.188369780778885,0.2751398831605911,-0.18549824506044388,0.4303478002548218,-34.12118148803711,-1.4056733846664429,25.0,25.0,-38.2850888066424,-2.0423627616445197,-36.487466395214405,-1.7797675696133948,0.41847057340704524,-0.6582820937608185,0.7800339324502161,17.02602957262779,21.74899673461914,21.74899673461914,20.39459800720215,18.16153570561542,3.181772470474243,0.035614822059869766,-0.2188369780778885,0.045856647193431854,-0.030916374176740646,-0.8034211993217468,-0.5954111814498901,0.4303478002548218,1.0,1.0,-0.9999870657920837,-0.9957548379898071,-0.9695613980293274,0.9999754428863525,0.979209303855896,0.9994868636131287,0.9984656572341919
4,4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-35.99374823303541,-4.060886472922501,1.0,6.445864677429199,-32.565303802490234,-0.2526208460330963,-32.565303802490234,-0.2526208460330963,0.7820107936859131,0.6734489798545837,-1.993429183959961,2.1041133403778076,0.5428653955459595,-1.9031493365764618,0.2611672058701515,-0.18055953830480576,0.3773519694805145,-33.91476058959961,-1.2833772897720337,25.0,25.0,-36.06899582180736,-2.4380496633742132,-35.07930846096704,-1.9178072970316062,0.7106710943181568,-0.502831468401,0.8705704393750527,22.744721694838066,25.28675651550293,25.28675651550293,24.103830337524414,23.080462503798575,3.180734634399414,0.05428653955459595,-0.19031493365764618,0.04352786764502525,-0.030093256384134293,-0.7946930527687073,-0.6070115566253662,0.3773519694805145,1.0,1.0,-0.9999799728393555,-0.9978932738304138,-0.9810749292373657,0.9999570846557617,0.9890919923782349,0.9991956353187561,0.9989206194877625
5,5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-34.405859462486006,-3.911236402760471,0.0,14.197394371032715,-32.565303802490234,-0.2526208460330963,-32.565303802490234,-0.2526208460330963,0.7812639474868774,0.6149504780769348,-1.9187344312667847,2.01487135887146,0.48628732562065125,-1.8291309475898743,0.25732630491256714,-0.17920704558491707,0.35876327753067017,-33.824729919433594,-1.262694001197815,25.0,25.0,-34.36863736664888,-2.4206387654326065,-34.1215649743449,-1.8984755971394216,0.7769546900156913,-0.36161691454602185,0.8569862211396189,27.378009457461708,28.49408721923828,28.49408721923828,27.38918685913086,27.207401830032776,3.1777544021606445,0.048628732562065125,-0.18291309475898743,0.042887717485427856,-0.02986784093081951,-0.7801029086112976,-0.6256512999534607,0.35876327753067017,1.0,1.0,-0.9999796152114868,-0.9986562132835388,-0.9742598533630371,0.9999229907989502,0.9941062927246094,0.999135434627533,0.9990184307098389
6,6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-33.506614496267964,-3.8172100675217546,0.0,17.33294105529785,-32.565303802490234,-0.2526208460330963,-32.565303802490234,-0.2526208460330963,0.7878729104995728,0.48805123567581177,-1.9287372827529907,1.989527940750122,0.3625786304473877,-1.8397553265094757,0.25094521790742874,-0.17796394228935242,0.3187597692012787,-33.66695785522461,-1.1712716817855835,25.0,25.0,-33.34461028432921,-2.2600925116854436,-33.48752038524371,-1.7784516821789478,0.739934238622404,-0.2363253954500295,0.7767576005552373,31.37507963502891,31.678422927856445,31.678422927856445,30.709875106811523,30.984232214956386,3.1663119792938232,0.03625786304473877,-0.18397553265094757,0.04182420298457146,-0.029660657048225403,-0.7680131196975708,-0.6404340863227844,0.3187597692012787,1.0,1.0,-0.9999708533287048,-0.9992256164550781,-0.9472853541374207,0.9998372197151184,0.9973226189613342,0.9990251660346985,0.9990054368972778
7,7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-32.99946914584261,-3.7071889798330995,0.0,20.791149139404297,-32.565303802490234,-0.2526208460330963,-32.565303802490234,-0.2526208460330963,0.7924111485481262,0.3148508667945862,-1.9179526567459106,1.9436237812042236,0.20238865166902542,-1.8325214087963104,0.2249244600534439,-0.17086251452565193,0.2587689459323883,-33.44671630859375,-1.0135937929153442,25.0,25.0,-32.74758614662131,-2.0147770776289775,-33.05212619778594,-1.5788684602612921,0.6611739216209179,-0.12342698458620593,0.6725958483038884,35.3113781950197,35.1729621887207,35.1729621887207,34.395687103271484,34.869094167837204,3.151196002960205,0.020238865166902542,-0.18325214087963104,0.03748741000890732,-0.028477085754275322,-0.7569279670715332,-0.6534984111785889,0.2587689459323883,1.0,1.0,-0.9999644756317139,-0.9996527433395386,-0.9127975106239319,0.9996402859687805,0.999157190322876,0.9990823864936829,0.999335765838623
8,8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-32.73727531609019,-3.4968211263204285,0.0,23.98225975036621,-32.565303802490234,-0.2526208460330963,-32.565303802490234,-0.2526208460330963,0.7961062788963318,0.18351411819458008,-1.8700871467590332,1.8790698051452637,0.0812387652695179,-1.7884868383407593,0.20455071330070496,-0.16320069506764412,0.2117743045091629,-33.280696868896484,-0.882218599319458,25.0,25.0,-32.390952276165024,-1.702295444847498,-32.775497729346036,-1.347892509459391,0.5606783154874043,-0.03080654980510801,0.5615240128157369,38.71603010221067,38.38496017456055,38.38496017456055,37.751747131347656,38.315774481750104,3.1404576301574707,0.00812387652695179,-0.17884868383407593,0.03409178555011749,-0.027200115844607353,-0.7506862282752991,-0.66065913438797,0.2117743045091629,1.0,1.0,-0.9999665021896362,-0.9998130202293396,-0.8878335952758789,0.9993899464607239,0.9996609091758728,0.9993018507957458,0.9995782971382141
9,9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-32.591983607426165,-3.2179796953339723,0.0,27.173837661743164,-32.565303802490234,-0.2526208460330963,-27.833980560302734,-0.28263363242149353,0.8023178577423096,0.5687484741210938,-2.2110178470611572,2.282996892929077,0.43666061013936996,-2.1189360320568085,0.26417577266693115,-0.1841636225581169,0.4199344515800476,-29.354795455932617,-1.404287338256836,25.0,25.0,-32.214819413858635,-1.378699059264499,-30.979905871295895,-1.3897461271071303,0.8869172239575509,-0.03372363568468602,0.8875581365501428,41.998235461127216,41.59238815307617,46.300533294677734,44.91767501831055,43.30455762323568,3.178877353668213,0.043666061013936996,-0.21189360320568085,0.044029295444488525,-0.030693937093019485,-0.804789662361145,-0.5935602188110352,0.4199344515800476,1.0,1.0,-0.9999871850013733,-0.9945501089096069,-0.9738180041313171,0.999973714351654,0.972746729850769,0.999530553817749,0.9982778429985046
