frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_095_v3d.jpg,440.039525,3087.558819,110.009881,771.889705,357.193431,0,2643,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_095_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_10_s_088_v3d.jpg,443.202117,3061.982405,110.800529,765.495601,356.659667,1000000000,1021,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_0_10_s_088_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_068_v3d.jpg,492.283166,3088.548535,123.070792,772.137134,1.269775,2000000000,2667,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_068_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_087_v3d.jpg,504.952437,3044.430821,126.238109,761.107705,332.588507,3000000000,2689,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_087_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_009_v3d.jpg,557.289854,3052.451227,139.322464,763.112807,309.667179,4000000000,2628,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_009_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_2_11_s_020_v3d.jpg,613.188731,3036.324348,153.297183,759.081087,343.642558,5000000000,4194,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_2_11_s_020_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_062_v3d.jpg,610.903980,3024.100682,152.725995,756.025170,7.095492,6000000000,2648,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_11_s_062_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_2_10_s_075_v3d.jpg,643.275776,3035.010836,160.818944,758.752709,267.806989,7000000000,4076,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_2_10_s_075_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_10_s_041_v3d.jpg,688.447354,3032.072345,172.111839,758.018086,11.288214,8000000000,2571,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_10_s_041_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_10_s_008_v3d.jpg,721.653451,3007.301492,180.413363,751.825373,10.738259,9000000000,2554,./Bearing_UAV_90K/cityd/uav_254k_38bc_b15_s100/blk_1_10_s_008_v3d.jpg
