frame_id,gt_x,gt_y,raw_visual_x,raw_visual_y,fused_visual_x,fused_visual_y,prediction_x,prediction_y,final_x,final_y,velocity_x,velocity_y,grid_size,candidate_captured,edge,entropy,peak_prob,margin_prob,quality,update_alpha,innovation_m,along_innovation_m,cross_innovation_m,lost_streak
14,-64.62455749511719,2.3488411903381348,-60.92268753051758,4.685582160949707,-60.95325469970703,-0.07257647067308426,-64.20462799072266,2.3327860832214355,-63.889190673828125,2.099426031112671,-9.618938446044922,0.9524245262145996,6,1,0,0.8457610607147217,0.1045195534825325,0.0064496323466300964,0.10113835334777832,0.09701658899260224,4.044403076171875,-3.4725606441497803,2.0732874870300293,1
17,-74.64299774169922,3.3395848274230957,-60.8615608215332,14.201900482177734,-65.65401458740234,4.7155842781066895,-73.49642944335938,3.0406105518341064,-72.7705307006836,3.1956474781036377,-9.60723876953125,0.9411844611167908,10,1,0,0.7291375398635864,0.08666720986366272,0.0021804869174957275,0.10327137261629105,0.09256084662791597,8.01928997039795,-7.641741752624512,-2.431624412536621,2
20,-84.62059020996094,4.3080644607543945,-75.02498626708984,19.050060272216797,-84.5793228149414,4.835577011108398,-82.35604858398438,4.132728099822998,-82.88129425048828,4.298774242401123,-9.585521697998047,0.9370806813240051,10,1,0,0.7618681192398071,0.08908582478761673,0.020365439355373383,0.23813188076019287,0.23624728926421312,2.331725835800171,2.2811102867126465,-0.4831981658935547,2
23,-94.5164794921875,5.254280090332031,-89.15786743164062,28.65636444091797,-94.01142120361328,9.653722763061523,-92.43820190429688,5.241868019104004,-92.45852661132812,5.295053005218506,-9.55691146850586,0.9430938959121704,14,1,0,0.8586615324020386,0.03390342742204666,0.0003620907664299011,0.014295530505478382,0.012732877102860751,4.6839599609375,1.9988802671432495,-4.2360310554504395,3
26,-104.41236877441406,6.233891487121582,-89.15786743164062,28.65636444091797,-98.74274444580078,9.683713912963867,-101.9946517944336,6.253091812133789,-101.89884948730469,6.3541579246521,-9.536128044128418,0.9580387473106384,14,1,0,0.8674209117889404,0.029964467510581017,0.0023994464427232742,0.03245213255286217,0.029459973037861298,4.726951599121094,-2.8926916122436523,-3.7385029792785645,4
29,-114.4308090209961,7.135579586029053,-112.81453704833984,28.806312561035156,-117.66805267333984,9.803664207458496,-111.4436264038086,7.337908744812012,-111.83352661132812,7.49236536026001,-9.544778823852539,0.9837508201599121,18,1,0,0.7859717607498169,0.04900629073381424,0.0024235211312770844,0.06733328104019165,0.06264070501782015,6.695030212402344,6.444425582885742,-1.814610481262207,5
32,-124.41860961914062,8.126322746276855,-112.81453704833984,28.806312561035156,-122.39938354492188,9.833647727966309,-121.42070007324219,8.49639892578125,-121.50659942626953,8.613773345947266,-9.587172508239746,1.0040335655212402,18,1,0,0.7770624160766602,0.04443059489130974,0.0042784325778484344,0.08873114734888077,0.08777304099849292,1.6571227312088013,1.1126441955566406,-1.2280383110046387,6
35,-134.4064178466797,9.183857917785645,-117.54586791992188,28.8362979888916,-127.1307144165039,9.863629341125488,-131.1126251220703,9.637481689453125,-130.8035888671875,9.65503215789795,-9.606019973754883,1.0237078666687012,18,1,0,0.7896866798400879,0.03454454988241196,0.00494246743619442,0.07933007180690765,0.07760827630594491,3.9883275032043457,-3.935525417327881,-0.6468348503112793,7
38,-144.29208374023438,10.052149772644043,-117.54586791992188,28.8362979888916,-136.59336853027344,9.923588752746582,-140.41555786132812,10.697301864624023,-140.23541259765625,10.660835266113281,-9.611961364746094,1.0422701835632324,18,1,0,0.810735821723938,0.023991109803318977,0.00322616845369339,0.048066943883895874,0.04713223048990578,3.8997130393981934,-3.8833229541778564,0.3571615219116211,8
41,-154.1981964111328,10.909310340881348,-117.54586791992188,28.8362979888916,-150.787353515625,10.013516426086426,-149.83546447753906,11.711938858032227,-149.83804321289062,11.707330703735352,-9.600050926208496,1.051103115081787,18,1,0,0.8236944675445557,0.02083614468574524,1.4211982488632202e-05,0.002769563579931855,0.002713241151346621,1.9469801187515259,0.7613798379898071,1.7919353246688843,9
44,-164.03280639648438,11.966845512390137,-122.27720642089844,28.866281509399414,-160.21946716308594,14.831619262695312,-159.40652465820312,12.757582664489746,-159.42539978027344,12.805757522583008,-9.56848430633545,1.0502521991729736,18,1,0,0.8257311582565308,0.02261582389473915,0.000991659238934517,0.02382410503923893,0.023227392519906243,2.2276675701141357,1.0343797206878662,-1.9729576110839844,10
47,-174.08189392089844,12.979852676391602,-164.9813232421875,10.10343074798584,-169.68212890625,14.891556739807129,-168.97357177734375,13.854352951049805,-168.9908905029297,13.879705429077148,-9.548164367675781,1.0485957860946655,18,1,0,0.8221084475517273,0.023388562723994255,0.0009812656790018082,0.024601398035883904,0.024443244037916645,1.2561229467391968,0.8175492286682129,-0.9536551237106323,11
49,-184.13096618652344,13.948331832885742,-164.9813232421875,10.10343074798584,-174.4134521484375,14.921524047851562,-178.54112243652344,14.931009292602539,-178.43057250976562,14.930755615234375,-9.550237655639648,1.051303505897522,18,1,0,0.8234090209007263,0.021574467420578003,0.0013377033174037933,0.027385953813791275,0.02678308045983857,4.127681255340576,-4.103923797607422,-0.44222313165664673,12
52,-194.10855102539062,14.861151695251465,-164.9813232421875,10.10343074798584,-188.60743713378906,15.011414527893066,-187.98182678222656,15.987038612365723,-187.99822998046875,15.961448669433594,-9.551257133483887,1.0562829971313477,18,1,0,0.8222302794456482,0.02264956384897232,0.001169620081782341,0.02641310915350914,0.0262291769709877,1.1589783430099487,0.5145779848098755,1.0384798049926758,13
55,-203.94317626953125,15.796236038208008,-169.71266174316406,10.13339900970459,-198.07009887695312,15.071334838867188,-197.54481506347656,17.01949119567871,-197.5539093017578,16.98578453063965,-9.546581268310547,1.058043122291565,18,1,0,0.8193506598472595,0.022427184507250786,0.0005156509578227997,0.01773417927324772,0.01730210488226691,2.017730474472046,0.3074878752231598,1.9941632747650146,14
58,-213.8697052001953,16.76471519470215,-202.61831665039062,43.650238037109375,-207.5022430419922,19.889406204223633,-207.095458984375,18.040361404418945,-207.10499572753906,18.083730697631836,-9.541544914245605,1.054577350616455,18,1,0,0.8109747767448425,0.023570818826556206,0.0008163806051015854,0.023936619982123375,0.023455378414402595,1.8932617902755737,0.6074503660202026,-1.7931658029556274,15
61,-223.8677215576172,17.811119079589844,-202.61831665039062,43.650238037109375,-212.2335662841797,19.919361114501953,-216.6449432373047,19.136240005493164,-216.48370361328125,19.164865493774414,-9.539947509765625,1.0525100231170654,18,1,0,0.8063932061195374,0.026475336402654648,0.001725548878312111,0.037775859236717224,0.03655200650495516,4.480349063873291,-4.298893928527832,-1.2621550559997559,16
64,-233.84530639648438,18.824125289916992,-235.9207305908203,15.310952186584473,-235.89022827148438,20.069108963012695,-226.01898193359375,20.219011306762695,-226.36778259277344,20.204038619995117,-9.535285949707031,1.054145097732544,18,1,0,0.7958483695983887,0.05072454735636711,0.0013675987720489502,0.049085214734077454,0.04313072265662754,9.872384071350098,9.795000076293945,1.2336726188659668,17
67,-243.63906860351562,19.73694610595703,-212.08099365234375,43.710147857666016,-226.4275665283203,20.009214401245117,-235.9109649658203,21.261253356933594,-235.695556640625,21.231918334960938,-9.543187141418457,1.0572153329849243,18,1,0,0.8220221400260925,0.024576792493462563,0.0014304891228675842,0.030463533475995064,0.027165695521423894,9.565690994262695,-9.56359577178955,0.20022225379943848,18
70,-253.5655975341797,20.549577713012695,-240.49952697753906,39.131683349609375,-240.59104919433594,24.85721206665039,-245.24159240722656,22.290143966674805,-245.14312744140625,22.344497680664062,-9.546042442321777,1.0582258701324463,18,1,0,0.7749944925308228,0.03619075194001198,0.00034558773040771484,0.022971032187342644,0.02117351352811292,5.312004566192627,-4.339389324188232,-3.063835859298706,19
72,-263.5738220214844,21.506925582885742,-240.530029296875,34.37352752685547,-250.0537109375,24.917097091674805,-254.6848602294922,23.402881622314453,-254.0348663330078,23.61540412902832,-9.54173469543457,1.0583840608596802,18,1,0,0.7634599804878235,0.04222321882843971,0.011051084846258163,0.14750003814697266,0.14035208859951354,4.872411251068115,-4.435984134674072,-2.0155484676361084,20
