frame_id,gt_x,gt_y,raw_visual_x,raw_visual_y,fused_visual_x,fused_visual_y,prediction_x,prediction_y,final_x,final_y,velocity_x,velocity_y,grid_size,candidate_captured,edge,entropy,peak_prob,margin_prob,quality,update_alpha,innovation_m,along_innovation_m,cross_innovation_m,lost_streak
14,-87.32689666748047,5.565974712371826,-79.81743621826172,9.563739776611328,-84.5793228149414,4.835577011108398,-87.31825256347656,5.6230387687683105,-86.92829895019531,5.51092529296875,-9.90768051147461,0.9587521553039551,6,1,0,0.8559821844100952,0.1268497258424759,0.038810595870018005,0.14401781558990479,0.14237346525782613,2.8498828411102295,-2.8020424842834473,0.5199905037879944,1
17,-97.24320983886719,6.612377643585205,-84.45709228515625,23.86821174621582,-94.0419692993164,4.895564079284668,-96.81463623046875,6.461008071899414,-96.44219207763672,6.250728607177734,-9.886335372924805,0.9500826001167297,10,1,0,0.7675790190696716,0.07782794535160065,0.005369953811168671,0.13716325163841248,0.13432581486681805,3.1840691566467285,-2.9097020626068115,1.293032169342041,2
20,-107.29228973388672,7.647648811340332,-93.91975402832031,23.928197860717773,-103.47407531738281,9.713704109191895,-106.28166961669922,7.175654888153076,-106.01041412353516,7.420868396759033,-9.83947467803955,0.9249261021614075,10,1,0,0.7748822569847107,0.05822940170764923,0.004247531294822693,0.10220180451869965,0.09661492772242841,3.784743070602417,-2.5577378273010254,-2.7896692752838135,3
23,-117.24945068359375,8.560468673706055,-112.81453704833984,28.806312561035156,-117.66805267333984,9.803664207458496,-115.79110717773438,8.335467338562012,-115.87498474121094,8.401079177856445,-9.780693054199219,0.9145992994308472,14,1,0,0.8445022702217102,0.04102560132741928,0.002490721642971039,0.04537571966648102,0.04468885311377413,2.3829658031463623,2.005488395690918,-1.2870674133300781,4
26,-127.31895446777344,9.40649700164795,-112.81453704833984,28.806312561035156,-117.66805267333984,9.803664207458496,-125.61077880859375,9.321617126464844,-125.54582214355469,9.325559616088867,-9.735793113708496,0.9205376505851746,14,1,0,0.8424068689346313,0.043387286365032196,8.856132626533508e-05,0.008917640894651413,0.008178134168220552,7.957340240478516,-7.862081527709961,-1.227571725845337,5
29,-137.2352752685547,10.352712631225586,-112.81453704833984,28.806312561035156,-127.1307144165039,9.863629341125488,-135.2643585205078,10.260453224182129,-135.02517700195312,10.24897289276123,-9.71854019165039,0.9348937273025513,18,1,0,0.8074977397918701,0.027984078973531723,0.0012227203696966171,0.0325060598552227,0.029898525002591825,8.143318176269531,-8.134268760681152,-0.3838358223438263,6
32,-147.09031677246094,11.321191787719727,-117.54586791992188,28.8362979888916,-146.05601501464844,9.983542442321777,-144.7316131591797,11.197672843933105,-144.7709503173828,11.161609649658203,-9.706439971923828,0.9486998319625854,18,1,0,0.8162270188331604,0.021374423056840897,0.001504749059677124,0.03008640557527542,0.02970263085892544,1.7967060804367065,1.2000154256820679,1.3372044563293457,7
35,-156.9862060546875,12.222880363464355,-117.54586791992188,28.8362979888916,-155.48814392089844,14.801648139953613,-154.46755981445312,12.106369018554688,-154.48257446289062,12.146039962768555,-9.696611404418945,0.9447592496871948,18,1,0,0.8214899301528931,0.022926349192857742,0.00038799457252025604,0.015369240194559097,0.014718796343530238,2.8820343017578125,1.2771427631378174,-2.5836079120635986,8
37,-166.95358276367188,13.180227279663086,-160.25,10.073460578918457,-164.9508056640625,14.861588478088379,-164.16604614257812,13.087759017944336,-164.18499755859375,13.130590438842773,-9.683465957641602,0.9417186975479126,18,1,0,0.8224566578865051,0.023167457431554794,0.000994691625237465,0.024603519588708878,0.024146371050780546,1.9396697282791138,0.9527697563171387,-1.6895406246185303,9
40,-176.89031982421875,14.204366683959961,-160.25,10.073460578918457,-169.68212890625,14.891556739807129,-173.86599731445312,14.074557304382324,-173.7838134765625,14.090604782104492,-9.68099308013916,0.9439672827720642,18,1,0,0.8229216933250427,0.022464800626039505,0.0006978977471590042,0.020240532234311104,0.019641695500869916,4.2628912925720215,-4.084832191467285,-1.219175100326538,10
