variant,label,frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@3_pct,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,MS_Latency_ms
frames1,1 frame,374,3.7677889328999363,3.6277495858214968,6.541023660918149,7.2294965990849365,9.502582593095026,7.75295951184299,40.37433155080214,73.79679144385027,98.93048128342245,100.0,100.0,5.1554206440550425
frames2,2 frames,374,3.6666767513907854,3.499911119268787,6.406511701747605,7.188205529785426,8.79943621147716,7.460771820602789,42.780748663101605,75.1336898395722,99.19786096256684,100.0,100.0,6.460171429074146
full,Full,374,3.610552374905567,3.383965153879618,6.399824001452695,7.1286165236895425,8.705376943932803,7.441755730051166,44.11764705882353,75.93582887700535,99.19786096256684,100.0,100.0,5.122382051924546
grid4,4x4,374,4.020995969836013,3.8028351628880204,7.1946242947049015,8.132339811805291,11.233378772822494,8.577452484008546,38.770053475935825,69.78609625668449,97.86096256684492,100.0,100.0,2.8018761571656943
grid5,5x5,374,3.610287646760239,3.3820135619722027,6.399294866366904,7.128358814448079,8.7038132963858,7.4417307522065155,44.11764705882353,75.93582887700535,99.19786096256684,100.0,100.0,3.5940530746183916
grid7,7x7,374,3.6001254951617776,3.355118485350124,6.398851635078299,7.0698115288110825,8.703100030880888,7.419876013999333,44.38502673796791,76.47058823529412,99.19786096256684,100.0,100.0,6.817267559104494
grid8,8x8,374,3.600487061397957,3.3563064894024492,6.399616275657911,7.0701938026463935,8.704499040757758,7.420556178013729,44.38502673796791,76.47058823529412,99.19786096256684,100.0,100.0,7.666773781195563
no_gru,w/o GRU,374,4.168566828090823,4.082520390574848,7.172968334605077,7.786073539996063,10.29275837287402,8.397027587781043,33.68983957219251,67.37967914438502,98.3957219251337,100.0,100.0,5.144058541694146
no_kalman,w/o Kalman,374,3.609319132708942,3.3766550406014977,6.405566588126632,7.120687996251021,8.73531072966283,7.4457658864137715,44.11764705882353,75.66844919786097,99.19786096256684,100.0,100.0,5.172504259550358
no_ms,w/o MeanShift,374,6.421719763541458,6.250545197440825,11.126226190615112,12.015921324113586,14.640586906585732,12.639827058772493,17.647058823529413,36.36363636363637,84.49197860962568,98.93048128342245,100.0,0.0
