tag,type,search,route,backbone,MLE_m,MedLE_m,P90_m,P95_m,P99_m,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,core_ms,core_fps,source
frame_1,tracker,3x6,route_B,mobilenet_v3_small,10.629433342820167,5.609653681125706,27.306317074860463,41.57915558831395,93.49746319457154,44.72759226713532,80.62390158172232,86.20386643233743,87.17047451669596,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/frame_1/robust_tracker_summary_forward3x6.json
frame_1,tracker,3x6,route_C,mobilenet_v3_small,5.217902551863951,5.0876920871706925,9.242538143641747,11.100042539572575,14.163810602853385,49.12559618441971,93.0047694753577,99.36406995230524,100.0,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/frame_1/robust_tracker_summary_forward3x6.json
kalman_fixedR,tracker,3x6,route_B,mobilenet_v3_small,11.29429916736465,5.776691666317111,20.725972363418208,55.25784397859761,113.719312264878,43.804920913884004,80.97539543057997,87.25834797891036,89.76274165202109,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kalman_fixedR/robust_tracker_summary_forward3x6.json
kalman_fixedR,tracker,3x6,route_C,mobilenet_v3_small,4.92318359956042,4.8390324232240935,8.616992184443435,10.092993725155047,13.510141283762533,51.112877583465824,94.51510333863276,99.4435612082671,100.0,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kalman_fixedR/robust_tracker_summary_forward3x6.json
kalman_none,tracker,3x6,route_B,mobilenet_v3_small,5.59726342127772,5.204931780388642,10.006198762374598,11.343712199077368,14.975032465036453,47.934973637961335,89.8945518453427,99.03339191564147,99.64850615114236,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kalman_none/robust_tracker_summary_forward3x6.json
kalman_none,tracker,3x6,route_C,mobilenet_v3_small,5.172364585014281,4.835745854379476,9.69774941823757,11.15153835798039,13.936257582620506,51.669316375198726,92.36883942766295,99.76152623211448,100.0,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kalman_none/robust_tracker_summary_forward3x6.json
kf_aniso_q18,tracker,3x6,route_B,mobilenet_v3_small,6.038243183096053,5.22321480302606,10.10047587589839,12.192754689912073,20.217559541455792,48.28646748681898,89.103690685413,97.97891036906854,98.90158172231986,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_aniso_q18/robust_tracker_summary_forward3x6.json
kf_aniso_q18,tracker,3x6,route_C,mobilenet_v3_small,5.63181829724816,4.847020474688752,9.994271896204987,12.332215978234336,20.26664249040018,51.828298887122415,90.06359300476947,97.77424483306835,98.48966613672496,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_aniso_q18/robust_tracker_summary_forward3x6.json
kf_aniso_q36,tracker,3x6,route_B,mobilenet_v3_small,5.856716198705984,5.217541025919061,10.082084091940835,11.833635258746344,18.028951861113942,48.33040421792619,89.32337434094903,98.41827768014059,99.07732864674868,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_aniso_q36/robust_tracker_summary_forward3x6.json
kf_aniso_q36,tracker,3x6,route_C,mobilenet_v3_small,5.436925929195588,4.847020474689508,9.909071556753691,12.269489833725755,18.856730382250497,51.987281399046104,91.57392686804452,97.93322734499205,99.36406995230524,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_aniso_q36/robust_tracker_summary_forward3x6.json
kf_aniso_q72,tracker,3x6,route_B,mobilenet_v3_small,5.729347643625379,5.2148458493683725,10.053692123297672,11.681678437864226,16.391725874189568,48.37434094903339,89.49912126537785,98.55008787346222,99.2091388400703,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_aniso_q72/robust_tracker_summary_forward3x6.json
kf_aniso_q72,tracker,3x6,route_C,mobilenet_v3_small,5.301649762071574,4.838690534782348,9.884026666766946,11.824837898789017,17.293037642210866,52.46422893481717,91.81240063593005,98.25119236883943,99.60254372019078,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_aniso_q72/robust_tracker_summary_forward3x6.json
kf_tuned_balanced,tracker,3x6,route_B,mobilenet_v3_small,8.938537280449934,5.468166985684093,12.18569346977526,29.556105842686577,88.9373390860184,46.44112478031634,86.37961335676626,91.12478031634447,91.87170474516697,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_tuned_balanced/robust_tracker_summary_forward3x6.json
kf_tuned_balanced,tracker,3x6,route_C,mobilenet_v3_small,5.360361851645542,4.588768830947714,9.404545461873262,11.976327716540581,26.08412154186009,54.531001589825124,91.7329093799682,97.93322734499205,98.48966613672496,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_tuned_balanced/robust_tracker_summary_forward3x6.json
kf_tuned_visual_mid,tracker,3x6,route_B,mobilenet_v3_small,10.395867348791201,5.466591661124316,12.197155451950627,56.433074850963315,109.695206193739,46.44112478031634,86.20386643233743,91.12478031634447,91.52021089630932,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_tuned_visual_mid/robust_tracker_summary_forward3x6.json
kf_tuned_visual_mid,tracker,3x6,route_C,mobilenet_v3_small,6.1815924899385895,4.817944149594656,10.060771774386707,15.46412355495953,41.9623262600243,52.54372019077902,89.1891891891892,94.83306836248012,96.10492845786963,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_tuned_visual_mid/robust_tracker_summary_forward3x6.json
kf_tuned_visual_strong,tracker,3x6,route_B,mobilenet_v3_small,20.807897186552452,5.54125691845758,12.672424095113882,165.13426738739005,266.76302806581543,45.95782073813709,85.19332161687171,90.24604569420035,90.50966608084359,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_tuned_visual_strong/robust_tracker_summary_forward3x6.json
kf_tuned_visual_strong,tracker,3x6,route_C,mobilenet_v3_small,6.236510784397832,4.703161015836924,10.041916132274643,14.222850247100382,45.75055998835526,53.33863275039745,89.5866454689984,95.1510333863275,96.10492845786963,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_tuned_visual_strong/robust_tracker_summary_forward3x6.json
kf_visual_first_best,tracker,3x6,route_B,mobilenet_v3_small,5.632365602518589,5.191235929743845,10.015014846985984,11.454675210147672,15.92377068226355,48.37434094903339,89.80667838312829,98.76977152899823,99.38488576449912,31.75590285598151,31.49020843574098,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_visual_first_best/robust_tracker_summary_forward3x6.json
kf_visual_first_best,tracker,3x6,route_C,mobilenet_v3_small,5.204731984927574,4.760782592680893,9.787650764076304,11.503093191894925,15.463472053300793,52.861685214626384,92.13036565977742,98.48966613672496,99.92050874403816,25.3873757966066,39.38965602477373,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/kf_visual_first_best/robust_tracker_summary_forward3x6.json
main_2frame_3x6,tracker,3x6,route_B,mobilenet_v3_small,10.309255268076187,5.652838676894247,24.83778674084096,39.112338020724465,91.1389661449266,44.376098418277685,81.10720562390158,86.37961335676626,87.56590509666081,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/main_2frame_3x6/robust_tracker_summary_forward3x6.json
main_2frame_3x6,tracker,3x6,route_C,mobilenet_v3_small,5.068728784462461,4.915608669908639,9.044463806457218,10.274899665673898,13.825906231380129,51.748807631160574,93.879173290938,99.4435612082671,100.0,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/main_2frame_3x6/robust_tracker_summary_forward3x6.json
motion_none,tracker,3x6,route_B,mobilenet_v3_small,10.677326029567512,5.999470314168919,24.131693244450418,43.020121493692955,95.44472151395424,42.26713532513181,79.701230228471,86.11599297012302,87.96133567662567,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/motion_none/robust_tracker_summary_forward3x6.json
motion_none,tracker,3x6,route_C,mobilenet_v3_small,5.246964547098981,5.034572702473218,9.409160754948486,10.521092886147471,14.32482821866612,49.2845786963434,92.68680445151033,99.4435612082671,100.0,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/motion_none/robust_tracker_summary_forward3x6.json
motion_velocity,tracker,3x6,route_B,mobilenet_v3_small,11.272654691441291,5.644612800644921,30.14741390749296,46.95849584151328,101.37870491705368,44.376098418277685,80.4481546572935,85.36906854130054,86.59929701230229,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/motion_velocity/robust_tracker_summary_forward3x6.json
motion_velocity,tracker,3x6,route_C,mobilenet_v3_small,5.235775905716113,5.202146281062062,9.234231569461613,11.105938910475317,14.614269040100165,48.251192368839426,93.0047694753577,99.12559618441972,100.0,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/motion_velocity/robust_tracker_summary_forward3x6.json
no_gru,tracker,3x6,route_B,mobilenet_v3_small,20.362603425392233,6.2815937003543265,92.71908884968535,104.25182280604116,150.38167884460364,40.86115992970123,75.0,80.97539543057997,82.46924428822496,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/no_gru/robust_tracker_summary_forward3x6.json
no_gru,tracker,3x6,route_C,mobilenet_v3_small,8.639662004182913,5.516862200376849,19.60992364939993,35.84882594282551,51.515287498838475,44.11764705882353,81.71701112877582,88.79173290937997,90.06359300476947,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/no_gru/robust_tracker_summary_forward3x6.json
search_4x6,tracker,4x6,route_B,mobilenet_v3_small,11.193609095269705,5.799751534776984,32.115434035646615,46.376771515002574,97.17639305462717,44.68365553602812,78.60281195079087,85.896309314587,86.86291739894551,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/search_4x6/robust_tracker_summary_forward4x6.json
search_4x6,tracker,4x6,route_C,mobilenet_v3_small,5.651202987561867,5.4411180507567956,10.043639607280522,12.62242152731724,15.66159321285731,46.184419713831474,89.50715421303657,98.41017488076311,100.0,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/search_4x6/robust_tracker_summary_forward4x6.json
search_5x6,tracker,5x6,route_B,mobilenet_v3_small,10.991961917871565,6.042162138606296,28.44767226948473,43.041113177408945,95.2870802152832,42.57469244288225,78.95430579964851,86.33567662565905,87.17047451669596,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/search_5x6/robust_tracker_summary_forward5x6.json
search_5x6,tracker,5x6,route_C,mobilenet_v3_small,6.517294226271617,5.078861498620027,12.995800396912806,23.035496285055313,26.121692464305227,49.205087440381554,85.13513513513513,91.49443561208267,92.4483306836248,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/search_5x6/robust_tracker_summary_forward5x6.json
search_6x6,tracker,6x6,route_B,mobilenet_v3_small,13.631240381031036,6.968474916502715,44.58770461067638,57.868369231403854,108.44114487639723,34.3585237258348,71.8365553602812,85.36906854130054,86.11599297012302,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/search_6x6/robust_tracker_summary_forward6x6.json
search_6x6,tracker,6x6,route_C,mobilenet_v3_small,7.9689466838404215,6.002370271223613,19.88050338532662,26.174507576576605,27.987344621942157,41.0174880763116,77.02702702702703,88.39427662957074,90.06359300476947,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/search_6x6/robust_tracker_summary_forward6x6.json
weighted_anchor_full,tracker,3x6,route_B,mobilenet_v3_small,11.837376777166238,6.100309902297765,32.64877995140593,49.53849223081249,102.06898215880554,43.23374340949033,77.28471001757468,85.19332161687171,86.20386643233743,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/weighted_anchor_full/robust_tracker_summary_forward3x6.json
weighted_anchor_full,tracker,3x6,route_C,mobilenet_v3_small,5.066223345747109,4.8551905983526495,9.59822677166804,10.507856214428307,15.017761335653065,52.62321144674086,93.08426073131956,98.96661367249602,100.0,,,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/weighted_anchor_full/robust_tracker_summary_forward3x6.json
top1,decoder_baseline,3x6,route_B,mobilenet_v3_small,12.52635361611686,12.609991073608398,19.28597640991211,20.682479858398438,22.566885471343994,6.41476274165202,31.810193321616868,67.75043936731107,92.48681898066783,65.68634656238439,15.22386389765594,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/decoder_baselines_3x6_accuracy/decoder_baselines_summary.json
top1,decoder_baseline,3x6,route_C,mobilenet_v3_small,11.205669241698255,10.648946285247803,18.561251640319824,20.09983787536621,22.577376708984374,12.241653418124006,45.8664546899841,74.0858505564388,94.5945945945946,61.75980591351706,16.191760728657584,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/decoder_baselines_3x6_accuracy/decoder_baselines_summary.json
weighted_centroid,decoder_baseline,3x6,route_B,mobilenet_v3_small,9.178443371391936,9.17514705657959,14.420028686523438,15.802953481674194,17.575375080108643,16.87170474516696,57.73286467486819,92.70650263620387,99.86818980667839,65.68634656238439,15.22386389765594,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/decoder_baselines_3x6_accuracy/decoder_baselines_summary.json
weighted_centroid,decoder_baseline,3x6,route_C,mobilenet_v3_small,8.781812204797241,8.74759292602539,13.38954496383667,14.506323957443232,16.010019207000738,13.593004769475359,61.446740858505564,96.50238473767885,100.0,61.75980591351706,16.191760728657584,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/decoder_baselines_3x6_accuracy/decoder_baselines_summary.json
softms,decoder_baseline,3x6,route_B,mobilenet_v3_small,9.525577936275667,9.574748992919922,14.84414291381836,16.386884212493896,18.33470106124878,14.806678383128293,54.43760984182777,90.6414762741652,99.69244288224957,65.68634656238439,15.22386389765594,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/decoder_baselines_3x6_accuracy/decoder_baselines_summary.json
softms,decoder_baseline,3x6,route_C,mobilenet_v3_small,9.029666405698263,8.929380416870117,13.945961189270019,15.05322842597961,16.619861831665045,12.639109697933225,59.5389507154213,94.67408585055644,100.0,61.75980591351706,16.191760728657584,/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/experiments/decoder_baselines_3x6_accuracy/decoder_baselines_summary.json
