protocol,frame_id,image_path,reference_x,reference_y,reference_progress_s,reference_cross_e,reference_waypoint_leg,reference_step_s,reference_step_e,reference_step_norm_m,reference_heading_deg,trajectory_history_count,trajectory_history_path_length_se,bootstrap_frame,predicted_progress_s,predicted_cross_e,search_origin_progress_s,search_origin_cross_e,search_origin_x,search_origin_y,predicted_x,predicted_y,predicted_candidate_distance_m,predicted_candidate_included,motion_v_s,motion_v_e,motion_a_s,motion_a_e,motion_next_step_s,motion_next_step_e,motion_step_error_se,estimated_heading_deg,search_grid_size,search_forward_rows,search_forward_cols,search_candidate_count,forward_only_search,search_heading_deg,raw_top1_x,raw_top1_y,softms_x,softms_y,softms_mode_count,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_confidence,visual_var_s,visual_var_e,candidate_capture,reference_candidate_distance_m,measurement_s,measurement_e,measurement_var_s,measurement_var_e,measurement_correction_s,measurement_correction_e,kalman_nis,kalman_gain_progress,kalman_gain_cross,kalman_uses_visual_confidence,final_progress_s,final_cross_e,waypoint_leg,target_waypoint,final_x,final_y,final_step_m,error_final_m,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_velocity_parallel,gt_heading_deg,v_parallel,poly_next_step_parallel,heading_error_deg,progress_error_m
trajectory_gru_inertial_forward_sat_external_kalman,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,-18.780746459960938,-2.1595981121063232,-18.780745674413577,-2.1595981213156596,4.700013160705566,1,2.1939213275909424,-0.014356404542922974,-0.05394993722438812,-0.013580049388110638,2.275376319885254,-0.02114642970263958,2.2754745809575043,173.37753076241046,14,6,6,36,1,173.90999929632898,-27.772829055786133,9.233684539794922,-27.182315826416016,5.630707263946533,1,9.180633544921875,-6.855013370513916,0.9515787959098816,0.008817963302135468,0.19867469551653344,0.0010000000474974513,0.0010000000474974513,1,4.700013160705566,3.5328407287597656,-6.695467948913574,7.4368486404418945,9.432158470153809,-5.647792816162109,0.1595451980829239,0.9553922139842108,0.8727370004806327,0.8439215360011979,0,3.0832408207936104,-5.650449595693933,0,1,-21.24712691314165,3.7860656917279245,0.0,6.436920894966523,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,0.0,0.0,0.0,2.1939213275909424,2.275376319885254,173.37753076241046,3.083240038702483
trajectory_gru_inertial_forward_sat_external_kalman,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,7.172637416015737,0.0599746448253995,7.172888153292986,174.38907188095573,1,3.313513889695598,1,3.0832408207936104,-5.650449595693933,3.0832408207936104,-5.650449595693933,-21.247127532958984,3.7860655784606934,-21.24712691314165,3.7860656917279245,1.9404420852661133,1,2.1954243183135986,-0.014862282201647758,-0.05343233793973923,-0.013804209418594837,2.2769570350646973,-0.02176438644528389,4.896362697111193,173.36235193540767,14,6,6,36,1,173.90999929632898,-27.772829055786133,9.233684539794922,-29.14993667602539,7.770140647888184,1,11.364123344421387,-8.773627281188965,0.9661460518836975,0.007046442478895187,0.186233902672834,0.0010000000474974513,0.0010000000474974513,1,2.246838331222534,5.9992876052856445,-8.621244430541992,7.219289302825928,9.134122848510742,-5.364835739135742,0.15238313376903534,0.43488737071057365,0.8068549142630641,0.7853616336916194,0,5.436067499082014,-7.983597880552829,0,1,-23.339150398564417,6.355659440483791,3.313513889695598,8.228896521229574,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,7.172637416015737,7.172637416015737,174.38907188095573,2.1954243183135986,2.2769570350646973,1.0267199455480522,1.73657069902485
trajectory_gru_inertial_forward_sat_external_kalman,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.9765578711491996,0.022716983804737093,2.976644557493125,174.34727015796543,2,8.952626354003286,1,5.436067499082014,-7.983597880552829,5.436067499082014,-7.983597880552829,-23.339149475097656,6.355659484863281,-23.339150398564417,6.355659440483791,2.863522529602051,1,2.234447956085205,-0.014631163328886032,-0.06747701019048691,-0.013047333806753159,2.3057219982147217,-0.02115483023226261,0.6722689227404908,173.3843294711995,14,6,6,36,1,129.15060712548535,-27.772829055786133,9.233684539794922,-27.755664825439453,14.490520477294922,1,10.690689086914062,-15.603999137878418,0.9729970693588257,0.006849035620689392,0.181972325915999,0.0010000000474974513,0.0010000000474974513,1,3.7951905727386475,5.888447284698486,-15.466328620910645,6.738007545471191,8.475385665893555,-4.802241802215576,0.13767009973526,1.6441854982569544,0.7695310611095936,0.7521795341238103,0,5.784187795531988,-13.611954802809084,0,1,-23.088190659610625,11.989184854869933,5.639112464307686,14.373470010529715,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.9765578711491996,2.9765578711491996,174.34727015796543,2.234447956085205,2.3057219982147217,0.9629406867659327,4.365008273724076
trajectory_gru_inertial_forward_sat_external_kalman,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.975685825718756,0.02271020084053925,2.9757724856927044,174.34726770228437,3,11.309507140581156,0,8.11657667340064,-13.632922804144943,5.784187795531988,-13.611954802809084,-23.08819007873535,11.989184379577637,-25.40519213429626,12.257478911811214,2.910306453704834,1,2.2701072692871094,-0.014707857742905617,-0.07964301854372025,-0.012520288117229939,2.3323888778686523,-0.0209680013358593,0.6447780613968044,173.39492840497192,14,6,6,36,1,173.39492840497192,-27.772829055786133,9.233684539794922,-29.97885513305664,14.14815616607666,1,12.865011215209961,-15.027708053588867,0.9725475311279297,0.00725647434592247,0.18323816875607452,0.0010000000474974513,0.0010000000474974513,1,0.9516851902008057,7.906465530395508,-14.885100364685059,6.876316070556641,8.66461181640625,-4.958545684814453,0.14260774850845337,0.05739475857751919,0.7116287276623484,0.6930627402538309,0,7.967055548036216,-14.500760415537233,0,1,-25.16444547683789,13.104556082793845,2.3568807865778707,15.49009846061963,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.975685825718756,2.975685825718756,174.34726770228437,2.2701072692871094,2.3323888778686523,0.9523392973124487,5.157826346938604
trajectory_gru_inertial_forward_sat_external_kalman,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,2.975768226198106,0.022710960013673454,2.9758548895661856,174.34727021093266,4,13.002074037627793,0,10.310785282456992,-14.521428292585487,7.967055548036216,-14.500760415537233,-25.164445877075195,13.1045560836792,-27.49275564600674,13.37375486677082,0.6665456891059875,1,2.285219192504883,-0.014576828107237816,-0.08476186543703079,-0.01218209695070982,2.3437297344207764,-0.020667877048254013,0.6335253574980301,173.4047569832085,14,6,6,36,1,173.40475698320847,-27.772829055786133,9.233684539794922,-31.98944854736328,12.817341804504395,3,14.723071098327637,-13.491098403930664,0.9651975035667419,0.008657410740852356,0.17837772359119602,0.09551853686571121,13.7183256149292,1,2.2624640464782715,9.075820922851562,-13.329771995544434,7.478301048278809,9.488062858581543,-5.647250652313232,0.1613265722990036,0.12043811227556847,0.6689891912128111,0.646338749428711,0,9.484607474347909,-13.751214651807125,0,1,-26.752952772544464,12.52023829899375,1.692566897046633,15.375556984590197,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,2.975768226198106,2.975768226198106,174.34727021093266,2.285219192504883,2.3437297344207764,0.942513227724163,6.616042646825017
trajectory_gru_inertial_forward_sat_external_kalman,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.289121849372563,0.022380454033615937,3.2891979911131446,174.29985586865408,5,14.087872356078018,0,11.825123564740975,-13.77190951113301,9.484607474347909,-13.751214651807125,-26.752952575683594,12.520237922668457,-29.078064571404052,12.789122975751841,1.7974772453308105,1,2.2807912826538086,-0.014575814828276634,-0.08301729708909988,-0.012238089926540852,2.3405160903930664,-0.020694859325885773,0.9495832604832956,173.40340282266948,14,6,6,36,1,173.40340282266948,-27.772829055786133,9.233684539794922,-32.67438888549805,13.435864448547363,2,15.469764709472656,-14.033465385437012,0.962959885597229,0.00843043252825737,0.18255733855492876,0.02412545308470726,9.752079010009766,1,0.7809856534004211,9.94898796081543,-13.875204086303711,7.389347076416016,9.366353988647461,-5.520776271820068,0.15826129913330078,0.15727968120721034,0.6706633890290026,0.6474999132073557,0,10.566868102334295,-13.83879273959083,0,1,-27.81981442844284,12.722139749021048,1.0857983184502307,16.539158293589203,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.289121849372563,3.289121849372563,174.29985586865408,2.2807912826538086,2.3405160903930664,0.8964530459846003,8.822903868211194
trajectory_gru_inertial_forward_sat_external_kalman,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.282439976299276,0.02233470458722059,3.282515961429067,174.29985092199666,6,16.445058371761554,0,12.904112136147772,-13.859624935468858,10.566868102334295,-13.83879273959083,-27.819814682006836,12.722139358520508,-30.14165806654975,12.99081385302857,2.549690008163452,1,2.2762451171875,-0.014656975865364075,-0.08116698265075684,-0.012350439094007015,2.3372440338134766,-0.02083219587802887,0.9461811406846977,173.3993272064922,14,6,6,36,1,173.39932720649222,-27.711679458618164,18.750001907348633,-33.76886749267578,15.931806564331055,1,16.82286262512207,-16.399208068847656,0.9697122573852539,0.00248631089925766,0.17287216069788416,0.0010000000474974513,0.0010000000474974513,1,0.734637975692749,11.99937915802002,-16.259260177612305,6.780797958374023,8.535113334655762,-4.823483467102051,0.1399478316307068,0.264052331372529,0.6864776259977476,0.6647088054071798,0,12.28303318916076,-15.454683610686997,0,1,-29.354863562831316,14.510980174421594,2.357186015683534,18.76577083676152,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.282439976299276,3.282439976299276,174.29985092199666,2.2762451171875,2.3372440338134766,0.9005237155044767,10.389178757684006
trajectory_gru_inertial_forward_sat_external_kalman,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.291168963884001,0.02239446821316496,3.291245153591544,174.29985734525803,7,18.71872756091431,0,14.627070245129998,-15.475479647034744,12.28303318916076,-15.454683610686997,-29.3548641204834,14.510980606079102,-31.683465722682623,14.780338998335932,1.0952541828155518,1,2.285200357437134,-0.014687580987811089,-0.08404422551393509,-0.012216911651194096,2.3440370559692383,-0.02079603634774685,0.9481161693982887,173.4016908419223,14,6,6,36,1,173.40169084192226,-32.50415802001953,9.263697624206543,-36.950199127197266,14.391923904418945,3,19.822874069213867,-14.530506134033203,0.9760765433311462,0.009284861385822296,0.16609906631291696,0.20012156665325165,23.02988624572754,1,2.6574466228485107,14.363584518432617,-14.373871803283691,7.329621315002441,9.285253524780273,-5.45928955078125,0.15663444995880127,0.0509918130235927,0.6598525137026868,0.6344935910491976,0,14.453208526043952,-14.776516530325175,0,1,-31.584738569231764,14.066875414783555,2.273669189152758,18.88483618231474,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.291168963884001,3.291168963884001,174.29985734525803,2.285200357437134,2.3440370559692383,0.8981665033357444,11.510172384684815
trajectory_gru_inertial_forward_sat_external_kalman,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.336079374354565,0.02776811776652305,3.3361949374037283,174.38689418808866,8,17.19450953961524,0,16.793548186688483,-14.797360540961385,14.453208526043952,-14.776516530325175,-31.58473777770996,14.066875457763672,-33.909659110486,14.335889683585908,1.4700117111206055,1,2.2801618576049805,-0.014697417616844177,-0.08214842528104782,-0.012293186038732529,2.3403396606445312,-0.02084401063621044,0.9969256323754464,173.39971342588024,14,6,6,36,1,173.39971342588026,-32.50415802001953,9.263697624206543,-38.26325988769531,15.851591110229492,2,21.28338050842285,-15.842632293701172,0.9770331978797913,0.010430704802274704,0.1749720857577966,0.01048770360648632,15.35658073425293,1,1.477186918258667,15.815909385681152,-15.68547534942627,7.358242511749268,9.324376106262207,-5.467471122741699,0.1571565419435501,0.07371813014674765,0.6661201943331262,0.6412126789246742,0,16.142323238573876,-15.366831016489828,0,1,-33.201693938445395,14.833057533233267,1.7892958683965265,20.39982337061663,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.336079374354565,3.336079374354565,174.38689418808866,2.2801618576049805,2.3403396606445312,0.9871807622084248,13.157137046509455
trajectory_gru_inertial_forward_sat_external_kalman,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.335964352530045,0.027767474711354545,3.3360799142111426,174.38689958652537,8,14.143797639064225,0,18.480122072420922,-15.387839403697813,16.142323238573876,-15.366831016489828,-33.20169448852539,14.833057403564453,-35.52407055332476,15.101965693264052,1.9819034337997437,1,2.2766289710998535,-0.0148065946996212,-0.08070650696754456,-0.012403586879372597,2.337798833847046,-0.021008387207984924,0.9993565366743117,173.39513056424312,14,6,6,36,1,173.39513056424315,-32.412437438964844,23.53817367553711,-40.97913360595703,17.300376892089844,4,24.137630462646484,-16.995113372802734,0.9844079613685608,0.008700549602508545,0.15247027706545113,0.2634485960006714,32.607032775878906,1,3.577880382537842,18.586145401000977,-16.83561897277832,7.4295125007629395,9.422529220581055,-5.551485538482666,0.15949438512325287,0.08044627237935327,0.6653963839392433,0.6406424119959132,0,18.550669611871292,-16.315348398871954,0,1,-35.49582002834566,16.031724693914143,2.5884005637566685,21.744337380181495,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.335964352530045,3.335964352530045,174.38689958652537,2.2766289710998535,2.337798833847046,0.9917690222822557,14.084755025742083
