frame_id,timestamp_ns,elapsed_time_s,dt_seconds,waypoint_from,waypoint_to,waypoint_from_frame,waypoint_to_frame,leg_index,leg_changed,gt_x,gt_y,gt_progress_s,gt_cross_d,prediction_x,prediction_y,prediction_s,prediction_v_mps,prediction_d,prediction_vd_mps,raw_top1_x,raw_top1_y,hardms_x,hardms_y,measurement_s,measurement_d,measurement_var_s,measurement_var_d,final_x,final_y,final_s,final_v_mps,final_d,final_vd_mps,error_m,candidate_capture
0,1782878154636936850,0.0,0.34809633100921655,0,1,0,217,0,0,-37.63298034667969,0.8348962068557739,0.0,0.0,-37.63298034667969,0.8348962068557739,0.0,0.0,0.0,0.0,-37.266056060791016,4.535549163818359,-41.99738311767578,4.565558910369873,8.618338584899902,-1.4026281833648682,100.0,35.27040100097656,-38.41065534687472,1.0153514885900528,0.7924032733046739,0.24517614318135925,-0.09715737517978158,-0.04360356066574834,0.7983373438804806,1
1,1782878154985033216,0.348096366,0.348096366,0,1,0,217,0,0,-47.69226837158203,1.7922438383102417,10.10411548614502,0.11238837242126465,-38.493915194486,1.039474777027325,0.8777481977760007,0.24517614318135925,-0.11233561619218912,-0.04360356066574834,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,12.185808181762695,-0.0272526815533638,100.0,36.60986328125,-39.727255808453805,1.15415864221973,2.116299995505159,0.8470261457472539,-0.09587731848546377,-0.03893244517261337,7.9905305110649785,1
2,1782878155333129728,0.696192878,0.348096512,0,1,0,217,0,0,-47.69226837158203,1.7922438383102417,10.10411548614502,0.11238837242126465,-40.01901358269084,1.1988322285601076,2.4111468424125815,0.8470261457472539,-0.10942956685368173,-0.03893244517261337,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,12.187396049499512,-0.04816450923681259,100.0,36.629302978515625,-41.34345198245433,1.3276177983469755,3.7417771318370994,1.5542628252517905,-0.09735485929839455,-0.03439879556017199,6.365795072091814,1
3,1782878155681225984,1.044289134,0.348096256,0,1,0,217,0,0,-47.69226837158203,1.7922438383102417,10.10411548614502,0.11238837242126465,-41.88018099524917,1.396770774951735,4.28281020214723,1.5542628252517905,-0.10932895124379984,-0.03439879556017199,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,15.511310577392578,0.24890494346618652,100.0,36.629783630371094,-43.72419727393695,1.5182202182550557,6.12932548039794,2.502344825376121,-0.03498334812140633,-0.0033371494464827754,3.977521487096503,1
4,1782878156029322240,1.39238539,0.348096256,0,1,0,217,0,0,-57.659645080566406,2.8609108924865723,20.128616333007812,0.10435724258422852,-44.59024154327316,1.6115408947653387,7.0003823453323415,2.502344825376121,-0.036144997349439455,-0.0033371494464827754,-75.14722442626953,0.017425041645765305,-70.38533782958984,4.745584964752197,21.290882110595703,-0.07965467870235443,100.0,36.62994384765625,-47.27124144056379,1.9063926654877024,9.697530319793774,3.7831695397946445,-0.045668028854589655,-0.007392313910173381,10.432163497246995,1
5,1782878156377418496,1.740481646,0.348096256,0,1,0,217,0,0,-57.659645080566406,2.8609108924865723,20.128616333007812,0.10435724258422852,-48.58048385589304,2.0482919236168344,11.014437472409533,3.7831695397946445,-0.04824126564989773,-0.007392313910173381,-79.81743621826172,9.563739776611328,-75.11666870117188,4.775583744049072,26.624635696411133,-0.8504371643066406,100.0,36.62995147705078,-51.22695988076008,2.425011414596373,13.68591770636987,5.177884032854691,-0.14282538309850393,-0.08324263049467687,6.4474372610078445,1
6,1782878156725515008,2.088578158,0.348096512,0,1,0,217,0,0,-57.659645080566406,2.8609108924865723,20.128616333007812,0.10435724258422852,-53.0161794826226,2.644535499985309,15.48832107774708,5.177884032854691,-0.1718018524234058,-0.08324263049467687,-84.5793228149414,4.835577011108398,-79.84799194335938,4.805581092834473,32.28028106689453,-0.5014716982841492,100.0,36.62995147705078,-55.18268123010551,2.9436305451121907,17.67430802612078,6.61361790578815,-0.23998280879473136,-0.1136572948790866,2.478344701089939,1
7,1782878157073611264,2.436674414,0.348096256,0,1,0,217,0,0,-67.50447845458984,3.795994520187378,30.01712417602539,0.21619343757629395,-57.467747396967646,3.2265627499679397,19.976483657740197,6.61361790578815,-0.2795464876092294,-0.1136572948790866,-84.5793228149414,4.835577011108398,-79.84799194335938,4.805581092834473,34.310543060302734,-0.04876783490180969,100.0,36.62995147705078,-59.15021150156317,3.3512422986724553,21.662695412696877,7.7573213994284735,-0.22550651133442307,-0.09340430285258239,8.36609711041989,1
8,1782878157421707520,2.78477067,0.348096256,0,1,0,217,0,0,-67.50447845458984,3.795994520187378,30.01712417602539,0.21619343757629395,-61.83190768133696,3.6692886019342734,24.36298994842661,7.7573213994284735,-0.25802019945169713,-0.09340430285258239,-89.2495346069336,14.381888389587402,-84.5793228149414,4.835577011108398,38.04655456542969,0.046481937170028687,100.0,36.62995147705078,-63.120260904051015,3.735179385632387,25.65108279927297,8.761867652879369,-0.1872218991600874,-0.06837699812803708,4.3846393250806415,1
9,1782878157769804032,3.132867182,0.348096512,0,1,0,217,0,0,-67.50447845458984,3.795994520187378,30.01712417602539,0.21619343757629395,-66.1505969758181,4.081562056794459,28.701058367845906,8.761867652879369,-0.21102369370948765,-0.06837699812803708,-89.2495346069336,14.381888389587402,-84.5793228149414,4.835577011108398,41.590423583984375,-0.30023670196533203,100.0,36.62995910644531,-67.081585117173,4.201143084442355,29.63947311902388,9.626718824232352,-0.23142664296138893,-0.07518600542180359,0.5856484730189442,1
10,1782878158117900288,3.480963438,0.348096256,0,1,0,217,0,0,-77.41057586669922,4.6642866134643555,39.9594841003418,0.4009284973144531,-70.41102967385599,4.581736301917446,32.99049789930388,9.626718824232352,-0.2575986099523145,-0.07518600542180359,-89.2495346069336,14.381888389587402,-89.3106460571289,4.86557149887085,44.88617706298828,0.1599021852016449,100.0,36.62995147705078,-71.05468889158372,4.556375337838076,33.627860505599976,10.355036669260068,-0.16427515283486635,-0.045701092126214635,6.356802976642433,1
11,1782878158465996544,3.829059694,0.348096256,0,1,0,217,0,0,-77.41057586669922,4.6642866134643555,39.9594841003418,0.4009284973144531,-74.63732097953726,4.953587747348338,37.23241000091212,10.355036669260068,-0.18018353189911274,-0.045701092126214635,-89.2495346069336,14.381888389587402,-89.3106460571289,4.86557149887085,47.172203063964844,0.22862949967384338,100.0,36.62995910644531,-75.02841708896818,4.905739295562163,37.61624789217607,10.91124069129759,-0.09122223936229122,-0.01898942729567766,2.3943641828287623,1
12,1782878158814093056,4.177156206,0.348096512,0,1,0,217,0,0,-77.41057586669922,4.6642866134643555,39.9594841003418,0.4009284973144531,-78.80456148186173,5.3141918956879,41.41441271840923,10.91124069129759,-0.09783239276879421,-0.01898942729567766,-89.2495346069336,14.381888389587402,-89.3106460571289,4.86557149887085,49.44110870361328,-0.1668509691953659,100.0,36.62995910644531,-78.99217544250071,5.348827065336464,41.60463821192698,11.32327861525021,-0.11242191504367804,-0.023171024598349167,1.7233841267763625,1
13,1782878159162189312,4.525252462,0.348096256,0,1,0,217,0,0,-87.32689666748047,5.565974712371826,49.915550231933594,0.5535368919372559,-82.91078676300566,5.773902838815659,45.54622910354045,11.32327861525021,-0.1204876619540473,-0.023171024598349167,-89.2495346069336,14.381888389587402,-89.3106460571289,4.86557149887085,52.59278869628906,0.03133845329284668,100.0,36.62993621826172,-82.9606164526462,5.747879742558047,45.593025598503075,11.457714117373602,-0.08933822358822709,-0.014609072915940007,4.3700677745843,1
14,1782878159510285568,4.873348718,0.348096256,0,1,0,217,0,0,-87.32689666748047,5.565974712371826,49.915550231933594,0.5535368919372559,-86.926076926727,6.174943347665763,49.58141298507917,11.457714117373602,-0.0944235871738968,-0.014609072915940007,-89.2495346069336,14.381888389587402,-94.0419692993164,4.895564079284668,56.3438606262207,-0.20969146490097046,100.0,36.62995147705078,-86.92364803769776,6.197769924484498,49.58141298507917,11.457714117373602,-0.11737902447398305,-0.02068872260908635,0.7495162756539235,1
15,1782878159858381824,5.221444974,0.348096256,0,1,0,217,0,0,-87.32689666748047,5.565974712371826,49.915550231933594,0.5535368919372559,-90.88888458810457,6.6269379530072765,53.56980037165526,11.457714117373602,-0.12458069135562856,-0.02068872260908635,-117.69860076904297,5.045505523681641,-98.77330017089844,4.92555570602417,62.32147216796875,-0.4434579312801361,100.0,36.62994384765625,-90.88235720405288,6.688281979715418,53.56980037165526,11.457714117373602,-0.18627101706744348,-0.03650496236529256,3.728387483813347,1
16,1782878160206478336,5.569541486,0.348096512,0,1,0,217,0,0,-97.24320983886719,6.612377643585205,59.88691711425781,0.5622420310974121,-94.8470141315977,7.12292499615915,57.558190691406175,11.457714117373602,-0.1989782671374931,-0.03650496236529256,-122.4604721069336,0.3173305094242096,-117.66805267333984,9.803664207458496,69.41997528076172,-0.40274935960769653,100.0,36.62995147705078,-94.84295693114537,7.161054361757605,57.558190691406175,11.457714117373602,-0.23732288044670408,-0.04606455852004629,2.462165746267195,1
17,1782878160554574592,5.917637742,0.348096256,0,1,0,217,0,0,-97.24320983886719,6.612377643585205,59.88691711425781,0.5622420310974121,-98.8072588470429,7.599006038346167,61.54657807798227,11.457714117373602,-0.2533577808018251,-0.04606455852004629,-122.4604721069336,0.3173305094242096,-122.39938354492188,9.833647727966309,75.14710235595703,-0.5504889488220215,100.0,36.62995147705078,-98.80149520666617,7.653172440446193,61.54657807798227,11.457714117373602,-0.3078299628137086,-0.059326774779681665,1.8739015706993072,1
18,1782878160902670848,6.265733998,0.348096256,0,1,0,217,0,0,-97.24320983886719,6.612377643585205,59.88691711425781,0.5622420310974121,-102.76530865294129,8.095714729955082,65.53496546455837,11.457714117373602,-0.328481390995071,-0.059326774779681665,-122.4604721069336,0.3173305094242096,-122.39938354492188,9.833647727966309,78.83026123046875,-0.4196961224079132,100.0,36.62995910644531,-102.76358174157961,8.111944155993822,65.53496546455837,11.457714117373602,-0.34480243531140004,-0.0632228610747931,5.720420060571964,1
19,1782878161250767360,6.61383051,0.348096512,0,1,0,217,0,0,-107.29228973388672,7.647648811340332,69.98912811279297,0.5960636138916016,-106.72725460347232,8.55583537189533,69.52335578430927,11.457714117373602,-0.3668100927301961,-0.0632228610747931,-122.4604721069336,0.3173305094242096,-122.39938354492188,9.833647727966309,81.8516845703125,-0.1847979575395584,100.0,36.62995910644531,-106.73062445730659,8.524165655210243,69.52335578430927,11.457714117373602,-0.3349615943132417,-0.05574119444739068,1.0410329776253504,1
20,1782878161598863616,6.961926766,0.348096256,0,1,0,217,0,0,-107.29228973388672,7.647648811340332,69.98912811279297,0.5960636138916016,-110.69456996650666,8.96546682399858,73.51174317088537,11.457714117373602,-0.3543648954053464,-0.05574119444739068,-122.4604721069336,0.3173305094242096,-127.1307144165039,9.863629341125488,83.91537475585938,0.1362619400024414,100.0,36.62995910644531,-110.7034710855584,8.881814555261625,73.51174317088537,11.457714117373602,-0.27024039328442295,-0.036229617092854084,3.6275781586978213,1
21,1782878161946959872,7.310023022,0.348096256,0,1,0,217,0,0,-107.29228973388672,7.647648811340332,69.98912811279297,0.5960636138916016,-114.66813523880988,9.316361943433948,77.50013055746146,11.457714117373602,-0.28285178735075905,-0.036229617092854084,-122.4604721069336,0.3173305094242096,-127.1307144165039,9.863629341125488,87.40887451171875,0.5932806134223938,100.0,36.62995910644531,-114.67974974673845,9.207209382633419,77.50013055746146,11.457714117373602,-0.17308303904050867,-0.0023529505655601607,7.550284406366117,1
22,1782878162295056128,7.658119278,0.348096256,0,1,0,217,0,0,-117.24945068359375,8.560468673706055,79.98697662353516,0.7419242858886719,-118.64566163431903,9.630030626395694,81.48851794403755,11.457714117373602,-0.17390209232293324,-0.0023529505655601607,-122.33829498291016,19.349964141845703,-131.86204528808594,9.893610000610352,91.16044616699219,0.34803107380867004,100.0,36.62995910644531,-118.65480914477587,9.544062783637711,81.48851794403755,11.457714117373602,-0.08744894431368964,0.017357599308302468,1.7153687001657745,1
23,1782878162643152640,8.00621579,0.348096512,0,1,0,217,0,0,-117.24945068359375,8.560468673706055,79.98697662353516,0.7419242858886719,-122.62144992207836,9.960061679932611,85.47690826378846,11.457714117373602,-0.08140682453777594,0.017357599308302468,-122.33829498291016,19.349964141845703,-136.59336853027344,9.923588752746582,95.37700653076172,0.12094949185848236,100.0,36.62995910644531,-122.6249459331495,9.927206343886597,85.47690826378846,11.457714117373602,-0.04836601370719704,0.024851711546549967,5.5465233288148195,1
24,1782878162991248896,8.354312046,0.348096256,0,1,0,217,0,0,-117.24945068359375,8.560468673706055,79.98697662353516,0.7419242858886719,-126.59185981396935,10.340610905629813,89.46529565036455,11.457714117373602,-0.03971522596265103,0.024851711546549967,-122.33829498291016,19.349964141845703,-141.32469177246094,9.953566551208496,99.1022720336914,-0.543745756149292,100.0,36.62995910644531,-126.58326024956246,10.421429178995824,89.46529565036455,11.457714117373602,-0.1209897342556322,0.006480190200388706,9.517519373030837,0
25,1782878163339345152,8.702408302,0.348096256,0,1,0,217,0,0,-127.31895446777344,9.40649700164795,90.08946990966797,0.9660882949829102,-130.54949747650187,10.841192899842364,93.45368303694065,11.457714117373602,-0.11873400430870899,0.006480190200388706,-160.21946716308594,14.831619262695312,-146.05601501464844,9.983542442321777,102.42610168457031,0.018931984901428223,100.0,36.62995147705078,-130.5518210414008,10.819356153897978,93.45368303694065,11.457714117373602,-0.09677398567145039,0.011434300649614839,3.5281152570421903,1
26,1782878163687441664,9.050504814,0.348096512,0,1,0,217,0,0,-127.31895446777344,9.40649700164795,90.08946990966797,0.9660882949829102,-134.51824365353914,11.237405355422311,97.44207335669155,11.457714117373602,-0.09279374549816014,0.011434300649614839,-160.18893432617188,19.58977699279785,-150.75680541992188,14.771675109863281,106.51094055175781,0.13174723088741302,100.0,36.62994384765625,-134.5219987395108,11.202115246504068,97.44207335669155,11.457714117373602,-0.057304417027276705,0.019433729508582034,7.423482448411155,1
